first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,job,iban,currency,balance,latitude,longitude
Rozalia,Oprea,5980525400054,2017-05-05,"Soseaua Catrina Niță Nr. 513, Mihail Kogalniceanu, 997369",Tulcea,0266 051 183,c6:75:78:7b:82:c2,32.244.71.248,Cap De Masa (Cazino),RO64YVFV0240554790838700,SDG,21384092268,89.950860,-51.740672
Luiza,Nemeș,4690330223452,2014-01-30,"Aleea Giorgiana Manole Nr. 774 Bl. 87  Sc. 75 Ap. 929, Oradea, 866991",Dâmbovița,0770 072 284,b0:e7:b9:e8:a2:b4,159.19.200.132,Tehnician Constructor,RO28JCZV7890564470599960,LYD,34887932063,-39.8992895,43.316206
Zoe,Voinea,7500606413709,1994-11-27,"Aleea Ionescu Nr. 12, Targu Secuiesc, 915483",Sălaj,0239 339 737,0b:68:fe:47:6f:df,141.123.169.203,Sef Trafic Curierat Intern,RO03CRTM9735025033762527,ANG,45751874706,-39.2284835,139.413423
Claudia,Stănescu,3171011242457,1941-05-31,"Bulevardul Tabacu, Busteni, 293990",Timiș,0768 234 123,4d:2f:d5:94:4a:bb,179.22.161.53,Sef Serviciu Evaluarea Resurselor De Munca,RO05WNHI9307559408334962,ZAR,48586300785,-51.621415,172.166894
Liviu,Albu,3920404465841,2021-11-22,"Soseaua Pușcașu, Bolintin-Vale, 578123",Ialomița,0766 810 762,e8:ec:52:f5:38:e8,25.147.145.62,Consilier/Expert/Inspector/Referent/Economist In Economie Generala,RO58MGNT5694078609528040,KGS,79373645062,81.5572855,-44.346978
Cristobal,Suciu,3201212032070,1934-10-10,"Soseaua Eftimie Nr. 432, Beclean, 881768",Alba,0260 179 584,12:96:5c:c2:00:f9,13.33.98.86,"Cercetator Stiintific In Bacteriologie, Microbiochimie, Farmacologie",RO63DVCL5887649243584063,DOP,89539520065,49.212939,86.920841
Vlad,Barbu,3461119331651,2008-06-04,"Intrarea Stancu Nr. 79, Ruscova, 398248",Iași,0770 744 060,59:a9:86:ee:f7:05,20.255.1.9,Preparator-Presator Abrazive,RO40KYAY2867253983046611,AUD,59150622333,64.8736525,-96.928594
Casian,Voinea,6981211354964,1965-05-08,"Soseaua Ardelean Nr. 140 Bl. 90  Sc. 42 Ap. 298, Targu Ocna, 279028",Teleorman,0720 458 130,a0:00:bf:a3:c3:2a,223.135.143.109,Degustator,RO23WPFB5881643534108363,DOP,73227706037,-40.0691925,-75.507448
Jenel,Ababei,1520122323389,2010-06-22,"Aleea Ionescu Nr. 388 Bl. 55  Sc. 35 Ap. 821, Borsa, 512305",Ilfov,0248 358 558,01:4e:ab:30:66:72,84.63.97.216,Controlor Financiar,RO39SCUD7834811101253547,ANG,12453206304,33.3509025,91.835122
Maxim,Dima,1120525226555,1953-02-24,"Aleea Tomescu, Matca, 281868",Caraș Severin,0767 494 799,46:4d:8a:7c:4d:64,179.128.128.219,Masinist La Fabricarea Acelor Si Accesoriilor,RO74UUDF1452727842186291,MXN,48458446912,-37.481018,178.942594
Aurel,Ababei,7230414190011,1988-09-11,"Aleea Tabacu Nr. 482, Gugesti, 429784",Olt,0759 012 838,37:7e:56:41:09:0d,173.172.11.186,Insotitor Vagoane,RO33GXLH9792211562693812,TJS,17403104657,-75.1756345,-65.032424
Erica,Albu,6480316444536,1917-05-14,"Drumul Niță, Dragalina, 455590",Argeș,0751 787 849,36:86:b6:e6:99:d4,43.222.1.167,Lacatus Mecanic De Intretinere Si Reparatii Universale,RO02JWIO1956690103605644,XOF,63725246370,-16.186062,-81.888170
Todor,Dinu,1780710386428,1917-02-24,"Drumul Dinu, Fundeni, 251154",Alba,0261 187 311,6b:61:cd:c4:52:c9,76.29.226.123,Coordonator Conformitate,RO32PUJF4401178336055608,RWF,3702285690,-27.3655195,-63.283600
Visarion,Dinu,2690522117611,1948-02-12,"Aleea Mazilescu Nr. 84 Bl. 33  Sc. 76 Ap. 850, Bragadiru, 350043",Olt,0259 886 562,ff:72:50:8c:23:45,128.182.25.60,Specialist Mentenanta Mecanica Echipamente Industriale,RO13VSUG1098662575139140,PAB,25198971159,-10.4118225,20.405709
Victoria,Diaconu,2770821319276,1944-07-08,"Soseaua Mălina Dinu Nr. 34, Marghita, 315798",Brăila,0743 210 477,48:7c:fe:f3:03:8d,24.9.64.138,"Finisor Hartie, Carton, Mucava",RO97XRHM3994940859764253,AWG,2897285151,4.908584,127.227115
Ioana,Niță,6041111301520,1934-10-23,"Aleea Nistor, Tudora, 176168",Tulcea,0786 956 617,0e:b2:af:ea:36:dd,99.20.98.66,Farmacolog,RO61NNFQ4703396727616668,RON,69513358050,-69.7884475,27.038413
Iolanda,Gheorghiu,5990203314241,1939-11-08,"Strada Ababei, Ludus, 372799",Harghita,0769 641 312,14:0b:d9:10:e1:8e,119.71.18.175,Vicepresedinte Organizatie Sindicala,RO62WDTR3733487081134331,PAB,34595660284,-24.703926,74.039934
Ana,Stan,3470509379256,1933-08-20,"Drumul Ababei, Timisoara, 976201",Prahova,0748 902 595,ea:3b:94:ab:d2:37,129.59.14.173,Mecanic Conducator Vagon Motor De Rectificare A Liniei Aeriene,RO09MZJP2262066208566541,BGN,98152076196,10.7668885,76.470004
Darius,Dochioiu,7410111105213,1913-08-17,"Bulevardul Astrid Pop Nr. 828, Harlau, 232969",București,0756 228 671,38:87:a4:46:4b:9d,68.86.91.183,Inginer Electromecanic Minier,RO40HAYH8881171352461001,MMK,86177067695,-66.611028,-147.473695
Codruța,Eftimie,2680114409678,1930-10-09,"Soseaua Popa Nr. 604 Bl. 62  Sc. 69 Ap. 711, Barlad, 918413",Constanța,0746 956 817,c0:b5:7c:06:c3:87,56.241.237.3,Tehnician Sudura,RO07GYAR8728086383332668,MDL,33731693118,-51.364320,-21.915665
Mălina,Pop,3370628079629,1969-07-02,"Intrarea Tudor, Cajvana, 444188",Bihor,0727 036 734,bc:09:97:3a:c3:cc,177.153.172.153,Cercetator In Informatica,RO83SELK2863571743387398,NGN,6719965827,-68.569993,-121.525628
Lia,Mocanu,3240821191321,1940-03-26,"Drumul Ene Nr. 403 Bl. 80  Sc. 24 Ap. 947, Fetesti-Gara, 448744",Caraș Severin,0256 548 959,cd:a1:50:f2:1c:1d,124.83.178.177,Lumanarar,RO69TNWR8304541952428982,ETB,72767678048,-7.8127545,-152.632467
Eusebiu,Marin,5680823273998,1988-05-21,"Aleea Nemeș, Falticeni, 450105",Bacău,0711 167 981,6e:15:66:e9:92:b3,161.56.241.15,Logistician Gestiune Flux,RO88PTLL2518877077655203,CUP,67368980228,52.047522,-169.945193
Mitică,Niță,2440404118821,1998-06-13,"Strada Olimpian Dochioiu, Podu Iloaiei, 196777",Sălaj,0728 391 866,43:9c:ab:1d:73:3e,79.205.178.79,Inspector Cu Supravegherea Si Verificarea Tehnica A Instalatiilor,RO37CAVI3066541107813779,HRK,17920015218,54.5818235,-167.453273
Todor,Dinu,3790323183071,1946-08-17,"Soseaua Lucențiu Oprea, Barbulesti, 705273",Gorj,0756 138 581,51:e0:c9:45:a1:a6,128.32.14.223,Oglindar,RO98TBGT8272386554995526,CUP,84088462335,77.1833185,-63.322909
Carol,Voinea,8081016321943,1974-11-17,"Strada Manole Nr. 19 Bl. 44  Sc. 68 Ap. 948, Campia Turzii, 910029",Arad,0249 270 203,b1:b7:dd:3e:ea:a8,40.71.71.76,Asistent De Cercetare In Biotehnologie Pentru Agricultura,RO28MHOA8473395746535152,BSD,64866912505,82.6425685,-19.773200
Carol,Florea,1410726062452,1986-06-19,"Bulevardul Mădălina Albu Nr. 171 Bl. 75  Sc. 99 Ap. 788, Sandominic, 187139",Dâmbovița,0753 817 819,af:77:33:32:51:f2,167.150.238.121,Inginer De Cercetare In Ingineria Materialelor Oxidice,RO21HMVR7990361940588640,MGA,12078216717,23.8257955,-110.092160
Antoaneta,Diaconu,6651110254978,1980-03-27,"Drumul Preda Nr. 964 Bl. 16  Sc. 33 Ap. 551, Dumbravita, 421736",Timiș,0245 940 979,3c:a8:63:a3:b6:df,222.144.17.203,"Presedinte Sectie (La Inalta Curte De Casatie Si Justitie, La Curtea De Apel, Tribunale Si Judecatorii)",RO89CJYY9665015053309520,IQD,70521607580,-47.488217,-63.834419
Anamaria,Cristea,7941206075905,1964-08-29,"Aleea Zamfira Marin, Breaza de Sus, 985331",Prahova,0768 182 612,e8:4e:a3:b1:3e:ec,80.51.3.72,Amanetar,RO90ULAH1078618673404959,QAR,27415716478,5.5744925,141.233351
Rica,Ardelean,2340131346571,1992-10-10,"Intrarea Catrinel Pușcașu Nr. 626, Straja, 440095",Gorj,0256 032 632,fb:31:d7:99:20:c3,218.238.49.150,Analist Servicii Client,RO90QYED6082160252274928,QAR,13429887392,35.9148945,-86.200477
Jan,Preda,4350207305201,1921-04-07,"Aleea Tudor Nr. 50, Ruscova, 483553",Mehedinți,0726 031 527,a2:81:2f:9b:cb:41,182.189.194.200,Electromecanic Automatizari Si Telecomunicatii,RO09JCYK5002782603335121,LSL,91450117266,44.1119415,104.676099
Costin,Ene,7590931339969,1910-07-25,"Aleea Olivia Mazilescu, Zimnicea, 261126",Dâmbovița,0788 919 613,92:9a:ef:41:7d:15,195.2.247.227,Operator La Impregnarea Produselor Hidroizolatoare,RO88KPBN6975022525124784,ARS,72206140486,81.5609115,-24.899468
Svetlana,Dochioiu,8250324263325,2023-11-25,"Drumul Georgescu Nr. 52 Bl. 19  Sc. 14 Ap. 952, Gura Humorului, 736558",București,0241 290 250,51:0e:3b:8c:df:0c,72.162.93.176,Vacar,RO15HMED0487605793222327,UAH,16304279687,27.217892,-140.372196
Jan,Dima,8941128159237,1962-08-06,"Intrarea Popa Nr. 475, Tomesti, 723630",Dâmbovița,0269 032 566,66:b1:0b:94:f0:fa,216.106.84.46,Operator Lucrari Speciale Sonde,RO15UYTE6334005251638988,VND,53318600968,-29.4354975,63.888970
Claudiu,Dima,5480915316901,1942-08-15,"Bulevardul Elisaveta Florea Nr. 60, Sacueni, 825623",Satu Mare,0738 319 061,fc:ce:e8:74:e1:db,8.40.126.158,Insotitor Grup Turistic,RO06VQYW0446019865756123,CRC,74908681437,22.5400135,-68.893727
Artemisa,Dochioiu,7480706423241,2019-03-01,"Drumul Niță Nr. 231, Cudalbi, 188385",Alba,0768 987 766,f7:db:8c:5f:87:2a,174.153.30.208,Operator Chimist La Producerea Compusilor Anorganici Ai Azotului Si Ingrasamintelor Azotoase,RO31RBIT7003588818985530,DOP,55808468054,-60.859740,112.773069
Georgel,Ioniță,2800721117658,2022-06-02,"Bulevardul Tiberiu Mocanu Nr. 31 Bl. 68  Sc. 55 Ap. 994, Vicovu de Sus, 762657",Argeș,0734 222 544,6d:db:ba:5c:8b:f9,10.237.13.12,Reporter (Studii Superioare),RO69ZCII4850683452426086,AED,90635624551,86.3945655,95.390964
Georgel,Pușcașu,6740104154431,1982-11-25,"Drumul Filip Manole, Medias, 199262",Teleorman,0720 670 863,04:91:f7:ed:d1:e3,189.2.207.247,Receptioner De Hotel,RO13QTUW5213756841630560,RUB,95832915099,57.541914,132.642147
Ilarie,Dobre,6550625095111,1912-05-05,"Drumul Eftimie Nr. 283 Bl. 85  Sc. 24 Ap. 790, Branesti, 323908",Tulcea,0766 283 709,e4:d4:70:f3:54:f7,163.167.7.140,Operator La Tragere Si Munitie,RO53UVZQ6392151091894922,BGN,65175927346,-74.019653,-106.888036
Florența,Stan,7070118440594,1995-09-27,"Intrarea Ardelean Nr. 84 Bl. 38  Sc. 69 Ap. 486, Gaesti, 866473",Argeș,0780 512 384,7c:e8:6e:22:65:36,107.33.253.224,Presedinte Camera Deputatilor,RO02NFVU7872351843028529,FKP,71645667184,-19.746484,-153.536817
Caius,Pușcașu,5171226164119,1935-12-16,"Bulevardul Marga Popa Nr. 28 Bl. 60  Sc. 37 Ap. 403, Mioveni, 217804",Teleorman,0267 603 957,53:81:bd:ea:ea:fd,219.80.156.156,Solist Instrumentist,RO37TBSA5578715411769283,EUR,34577923739,45.0333615,-46.600334
Adelin,Ioniță,3451031116531,2005-07-03,"Bulevardul Profira Preda Nr. 94 Bl. 40  Sc. 18 Ap. 437, Eforie Nord, 939758",Botoșani,0720 005 433,d8:1a:c4:10:a4:4c,124.6.224.196,Crescator De Animale Mici,RO78KKWJ4613162979146317,BIF,66183956733,-1.8427945,-90.064488
Ludovica,Dochioiu,8951028140596,1916-08-11,"Aleea Ciprian Barbu Nr. 793 Bl. 51  Sc. 42 Ap. 550, Gaesti, 962664",Tulcea,0786 840 790,eb:db:af:0d:c1:5f,74.50.152.119,Proiectant Inginer Electrotehnic,RO87ARSV8346659856059739,TVD,90808035293,-80.4816365,149.865147
Lorelei,Marin,1431101172738,1990-06-11,"Strada Ionescu Nr. 79 Bl. 72  Sc. 18 Ap. 607, Dragasani, 372516",Argeș,0265 081 119,11:9e:64:48:90:c4,17.13.229.122,Operator La Valorificarea Subproduselor De Abator,RO62JZHU9978989749239568,MDL,2060801964,74.695157,-137.241558
Axinte,Suciu,6280127382236,1911-11-29,"Drumul Alis Dinu, Horodnic de Sus, 110031",Olt,0241 085 558,13:bf:a4:a8:ba:de,113.69.212.118,"Inginer De Cercetare In Constructii De Cai Ferate, Drumuri Si Poduri",RO74KTSM0681667996600256,IQD,41975482190,29.4078325,136.919228
Olimpia,Ardelean,5070303406697,2021-06-04,"Strada Octavia Nistor, Poiana Mare, 957025",Galați,0722 896 515,f1:7e:4d:a3:d6:5e,1.67.140.87,Contabil Financiar Bancar,RO22XKZE7723701869160681,LAK,99472938112,53.5136455,-5.537273
Clara,Cristea,7050608082587,1945-01-18,"Bulevardul Tomescu, Targu Ocna, 703363",Tulcea,0244 953 682,42:06:1e:86:75:e2,187.160.82.38,Reporter (Studii Medii),RO69XONJ6643678132590681,RSD,59931639038,44.1697225,21.618956
Salomea,Dinu,6460201078343,1956-10-10,"Soseaua Dumitra Tabacu Nr. 115, Targu Jiu, 944998",Timiș,0753 629 964,0c:d2:ff:e9:c9:7d,62.231.106.174,Subinginer In Industria Alimentara,RO49HEZX9709590117032156,AFN,27437630686,-78.300716,149.486871
Iuliana,Ene,3461210023127,1983-09-24,"Aleea Darius Oprea Nr. 60 Bl. 44  Sc. 61 Ap. 742, Poienile de sub Munte, 510415",Dolj,0241 579 446,c7:27:d1:ae:56:7e,83.50.189.43,Ziarist,RO59VXLI0888169582249699,HRK,3105737851,-37.3435745,9.138686
Frusina,Oprea,8520822387679,1951-03-18,"Aleea Mara Stan Nr. 60 Bl. 65  Sc. 80 Ap. 825, Turnu Magurele, 526963",Tulcea,0725 419 752,a9:76:dc:a8:35:5c,153.1.208.172,Cercetator In Pedagogie,RO11TTAP6818493033463933,GBP,86725423099,-73.2669185,-99.694075
Dorin,Dima,3280123252962,2001-11-20,"Strada Nicuță Albu, Eforie Nord, 554696",Suceava,0711 877 225,c5:79:00:98:e8:ef,215.211.172.15,Asistent De Cercetare In Constructii Hidrotehnice,RO05KRZG6577145019784989,SGD,46865466875,72.7047855,49.260392
Flora,Dochioiu,3080715204993,1978-10-24,"Bulevardul Valentina Popescu Nr. 86 Bl. 83  Sc. 39 Ap. 640, Blaj, 954035",Brăila,0251 387 285,fb:f4:22:1e:81:76,19.159.132.41,Botanist,RO12HEBL0734169125334717,JOD,41784947177,0.982656,77.916636
Aureliana,Eftimie,4230101247151,2009-05-17,"Soseaua Dinu, Petrosani, 120788",Maramureș,0261 316 552,18:d7:73:74:d6:7a,222.238.137.27,Fasonator Calapoade,RO80UKIA6554816289565062,BBD,6117058805,-47.0794695,-20.352432
Daniel,Oprea,6530328296322,1949-01-09,"Strada Eftimie Nr. 60 Bl. 11  Sc. 22 Ap. 951, Viseu de Sus, 323364",Argeș,0269 393 120,89:62:1c:e5:03:e1,23.243.30.63,Coregraf,RO22GXHU3745850293133085,GNF,89803759403,-60.979741,26.945453
Gherghina,Ioniță,6451117186414,1966-05-23,"Intrarea Angela Florea, Odorheiu Secuiesc, 222484",Arad,0761 202 512,b5:e1:84:15:c4:39,25.73.162.122,Decupator Furnire,RO03DGYA5646285311083558,EGP,41420990678,66.9395435,79.481867
Artemisa,Nemeș,4890801198420,1943-11-11,"Soseaua Pușcașu Nr. 270 Bl. 99  Sc. 17 Ap. 141, Vladimirescu, 280128",Galați,0244 364 379,2e:6a:03:aa:0d:b6,205.52.28.245,Secretar Scoala,RO81BPVF3640516598814937,MWK,57503006252,-29.692333,-98.996450
Nidia,Marin,7830516357642,1987-08-06,"Drumul Dochioiu, Mioveni, 927386",Constanța,0741 504 660,bc:a1:1f:30:b7:73,125.200.21.205,Operator Piuar,RO62BHJY9437327460313925,CZK,47789393529,-48.173398,-31.497350
Marius,Niță,7540426022729,2017-09-23,"Intrarea Tabacu, Simeria, 268007",Brăila,0780 863 821,a9:ea:32:39:38:fc,119.56.219.158,Conducator Intreprindere Mica ,RO81UCJI1685323294975276,JMD,17312195503,-2.7886625,-69.320571
Dina,Stănescu,3081216243638,1987-06-09,"Intrarea Suciu Nr. 353 Bl. 49  Sc. 49 Ap. 882, Glina, 833063",Covasna,0769 273 609,bc:9c:e6:f8:26:ec,31.235.254.77,Instructor Auto,RO23FIWJ1107318586643532,CNY,81821314420,-20.852039,157.286313
Vlaicu,Suciu,8261113091512,1937-07-30,"Intrarea Diaconescu Nr. 72, Tarnaveni, 234621",Suceava,0260 627 595,82:dd:d1:1c:3a:8c,142.224.88.87,Masinist La Instalatiile De Turbine Hidraulice,RO84CJIJ8946070731701188,BMD,27829142536,13.423057,59.137646
Alexandru,Dobre,1770411021101,1933-10-29,"Drumul Pop Nr. 88, Buhusi, 938501",Iași,0251 184 575,99:65:a0:f1:7e:e8,31.34.94.251,Laminator Sarma,RO53SRHW4137964288420570,COP,15182255730,-76.9461135,50.617179
Julia,Stoica,2441018160156,2000-03-28,"Bulevardul Livia Popa Nr. 69 Bl. 36  Sc. 89 Ap. 387, Ineu, 333444",Iași,0729 522 220,24:be:19:26:cd:64,120.133.91.64,Degustator,RO75DWBR0465338514622235,RSD,62568427113,64.4463725,170.141228
Fabia,Aanei,4190113252004,1943-05-18,"Intrarea Ariana Ababei Nr. 36, Beius, 769526",Brăila,0751 061 239,70:67:e6:77:dd:0d,161.148.170.47,Consilier Arhitect,RO86LBQD3084297477470193,BGN,48411120940,59.2713895,135.700970
Toma,Dima,3231127233987,2018-11-10,"Bulevardul Oprea, Curtea de Arges, 477582",Vâlcea,0738 550 666,d3:a4:b0:77:85:67,190.133.227.61,Expert Inginer Horticol,RO16RWZL3267483042289271,BND,44901645832,89.3936615,172.325385
Nicuță,Tabacu,1910312184157,1908-09-17,"Bulevardul Dima Nr. 54 Bl. 19  Sc. 69 Ap. 525, Turda, 682519",Galați,0767 654 424,b0:5e:97:4f:a8:13,110.29.208.87,Muncitor Radioelectronist,RO19PISD8999071984542984,PEN,35648396226,-32.2259915,-174.224513
Cătălina,Dinu,4000105161064,1995-01-14,"Aleea Nemeș, Rasnov, 206729",Gorj,0255 606 317,71:01:fd:d9:71:ca,206.127.40.187,Sef Formatie In Industria De Masini Si Echipamente,RO63XBOY3268456833699784,HUF,6813560473,-24.1163835,-23.923443
Iosefina,Ababei,6390925150581,1980-01-22,"Drumul Laura Manole Nr. 813 Bl. 24  Sc. 46 Ap. 286, Mihail Kogalniceanu, 933909",Prahova,0757 630 075,6e:de:17:bd:5e:43,183.208.166.7,Administrator Pensiune Turistica,RO67LLMO4060095735107756,SGD,72329463652,85.9785705,-82.121264
Octavian,Dochioiu,3450820456315,2023-10-28,"Soseaua Mocanu, Valu lui Traian, 385398",Buzău,0726 459 686,ec:f9:20:fb:27:d4,68.62.50.239,Curatitor De Fatade,RO56PYFI1618056867721201,FJD,46186421542,-59.2521375,-54.783936
Alexe,Dobre,3360304413322,1971-05-13,"Intrarea Agripina Tomescu Nr. 166, Rasnov, 487097",Cluj,0238 431 506,91:6f:1a:6e:36:9b,31.130.162.215,Cercetator In Cadastru,RO71JAVD0484764010619279,MZN,23286700381,7.5378635,-62.500253
Iancu,Manole,7050523275705,1930-07-03,"Intrarea Tomescu Nr. 51 Bl. 25  Sc. 50 Ap. 990, Valea Caselor (Dragasani), 721192",Sălaj,0241 376 653,f9:ed:29:41:65:89,43.4.46.169,Cercetator In Mineralogia Tehnica Si Experimentala,RO29FSVJ5694003654932721,XCD,60125043061,-24.844431,-0.487975
Florea,Tomescu,6520128201189,1936-04-11,"Bulevardul Gheorghiu Nr. 178, Zalau, 563874",Bacău,0771 717 608,70:3f:d6:19:30:41,143.156.88.196,Hidrolog,RO60KRHW0443100980025694,TWD,38768007977,-43.802703,33.326172
Nicolaie,Dima,5960921331931,1917-11-02,"Aleea Tomescu Nr. 42 Bl. 50  Sc. 32 Ap. 200, Paunesti, 220007",Botoșani,0256 239 084,52:e4:ab:70:e6:1f,97.54.205.74,Expert Aplicare Legislatie Armonizata In Domeniul Industriei Si Comertului,RO86DYKS7721652520184922,NPR,44092946412,70.5961215,-108.703837
Eftimie,Nistor,5920529430971,1916-09-18,"Aleea Gheorghiu, Stei, 825615",Vâlcea,0246 746 266,e7:d3:d0:6c:16:30,72.26.1.159,Director Productie Film,RO19NJAS2575220476665612,SEK,66000209798,89.201518,90.561890
Alistar,Toma,1550212423167,1950-06-15,"Soseaua Pușcașu Nr. 409 Bl. 48  Sc. 52 Ap. 931, Breaza de Sus, 965734",Botoșani,0235 748 892,7e:b8:a1:3e:49:db,64.111.222.81,Confectioner Manual De Produse Din Sfori Sau Franghii,RO88TCRO9418282048134727,TRY,38184759871,-14.453367,-32.655341
Zamfir,Toma,7050108168151,1990-02-23,"Strada Iuliu Nemeș Nr. 28 Bl. 25  Sc. 62 Ap. 642, Bacau, 608761",Constanța,0757 195 187,eb:e3:8e:f0:88:29,207.119.96.99,Artificier La Lucrari De Suprafata,RO66GBFC2631785684917903,GGP,75403129229,81.199905,6.270332
Eremia,Dumitrescu,4560231169392,1981-05-02,"Strada Viorica Tomescu Nr. 85 Bl. 92  Sc. 52 Ap. 953, Zarnesti, 571834",Satu Mare,0785 917 781,89:88:27:86:80:25,174.167.178.47,Confectioner Mine Pentru Creioane,RO70ELZM4552368893645749,DOP,21654775424,-80.1653225,-83.713850
Rozalia,Ardelean,1470317193091,1939-01-28,"Intrarea Casiana Mazilescu Nr. 44 Bl. 57  Sc. 85 Ap. 356, Berceni, 815199",Dolj,0258 805 359,47:91:33:6a:f3:40,159.221.187.103,Sef Depou/Adjunct,RO46ARSH3853387732626451,VEF,39221022207,-48.618651,-119.460081
Emilia,Nemeș,8900214110729,1968-01-24,"Aleea Stoica Nr. 87 Bl. 39  Sc. 64 Ap. 856, Tasnad, 725240",Gorj,0744 401 375,9f:b5:16:8b:c8:1a,219.40.26.27,Finisor Universal Ferodouri,RO97IIWF4848634917377248,MKD,69563192028,12.3254835,159.183003
Petruț,Marin,3161112116376,1954-10-22,"Bulevardul Tudor Nr. 507 Bl. 96  Sc. 27 Ap. 574, Ianca, 385373",Covasna,0765 297 346,59:ee:3c:d4:28:3a,91.145.40.169,Impregnator La Innobilare Pfl,RO07INUN8195372006899866,XOF,49564711759,8.1335875,-145.623271
Flavia,Dobre,3621001192139,1990-11-13,"Drumul Dobre Nr. 46 Bl. 75  Sc. 91 Ap. 641, Tuzla, 236281",Vâlcea,0726 749 664,d7:ae:e3:9d:f5:a8,67.134.225.0,Sef Sectie Industrie Prelucratoare,RO26WNUA6982916968390420,TWD,88798276370,16.271598,-68.760226
Gina,Stoica,1330802387961,2023-08-10,"Soseaua Oana Stancu Nr. 947, Lunca Cetatuii, 496581",Vrancea,0239 448 111,28:e7:38:60:5e:3e,144.55.250.248,Sef Orchestra,RO54QDCO0992583893430546,RSD,76864342626,-48.7628435,132.859024
Hortensia,Dumitrescu,1320817121061,1966-01-13,"Aleea Suciu Nr. 98 Bl. 77  Sc. 81 Ap. 206, Saveni, 205926",Brașov,0767 111 654,54:82:65:e0:e4:76,66.98.67.255,Electrician Pentru Utilizarea Energiei Electrice,RO79SDVP0990823882517433,IRR,79532275895,86.131093,7.093124
Carla,Cristea,2610731040741,1985-06-20,"Drumul Gelu Dinu Nr. 95 Bl. 12  Sc. 77 Ap. 931, Branesti, 543432",Neamț,0736 283 166,cb:05:d6:3b:81:9c,25.151.222.192,Asistent De Cercetare In Chimie,RO47CVYH2246586515471230,TRY,76840400695,19.9281115,77.106012
Ecaterina,Nistor,3650402126582,2009-04-16,"Drumul Preda Nr. 40 Bl. 39  Sc. 67 Ap. 664, Ploiesti, 512150",Bistrița-Năsăud,0257 853 129,f9:83:43:0c:d2:da,197.225.161.116,Inginer De Cercetare In Tehnologia Constructiilor De Masini,RO45HQGF8935316041735873,IQD,98598636408,19.9694255,103.368820
Stela,Nistor,4721231269064,1934-07-25,"Strada Stan, Barlad, 328452",Arad,0250 836 427,1f:1a:e8:02:31:5c,94.28.208.164,Inspector De Specialitate Chimist,RO18IQWK2845564197943424,HUF,26809838447,67.7380805,-160.649921
Emilia,Stoica,2930920291962,1956-01-31,"Intrarea Stănescu, Tulcea, 698301",Arad,0253 855 201,70:35:62:5c:f7:91,12.186.189.34,Pregatitor De Materii Prime Pentru Producerea Sticlei,RO07ZMOV3717817143109306,KZT,43874152453,55.442951,-23.283047
Tudor,Pușcașu,3020712099692,1995-03-15,"Aleea Doina Ene Nr. 984, Tuzla, 219980",Dâmbovița,0748 637 020,eb:d2:db:8e:99:e4,220.1.224.109,Confectioner Obiecte Artizanale Din Lemn,RO64HPUN3277193133168740,MUR,68486824935,-18.8701895,156.808941
Vlădelina,Diaconescu,6380214120754,2017-02-10,"Soseaua Diaconescu Nr. 149 Bl. 30  Sc. 99 Ap. 764, Moisei, 303204",Prahova,0728 658 780,fe:d4:0d:9e:22:7f,17.252.97.30,Senator,RO57JFLB7011344087895209,GIP,47851981492,-3.024193,148.055396
Maria,Georgescu,2761221248360,1969-10-06,"Aleea Flaviu Tomescu, Targu Jiu, 157602",Covasna,0725 440 380,08:3a:e5:d8:f5:a6,70.137.56.13,Sef Cabinet,RO73VHNF0584503960661555,GHS,81190741514,10.5928085,-5.542406
Eusebiu,Preda,4650311163202,1955-06-02,"Intrarea Gheorghiu, Bolintin-Vale, 625210",Vâlcea,0720 916 815,4c:78:70:3d:e7:3b,20.162.144.192,Cercetator In Matematica Mecanica,RO46IQWC5117968609456338,SBD,37365037631,-85.8958935,-123.013804
Costel,Stănescu,2460527185009,1913-12-14,"Bulevardul Ionescu, Ocna Mures, 454080",București,0788 364 250,bf:bd:9b:aa:7b:1f,62.37.88.43,Operator La Utilaje De Reabilitari Conducte Subterane,RO37YLSS8089932624172345,AUD,41496402289,45.149826,-9.907669
Emilian,Diaconescu,3720104388630,1935-06-17,"Soseaua Constantina Diaconu Nr. 165, Toplita, 654715",Galați,0724 601 403,c1:2d:b3:10:ea:22,83.28.21.44,Manipulant Cutter-Plotter,RO02QANB9991317344150848,IMP,69052985138,-33.9674485,150.201876
Aurică,Gheorghiu,3470128218508,2022-04-26,"Strada Gheorghiu Nr. 93 Bl. 52  Sc. 35 Ap. 452, Savinesti (Poiana Teiului), 873133",Bacău,0732 916 191,45:b3:85:91:f8:14,80.209.214.235,Operator La Fabricarea Nutreturilor Combinate,RO72KVOO5528801102400405,SOS,44846744817,48.4564835,44.552011
Sânziana,Dinu,2890820116087,1996-11-02,"Strada Dumitrescu Nr. 87, Chitila, 698218",Bistrița-Năsăud,0771 457 903,11:38:05:e2:ae:7d,164.118.83.160,Sef Modul In Industria Prelucratoare,RO79OANR3671561083443677,SZL,57915066039,82.574078,74.295823
