"personal_id","user_id","personal_number","birthdate","address","country","phone_number"
"8290","18275","6330330072699","1999-10-12","Intrarea Tudor Nr. 41 Bl. 86  Sc. 52 Ap. 757, Floresti, 163382","Mehedinți","0237 103 055"
"8291","18276","7420913446528","2015-03-06","Bulevardul Dumitru Mazilescu Nr. 767 Bl. 38  Sc. 46 Ap. 546, Ineu, 712788","Satu Mare","0735 145 696"
"8292","18277","1291225128005","1974-10-25","Soseaua Visarion Georgescu Nr. 25 Bl. 87  Sc. 57 Ap. 993, Vulcan, 652221","Galați","0758 004 271"
"8293","18278","6950317301731","1979-09-09","Bulevardul Ionescu Nr. 989, Ruscova, 916010","Iași","0752 829 374"
"8294","18279","5060217280956","1942-07-04","Aleea Georgescu Nr. 44 Bl. 68  Sc. 68 Ap. 962, Otelu Rosu, 513497","Harghita","0257 619 031"
"8295","18280","1720224302376","2011-05-31","Strada Voinea Nr. 651, Slatina, 629127","Harghita","0241 779 405"
"8296","18281","7040526254354","1991-08-14","Bulevardul Virginia Stan Nr. 71 Bl. 64  Sc. 90 Ap. 468, Curtici, 506345","Suceava","0256 147 889"
"8297","18282","3610530260229","1999-09-29","Soseaua Dumitrescu Nr. 69 Bl. 35  Sc. 52 Ap. 647, Peris, 857688","Bistrița-Năsăud","0729 031 134"
"8298","18283","2401021011353","1917-08-25","Strada Ene, Baia Mare, 932226","Mureș","0738 737 410"
"8299","18284","6520408302687","1950-09-16","Drumul Ludovica Preda Nr. 722, Curtici, 583552","Dâmbovița","0766 032 832"
"8300","18285","3331120208631","1952-11-09","Aleea Florica Eftimie Nr. 83 Bl. 21  Sc. 28 Ap. 445, Lipova, 693391","Vrancea","0745 480 627"
"8301","18286","7180403285522","1979-04-10","Soseaua Ababei Nr. 46 Bl. 73  Sc. 34 Ap. 785, Stei, 649521","Vâlcea","0253 408 209"
"8302","18287","2091029236495","1965-09-19","Aleea Mazilescu, Maieru, 570271","Olt","0780 255 239"
"8303","18288","1160821055970","2014-01-04","Aleea Dochioiu Nr. 98, Zarnesti, 719505","Brăila","0748 786 785"
"8304","18289","3780218018416","1940-08-06","Aleea Vladimir Ababei Nr. 206, Covasna, 804110","Botoșani","0266 510 238"
"8305","18290","3620730257182","1985-06-02","Intrarea Roza Preda, Reghin, 383866","Constanța","0750 893 895"
"8306","18291","7390524231973","1976-02-02","Intrarea Adriana Popescu Nr. 94, Sangeorz-Bai, 783193","Mureș","0731 921 872"
"8307","18292","7321025151218","1980-10-15","Intrarea Geta Nistor Nr. 79, Sandominic, 367590","Sălaj","0260 844 218"
"8308","18293","6180622438276","2016-01-12","Aleea Dobre Nr. 796 Bl. 68  Sc. 59 Ap. 651, Jilava, 190395","Argeș","0744 654 473"
"8309","18294","1350428520752","1961-11-20","Bulevardul Stănescu Nr. 379, Vladimirescu, 899943","Brașov","0760 672 081"
"8310","18295","2200821172009","2014-01-28","Soseaua Anatolie Eftimie Nr. 39, Topoloveni, 781143","Hunedoara","0258 901 286"
"8311","18296","2140322157581","1947-05-12","Soseaua Mazilescu Nr. 44 Bl. 12  Sc. 21 Ap. 278, Draganesti-Olt, 135188","Brașov","0239 624 639"
"8312","18297","8651218125526","1919-12-29","Strada Raul Barbu Nr. 386, Rodna, 420064","Arad","0246 777 094"
"8313","18298","8080306241931","2017-05-31","Aleea Adina Florea Nr. 68, Motatei, 951714","Ialomița","0243 335 131"
"8314","18299","3260318103137","1939-03-17","Drumul Voinea Nr. 47, Urziceni, 555010","Covasna","0751 364 151"
"8315","18300","8130826216624","1910-01-19","Bulevardul Preda Nr. 84 Bl. 41  Sc. 10 Ap. 884, Gherla, 744155","Tulcea","0246 360 563"
"8316","18301","5050702461718","1918-07-14","Bulevardul Suciu Nr. 802, Techirghiol, 476296","Argeș","0768 923 984"
"8317","18302","8190420063464","1954-09-05","Aleea Nistor Nr. 434, Covasna, 199560","Călărași","0762 680 397"
"8318","18303","3390328401205","1950-08-09","Soseaua Georgescu Nr. 987 Bl. 97  Sc. 21 Ap. 519, Afumati, 322676","Sibiu","0729 662 321"
"8319","18304","8290802093373","1917-08-12","Strada Nemeș Nr. 95 Bl. 68  Sc. 35 Ap. 150, Mangalia, 721551","Timiș","0245 347 023"
"8320","18305","3370530327972","1935-01-07","Aleea Maria Barbu Nr. 67, Viseu de Sus, 120778","Bacău","0251 171 239"
"8321","18306","8921004012749","2003-01-23","Strada Cristina Nistor, Berceni, 473002","Dâmbovița","0734 336 686"
"8322","18387","8210430293947","1931-03-13","Bulevardul Tabacu Nr. 32, Rovinari, 472231","Constanța","0244 167 570"
"8323","18307","4940505268541","2010-04-04","Aleea Ardelean Nr. 20 Bl. 67  Sc. 34 Ap. 113, Pitesti, 882113","Alba","0264 581 952"
"8324","18308","8190104365874","2003-05-06","Drumul Niță Nr. 205 Bl. 82  Sc. 65 Ap. 546, Falticeni, 359637","Harghita","0239 684 436"
"8325","18309","3491002236556","1984-09-10","Soseaua Iasmina Ionescu, Vladimirescu, 466612","Covasna","0788 432 403"
"8326","18310","8240317297951","1923-12-05","Drumul Olivia Nistor Nr. 88, Baia Sprie, 559854","Bistrița-Năsăud","0786 873 890"
"8327","18311","5370419447190","1986-03-27","Drumul Dumitrescu, Vlahita, 554161","Cluj","0732 966 470"
"8328","18312","4710214374444","2010-11-06","Drumul Felicia Eftimie Nr. 76, Boldesti-Scaeni, 411639","Bihor","0256 250 633"
"8329","18313","3410420133605","2019-01-05","Intrarea Dobre Nr. 898 Bl. 12  Sc. 41 Ap. 485, Ramnicu Sarat, 205909","Constanța","0239 646 563"
"8330","18314","7941005063031","2023-11-18","Soseaua Petrică Diaconescu Nr. 67 Bl. 33  Sc. 54 Ap. 138, Pantelimon, 993929","Călărași","0243 273 482"
"8331","18315","1230405056891","1912-01-31","Intrarea Toma, Pitesti, 525383","Olt","0757 487 810"
"8332","18316","7261110458995","1969-11-29","Strada Popa, Fagetel (Remetea), 926616","Brașov","0235 435 646"
"8333","18317","2731225203692","1946-03-25","Drumul Sinică Diaconu Nr. 816 Bl. 61  Sc. 24 Ap. 337, Bolintin-Vale, 638101","Timiș","0764 408 583"
"8334","18318","5850311319235","1933-01-12","Drumul Cedrin Albu Nr. 19, Deva, 640811","Cluj","0788 549 999"
"8335","18319","4750808141819","1931-03-14","Soseaua Marcu Manole, Victoria, 136104","Harghita","0764 251 553"
"8336","18320","8581216393121","1982-08-07","Aleea Dima Nr. 26, Strehaia, 469387","Sălaj","0730 071 205"
"8337","18321","7920920194374","2023-04-25","Soseaua Georgescu, Campulung, 122117","Mureș","0251 570 769"
"8338","18322","5251031188801","2009-12-21","Aleea Manuela Dumitrescu Nr. 369 Bl. 92  Sc. 38 Ap. 855, Vladimirescu, 958070","Olt","0733 112 149"
"8339","18323","5280726203283","1911-09-16","Soseaua Suciu Nr. 717 Bl. 37  Sc. 67 Ap. 164, Dragu-Brad, 421748","Hunedoara","0234 854 132"
"8340","18324","1181008207439","2006-12-26","Bulevardul Emanuela Ababei Nr. 67 Bl. 23  Sc. 85 Ap. 633, Cobadin, 751841","Ialomița","0239 310 473"
"8341","18325","2021003353769","1960-08-14","Drumul Cristea Nr. 718, Busteni, 849015","Suceava","0732 969 605"
"8342","18326","5440306062846","1979-05-11","Intrarea Fabian Ioniță, Deta, 793377","Timiș","0733 589 938"
"8343","18327","1610916356290","1981-06-27","Bulevardul Dochioiu Nr. 41 Bl. 64  Sc. 26 Ap. 692, Ruscova, 279398","Mureș","0246 110 019"
"8344","18328","1890710218383","1979-05-14","Intrarea Nistor, Pitesti, 773898","Bistrița-Năsăud","0725 979 701"
"8345","18329","3111224435675","1959-11-10","Soseaua Mazilescu Nr. 746 Bl. 35  Sc. 48 Ap. 524, Beclean, 314244","Bihor","0732 145 825"
"8346","18330","2800627357317","2011-11-15","Intrarea Șerban Eftimie Nr. 960, Lugoj, 223711","Bihor","0767 218 386"
"8347","18331","8311003108000","1965-04-13","Strada Adelin Stănescu, Baciu, 636130","Galați","0732 882 955"
"8348","18332","5740401409076","1959-03-06","Drumul Manole, Vaslui, 698342","Vaslui","0238 300 817"
"8349","18333","4810608246237","1917-02-07","Strada Preda Nr. 66 Bl. 48  Sc. 28 Ap. 633, Campina, 296373","Mehedinți","0249 651 594"
"8350","18334","6300613295659","2012-11-06","Aleea Diaconu Nr. 861 Bl. 87  Sc. 17 Ap. 243, Strejnicu, 458792","Vrancea","0730 801 174"
"8351","18335","4850516073313","1912-06-07","Soseaua Gheorghiu Nr. 208 Bl. 47  Sc. 24 Ap. 713, Toplita, 216553","Prahova","0758 978 609"
"8352","18336","5310311118504","1927-01-25","Bulevardul Ardelean Nr. 66, Floresti, 467620","Suceava","0788 589 791"
"8353","18337","7780812248428","1960-09-22","Intrarea Luminița Tomescu Nr. 76 Bl. 17  Sc. 73 Ap. 203, Focsani, 329230","Brașov","0238 543 337"
"8354","18338","8490614074094","1976-08-29","Bulevardul Mocanu Nr. 307 Bl. 69  Sc. 98 Ap. 767, Vladimirescu, 375457","Bistrița-Năsăud","0749 614 933"
"8355","18339","2990605235369","1925-10-29","Drumul Voinea, Siria, 805865","Suceava","0721 567 081"
"8356","18340","1100113223144","1939-11-24","Drumul Aglaia Barbu, Plosca, 750220","Gorj","0743 109 869"
"8357","18341","1291131374987","1930-10-10","Aleea Pamfil Ene, Macin, 507459","Neamț","0759 126 579"
"8358","18342","3840606124960","1944-05-01","Bulevardul Dochioiu, Dragalina, 865928","Ilfov","0731 063 425"
"8359","18343","8510316390541","2000-11-14","Soseaua David Nistor Nr. 478 Bl. 20  Sc. 24 Ap. 531, Pechea, 117181","Gorj","0753 681 612"
"8360","18344","1830516401737","2015-05-02","Strada Niță Nr. 62 Bl. 88  Sc. 19 Ap. 509, Valenii de Munte, 113641","Ilfov","0711 103 972"
"8361","18345","5871025387771","1989-09-05","Bulevardul Stoica, Radauti, 958651","Covasna","0263 597 544"
"8362","18346","4150525333367","1911-11-15","Strada Cristea, Sighetu Marmatiei, 306998","Satu Mare","0235 719 525"
"8363","18347","7170224466308","2000-08-21","Strada Răducu Tabacu Nr. 53, Targu Secuiesc, 660763","Prahova","0248 467 880"
"8364","18348","4860224459710","1918-03-07","Intrarea Nemeș, Roman, 304210","Vaslui","0761 063 663"
"8365","18349","7750514282477","2016-09-10","Soseaua Aura Barbu Nr. 29 Bl. 19  Sc. 10 Ap. 128, Baia, 823493","Argeș","0247 050 852"
"8366","18350","8940511076900","1935-02-15","Intrarea Adriana Marin Nr. 208, Sannicolau Mare, 710211","București","0758 591 703"
"8367","18351","8780504012461","1930-09-26","Bulevardul Pop, Homocea, 504340","Botoșani","0263 444 369"
"8368","18352","2851120370841","2021-08-28","Strada Ernest Ene Nr. 22, Sacele, 221762","Timiș","0760 302 776"
"8369","18353","7561008314427","2004-07-07","Bulevardul Dobre, Barbulesti, 684867","Bacău","0243 015 087"
"8370","18354","6891212513545","1968-05-27","Bulevardul Niță Nr. 97 Bl. 38  Sc. 74 Ap. 552, Cisnadie, 870382","Cluj","0245 702 895"
"8371","18355","3590502027221","1976-11-07","Drumul Ardelean, Horodnic de Sus, 691221","Cluj","0744 485 295"
"8372","18356","1660415446458","1986-10-13","Bulevardul Cerasela Dima, Codlea, 200657","Bihor","0259 095 472"
"8373","18357","5250128225344","2018-08-23","Strada Ionescu, Poiana Mare, 464432","Olt","0751 564 496"
"8374","18358","1801114057695","1953-03-15","Bulevardul Voinea Nr. 247 Bl. 64  Sc. 83 Ap. 948, Ocna Mures, 500540","Gorj","0743 553 174"
"8375","18359","7121025469931","1948-01-13","Drumul Eftimie Nr. 201, Ruscova, 904172","Vâlcea","0722 035 884"
"8376","18360","3030307099352","1963-11-24","Intrarea Haralamb Ionescu, Borsa, 895506","Hunedoara","0751 664 645"
"8377","18361","2541118100566","1962-12-31","Drumul Carla Diaconu Nr. 295, Nasaud, 964826","Dolj","0711 714 594"
"8378","18362","1151207346684","1976-12-24","Bulevardul Ardelean Nr. 15 Bl. 88  Sc. 72 Ap. 796, Petrila, 988306","Satu Mare","0764 860 747"
"8379","18363","1010905333235","1925-07-14","Strada Popescu Nr. 973, Lumina, 736682","Ialomița","0260 846 730"
"8380","18364","1850818123881","1970-11-21","Strada Tudor Nr. 964 Bl. 86  Sc. 97 Ap. 600, Diosig, 466595","Bacău","0757 142 847"
"8381","18365","8831218248172","2015-10-29","Aleea Anastasia Cristea Nr. 141 Bl. 88  Sc. 34 Ap. 935, Onesti, 176525","Constanța","0771 153 300"
"8382","18366","5270826529261","1995-06-11","Strada Gheorghiu, Boldesti-Scaeni, 261728","Ialomița","0784 651 493"
"8383","18367","6220909182241","1935-11-16","Drumul Vladimir Dima Nr. 89 Bl. 35  Sc. 20 Ap. 101, Zimnicea, 942284","Bistrița-Năsăud","0756 982 294"
"8384","18368","3850130417196","1924-12-19","Strada Gheorghiu Nr. 35 Bl. 80  Sc. 37 Ap. 231, Sighetu Marmatiei, 670339","Caraș Severin","0739 982 455"
"8385","18369","7880724463231","1925-01-14","Bulevardul Nistor Nr. 663, Valu lui Traian, 933262","Iași","0757 930 847"
"8386","18370","6431028372855","1985-04-04","Strada Popescu, Lipova, 493526","Bacău","0231 494 536"
"8387","18371","4081009311239","1963-09-13","Strada Florea Nr. 69 Bl. 60  Sc. 93 Ap. 208, Calan, 490460","Vrancea","0757 156 078"
"8388","18372","4350106377734","2015-01-20","Drumul Barbu Nr. 22, Baia Mare, 843080","Alba","0254 003 488"
"8389","18373","4370624214095","1973-07-28","Drumul Flora Aanei Nr. 192, Zalau, 838080","Ialomița","0253 005 929"
"8390","18374","3500810017600","1940-01-30","Drumul Elisabeta Ioniță Nr. 66, Moreni, 728862","Ialomița","0729 321 525"
"8391","18375","8320225338491","1985-01-16","Aleea Aanei Nr. 412, Fetesti, 939773","Ilfov","0257 032 905"
"8392","18376","5060223310903","2018-12-28","Soseaua Diaconescu, Vatra Dornei, 699365","Dâmbovița","0762 597 094"
"8393","18377","2010805456262","1928-03-28","Soseaua Manole Nr. 60, Gherla, 948610","Călărași","0766 180 139"
"8394","18378","8890907091631","1986-09-18","Strada Georgescu Nr. 598 Bl. 92  Sc. 86 Ap. 581, Targu Neamt, 362378","Vaslui","0256 906 673"
"8395","18379","2750418113594","2000-04-06","Intrarea Eliza Pușcașu Nr. 100, Bolintin-Vale, 367460","Ilfov","0239 228 540"
"8396","18380","3360308357720","1982-04-20","Soseaua Tudor Nr. 208 Bl. 79  Sc. 63 Ap. 513, Busteni, 688951","Bistrița-Năsăud","0746 062 173"
"8397","18381","6590521082190","1922-05-12","Drumul Ababei, Sadova, 683492","Vaslui","0734 993 525"
"8398","18382","2220102010982","1952-05-19","Soseaua Nistor Nr. 43, Glina, 400033","Prahova","0232 761 026"
"8399","18383","2460401207630","1953-01-10","Aleea Pușcașu Nr. 535, Ramnicu Valcea, 504938","Dâmbovița","0780 588 164"
"8400","18384","6470105454185","1942-01-29","Soseaua Voinea Nr. 10, Horodnic de Sus, 842460","Vâlcea","0745 889 640"
"8401","18385","2951103274897","2016-07-01","Soseaua Diaconescu Nr. 75, Husi, 401377","Mureș","0232 670 615"
"8402","18386","1870825284551","1997-10-18","Intrarea Ioniță Nr. 50 Bl. 27  Sc. 48 Ap. 146, Calarasi, 308110","Suceava","0245 694 815"
"8403","18388","2251031159048","1931-09-24","Bulevardul Ionescu Nr. 28, Sangeorz-Bai, 695467","Dolj","0264 062 769"
"8404","18389","8060409395474","1955-06-07","Intrarea Rafila Popescu Nr. 21 Bl. 75  Sc. 49 Ap. 341, Greci, 729254","Covasna","0760 187 851"
"8405","18390","1850426288972","1993-09-30","Strada Mugur Tomescu Nr. 59, Vladimirescu, 375616","Bistrița-Năsăud","0244 580 957"
"8406","18391","5250311166271","2008-10-14","Aleea Melina Mazilescu Nr. 18, Pipera (Voluntari), 865454","Maramureș","0269 227 735"
"8407","18392","3080815458801","1908-11-13","Aleea Tomescu, Popesti-Leordeni, 239972","București","0755 256 851"
"8408","18393","7300708026603","1966-08-25","Soseaua Pop Nr. 58 Bl. 46  Sc. 70 Ap. 475, Babadag, 992565","Dâmbovița","0743 720 091"
"8409","18394","7191021421280","1909-11-17","Drumul Suciu, Miercurea-Ciuc, 705482","Iași","0725 170 589"
"8410","18395","3350826340929","1933-02-17","Soseaua Dochioiu Nr. 416, Homocea, 321243","Neamț","0261 006 090"
"8411","18396","2990531180461","1947-12-07","Bulevardul Suciu Nr. 522, Bumbesti-Jiu, 188709","Cluj","0766 808 681"
"8412","18397","2730604235495","1968-03-19","Intrarea Niță Nr. 39, Motru, 507090","Sălaj","0771 967 647"
"8413","18398","4010731058888","1956-02-26","Intrarea Antoniu Oprea, Draganesti-Olt, 970048","Brașov","0760 832 144"
"8414","18399","2151225225672","1943-03-06","Aleea Mazilescu, Ruscova, 290815","Cluj","0266 985 790"
"8415","18400","7160526328920","1938-07-22","Bulevardul Dinu Nr. 643, Cristuru Secuiesc, 983787","Satu Mare","0762 439 541"
"8416","18401","6070421044732","2006-05-04","Intrarea Toma Nr. 198, Fetesti-Gara, 443427","Hunedoara","0256 315 569"
"8417","18402","5670605409355","2017-05-18","Aleea Pop, Mizil, 369036","Mehedinți","0759 021 075"
"8418","18403","1581125296813","1991-02-06","Soseaua Stancu Nr. 46, Timisoara, 979554","Bihor","0766 149 918"
"8419","18404","6140420060093","1997-08-09","Bulevardul Pușcașu Nr. 588, Cornetu, 429632","Giurgiu","0784 465 132"
"8420","18405","4850702347356","1971-02-18","Bulevardul Oprea Nr. 70, Targoviste, 576310","Iași","0262 655 881"
"8421","18406","7050323452125","1957-04-16","Strada Diaconu Nr. 238 Bl. 70  Sc. 48 Ap. 281, Santana, 252368","Dâmbovița","0723 515 136"
"8422","18407","8560904465588","1956-09-18","Intrarea Voinea Nr. 582 Bl. 80  Sc. 84 Ap. 149, Apahida, 313945","Arad","0264 488 525"
"8423","18408","6331023250334","1909-05-07","Intrarea Stoica Nr. 39, Vulcan, 586060","Harghita","0246 142 600"
"8424","18409","4580731520920","1933-11-28","Bulevardul Malvina Ioniță Nr. 451, Lunca Cetatuii, 287012","Sibiu","0264 734 249"
"8425","18410","6550620426705","1961-11-13","Bulevardul Preda Nr. 740 Bl. 31  Sc. 77 Ap. 905, Piatra-Neamt, 877144","Vâlcea","0754 723 244"
"8426","18411","7670726049744","1940-01-21","Drumul Pușcașu Nr. 18 Bl. 36  Sc. 98 Ap. 505, Baraolt, 572331","Galați","0264 486 658"
"8427","18412","5420507079305","1932-09-21","Soseaua Teodosia Diaconescu Nr. 71 Bl. 69  Sc. 81 Ap. 690, Babadag, 130763","Satu Mare","0265 451 035"
"8428","18413","7650822034138","2007-11-03","Bulevardul Ilie Mocanu Nr. 840, Apahida, 812243","Argeș","0264 729 522"
"8429","18414","8090120085983","1980-09-25","Intrarea Nistor Nr. 17 Bl. 86  Sc. 31 Ap. 353, Raducaneni, 743422","Olt","0725 448 065"
"8430","18415","2161030448447","1919-03-10","Aleea Cristea Nr. 989 Bl. 38  Sc. 89 Ap. 969, Mangalia, 711485","Constanța","0762 512 525"
"8431","18416","4201113352379","1983-11-02","Drumul Manole, Murfatlar, 988837","Sălaj","0771 189 273"
"8432","18417","7480420217703","2023-09-11","Aleea Pop, Tuzla, 390856","Sălaj","0241 644 960"
"8433","18418","8871206108082","1919-04-24","Bulevardul Dinu, Santana, 200986","Iași","0238 008 147"
"8434","18419","6661214386251","2002-11-23","Drumul Ardelean Nr. 64, Odobesti, 897394","Galați","0732 584 920"
"8435","18420","6900418264318","2000-05-31","Bulevardul Ionela Ionescu Nr. 824, Pechea, 609598","Maramureș","0265 199 038"
"8436","18421","1880528318478","1937-10-27","Soseaua Pop, Macin, 572097","Călărași","0733 373 141"
"8437","18422","2350911315494","1961-11-11","Aleea Diaconescu Nr. 204 Bl. 13  Sc. 19 Ap. 825, Tuzla, 894209","Vrancea","0723 575 570"
"8438","18423","5430121392026","1965-03-14","Soseaua Manole, Turda, 711693","Caraș Severin","0721 119 472"
"8439","18424","6300218036771","1991-07-13","Strada Bartolomeu Dochioiu Nr. 68, Bistrita, 908084","Olt","0725 123 786"
"8440","18425","4001229297893","1947-06-05","Intrarea Ionescu Nr. 32 Bl. 70  Sc. 13 Ap. 528, Targu Secuiesc, 870937","Harghita","0268 279 691"
"8441","18426","7830119382585","2005-01-30","Strada Dobre Nr. 382 Bl. 16  Sc. 26 Ap. 143, Diosig, 849284","Giurgiu","0766 040 104"
"8442","18427","7850124254345","1933-03-24","Soseaua Noemi Mazilescu Nr. 512 Bl. 67  Sc. 79 Ap. 661, Baile Borsa, 558866","Giurgiu","0257 706 878"
"8443","18428","6860306202011","2017-08-30","Strada Ardelean Nr. 856 Bl. 61  Sc. 50 Ap. 177, Sabaoani, 530360","Neamț","0265 376 510"
"8444","18429","8011020092100","1915-01-19","Drumul Ene Nr. 160, Gura Humorului, 178182","Suceava","0259 705 021"
"8445","18430","8950614208646","1980-08-14","Strada Stănescu Nr. 891 Bl. 76  Sc. 36 Ap. 250, Tuzla, 612162","Buzău","0762 432 783"
"8446","18431","1540317210818","1962-12-11","Aleea Dumitrescu, Popesti-Leordeni, 394087","Mehedinți","0728 033 167"
"8447","18432","3361008213906","2021-09-10","Drumul Ene Nr. 455, Marasesti, 765755","Botoșani","0250 686 714"
"8448","18433","7831229250841","1948-09-05","Intrarea Eftimia Georgescu Nr. 16, Moinesti, 606499","Dolj","0235 361 599"
"8449","18434","4230216166126","1979-11-29","Intrarea Manole Nr. 456, Negresti-Oas, 816454","Constanța","0722 045 425"
"8450","18435","3100828012670","1944-10-02","Aleea Georgescu, Baicoi, 539273","Bistrița-Năsăud","0257 189 669"
"8451","18436","1331215301228","1940-07-14","Drumul Gheorghe Dima, Barlad, 149992","Gorj","0752 409 668"
"8452","18437","7800325347451","1917-10-04","Bulevardul Stan Nr. 82 Bl. 23  Sc. 80 Ap. 873, Roman, 856772","Tulcea","0731 066 412"
"8453","18438","5850424117029","1971-01-28","Strada Emilian Niță, Berceni, 698844","Covasna","0232 684 352"
"8454","18439","1180131106846","2002-11-01","Intrarea Cristea Nr. 41 Bl. 79  Sc. 29 Ap. 467, Buhusi, 538217","Iași","0265 189 158"
"8455","18440","3341030109401","1953-01-24","Bulevardul Niță Nr. 52, Baile Borsa, 484153","Brașov","0743 480 055"
"8456","18441","8940615209343","1984-11-27","Drumul Angel Nistor Nr. 98, Agnita, 192786","Olt","0765 378 011"
"8457","18442","5181012447986","2014-01-08","Intrarea Stan Nr. 93 Bl. 69  Sc. 46 Ap. 238, Constanta, 302240","Bihor","0256 783 728"
"8458","18443","2630315255281","1952-12-10","Strada Iasmina Manole Nr. 368 Bl. 92  Sc. 16 Ap. 662, Targu Frumos, 149731","Dâmbovița","0735 588 649"
"8459","18444","6000314418607","1978-06-14","Drumul Pușcașu Nr. 628, Medgidia, 697286","Sibiu","0257 057 439"
"8460","18445","8890525429011","1974-08-08","Aleea Pop Nr. 19, Baia Mare, 246054","Dolj","0264 700 563"
"8461","18446","8270315011127","1973-11-30","Strada Pop, Moldova Veche, 778650","Mureș","0725 525 092"
"8462","18447","3760603232063","1969-08-05","Intrarea Popescu Nr. 376, Nasaud, 564767","Arad","0746 089 101"
"8463","18448","7520628031800","2023-03-18","Soseaua Nemeș Nr. 863, Savinesti (Poiana Teiului), 297482","Bistrița-Năsăud","0248 524 507"
"8464","18449","1091105170781","1992-01-10","Strada Ene Nr. 794, Odobesti, 544349","Cluj","0750 551 699"
"8465","18450","1110718197352","1987-09-17","Soseaua Ladislau Ionescu, Sancraiu de Mures, 174045","Bihor","0741 049 997"
"8466","18451","6631029256322","1923-11-30","Drumul Stancu Nr. 45 Bl. 81  Sc. 54 Ap. 921, Valea lui Mihai, 249210","Vaslui","0754 214 710"
"8467","18452","3580617342807","1958-04-13","Intrarea Diaconu, Cugir, 785827","Maramureș","0711 353 661"
"8468","18453","6270111032033","1980-10-09","Bulevardul Bogdan Ionescu Nr. 45, Greci, 494466","Arad","0759 303 293"
"8469","18454","6470702458522","2023-12-24","Bulevardul Andrada Gheorghiu Nr. 30 Bl. 85  Sc. 34 Ap. 892, Tunari, 838095","Satu Mare","0780 431 828"
"8470","18455","2400110187426","1952-05-17","Intrarea Ababei Nr. 72 Bl. 31  Sc. 38 Ap. 100, Tuzla, 118362","Mehedinți","0743 604 327"
"8471","18456","6770826286948","1935-09-10","Soseaua Călin Ardelean, Ruscova, 165753","Constanța","0731 164 189"
"8472","18457","1340703296687","1916-08-29","Intrarea Dima, Radauti, 107936","Cluj","0239 583 744"
"8473","18458","3081019091413","1953-03-09","Intrarea Alexandra Diaconescu Nr. 92, Tandarei, 542256","Satu Mare","0727 422 638"
"8474","18459","2800318055471","2007-11-14","Aleea Nistor Nr. 537, Arbore, 558384","Mureș","0753 316 697"
"8475","18460","2730914467699","1999-11-23","Bulevardul Otilia Stoica, Alesd, 251270","Prahova","0738 261 812"
"8476","18461","2481122372477","1922-12-22","Drumul Paulina Voinea Nr. 48, Targu Frumos, 142071","Maramureș","0746 501 127"
"8477","18462","6020903162385","1926-10-31","Strada Rafila Dumitrescu Nr. 989, Orsova, 845347","Călărași","0753 279 853"
"8478","18463","4140607435664","1963-12-22","Strada Nelu Dinu Nr. 65, Tufesti, 975124","Argeș","0740 060 702"
"8479","18464","5680616044660","2018-06-29","Intrarea Dinu, Poienile de sub Munte, 668704","Alba","0762 222 436"
"8480","18465","2881113130144","1919-10-10","Bulevardul Aglaia Stănescu, Turnu Magurele, 366083","Mureș","0768 421 429"
"8481","18466","4940712126442","1919-07-09","Drumul Georgescu Nr. 426 Bl. 14  Sc. 49 Ap. 194, Vicovu de Jos, 951923","Arad","0772 482 936"
"8482","18467","1460202309034","2014-10-16","Aleea Nistor, Prejmer, 270239","Hunedoara","0268 227 506"
"8483","18468","1360429167490","1992-04-19","Strada Pușcașu Nr. 22, Odorheiu Secuiesc, 593533","Harghita","0770 635 924"
"8484","18469","1700720178417","2016-10-22","Soseaua Dinu Nr. 41, Radauti, 233956","Mureș","0234 459 941"
"8485","18470","3590911429597","2010-09-28","Drumul Popa, Bolintin-Vale, 268472","Constanța","0261 863 184"
"8486","18471","6910629280503","2005-06-19","Intrarea Paula Stănescu, Mioveni, 395491","Vaslui","0241 261 098"
"8487","18472","1731114308571","1922-10-16","Aleea Ioniță Nr. 86 Bl. 66  Sc. 51 Ap. 332, Domnesti, 490812","Neamț","0744 957 881"
"8488","18473","5670319300085","1958-05-15","Soseaua Preda Nr. 240 Bl. 85  Sc. 71 Ap. 139, Campulung Moldovenesc, 511324","Olt","0727 837 086"
"8489","18474","3560112430597","1914-12-29","Aleea Ardelean, Suceava, 608435","Alba","0761 264 367"
"8490","18475","5310102047542","1936-10-22","Drumul Voinea, Talmaciu, 248988","Prahova","0753 406 400"
"8491","18476","4690810129448","1950-06-13","Aleea Tomescu Nr. 398, Sacueni, 989289","Sibiu","0758 564 159"
"8492","18477","3510410195701","1976-02-20","Drumul Basarab Popescu Nr. 710, Pancota, 492286","Ilfov","021 121 5113"
"8493","18478","4511204012761","1939-06-03","Intrarea Nistor Nr. 37 Bl. 30  Sc. 44 Ap. 738, Anina, 156362","Alba","0750 588 145"
"8494","18479","7311230282452","1923-06-22","Intrarea Stoica Nr. 764, Deva, 758062","Constanța","0766 008 974"
"8495","18480","2160414121167","1949-05-09","Intrarea Cristea Nr. 950 Bl. 17  Sc. 16 Ap. 405, Galati, 789308","Hunedoara","0788 217 937"
"8496","18481","8810606153682","1973-01-19","Aleea Ababei, Glina, 400310","Alba","0785 639 696"
"8497","18482","3461213160625","1927-08-28","Strada Manole, Filiasi, 778428","Giurgiu","0759 661 779"
