,phone_number,birthdate,address,job
6845,0241 285 395,1928-08-24,2743bfb1e34ef7831b424f1effbec6763b2ff5a4df05dead36b6a85aa117b2b1,Operator La Masini De Urzit
6846,0745 915 293,1972-05-24,5e20dc41eacc192e762492aba98737cc09e6cf0685ddfb6296de22a06c9ecb48,Lucrator De Tineret
6847,0757 255 087,1979-02-18,805fa2a690e67bdfdc263c77a30c72505cbe3fd2f362c5a1e6be7e3c2d43b0da,"Probator Hidraulic Cazane, Tevi, Recipiente"
6848,0239 179 068,2016-07-09,38137dc3809675851fec53fe8e62ffa0460ca52a229d6e56e15a9bd6bdd5ce70,"Loctiitor Al Conducatorului De Asociatii, Filiale Si Organizatii Obstesti"
6849,0265 895 761,1978-02-19,d1d7eb075ea0588edb297f03b1558a49af2dead437cccd69a4ffa54bfbcac168,Procuror Sef De Sectie
6850,0763 957 418,2024-01-24,c4044dcf06bcd50662ba516352b4bcd09e00f4f78161acca8497e8101dd3d6df,Cantaret Bisericesc
6851,0735 531 132,1950-09-19,4c7fc8415232c5090daa82b7cbc3c3e342bd22d39c228384fe1e2908305116a6,Sef Centrala Telefonica
6852,0266 585 744,1968-10-17,ce31de5569eb98a448b7da97abadb8b7056bafe72473e61a07b340769612609b,Maistru Aparate Video Si Sunet
6853,0735 183 741,1917-06-18,31a04f8afab4cf9d3fc2f13e9e60b2b2484d3f05f9fd9b8db4250495eb81eae6,Curatitor Lingouri
6854,0721 001 812,1939-02-25,52addd33380af23d9cf8dcab7129c51796db971e9ea512d24d0824b89db95c58,Controlor Acces Metrou
6855,0772 254 162,1965-06-15,fc4338ad353dff688eff4d37b949bcb947c51a58ecef6c73856c85517bc7e363,Preparator Mase Ceramice
6856,0760 419 937,1947-10-05,10451e63ff0aba60f425b080e568c74c56c20ab75ea3cd3baf6c41d75e9e1460,Secretar De Redactie (Studii Medii)
6857,0237 825 660,2011-01-28,654113fb32d6ef376a12a1218044eb9bdf827117b1e5cfe559270a16e22b86cc,Asistent De Cercetare In Medicina Generala
6858,0770 361 003,1956-05-02,450b79c3dd2355faf8bf73fe9c3db67a3a643592e5172b17e6eb682b4e054567,Proiectant Produse Bancare
6859,021 631 2641,1927-06-11,ebbd0da62dd69d9c1f9463b8c3f6aedf0cbde9763a1b2ee735facfb57a7fddf7,Responsabil Cazare
6860,0780 897 871,1998-12-11,19e30902fde0301e71c184bad22c0e843051a043f865b47b406bdd7cf004adf2,Desenator Cromolitograf
6861,0757 265 860,2017-05-19,d6ce512834885f8c00ccd44cbfe4e461d9738877a90f19c636cbfbe10683a363,Filtrator-Deshidratorist
6862,0741 654 444,2013-03-25,5e012a230744eefcf6b9457198297c22fc570fa5d6c4cfd515fd6f9309f26d85,"Dispecer Centrala, Hidrocentru, Cascada, Dispecerate Teritoriale"
6863,0740 132 453,2004-11-17,4a5faff24284dbd1594fc349dd8394ebda93516f05f3703b842a0d632639c974,Sef Birou In Constructii
6864,0239 769 593,2000-04-11,b177b76e7207294b74f24e2fcdf7fc3643e7330dab08476a0a4b4f54e7957816,Plior Confectii
6865,0785 863 510,2020-05-13,1059ccbd812f709669720f6f88f2518ea4e949e95838cbd9ec36d9fda2a1305b,Sef Sectie Cercetare-Proiectare
6866,0752 214 706,1981-07-08,ea844b0b41358d4a38a38a17bc6c8180cdff0c15535205c9af54457926a77d88,"Tragator, Slefuitor, Gradator Nivele"
6867,0233 478 496,1975-06-23,9658039a3c5b5d07161f2581ab13a106e30f546652814161bdadaf5970eec3d9,Impresar Teatru
6868,0741 016 217,2006-05-12,08c76c6d3d9620fb048ea8544a788b28cd4a6abf748229b0afa8892a731eb044,Sef Pastravarie
6869,0737 781 899,2019-02-19,e2ab9eba9933dbb3230757bd6e1795cb3416c2c511f423c67ab9f571bdb11f6d,Maistru Fabricarea Armamentului
6870,0722 359 054,1994-04-01,8834ad86c468afbfaea3373002336c3f54f206677d501f0e40ae96d00ad42412,Consilier Financiar-Bancar
6871,0762 319 410,1917-10-17,6c35c64db9eb8a2ece7244b667fad49539be087d9bb004c9b9a58274b82501f4,Operator La Prepararea Talpii De Incaltaminte Din Fibre
6872,0784 450 427,1936-05-15,36ee7d0be6a7465815688efc361e63718b779fa146f6b950f3879728121b2c70,Muncitor Spalare Si Curatare Cisterne
6873,0248 475 046,1966-06-16,d2d36af56328ed369d78f748b63785e0d8affd6aced2afff6fd4c3c1dde1e07b,Documentarist (Studii Superioare)
6874,0731 104 673,1926-04-15,8a0de9f8c35067b5b88aff79c195e7d4e021140e1e96c9553b23d346df2b48cb,Sapator Manual
6875,0764 109 251,1956-09-02,8b9a8057a2f4936fe09c84bcd64e4860f37681a863dfa9d00ca18bb8876705f6,Preparator Ser Vaccin
6876,0769 161 763,1916-06-13,58e217bbbbd0b8e23f73716290effbf99893f5de5e288a6a90a7495a17892ede,Expert Evaluare-Actualizare Devize Generale Investitii
6877,0770 312 448,1994-06-10,85334003271025f1fa960088705753f9c177009c3059063950a17a483df7ceda,"Tehnician Pentru Sisteme De Detectie, Supraveghere Video, Control Acces"
6878,0751 374 205,2021-11-14,b980aae538497fb492b83413a8d95ec69e451ff6c0eb826c8b145e4b18d6fd63,Medic Veterinar 
6879,0737 867 849,1982-05-03,e43a882d1e27c4fa7b25d7c589f16a707cb58aef9a2c66f43211bb6080de6a13,Inginer De Sistem Software
6880,0241 926 028,2005-09-20,971cbe92f81782dae1699df2f6219d083d18c791188305f832bb90647f6d8320,Tragator Fete Pe Calapod
6881,0247 951 329,1954-01-03,896f2bf15dfc0f79b551d58043afd3fb9d520ba413ad8329ebdbaa13cd9618fb,Controlor Trafic Aerian (Simulator Trafic Aerian)
6882,0760 977 024,1910-04-26,91b56fcb5c97ab2cee9f067d15c87df97acde23c91ca652ab55cdb828366477e,Operator Textile Netesute
6883,0780 925 291,1928-08-24,39c8cee771938320d9592e748888c39b39b5a60514f305ad1ed7565d272ba9a3,Inginer Materiale De Constructii
6884,0267 513 247,2020-10-12,0db9107cb1e0fbe38f30bbb87d0606916a7cb7fb0acd39ebf047f0226557630f,Cercetator In Matematica
6885,0767 253 689,1960-05-12,12836d0c57bb699be5e1b6d96b7ee6dfb5296ab0766fcf45c8fa853ffb4e3517,Ascutitor Laminate La Rece
6886,0729 709 341,1942-10-19,688acd5ce31451f04292fd70eaca57dbf2a6a5c361a4861c651386ce69488fe1,Operator Sudare Tevi Si Fitinguri Din Polietilena De Inalta Densitate Pehd
6887,0248 059 039,2011-05-02,bdf6e61b6b876f1859e03ad974b7ac65bd8761e84e989eea727688ac6bd5567d,Referent De Specialitate In Justitie
6888,0246 227 544,1960-05-23,0f7864d3587d8ddd5622c7eed2c54393c683948b8336d2e906e57e6871117ec1,Artist Liric
6889,0240 711 555,1909-10-25,494ae6e03d38494dd429ef5889d67a3a6240be35bb4f30086c4ece9d0e0387e6,Cantaragiu
6890,0725 345 451,1927-05-12,a6947db0656f6de717adc44750d772fe589b3fd38786db21a89e0a82dd1d5125,Tehnician Gestiunea Productiei
6891,0732 028 768,1912-08-08,8db70f2e17496dd9371804d0f239b6d78f21aabf5686da37ddd06eb8cf80fd29,Asistent De Cercetare In Tehnologia Compusilor Macromoleculari
6892,0741 391 892,1933-12-17,29af69ba07f1404c7cc066805f4442df27918c6e7885efad565074e1dcbc0f34,Olar Ceramica (Artizanat)
6893,0237 557 887,1960-09-05,e7aee013611ee7ea345c88b7dffc1f019b19f7dbc254a0a2482a06760bbe73f3,Docher Instalatii De Incarcare/ Descarcare La Bordul Navei Si Cheu
6894,0740 006 288,1936-07-18,1a8d435e4372ce63c2251e428b6d2bc98dd7448e298eec8a1b0bd5a1f862abeb,Medic Stomatolog
6895,021 649 2097,1939-09-29,7d639dd0275af6295e8139a55ef56810ba121448c1aaa90850e7cfe7dbfc1293,Climatolog
6896,0734 668 857,1965-01-16,6cfea72d22f4abba0dd3f19c83ae30476edede4d4b7103e62d4e2d4a04bf1e65,Operator La Fabricarea Produselor Abrazive
6897,0766 047 675,1932-10-07,813257190e8367fbc6e13a894940bda5b74588cb0c4735ba90513b3180006b42,Inginer De Cercetare In Exploatari Forestiere
6898,0766 810 024,1930-10-23,c03d293d2363f1613d7b1ce3e5ff5867b6f823b76fdbd0d918bb164479786964,Montator Materiale Geotextile Si Geocompozite
6899,0721 478 603,1935-02-26,aacd9482aa021d1060de4e630f684b131591451639ce6c00dfa7c3efec4d291f,Conservator Opere De Arta Si Monumente Istorice (Studii Superioare)
6900,0769 289 843,2002-10-13,d4cae8ce55f9640c9e15fb44ff224d7650badc352db42bfd1a6a4f019445f6b6,Sudor Cu Arc Electric Cu Electrod Nefuzibil In Mediu De Gaz Protector
6901,0262 670 275,1909-08-27,66ea1aa6003305226582b6900494318a4045f24f840e01ea9554828576391bf0,Verificator Canale Subterane
6902,0232 172 294,1942-11-30,030e2af5d70c33078e4584fcb817bba2d2c73dfb3a97b707af7f51b0dd180ca0,Operator La Confectionarea Industriala A Imbracamintei Din Blana
6903,0241 452 049,1925-10-22,e7beb0228074e62f3a5b3e1f24fa88faf3cd60f67f73680db538f979ade4315a,Tehnician Dentar
6904,0255 497 501,1967-02-17,53693837b752c461cb7d64d708edbfa0f37b286bf8dc5543cd1ec0651a3f1566,Producator Delegat Film
6905,0756 016 448,1914-12-21,25a3b2697e674b5427d16fd36dc2de179a17b9b2d2069e01574cb2d626120dad,Subinginer Iluminat Tehnologic
6906,0250 402 005,1935-06-02,75e3e06f2ff8351ce861a80bd79e732c99223aa4ba2b7a53576527455b3ee598,Tehnician In Industria Sticlei Si Ceramicii
6907,0264 036 787,2006-07-30,6234eecf8d4a2446e070fc7adef13e6c517d2cdff1db7ea24ded5dc925dd97f1,Electrician Montator De Instalatii Electrice La Mijloace De Transport
6908,0741 822 847,1940-10-24,49bec6c8548d69c5415c6cb2fded9c6ec6447aca958150f820a4f83191fb53a1,Actuar
6909,0262 290 972,1977-06-05,dbcc615bc69c17c202dbc3783290021e423ddff10b51edf57e30a7e4e8f1e253,Operator Suport Tehnic Pentru Servicii De Comunicatii Electronice
6910,0250 341 102,1913-08-05,d4c76e62fef6913c27fdedfd620b316f1b7b310842af3283c32820e1f3cc2f6c,Cercetator In Creatia Tehnica In Constructia De Masini
6911,0772 232 827,1975-07-28,5e23324b3e49a26e854e8512055b0ea9b717380313517fd4dff122403bdbe875,Glazurator Produse Din Ceramica Fina
6912,0753 785 945,1952-09-10,72d801ddbfdb0ea3cc1bfb6857995b1a95b9bd49969e69d08482e20fd861176c,Inginer Proiectant Comunicatii
6913,0728 160 083,1999-02-10,a748e58c2cf93d17dfb674c3b8f10fe086784aaab8b0c0c12c940d7fc9447a9e,Preparator Placi De Etansare Comprimate
6914,0725 221 077,1960-11-13,c240a2501a81d023468826eeb52063ee2b53ae79d1df4c6b4950b91a6ce38206,Reprezentant Tehnic
6915,0237 514 282,1925-11-21,d7d110e49100f4eb614ea872ecf23a24d98d644f41ada120101a8f34a9617d90,Subinginer Electroenergetica
6916,0757 811 889,2012-05-08,a084a37a6923a46c6c266cf9dfaf8406090f169ff2efc0f27310a2b91ed87654,Stilizator Film Desene Animate (Studii Medii)
6917,0249 131 729,2009-07-12,5df5ee1775e85bdfb13c54e52dd09f6620def39a5f8b24fcd19f87eb4dea3275,Cercetator In Sisteme De Propulsie
6918,0746 484 195,2022-12-20,1956625006993f05f6ebb7289192888965d6cdaed788474ac13e011097cc115f,Evaluator Si Auditor De Mediu
6919,0265 421 558,1911-01-04,1183043f53f6a72b569a76695493462d77266389e74c188db35c87ef6a3d5e01,Tehnician Hidrogeolog
6920,0255 625 638,1957-01-28,18e20468044333092dfb201738d4a225544025379e14da3b571f5395dc8aa349,Muncitor Hidrogeolog
6921,0726 570 109,1937-10-29,30eea8ea8fc4a1ce6d93740997cd89d9c32934617a7ec407d55c3a0a2c79fbf5,Operator Chimist La Chimizarea Gazelor De Rafinarie
6922,0752 527 127,1976-01-31,e46b1fef77631702313ee806d3d343c67cb3f79f438eaac530c0a5f82327e300,Operator La Prepararea Minereurilor
6923,0758 817 211,1917-05-04,dedb6f1d6e4de88f2d260ca9e65fdc1ad9b917012f7e2bd629f69b051b622bd8,Inspector-Sef In Administratia Publica
6924,0748 541 739,2012-04-21,ce1573ad77e47be878639556ce42bc2fd6e0e75c0b3970ea876216b3fbf64c47,Inginer De Cercetare In Stiinta Materialelor
6925,0746 664 287,1964-04-21,5a06b4c521d15adec7407e733650ec38b093a9730fa41e10e21719404e20f9e6,Filmotecar
6926,0236 032 195,1929-06-25,730b36e97ff61203f057f3c16231551763e62c9604e79436cc3af6a7bdaa240b,Consilier Al Ministrului
6927,0740 870 490,2004-02-14,24b3c3f3da5fcc872b43ca2694a07cc50d27783f002854024bf8dfcd7eee6bac,Operator Mercerizator Textile
6928,0721 060 720,1963-02-14,7551e606be6718dea54c5461658f741ea5fcff487ee2e3544ab61d7519d1a565,Patiser
6929,0766 210 962,1963-12-06,d53e5a550b2a9762703793886e19c783ec067298919b274eb5c18c688398dcbe,Exarh
6930,0728 189 856,1969-11-02,b1a6973fd745f52af5d399694dc3a34269a2566ffd04f062bdeb62281a45e061,Subinginer Iluminat Tehnologic
6931,0245 025 102,1983-01-03,cdef3d1c52bd4bc38266397006cc3c700b3c4da2ac7434b95fcb19bf5ee30868,Rectificator Piese Producatoare De Ochiuri
6932,0252 993 273,2014-07-27,c7ebfe4c1ed5bb5d5072bba2fa39076cb7a11d34699ce606814d4a6c67864e43,Inspector Protectia Mediului
6933,0745 316 622,1980-05-28,edf53fc8c86bfd7ee19b904cab52ab7c42bffd521b9db05dd63dca94ef931cb8,Capitan Port (Studii Superioare)
6934,0741 015 628,1986-12-14,43f0f7beba6763970b96cb3aceca2fea8dd2d498452c8dd30b0793ac6cc11c47,Consilier Tehnic
6935,0255 317 254,2000-06-12,a320e12642d39852f52f8d50a9a7b943e9f9d209e68fa78484b72669f6ab4bf1,Electrician Auto
6936,0748 414 307,1961-07-25,62634b69fde9d410ace0d1c195d40c01f97dfad47278a4bc76ecda7f8203cc60,"Sef Uzina, Centrala Electrica, Gaze, Apa"
6937,0747 208 383,1965-03-06,bf02a3e0471da1951d34abfac523a05ae57371f4c8d1f0bf42d9cb76b3d709b3,Model 
6938,0245 910 442,2016-02-11,d6369a13daf1d2aaa8e8405b8791245304ad02793d7e287a8181f49bc2617fb3,Operator Ghiseu Banca
6939,0235 597 705,1930-03-12,009618a983f28344da6fde58717f610fcf84c9bc921e64074ce0a07be062c3b9,Referent Evidenta Persoanelor
6940,0728 576 817,1993-07-01,83d6765a9d96dafac307eda1ea60883b168e0976d6266164a8eeb3fe2655690b,Curatitor De Fatade
6941,0242 936 084,1913-01-07,6ef3e10fd6306e3c84b2e6a03a13677c138e1ddc8e482e445b2d6d6fdd95ceeb,Inginer De Cercetare In Tehnologia Substantelor Anorganice
6942,0780 724 501,1968-03-26,110f31eef0b33098d4743959d1314cb88a8975fd665b013d625df4638cfa6b9c,Capitan Fluvial
6943,0255 373 912,1991-10-27,dba80af454ab7716174a80308ad7a0d1aa87f7388b24debb4b5bba9444fabfbd,Prelucrator Prin Electroeroziune
6944,0269 811 830,1969-01-12,193093295b5ceb3f701fead0dde185400839a93baab387e297a3cdc07366e886,Operator La Masini De Inscriptionat
6945,0748 230 866,1982-01-11,f883459672709989e3619206fc2f38912d9d5aedd967a738216b5106c3f9c9ee,Bibliotecar (Studii Superioare)
6946,0739 606 264,1959-10-27,fe29d68389efb77b7c742d618dd067b50f33619c065117f05f95233fefbca3c7,Ghid De Animatie
6947,0255 805 172,1946-07-10,50eb9d131be42cf94aa45a0f183f8de203e8dd41f9cba3eb42571a66991a2696,Trezorier (Studii Superioare)
6948,0247 427 094,1999-06-08,5cadc70d9e87b1654b18bdf7071be2c9ed2b0d35de4248440be794c8b63f5935,Sef/Sef Adjunct Statie Electrica
6949,0246 857 104,1915-05-25,30c5cd82856df17fb60f7633935da96d200f0381650b938c2fcd4b5eda6e4132,Sef De Sala Restaurant
6950,0234 896 748,1989-03-16,ed1dd855b7b243a6efb15c717525d84819fb0425372702ef5b0ec11d26dfa755,Asistent Analist
6951,0725 038 509,1973-04-19,9d30a9152173e7e92f888d9daa17e5843d6eb0df82151cdf5f13081819fc3ba8,Inspector De Specialitate Botanist
6952,0259 513 383,1990-12-14,1cabc0b460ecfd634e3060cb903d03bdaff11c8d002c49a933b62ee961dfde6d,Diriginte Santier
6953,0788 916 371,1923-08-08,6c139cba78bacfcb20cfc70d83f15ba090d800c3582949743c1f3a8724ca7b20,Instructor Logoped
6954,0246 227 026,1956-12-27,3d7dc4abfb31e2efcfe4c1f74afc2b9b0384f19e896b4fecacf00b305a3d338a,Instructor Scolar Auto
6955,0258 209 075,1939-01-20,11659fd1a11349914536183a8d8dc3457e7ba0db65e00144370a289507c8a3a0,Cuptorar Lianti
6956,0780 109 619,1940-09-26,c834b00eb70ef2ec32f00a648b3376e67425050f3709c9c72b92d9f37017eb42,Inginer De Cercetare In Telecomenzi Si Electronica In Transporturi
6957,0780 575 656,1970-02-22,822250ac8b0e83859891ec4661770b82b18aced71ee86b05f2e1c626ce2ceb6c,Operator Fixator Textile
6958,0786 259 065,1981-12-13,78b21e07a6ed18467b5b9f237fc970ad1977215ef947d0942685922d7b61a979,Reditionar
6959,0740 695 598,1956-08-03,ac135e26387749222495bacbb505a0308d371f830aa15a34e83d3f2f4a8d78f1,Referent De Specialitate Inginer Tehnologia Celulozei Si Hartiei
6960,0243 387 493,1928-08-04,2c1fb651bd2be37c2ce71706985d3402de9c08c91f6cb8625cef15e31121dd57,Inginer Tehnolog Metalurg
6961,0246 128 478,2001-12-21,cfba78caae5f4d1f3d813e710181010873764f89492d9be4851e50f686ccc154,Reprezentant Medical
6962,0746 691 253,1929-11-18,b0f2bd542977d19948870c8f59d8490018bfc956b49aec00b1d04f0532f24fb1,Muncitor Necalificat In Mine Si Cariere
6963,0744 988 827,1971-04-13,c6c9ad988c040b02e3db660d278299090fa659513307e58b6970ea19e6886b68,Detectiv Particular
6964,0260 327 712,2023-02-12,e2bc489fb6d4e5bde4a70419315f72b8258f1fb8d3ed2486f8fab3a17f3e9f0a,Slefuitor Metale Cu Plumb Industria De Armament
6965,0728 205 178,1988-12-16,ec560815a176b3bc8f847bc43a266b4b05001c0c78932729171521fbd2c6381b,Sef Tren
6966,0727 081 692,2017-06-02,f0d15f0bc268de2f4d9de0debfbcc7a3fd1bc0878ec5ecf09e19b9624da8fa8f,Operator Control Nedistructiv Cu Lichide Penetrante
6967,0267 427 809,2022-04-30,b7b134354d1b6684ee9e578ed193f9afa9902e3306c6e0179ad39c3f50969fad,Asamblor Articole De Sport
6968,0760 383 733,1962-11-20,6a5f82c94b075c3092b089793ae3f62ac176b3fc8383e5f5af9b386ed290d307,Distilator La Prepararea Carbunelui
6969,0235 054 487,1987-12-30,46933217d6425d94727520b6c841728f40bb9335c15ebd023d2d4476576f12f3,Magistrat Consultant
6970,0742 949 050,1910-12-16,51d8b44b6e4e25c9629e54b85583a38d373895ec62eb968a7549806fd40316fe,Secretar Responsabil De Agentie
6971,0785 304 108,1999-04-05,c0594fd28e7cb3a450812d1f847bb2ebd52087b7770291417fd3092956e8a2d8,Sef Centru Control Calitate Emisie Radiofonica
6972,0238 316 275,1974-06-26,e9e6c1e944a0ced6426dcef29e720fa162df122fd891ae8e9b44702e0cd2e054,Inspector De Specialitate Inginer Industria Alimentara
6973,0741 867 865,1973-10-20,a002660fbcb232b01ec0f8120eadcb70247096ca1c307bb195dc0b7d3f4e4d6e,Sef Tren
6974,0762 510 120,1910-12-08,f8ea9d240fac4140476a335e6c321aee45dd34d637dd09d9c2fd4d756a42634c,Proiectant Inginer In Silvicultura
6975,0763 665 383,1997-07-31,9324f64880d5ca2943c8ad2c4de570a8ca104b5f617e3302bd697a9f7fca205d,Sef Sectie Industrie Extractiva
6976,0740 635 124,1926-12-12,2c467c99b4b3556eb86c8032252a9671af13c1fe89afb41c3bdbb670908ca6f2,Taxator
6977,0731 289 829,1972-02-21,3ab979ab920fa1dbe989e84f94730dff7888998f86c29eaf740843d80b5340ca,Instructor Auto
6978,0728 997 253,2015-04-10,6a506c46f20c9917614f59b6ec8f9935ddea0f8733086ba9be8d63f2d3a3c6d6,Tehnician In Hematologie
6979,0726 432 121,1988-01-05,3346dee3403b24b3b7a33984a2b37abeafd85debd01417e690cdc93867fb2063,Confectioner Bibelouri Din Jenille
6980,0741 830 771,2018-06-27,aaa71a65ced05c5d30d50b5388a2dae60e01763ed0c08a9479f2e64af89f64d0,Cuptorar-Termist Pentru Ferite
6981,0711 922 685,2011-11-16,dcfc02724c523e3484a729a3741ef48da90fcf1737dc5b85093ca6c5b9a50148,Parchetar
6982,0263 179 423,1925-04-07,f03afe816aa2563893a4fdb747656db88062a5256644cc5ba09ab9685adaf234,Presedinte Organizatie Politica
6983,0747 695 202,2012-11-23,8801ba727196d89da06b73f3fcab754592fe8b0537886371f1154d338226f717,Tesator
6984,0735 226 665,1944-04-20,f667dfda4f08639f08f5b03635a036b8cab6807357ca7b268f76efc0a5325b2d,Operator Tabacitor Mineral Argasitor
6985,0757 606 426,1983-02-06,78eb20a1a5b89ef51c3ea2d0bc2c298003957bba988350cf286cc8dbde7a69a1,Sef Echipa Interventii Si Supraveghere Echipamente In Serviciile De Trafic Aerian
6986,0724 172 267,1949-12-29,37fbc1abb20010c3702229ac526ae36d333914566f4cee6b62b5a6d65d11346c,Crupier
6987,0749 314 690,2006-07-29,1006a5d7249b73bef50601462943b60e1b6cc83cc897e8cf02a6b244332888d4,Critic De Arta
6988,0743 320 553,1935-08-15,9226b079678fd8ec194b8c8bcfbf910f27ef357d29ec841989fe68cab1420787,"Montator-Reglor, Depanator De Aparate Radio Si Tv, Redresoare Si"
6989,0265 060 696,1940-12-05,cb4a239f0d6df7ead1f48bf3075049e76d34dc27a0e3d73b3c4b621a348be87a,Casier Trezorier
6990,0788 648 574,1944-03-07,01924a46dc99cdfe7d07834f912ded297797c4dcff269c2552a4d1c307653279,Operator La Fabricarea Filmelor Fotografice
6991,0268 247 543,1997-09-23,9b686cf06c5bcb64ab691163ad36189d898cabcb0ecbac04eb420532ca6a33d2,Consilier Pedolog
6992,0737 409 710,1986-09-07,133e638d476b4a6497a64f54a91b9a9f6da75dad1abfd10301816ae1bfe0eeee,Docher Instalatii De Incarcare/ Descarcare La Bordul Navei Si Cheu
6993,0268 789 303,1993-09-16,da3df82cbee46cf194f5b6f1cb470c13432ed8630840d8ea816a50c775c6d9dc,"Preparator Castane, Dovleac, Porumb"
6994,0268 462 017,1916-05-11,71cff1e9aef92bfec07f636db2059a49d56808844bdb4b5197c7d60d1114d3f1,Dresor
6995,0254 709 568,1957-09-18,d411b7f6248cfe6757a09d165a9326564d468f7c59b76a1bb9f961ce1b849cf3,Paslitor
6996,0740 586 735,1984-03-24,7973f9eb723db867fdecb902c43d357589a8821f5ac746fecf35c0f655c5417f,Director Tehnic
6997,0788 814 658,1963-07-23,1d330b36388c0c55b6e552dea3e00224a76a1dc763c6f1c1dab6053a2c0c8874,Sufleur Opera
6998,0244 574 321,1962-08-03,ec9f1aa471a94e2c2a96cd2ce0f4c8961950c4ae50380cbcb821a6df9a0e87ea,Conditioner-Finisor
6999,0258 109 340,1952-09-08,7eae00cecac090b32ee6a60dd9136ce3a9c8b9a2b1ee476fb857f287501353a4,Laborant In Ocrotirea Sanatatii
7000,0241 649 908,1946-08-24,b08f2d4e205a9cbcbb74bc50be74627e1cd6cd6329906016da5ef129e3fe91fb,Institutor
7001,0756 357 716,1973-07-22,5e674d4d2338ee4952fdc015cd5630ccd215eeb2f34cbd26d6675c65291281e2,Sef Formatie Operationala Telecomunicatii
7002,0263 116 440,1929-11-12,3916939843a491501b8a4dc3add2394dc6769587117304c7389c07c3e04ab610,Proiectant Arhitect
7003,0245 362 740,1952-10-02,00328794e4d61c653db2278aa0269660482cd013d1999d3347ca8ef35bbf9cfd,Inspector Taxe Si Impozite
7004,0754 600 850,1994-08-09,75e2b7818168977e2a0c5f39a327b6f80006104c91130036f4eaa4f9fcc0fba7,Consultant Plasamente Valori Mobiliare
7005,0246 093 579,1920-01-22,3e730e094f550088fe3efda9ac4ef5318517aa272e5ffa0f4fdb631ac7d2b4f9,Proiectant Subinginer Electrotehnic
7006,0731 555 653,1982-09-04,4a56d710c436f267b3db69c45c57a8196f80924b61f6b7cd6483cf8f4effb9a8,Lucrator Social Pentru Persoane Cu Probleme De Dependenta
7007,0788 491 261,1975-06-10,9475d9b83c096404d4f633ce10f152ff603f81e7f683e002f772abecdcf4ed9b,Inspector De Specialitate Statistician
7008,0756 174 149,1992-08-31,641183080b331243fa91a5f373f84c65be6b07df211bed1782e9c15a3c6839fe,Imbuteliator Fluide Sub Presiune
7009,0257 954 242,1970-09-16,5f5c53644f4ee0f5e269fdd9b766f5a7fa41510fb83f5b3f4048ad16d9c1fd5b,Responsabil Proces
7010,0261 969 356,2023-04-27,82ca5fd2d6eded417803173d12af1e730aea43105152bf3a1e0680f0ec11f679,Lansator Produse
7011,0243 988 713,1925-03-21,42cca9e1ab1b15c8efcf6fb68725ccb236d54b29f49ea52b60ecf84eb80c7f03,Staret 
7012,0238 684 139,1937-05-07,ff5c55f03fb22152c42c5224b5e1554363dce76637e2f4007013c1a659ecca37,Reditionar
7013,0752 008 856,1931-02-01,addaab8b06864dada9791a80463fa2df42fb4e36352b14f3872ab7494e107c2c,Asistent De Cercetare In Biologie Chimie
7014,0770 799 979,1924-09-18,e1195a1fc02a0a6fc41d642a1bc0680516a340cc07b6a2b78b2b40b8352e1fb6,Inginer-Sef Transporturi
7015,0741 292 136,1933-05-09,681b20989f484c65ca951dfed4ce548d4d4f6b044ae3b1c35ccb9c3c04e6231f,Cercetator In Informatica
7016,0255 616 280,1953-05-18,9f0abdadbbfd4bd10a511e3686f5ae0a4423387acf1607715ca60a966d7de5ac,"Executor Judecatoresc (Tribunal, Judecatorie)"
7017,0746 943 443,1936-06-02,abbe3065de258b9fc6b9aabe639c974f33d1685ac14506aa3314e9d080cb2999,Casier Incasator
7018,0738 841 647,1948-05-28,64203a0be66a73ebc2759dfa170a594970018f525a4d9660d377405edb387313,"Redactor-Sef Presa, Editura"
7019,0268 052 203,1996-09-07,3654340cf1a1ca267595dca10d36fbade2c8ebb61ec47e477363a9d2f33a3ad7,Clovn
7020,0765 237 245,1977-06-14,e2316a91bf45d92f73c0ae13f7667e726f4fe2dab7a4827ce2830811a7e3823f,"Blanar-Confectioner Imbracaminte Din Blana, Dupa Comanda"
7021,0232 642 119,1997-04-08,20e13a7cdc4b627a1047f8d69618a8abf7abe3327c152484f4329656bf9c7b18,Sef Schimb
7022,0267 158 751,2021-12-01,ff793709e4c548e04f297db54001e7678de262d9f0ad6de7c855c929f29b5b87,"Inginer-Sef Intreprinderi De Reparatii Obiecte De Uz Casnic, Curatatorii Si Alte Servicii Pentru Populatie"
7023,0752 115 669,2011-02-07,4fa492f018fae33f067e1d5d7f8fb3271d387155e373543126bcd400d005684c,Asistent De Cercetare In Agromontanologie
7024,0766 176 175,1936-03-28,f3bd51c2e72d69cc4fb276ffb45a47d8913680eaca10f38bed72a1498cd99986,Asistent De Cercetare In Instalatii
7025,0240 149 449,1979-05-06,4cd2d79e7d057726146963169a6789a849441d58388151348820b379b6ef68e5,Invatator
7026,0262 018 764,1976-11-11,d718d7f510b3e074864cc3ba8a1de0b2e0cdcb804453dd95b7691a00e3371ba5,"Pregatitor Lemn, Stuf, Paie"
7027,0749 273 112,1926-09-12,b7951d561bcc7f4478a9c63cbfffce48db0f1ed0cdf47c728bd23715ce0970c6,Analist Sisteme Salarizare
