personal_number,birthdate,address,phone_number
6751215055448,1971-03-05,"Aleea Manole Nr. 23, Sebes, 489045",0786 184 707
4400303185194,1990-06-05,"Aleea Codrina Eftimie Nr. 41, Curtea de Arges, 771471",0267 620 681
5870725167690,2003-08-24,"Aleea Ionescu Nr. 29, Craiova, 765132",0246 177 670
8871019284383,1957-12-25,"Soseaua Panait Oprea, Fagetel (Remetea), 115635",0727 419 857
8521214323204,1936-02-08,"Bulevardul Alexandra Georgescu, Slatina, 759485",0242 139 060
6541124414275,1956-10-07,"Soseaua Florea Nr. 405, Timisoara, 473290",0767 231 132
8300607087014,1980-09-06,"Bulevardul Monica Diaconescu Nr. 13, Fetesti-Gara, 836280",0268 620 983
7350815404824,2005-03-11,"Bulevardul Tabacu Nr. 25 Bl. 36  Sc. 30 Ap. 193, Otelu Rosu, 113460",0255 762 204
7620901520123,2008-07-02,"Bulevardul Ioniță Nr. 876, Baia Mare, 231189",0242 530 316
6260518056524,1942-11-30,"Drumul Eugen Tudor, Galati, 318983",0760 616 939
8180808389313,1955-01-10,"Bulevardul Marin, Mihail Kogalniceanu, 396846",0756 406 608
5530223101519,2010-08-08,"Drumul Alina Stan, Feldru, 227935",0769 509 413
4060327021768,1977-07-23,"Soseaua Dimitrina Nistor Nr. 838 Bl. 70  Sc. 56 Ap. 759, Teius, 686924",0741 821 291
5671225359012,1911-05-31,"Drumul Ene Nr. 317, Rodna, 316292",0240 876 488
6580107341786,1976-07-21,"Intrarea Cezar Stan Nr. 45 Bl. 45  Sc. 50 Ap. 243, Salonta, 892095",0256 763 375
4630322070658,2019-09-09,"Aleea Popescu, Rosu, 754464",0260 784 111
1010320232285,1942-06-17,"Strada Dumitrescu, Gilau, 645641",0759 755 509
3871225439177,2000-03-09,"Bulevardul Albu Nr. 392, Dumbravita, 520025",0734 645 287
6190319302001,1988-07-18,"Soseaua Toma Nr. 54 Bl. 84  Sc. 42 Ap. 916, Pascani, 578037",0759 381 730
5190903427671,1957-03-03,"Soseaua Cezar Florea Nr. 95, Raducaneni, 233286",0255 253 493
6171010468366,1923-04-07,"Aleea Dochioiu Nr. 95, Ludus, 642314",0721 134 473
4940201287261,1920-06-13,"Intrarea Manole Nr. 420 Bl. 27  Sc. 64 Ap. 104, Voluntari, 641768",0256 674 815
7150611294512,1951-05-21,"Soseaua Mazilescu, Targu Frumos, 622402",0736 139 789
6380614205328,1998-03-19,"Strada Nistor Nr. 32 Bl. 10  Sc. 13 Ap. 178, Lupeni, 724124",0741 278 368
3131028067090,1995-02-04,"Aleea Popescu, Darabani, 538933",0237 986 146
6061121511801,1976-02-01,"Intrarea Ionescu Nr. 816, Moldova Veche, 801326",0786 788 829
6170430150306,2022-05-25,"Intrarea Suciu Nr. 98, Tufesti, 115586",0722 669 922
5520926309892,1911-01-13,"Bulevardul Dima, Fetesti-Gara, 221347",0730 268 100
5920104464330,1920-12-08,"Aleea Ene, Targu Frumos, 787394",0752 247 209
6881213037493,1950-11-08,"Soseaua Popa, Medias, 919936",0245 029 354
5941228252659,1932-12-29,"Soseaua Fabian Diaconu Nr. 773 Bl. 29  Sc. 62 Ap. 669, Baia Sprie, 838331",0731 315 713
6961004250013,1962-10-04,"Bulevardul Pușcașu, Botosani, 130030",0722 147 081
1260313297014,1933-03-17,"Bulevardul Ardelean Nr. 558 Bl. 65  Sc. 83 Ap. 336, Dej, 729937",0735 672 007
8870513375721,1944-06-10,"Drumul Dochioiu Nr. 16, Cornetu, 902382",0257 313 188
3570108215735,1990-07-29,"Aleea Popescu, Gaesti, 585109",0784 356 196
7100203046451,2002-01-18,"Aleea Vicențiu Stoica Nr. 94, Anina, 697182",0264 582 779
1520612366925,1983-03-31,"Strada Popa, Savinesti (Poiana Teiului), 744862",0734 384 897
6260424238670,1939-07-29,"Bulevardul Alexandrina Marin, Cluj-Napoca, 127107",0728 732 651
5650213102366,1973-11-07,"Bulevardul Dima Nr. 37, Radauti, 756613",0234 743 398
1890931391861,1942-07-26,"Aleea Vasilică Dima Nr. 56, Pechea, 707519",0780 546 604
7851011094488,1963-02-09,"Drumul Ardelean, Darmanesti, 822070",0248 417 870
1140426233683,2018-04-08,"Drumul Filofteia Stan Nr. 779, Pechea, 139627",0241 265 750
6220720440426,2010-09-14,"Drumul Pop, Otopeni, 857290",0246 883 053
6091215080571,1914-07-03,"Bulevardul Tomescu, Cudalbi, 233732",0766 955 836
6391005416849,1955-09-28,"Drumul Ancuța Nemeș, Titu, 529479",0755 559 721
1280705320331,1976-04-06,"Bulevardul Tabacu, Valea Mare (Babeni), 441832",0247 268 945
3220228061692,1925-03-26,"Aleea Maria Tabacu Nr. 819 Bl. 27  Sc. 43 Ap. 902, Bosanci, 382282",0736 246 815
3340418253836,1929-01-05,"Strada Preda, Motatei, 382210",0262 081 413
1360821236072,1982-11-07,"Intrarea Anabela Stancu, Zimnicea, 643122",0233 429 129
3061118401277,1944-03-15,"Bulevardul Dorli Suciu Nr. 395, Ludus, 872986",0747 530 615
4150626115291,1980-07-07,"Soseaua Nemeș Nr. 85, Hunedoara, 703480",0745 188 791
4350912253053,1932-09-23,"Soseaua Toma Nr. 71, Suceava, 289444",0742 009 102
7741203397607,1995-08-22,"Soseaua Emanoil Mocanu, Caransebes, 963150",0772 595 167
7200125410739,1913-11-21,"Soseaua Toma Nr. 821, Dobroesti, 970472",0242 843 888
3781031162585,1940-12-16,"Aleea Florea Nr. 557 Bl. 60  Sc. 97 Ap. 230, Diosig, 344843",0755 826 287
8410829108002,2004-03-19,"Drumul Oprea, Victoria, 392728",0743 169 816
4690315389341,1987-05-22,"Aleea Horia Diaconu Nr. 28 Bl. 35  Sc. 24 Ap. 973, Bailesti, 725134",0762 586 427
8320931388295,1976-08-14,"Aleea Dochioiu Nr. 16, Caransebes, 644555",0248 382 855
4540117207432,1993-11-06,"Strada Toma, Curtea de Arges, 831839",0749 493 709
3061018147739,1946-10-07,"Strada Geta Nemeș, Sacueni, 633319",0241 714 834
6360324466945,1995-01-21,"Drumul Elodia Stoica Nr. 759 Bl. 50  Sc. 61 Ap. 738, Fundulea, 331102",0269 164 384
1670406162019,1981-02-27,"Bulevardul Ilarie Eftimie Nr. 61 Bl. 49  Sc. 85 Ap. 125, Odorheiu Secuiesc, 649628",0247 416 089
7300911160554,1922-10-04,"Aleea Suciu Nr. 53 Bl. 12  Sc. 93 Ap. 751, Baia Sprie, 365174",0788 703 969
6971211448039,1973-03-09,"Soseaua Cristea Nr. 138 Bl. 43  Sc. 50 Ap. 860, Chisineu-Cris, 105113",0247 263 205
4000303355161,1931-06-09,"Bulevardul Tabacu Nr. 80, Chisineu-Cris, 942158",0746 977 028
2670322195006,1935-11-03,"Soseaua Cristea Nr. 20, Oituz, 672880",0784 090 935
4790215205061,1942-10-17,"Aleea Tudor Nr. 50 Bl. 76  Sc. 90 Ap. 748, Borsa, 582288",0744 772 228
5051031275034,1998-08-16,"Aleea Georgescu Nr. 93, Breaza de Sus, 468479",0770 709 762
3751205463086,1996-10-23,"Drumul Diaconu Nr. 14 Bl. 22  Sc. 15 Ap. 757, Barbulesti, 889291",0785 272 701
7270631372969,1958-01-06,"Strada Pușcașu, Sibiu, 150444",0243 663 403
2811115013149,2007-11-15,"Aleea Draga Georgescu, Sangeorz-Bai, 886791",0259 994 822
4231129323092,1922-05-03,"Aleea Aanei, Giurgiu, 500649",0250 047 786
3571109144662,1974-09-13,"Soseaua Marcela Diaconescu Nr. 282 Bl. 34  Sc. 11 Ap. 701, Berceni, 405361",0245 302 817
5171224386209,1920-05-06,"Strada Diaconu, Aiud, 772715",0257 687 059
3110711280108,2001-02-10,"Strada Iustinian Stancu, Ramnicu Valcea, 107380",0780 079 715
5990129382136,1962-02-03,"Bulevardul Constantina Gheorghiu, Campina, 211861",0248 557 650
6150821270618,1997-02-06,"Drumul Preda Nr. 35, Motru, 629751",0258 485 998
5781103409488,1958-05-28,"Intrarea Diaconescu, Podu Iloaiei, 232939",0246 729 560
8600930317727,1960-06-30,"Strada Preda Nr. 492 Bl. 20  Sc. 62 Ap. 634, Targu Ocna, 973110",0257 839 684
2980126133800,1973-10-03,"Strada Toma, Tecuci, 882673",0744 461 368
7711021158436,1997-01-14,"Aleea Voinea, Bragadiru, 663346",0254 450 035
6020302211686,1934-06-26,"Aleea Eftimie Nr. 243 Bl. 44  Sc. 46 Ap. 575, Negresti, 657316",0236 965 617
1931114330262,1922-12-19,"Intrarea Nistor Nr. 61 Bl. 49  Sc. 41 Ap. 839, Mioveni, 302023",0258 299 630
2891202115783,1924-10-19,"Soseaua Ardelean Nr. 594 Bl. 57  Sc. 26 Ap. 550, Sinaia, 503340",0768 706 895
8540612043437,1966-08-19,"Strada Mazilescu Nr. 674 Bl. 56  Sc. 29 Ap. 606, Cugir, 321169",0753 687 033
7300125044701,1912-03-31,"Aleea Pompilia Diaconescu, Sabaoani, 181637",0236 629 251
8860824259307,1984-10-05,"Intrarea Stoica Nr. 97 Bl. 45  Sc. 86 Ap. 148, Medgidia, 213175",0244 343 070
4631204292630,1999-12-07,"Aleea Niță Nr. 453 Bl. 96  Sc. 35 Ap. 206, Targu Mures, 183941",0711 612 838
6621211443541,1925-05-01,"Strada Teofil Oprea, Alexandria, 964393",0762 822 614
8591216340291,2006-05-24,"Strada Denis Ionescu Nr. 645 Bl. 44  Sc. 62 Ap. 615, Deta, 333357",0720 485 312
3590123108169,1954-09-11,"Drumul Tomescu Nr. 816 Bl. 30  Sc. 30 Ap. 238, Remetea, 698292",0741 507 844
5750423374086,1926-01-25,"Aleea Stoica Nr. 68 Bl. 56  Sc. 80 Ap. 968, Avrig, 237679",0243 237 976
7250127313551,2012-08-28,"Aleea Ababei Nr. 561 Bl. 19  Sc. 29 Ap. 336, Prejmer, 654203",0235 009 718
3410107397477,1931-12-02,"Soseaua Iustina Niță, Fetesti-Gara, 988561",0724 104 438
6650231312458,1924-01-20,"Bulevardul Theodor Ababei Nr. 36, Poienile de sub Munte, 631061",0246 092 843
1440930124540,1914-01-11,"Intrarea Iurie Niță Nr. 788, Medias, 882946",0751 215 904
8030406024563,1991-12-30,"Drumul Ene Nr. 81, Borcea, 269881",0765 694 443
5470826515964,1991-10-12,"Aleea Georgescu Nr. 28 Bl. 20  Sc. 87 Ap. 171, Fundulea, 385598",0243 791 190
6341209304170,2012-05-22,"Soseaua Mocanu, Rosu, 547351",0737 147 283
6900623130225,2016-06-11,"Bulevardul Nemeș Nr. 65, Pecica, 585002",0260 200 019
4650616021859,1989-04-03,"Strada Angela Toma Nr. 96 Bl. 58  Sc. 21 Ap. 738, Rovinari, 663533",0760 511 391
3211121269020,1909-08-06,"Bulevardul Voinea, Bocsa, 587697",0240 705 677
7421231349941,1936-10-13,"Bulevardul Cristea Nr. 44, Rovinari, 795735",0780 222 626
6120505257039,2001-03-11,"Intrarea Toma, Gherla, 915554",0770 773 597
8950525431501,1912-10-16,"Intrarea Teodor Nistor, Iernut, 944437",0762 751 090
8340403145141,1936-02-02,"Drumul Diaconu Nr. 21, Ploiesti, 532637",0772 140 969
4880116285145,1998-01-31,"Intrarea Ionescu, Baicoi, 216307",0257 012 686
7540423093408,1985-12-05,"Drumul Mocanu Nr. 116, Teius, 479152",0728 953 076
1521222287611,1959-11-07,"Aleea Ioan Dobre Nr. 375 Bl. 49  Sc. 71 Ap. 787, Vaslui, 951466",0756 799 847
7531115160482,1941-04-14,"Drumul Eric Tabacu Nr. 46 Bl. 72  Sc. 30 Ap. 793, Segarcea, 416793",0252 152 924
5620330141488,1963-11-10,"Drumul Codruța Voinea, Carei, 212866",0249 912 327
5460424511029,2007-01-22,"Intrarea Diaconu, Bumbesti-Jiu, 668227",0262 847 193
1780221092600,1980-08-26,"Intrarea Victor Diaconescu Nr. 245, Brad, 801509",0250 585 482
6050716103229,2018-05-29,"Bulevardul Stan Nr. 773 Bl. 31  Sc. 43 Ap. 999, Radauti, 759585",0234 686 986
3860823085562,2016-08-12,"Aleea Diaconescu, Copsa Mica, 161356",0746 138 029
4780905217572,2014-10-05,"Strada Preda, Siret, 150484",0754 736 622
4700121135785,1984-02-24,"Soseaua Diaconu Nr. 79 Bl. 92  Sc. 90 Ap. 830, Ovidiu, 847371",0758 352 337
6230412348300,1995-03-21,"Strada Dumitrescu Nr. 50, Savinesti (Poiana Teiului), 639775",0237 582 584
8810612426414,1965-11-06,"Soseaua Nistor Nr. 895 Bl. 25  Sc. 87 Ap. 166, Balotesti, 932718",0735 950 267
4330205513921,1925-07-15,"Drumul Cristea Nr. 760, Miercurea-Ciuc, 810316",0269 795 333
7470507017281,1928-01-21,"Soseaua Iosefina Florea, Targu Neamt, 560716",0728 421 204
2480223415647,1930-12-29,"Aleea Mocanu Nr. 41 Bl. 74  Sc. 55 Ap. 631, Magurele, 814204",0254 936 774
1930531025750,1925-04-22,"Aleea Denisa Stănescu, Sancraiu de Mures, 118798",0233 594 920
1730811142604,1963-02-17,"Strada Dinu, Boldesti-Scaeni, 783785",0242 582 630
3250308354191,1969-02-21,"Drumul Tomescu, Urziceni, 241708",0249 560 651
7431226375184,2015-11-29,"Bulevardul Nistor Nr. 38 Bl. 59  Sc. 81 Ap. 952, Codlea, 246817",0734 366 398
6001121391967,1999-12-22,"Bulevardul Mocanu, Marginea, 763819",0784 200 937
8040826341869,1954-12-25,"Bulevardul Ardelean, Tulcea, 352598",0732 821 532
1250230218692,2011-05-12,"Soseaua Albu Nr. 775, Moinesti, 733101",0267 673 797
4290118126291,1910-04-14,"Intrarea Mădălina Nistor, Borcea, 567849",0245 135 466
5661017340621,2011-04-26,"Soseaua Tomescu, Jimbolia, 687008",0245 281 625
7360210334701,1942-06-03,"Drumul Horia Nistor, Valea Caselor (Dragasani), 412605",0751 630 588
1871130523821,1976-02-18,"Aleea Dinu, Lupeni, 529002",0720 835 372
8840711368178,1936-01-31,"Bulevardul Zeno Dinu Nr. 85, Aiud, 229062",0784 814 338
2230131172230,1931-06-06,"Strada Luca Toma Nr. 72, Urziceni, 313894",0756 608 767
6790529281192,2022-10-05,"Bulevardul Tabacu Nr. 812, Siret, 914212",0748 941 059
3890406354463,1968-06-30,"Intrarea Tabacu Nr. 191 Bl. 86  Sc. 45 Ap. 130, Giurgiu, 883709",0764 260 458
1621007268936,2009-04-25,"Soseaua Preda Nr. 90, Strejnicu, 215092",0250 115 261
6060927294128,1928-09-14,"Bulevardul Tudor Eftimie Nr. 716 Bl. 95  Sc. 88 Ap. 490, Targu Mures, 143750",0235 977 610
2480504459971,1980-08-07,"Strada Barbu, Pantelimon, 611154",0735 898 259
7940409097318,1962-01-19,"Strada Despina Tabacu, Satu Mare, 817438",0721 776 118
5201002155869,1975-12-14,"Drumul Dobre, Blaj, 346567",0235 034 395
2830613151091,1981-12-29,"Bulevardul Popa Nr. 79, Turnu Magurele, 582000",0771 284 925
1270530227484,1963-09-24,"Soseaua Diaconescu Nr. 245 Bl. 76  Sc. 46 Ap. 953, Zarnesti, 140142",0267 560 455
7830624112341,1932-11-27,"Drumul Cosmin Ene Nr. 35, Pantelimon, 465929",0268 504 454
1130905407094,1921-09-23,"Bulevardul Anton Stan, Vladimirescu, 874881",0740 087 591
3391012231089,2004-01-08,"Aleea Ernest Suciu, Saveni, 337903",0736 262 713
6880229178641,1961-03-17,"Intrarea Stancu, Carei, 674161",0784 764 869
7550226347225,1991-11-29,"Soseaua Dinu Nr. 45, Stei, 208427",0765 245 600
2551221398862,1945-05-27,"Intrarea Pop, Zarnesti, 139925",0249 210 663
5981226165726,1957-02-11,"Aleea Dima Nr. 744 Bl. 83  Sc. 26 Ap. 889, Peretu, 199785",0756 850 412
4560129383865,1941-02-02,"Strada Jenel Barbu Nr. 912 Bl. 24  Sc. 56 Ap. 441, Tulcea, 423844",0749 612 200
4580625205405,2006-10-07,"Soseaua Ardelean Nr. 49 Bl. 89  Sc. 12 Ap. 645, Valea Mare (Babeni), 473936",0768 207 812
5530814343317,2007-12-02,"Drumul Ababei Nr. 75, Adjud, 277391",0255 701 828
2920320367560,1970-02-08,"Aleea Barbu Nr. 963 Bl. 58  Sc. 72 Ap. 932, Negresti, 637526",0261 914 842
4201024126492,2015-07-25,"Drumul Denis Oprea, Cisnadie, 669365",0740 994 518
2561004235402,2019-12-01,"Aleea Nemeș, Tecuci, 955220",0260 874 530
2720810342882,1966-04-04,"Soseaua Suciu Nr. 74 Bl. 59  Sc. 16 Ap. 683, Comanesti, 242153",0737 129 915
5610720162485,1991-07-31,"Aleea Stan, Balan, 990234",0263 566 644
2160902068006,1964-03-24,"Intrarea Narcisa Stănescu Nr. 64, Dragu-Brad, 467645",0729 711 668
8230230106247,1931-03-29,"Strada Radu Ene Nr. 852 Bl. 65  Sc. 31 Ap. 116, Vatra Dornei, 221223",0767 952 876
2130405045925,1912-07-17,"Aleea Romina Pop Nr. 41 Bl. 74  Sc. 36 Ap. 180, Talmaciu, 587357",0749 146 125
7410605078181,1976-10-01,"Drumul Dochioiu Nr. 127, Toflea, 323243",0767 305 603
2060412232214,1995-11-08,"Strada Popa, Voluntari, 801679",0242 989 626
4050624122056,1916-01-25,"Drumul Oprea, Navodari, 181814",0234 538 527
2540305340815,1967-08-02,"Aleea Stancu Nr. 301, Afumati, 204626",0723 513 002
5990607375961,1960-05-06,"Strada Tabacu Nr. 708 Bl. 34  Sc. 93 Ap. 320, Bistrita, 904075",0757 337 655
3470216107937,1931-08-16,"Aleea Pop Nr. 22, Dancu, 709457",0248 007 351
6801103051046,1991-12-23,"Soseaua Alin Preda Nr. 64 Bl. 56  Sc. 50 Ap. 326, Comanesti, 697857",0772 449 623
1510426162903,1925-10-23,"Soseaua Dariana Diaconu Nr. 41 Bl. 23  Sc. 76 Ap. 717, Voluntari, 392959",0257 914 674
1241013378239,2003-11-20,"Bulevardul Dobre Nr. 504 Bl. 11  Sc. 35 Ap. 607, Peretu, 836582",0764 042 276
2150514322454,1954-03-27,"Soseaua Eftimie Ioniță Nr. 765, Ludus, 637266",0764 944 893
1200403052104,1954-11-01,"Bulevardul Niță Nr. 81 Bl. 44  Sc. 49 Ap. 615, Glina, 565762",0752 110 339
5430425016867,1990-01-14,"Strada Preda Nr. 81 Bl. 69  Sc. 35 Ap. 977, Lunca Cetatuii, 168348",0237 187 488
7390613352558,1988-04-20,"Aleea Adina Ioniță Nr. 855 Bl. 99  Sc. 69 Ap. 192, Satu Mare, 609222",0744 848 940
8740805108872,2024-03-02,"Strada Ene Nr. 868, Corund, 104921",0255 121 315
2240910400331,2019-11-19,"Soseaua Robertina Gheorghiu Nr. 42 Bl. 86  Sc. 92 Ap. 466, Tomesti, 393168",0740 669 924
2830522369737,2019-09-10,"Strada Oprea, Campia Turzii, 647818",0768 957 642
4800508441016,1909-08-05,"Drumul Ababei Nr. 277 Bl. 64  Sc. 75 Ap. 513, Onesti, 100087",0734 291 145
3421106106274,1945-02-03,"Soseaua Dima, Bumbesti-Jiu, 824626",0739 606 333
1001012036189,1995-12-22,"Bulevardul Lelia Florea Nr. 68 Bl. 29  Sc. 83 Ap. 437, Slobozia, 445276",0730 786 136
3570709243762,2013-01-24,"Bulevardul Mocanu Nr. 58 Bl. 64  Sc. 17 Ap. 593, Buftea, 471559",0264 932 380
6660105291231,1967-08-14,"Aleea Haralamb Nistor Nr. 453 Bl. 54  Sc. 29 Ap. 969, Feldru, 659584",0268 963 047
4950605097106,1918-03-18,"Bulevardul Cristea Nr. 905, Medias, 150095",0744 945 787
4660111304569,1923-03-13,"Soseaua Matei Stancu, Straja, 718174",0742 024 143
4510912108799,1919-11-13,"Soseaua Ilie Tabacu, Bumbesti-Jiu, 752904",0262 388 667
2890124129974,1982-11-18,"Strada Stancu Nr. 448, Strejnicu, 322703",0737 648 923
6751117317851,1920-12-11,"Intrarea Gheorghiu Nr. 139, Tufesti, 257940",0734 673 360
4130827093471,1995-07-31,"Intrarea Gheorghiu Nr. 61, Sacueni, 865122",0246 024 434
3920710364971,1981-05-08,"Drumul Ababei Nr. 31 Bl. 21  Sc. 61 Ap. 631, Turnu Magurele, 233630",0259 609 242
5250327373637,1919-03-28,"Strada Rebeca Mazilescu Nr. 22 Bl. 98  Sc. 69 Ap. 801, Pitesti, 676816",0236 992 236
4700629375492,2023-08-26,"Soseaua Ardelean Nr. 381 Bl. 59  Sc. 36 Ap. 424, Salonta, 202916",0248 297 237
6750429268725,1974-07-17,"Drumul Anton Georgescu, Suceava, 575883",0768 423 918
2900204440701,1966-03-13,"Strada Dima, Branesti, 665290",0745 290 849
6180312296721,1925-03-01,"Intrarea Tudor Nr. 85, Moldova Veche, 340805",0759 768 468
2831202033924,1919-02-18,"Aleea Ardelean Nr. 56 Bl. 25  Sc. 95 Ap. 778, Harlau, 463312",0246 818 765
3850903188823,1912-04-17,"Aleea Zeno Stoica Nr. 852, Negresti-Oas, 150565",0769 726 144
2340405019358,2008-11-13,"Soseaua Lidia Nemeș Nr. 72, Petrila, 336720",0248 636 058
2730926220613,1983-10-10,"Soseaua Nistor Nr. 208 Bl. 45  Sc. 61 Ap. 844, Savinesti, 759232",0252 593 515
6210911326231,1969-11-15,"Aleea Dacian Voinea Nr. 587 Bl. 73  Sc. 60 Ap. 731, Tunari, 497390",0266 437 971
2590429123831,1939-10-19,"Strada Diaconu Nr. 454, Dragu-Brad, 588184",0754 699 136
4530119146125,2016-11-06,"Intrarea Pop Nr. 925, Dancu, 713860",0746 824 096
2160429067841,1935-04-19,"Soseaua Georgescu Nr. 423 Bl. 33  Sc. 75 Ap. 499, Curtici, 248014",0250 074 034
4110129388075,1922-06-23,"Drumul Stănescu Nr. 98 Bl. 69  Sc. 78 Ap. 364, Curtea de Arges, 237275",0728 203 756
1750311423427,1968-12-24,"Intrarea Mirona Albu, Rosu, 279410",0733 765 557
5470421022869,1983-02-26,"Drumul Diaconu Nr. 48, Moinesti, 542823",0727 811 157
6801104468450,1953-10-07,"Intrarea Ionelia Ababei, Pechea, 219520",0759 624 596
3330813090462,1928-03-28,"Drumul Gheorghiu, Busteni, 454365",0784 789 157
8700901118036,1957-12-15,"Intrarea Manole Nr. 16, Fagetel (Remetea), 622242",0723 606 267
7100712189937,2019-06-16,"Soseaua Raul Mocanu Nr. 416, Lunca Cetatuii, 237629",0754 432 328
4510829273024,1929-07-02,"Bulevardul Sever Tomescu Nr. 50, Bailesti, 589717",0248 639 691
5550421043611,1919-09-29,"Strada Stancu, Ocna Mures, 443258",0236 471 051
1020310128690,1973-08-02,"Soseaua Bănel Manole, Vicovu de Jos, 194911",0254 396 916
3760712094658,2022-01-29,"Aleea Gheorghiu, Drobeta-Turnu Severin, 137414",0742 280 173
5350913010580,1976-06-08,"Intrarea Nistor Nr. 78, Vaslui, 920535",0233 103 955
8111014152917,2000-06-04,"Bulevardul Ioniță Nr. 270, Targoviste, 798607",0268 432 561
3720705410521,1977-08-01,"Drumul Gheorghiu, Odorheiu Secuiesc, 151521",0758 086 804
7930531239835,1948-10-24,"Aleea Anuța Preda Nr. 19 Bl. 48  Sc. 17 Ap. 978, Strejnicu, 574083",0742 075 863
4430925109460,1930-05-31,"Soseaua Stoica Nr. 467 Bl. 12  Sc. 29 Ap. 808, Onesti, 621739",0770 808 674
5190722459491,1929-07-14,"Intrarea Lazăr Toma Nr. 227, Darabani, 572685",0767 682 192
6480828043316,2002-01-03,"Aleea Stan, Diosig, 269392",0753 150 756
5240315448955,1946-05-06,"Soseaua Diaconescu, Oituz, 733313",0258 332 165
8151203092948,1941-09-16,"Soseaua Manole Nr. 626, Ramnicu Sarat, 801165",0734 359 886
8701020305944,1935-12-22,"Bulevardul Sandu Popescu Nr. 672 Bl. 22  Sc. 92 Ap. 727, Sacele, 401560",0743 209 391
5410231133992,1984-08-06,"Intrarea Voinea Nr. 11 Bl. 67  Sc. 25 Ap. 637, Chitila, 556650",0264 655 153
4790902432833,1916-12-30,"Bulevardul Aanei Nr. 75, Diosig, 996741",0731 371 073
8650418324239,1944-02-14,"Intrarea Albu Nr. 75 Bl. 32  Sc. 19 Ap. 164, Gilau, 881067",0723 313 621
7290802526256,1963-02-02,"Drumul Georgescu Nr. 660, Bragadiru, 913987",0260 772 282
1830518332977,2005-10-30,"Strada Aristide Eftimie Nr. 76 Bl. 27  Sc. 15 Ap. 414, Dragasani, 546245",0755 517 732
3370407165687,1981-11-21,"Drumul Marian Mazilescu, Baia Sprie, 969903",0247 006 258
7371031319226,2010-12-02,"Strada Tabacu Nr. 35, Giroc, 392864",0725 008 312
3700304233500,1985-10-05,"Soseaua Diaconescu, Sighetu Marmatiei, 967310",0243 719 671
2111010113424,1929-10-09,"Drumul Ababei Nr. 95 Bl. 15  Sc. 55 Ap. 510, Talmaciu, 821666",0240 416 518
3370630149422,1941-03-21,"Bulevardul Leontina Mazilescu Nr. 93 Bl. 98  Sc. 58 Ap. 602, Curtici, 448426",0788 316 787
3210302410236,1948-01-20,"Bulevardul Ionescu, Moldova Veche, 266889",0741 113 771
6811103369963,1973-09-12,"Intrarea Pușcașu, Magurele, 889425",0725 747 692
3960111293979,2012-02-29,"Strada Lidia Voinea Nr. 895, Galati, 996787",0733 662 162
7081211524907,1996-06-29,"Intrarea Florea Nr. 793, Ramnicu Valcea, 710510",0786 220 624
3110225402899,1993-03-20,"Strada Dorli Popescu, Slatina, 870529",0258 625 558
3350331164706,1934-08-27,"Intrarea Liana Voinea Nr. 22 Bl. 25  Sc. 16 Ap. 663, Insuratei, 759867",0763 128 874
6740908248487,1951-05-24,"Bulevardul Anca Popescu Nr. 629 Bl. 43  Sc. 34 Ap. 841, Fagaras, 978408",0762 927 052
8650307058216,1921-02-15,"Soseaua Popa, Horodnic de Sus, 291978",0728 045 807
4400712418034,1966-05-19,"Bulevardul Nistor Nr. 878, Techirghiol, 173516",0253 217 742
5890927053279,2021-03-18,"Soseaua Nistor, Curcani, 682832",0720 723 961
2731012370990,1982-12-07,"Bulevardul Lăcrămioara Ionescu Nr. 312, Siria, 548551",0746 394 021
2481114014932,1935-09-14,"Intrarea Preda Nr. 324 Bl. 31  Sc. 41 Ap. 944, Apahida, 560928",0747 040 877
5950510129138,1963-07-25,"Intrarea Dochioiu, Dobroesti, 723020",0256 324 638
4541225321929,2001-04-06,"Strada Ionescu Nr. 34, Oravita, 857118",0758 112 521
8970410435009,1910-02-10,"Soseaua Jasmina Pușcașu Nr. 974, Arad, 782413",0246 480 233
8220614259573,1914-10-30,"Soseaua Marcu Pușcașu, Giarmata, 520320",0757 270 047
8180119226726,1958-01-01,"Aleea Albu Nr. 321 Bl. 32  Sc. 95 Ap. 922, Strehaia, 313124",0734 819 032
6500723055193,1915-03-08,"Bulevardul Valter Tomescu Nr. 70 Bl. 27  Sc. 86 Ap. 628, Iasi, 638493",0737 500 910
5900616447369,2001-02-28,"Soseaua Georgia Dochioiu Nr. 676, Vicovu de Jos, 861671",021 344 0781
3910723131725,2015-02-12,"Bulevardul Nistor, Hateg, 136611",0234 727 510
7231026023172,1916-04-03,"Soseaua Tudor, Breaza de Sus, 623443",0737 159 294
5500215235366,1965-03-24,"Soseaua Todor Dumitrescu Nr. 106 Bl. 25  Sc. 90 Ap. 399, Iernut, 575166",0268 985 957
6560131145841,1993-01-10,"Intrarea Gregorian Dinu, Oltenita, 841820",0268 406 097
8500931378227,1914-01-31,"Soseaua Tudor, Medgidia, 860508",0721 244 148
4670301464065,2003-12-27,"Drumul Aanei Nr. 297, Rasnov Romacril, 983708",0772 113 177
3340301085481,1926-11-09,"Intrarea Claudia Pușcașu Nr. 97, Sabaoani, 540922",0725 151 592
3990926269065,1982-08-23,"Strada Voinea Nr. 81 Bl. 72  Sc. 53 Ap. 299, Baia, 146420",0766 386 280
7840101214226,2014-06-13,"Strada Niță Nr. 26 Bl. 71  Sc. 51 Ap. 290, Titu, 266947",0235 397 920
