first_name,last_name,birthdate,personal_number,address,phone_number,job,iban,currency,balance
Crenguța,Ionescu,1972-02-13,6560317059844,"Soseaua Dumitrescu, Targoviste, 961921",0711 269 980,Cercetator In Stiinta Si Ingineria Materialelor Oxidice,RO53LPCM4665330933626386,MGA,87537092603
Marcel,Dobre,2006-04-17,4130126142488,"Strada Flora Stancu Nr. 74 Bl. 55  Sc. 89 Ap. 857, Santana, 861694",0251 044 673,Igienist,RO73ZQXI0219620585820307,SVC,58831708345
Cristobal,Oprea,2015-03-11,6190324422764,"Bulevardul Preda Nr. 706 Bl. 38  Sc. 55 Ap. 546, Caracal, 516661",0762 284 600,Emailator Prin Imersiune,RO57BVBE0197236208218811,EGP,56066870314
Simi,Diaconu,1920-07-15,5851117467806,"Aleea Dumitrescu Nr. 60 Bl. 30  Sc. 91 Ap. 559, Topoloveni, 734925",0765 655 220,Auditor Intern In Sectorul Public,RO89GYEC1015233897965581,GTQ,21083883367
Bucur,Marin,2001-06-13,2190525106408,"Strada Sinică Stănescu, Branesti, 937419",0754 157 014,Formator Manusi Fibre Liberiene,RO25XRON2268287484214773,AFN,73136785017
Anatolie,Marin,1925-03-13,1420717135528,"Aleea Pușcașu Nr. 40, Gilau, 143287",0740 887 947,Vopsitor Lemn,RO38CCHK7082683600546328,EGP,88497171318
Laurenția,Tudor,1985-10-18,2321015164208,"Intrarea Livia Stancu, Roman, 876626",0769 116 805,Expert Eficientizare Investitii,RO69EZEQ4274579118957063,RON,34731055162
Malvina,Dima,1991-03-21,7000707048546,"Intrarea Toma Nr. 859, Mogosoaia, 924434",0249 748 230,Cizelator Clisee Galvanice,RO48KALX1262244069853070,IQD,69572868860
Pompilia,Dima,1933-01-24,2650624318862,"Intrarea Stancu Nr. 58 Bl. 37  Sc. 36 Ap. 439, Pitesti, 354335",0761 338 453,Operator Lucrari Speciale Sonde,RO03VQNX5908900243567640,LSL,3684608057
Theodor,Nistor,1997-09-06,3250108334200,"Soseaua Mazilescu, Peris, 344123",0760 982 663,Sef Parchet,RO43ONXW5925720015165080,JMD,14284822087
Jana,Nemeș,1963-03-14,5930929415012,"Soseaua Stan Nemeș Nr. 179 Bl. 93  Sc. 97 Ap. 170, Husi, 937068",0247 192 885,Masinist In Legatorie Mecanica,RO09ROVK3256298599484251,AUD,15102446440
Horia,Aanei,1997-01-09,2800606461699,"Intrarea Ioniță, Chisineu-Cris, 746128",0769 159 869,Coordonator Interventii Active In Atmosfera,RO54GTFW6391301937865230,ISK,76200077716
Iacob,Tudor,1981-05-10,1730703344734,"Bulevardul Dinu Nr. 84 Bl. 75  Sc. 27 Ap. 656, Sangeorgiu de Mures, 563509",0256 911 471,Rabotor-Mortezor Universal,RO25HIQW5108210945371434,CZK,15572895553
Ada,Stoica,1974-03-01,8650629194930,"Soseaua Ionescu Nr. 39 Bl. 89  Sc. 37 Ap. 430, Jilava, 606229",0255 897 536,"Operator In Verificarea, Intretinerea Si Repararea Instalatiilor Speciale De Prevenire A Incendiilor",RO06DXAT3798025683175387,CRC,79581618166
Liana,Aanei,1976-10-13,5261126348318,"Intrarea Floare Dochioiu Nr. 696 Bl. 18  Sc. 19 Ap. 146, Lumina, 862691",0784 908 644,Expert Evaluator De Proprietati Imobiliare,RO07LWFF7982960989091022,TVD,14796370969
Roxelana,Dima,1942-06-08,4090519366817,"Soseaua Jan Eftimie Nr. 335 Bl. 75  Sc. 61 Ap. 763, Amara, 393328",0740 566 083,Tehnician Laborant Analize Produse Alimentare,RO26FVQK2868631865422316,TTD,13443818125
Dariana,Tudor,1910-01-09,6750314083454,"Aleea Ionescu, Otelu Rosu, 960313",0261 996 116,Decorticator Crupe,RO31BYRV7336995692557473,TVD,95668410391
Carla,Toma,1946-04-14,5210920195505,"Strada Oprea Nr. 354 Bl. 77  Sc. 30 Ap. 171, Beclean, 364268",0231 554 773,Legumicultor,RO61XNAL1024510201576321,IDR,28369134989
Rareș,Barbu,2002-04-07,2490522164716,"Drumul Ioniță Nr. 158 Bl. 23  Sc. 75 Ap. 246, Tandarei, 933468",0724 351 394,Secretar Scoala,RO87YODF1706575870899302,SLL,97917533664
Melania,Gheorghiu,1933-09-20,7650729264222,"Bulevardul Sava Oprea, Rasnov Romacril, 468480",0727 870 529,Terminolog,RO76JIVK8701817370779933,SDG,2765181492
Bănel,Suciu,2016-08-05,6210419347424,"Intrarea Ababei, Berceni, 733139",0754 739 009,Gravor Manual,RO48XNWZ4010507122787795,PAB,54205847341
Ilona,Florea,1997-01-10,3261028360682,"Drumul Eftimie, Balotesti, 582375",0759 324 305,Pictor Pe Sticla Si Ceramica,RO38RKQI8086725988375209,ISK,12606069605
Catrinel,Gheorghiu,1931-08-13,5520312148817,"Soseaua Marilena Barbu Nr. 42, Sadova, 315035",0748 601 161,Expert Inginer Zootehnist,RO27GCFL2723693493476235,ETB,67517529565
Lelia,Georgescu,1994-10-03,5520108049906,"Bulevardul Diaconu Nr. 317 Bl. 59  Sc. 62 Ap. 135, Jibou, 599781",0724 002 458,Operator Radiotelecomunicatii Aeronautice,RO61VSHK6565885942845892,PKR,28906468975
Codrin,Ababei,2008-05-02,5470903189950,"Intrarea Dochioiu Nr. 71, Jilava, 636618",0785 847 704,Operator Radar,RO62ASVJ4392702201639430,SZL,93739485911
Vera,Gheorghiu,1950-12-25,8181214395827,"Strada Tudor Nr. 520 Bl. 18  Sc. 51 Ap. 207, Giarmata, 525245",0243 243 758,Prim-Adjunct Al Procurorului General,RO58GDSB1694423794439203,SDG,62300830501
Roxelana,Dinu,1945-03-15,1401115058184,"Aleea Tiberia Barbu Nr. 853 Bl. 39  Sc. 37 Ap. 508, Harsova, 222767",0247 502 856,Sef Tura Comanda Vagon De Dormit ,RO07JLNF7053059609466112,ZWD,40243251127
Luciana,Ardelean,1964-04-07,4221011413912,"Strada Dumitrescu, Breaza de Sus, 361146",0243 524 312,Asistent De Cercetare In Fizica,RO37VOSH3197133786971738,BHD,8217549621
Severina,Stoica,1950-03-19,3410624315812,"Soseaua Elodia Dobre Nr. 68 Bl. 58  Sc. 65 Ap. 736, Breaza de Sus, 254339",0726 322 198,Morar La Prepararea Materialelor Pentru Acumulatori,RO22JBMF5472037083458326,GTQ,68996115492
Jasmina,Preda,1927-10-11,3751021401217,"Strada Ardelean, Fetesti, 225055",0739 041 069,Lector Scenarii,RO72VNLL5837691047848976,MMK,53501078515
Speranța,Barbu,2009-05-05,3581115203044,"Intrarea Andrada Diaconescu, Bistrita, 953938",0769 843 622,Tehnician Gestiune Salariala,RO84QMYT2953828095856056,DOP,24953972796
Gina,Stănescu,2013-10-18,3381109246260,"Drumul Dima Nr. 425 Bl. 12  Sc. 43 Ap. 629, Husi, 817684",0260 183 606,Lipitor Lentile Si Prisme,RO07FTAU3260097870901306,GNF,98955769212
Simina,Dochioiu,1991-06-09,2581101243483,"Intrarea Ana Barbu Nr. 905 Bl. 73  Sc. 61 Ap. 306, Bumbesti-Jiu, 725091",0255 712 291,Consilier Economic,RO34UCDW5562487750540271,XAF,38547656528
Veniamin,Pop,1916-05-20,1920311149013,"Intrarea Anaida Mocanu, Horodnic de Sus, 823435",0762 673 961,Proiectant Inginer Metalurg,RO89JERU5974624540484653,MNT,98457144262
Petru,Ardelean,1939-09-03,2870202371618,"Soseaua Gheorghiu, Sovata, 576516",0744 050 005,Confectioner Articole Hartie,RO39FAJV8827599498019912,CHF,2400618885
Nicoleta,Florea,1978-01-05,5780117161120,"Strada Diaconescu Nr. 350 Bl. 73  Sc. 54 Ap. 324, Pechea, 613623",0726 060 797,Confectioner Becuri,RO08RYGJ7811551256078492,SAR,91417735729
Alina,Albu,1937-04-17,4221202179555,"Soseaua Amanda Mazilescu Nr. 39 Bl. 46  Sc. 15 Ap. 942, Roseti, 152046",0244 453 056,Umplutor Sifoane,RO74YHEU3135449238592264,IMP,54878552132
Costache,Barbu,1932-03-12,3741017415521,"Aleea Stoica Nr. 941, Sangeorz-Bai, 593790",0765 723 324,Operator Curatitor Chimic,RO11XZOJ6791499363776603,IQD,14021618464
Adriana,Oprea,2023-05-18,8981116152500,"Aleea Marin Nr. 771 Bl. 62  Sc. 44 Ap. 569, Bocsa, 902755",0721 329 149,Inspector De Risc,RO79TEEK4181862297006641,KZT,35707461412
Ramona,Preda,1913-06-21,5310830046475,"Aleea Stan, Urziceni, 975673",0727 806 024,Maestru De Lumini,RO85DBGP2666435849514066,GYD,67877693855
Gabriel,Dochioiu,1954-02-18,7570416428938,"Drumul Dumitrescu Nr. 19 Bl. 34  Sc. 11 Ap. 178, Paunesti, 636226",0240 295 437,Regizor Scena,RO10LKZH7559611764385014,AWG,46735363022
Ion,Stancu,2014-06-22,4820818377551,"Intrarea Aanei, Brasov, 826556",0253 213 984,Operator Chimist La Fabricarea Colorantilor,RO25CNHA9120245040023829,AZN,16456912370
Cristina,Albu,2008-09-30,4181106145142,"Aleea Aanei Nr. 96, Targu Secuiesc, 582957",0763 554 421,Laborant In Invatamant,RO30XUBQ8181973335629439,MUR,18236932456
Clara,Oprea,1973-07-01,4431218393462,"Intrarea Ene Nr. 322, Sabaoani, 504549",0250 961 012,Cercetator In Petrochimie Si Carbochimie,RO41ULXB9259744202299496,TND,69328792335
Aurel,Mazilescu,1922-11-25,4180827062794,"Soseaua Pop Nr. 93 Bl. 13  Sc. 55 Ap. 974, Motatei, 958461",0761 789 701,Fasonator Mecanic (Cherestea),RO48CQQD2676881609211683,SAR,31829015821
Daniela,Aanei,1996-01-27,4430901469482,"Bulevardul Niță, Ramnicu Sarat, 705393",0725 584 321,Asistent De Cercetare In Informatica,RO57QIFY5388387598327956,STD,41434751476
Ștefan,Ene,1923-04-24,7201202278522,"Drumul Preda Nr. 78 Bl. 15  Sc. 22 Ap. 200, Insuratei, 831124",0256 487 480,Cuptorar Produse Din Carbune,RO72XJCS6863366551742474,ERN,89827744920
Vasilica,Ardelean,1930-09-25,5470411329421,"Intrarea Stancu Nr. 831 Bl. 52  Sc. 23 Ap. 462, Victoria, 230244",0746 527 812,Inginer De Cercetare In Electronica Aplicata,RO92QZEE5487910380412127,JOD,24768344405
Victor,Mocanu,1988-02-13,5881103060176,"Aleea Dobre, Busteni, 547476",0711 139 137,Sef Birou Relatii Unitati Presa,RO05QTWU5671817155225237,PLN,86241882571
Lucențiu,Tomescu,2023-02-07,3150421295013,"Soseaua Eleonora Mazilescu Nr. 74 Bl. 10  Sc. 73 Ap. 638, Baia Mare, 202520",0749 668 664,Consilier Geolog,RO75FXVM4393942502954214,YER,88883281995
Casandra,Mocanu,1935-04-30,4000113418769,"Soseaua Gheorghiu, Rosu, 681688",0731 663 806,"Instalator Apa, Canal",RO23JPXA9956842623531131,NGN,64527785195
Elvira,Popa,1942-12-13,2630717243588,"Soseaua Toma Nr. 581, Busteni, 801650",0739 479 811,Topitor La Concentrate Miniere,RO39YXPQ9889106169793821,MGA,61709730382
Suzana,Stan,1948-09-04,4081125382905,"Strada Suciu Nr. 404 Bl. 59  Sc. 55 Ap. 928, Vaslui, 398962",0763 125 464,Cercetator In Domeniul Stiintelor Juridice,RO52JHGJ3435472570323383,DZD,13884039352
Miron,Popa,1967-11-02,3880717422789,"Intrarea Dinu Nr. 47, Valea Mare (Babeni), 707215",0757 034 897,Confectioner Cartuse De Vanatoare,RO02JZFY6541774419748263,LRD,61907479321
Isabela,Barbu,1934-08-05,6690401252431,"Intrarea Niță, Plosca, 584960",0732 269 545,Inginer De Cercetare In Microelectronica,RO03LQJN2534426110826725,PHP,38290915954
Maria,Dochioiu,1957-02-28,8860909291666,"Intrarea Georgescu Nr. 48, Oltenita, 402344",0723 314 828,Codificator,RO90KLXN2587658999032386,UGX,76795791333
Ioanina,Niță,1929-02-09,5680106195336,"Aleea Mocanu Nr. 978, Sinaia, 153404",0751 368 774,Director De Agentie De Turism Touroperatoare/ Detailista/Filiala/Sucursala,RO68RNCE1375950559366421,EUR,45910901884
Agata,Stănescu,1939-12-04,4390908114776,"Soseaua Paul Mazilescu Nr. 929 Bl. 23  Sc. 79 Ap. 327, Jimbolia, 619053",0246 028 591,Presedinte Tribunal,RO40VKYQ5921406237229125,GTQ,3125230078
Eremia,Pușcașu,2005-08-09,3280529432984,"Aleea Aanei, Agnita, 962112",0752 404 994,Specialist Sisteme De Calificare,RO52QBTD0197971588026444,PHP,55171299333
Martin,Stan,1931-02-23,6490315208161,"Bulevardul Marin Nr. 511, Borsa, 472214",0755 728 127,Salvator Minier,RO51BEZX8232092033332706,JOD,68514737214
Anghel,Nemeș,1925-03-02,5810211274601,"Drumul Tabacu Nr. 214, Nasaud, 496153",0723 760 833,Inspector Sanitar,RO62FURH6593981860433634,DJF,47190785783
Petruța,Popa,1929-08-19,3760711367070,"Soseaua Ioniță Nr. 550 Bl. 17  Sc. 39 Ap. 216, Cugir, 519485",0747 009 516,Hipnotizator,RO65UUHV5551170357011412,TWD,56180552904
Ofelia,Nemeș,1989-03-25,2480803510440,"Aleea Tudor Nr. 39 Bl. 88  Sc. 71 Ap. 665, Pipera (Voluntari), 527030",0748 331 066,Tehnician Masini Si Utilaje,RO59VGBL0975383452426664,UYU,59574275510
Liliana,Albu,1981-08-23,6620824231431,"Intrarea Laurian Dinu Nr. 44, Radauti, 831227",0757 654 194,Instructor Linii,RO41FUZR6958760514187622,CHF,6565115672
Aleodor,Ene,1963-02-25,1640929039560,"Strada Stoica Nr. 688, Matca, 436288",0731 169 952,Instructor Scolar Auto,RO17QFMN6201857833206518,KHR,26420038676
Anamaria,Nemeș,1946-04-24,6521203030091,"Drumul Flavia Ionescu Nr. 52, Cisnadie, 651925",0244 830 616,Asistent De Cercetare In Stiintele Politice,RO20FGXF5423048423265811,JEP,37159203804
Astrid,Nistor,1994-07-04,3911002465471,"Bulevardul Dinu Nr. 783 Bl. 93  Sc. 84 Ap. 909, Avrig, 532694",0235 170 569,Confectioner Materiale Didactice Pentru Stiintele Naturii,RO16JINO7362501361586941,GHS,94350001776
Iolanda,Diaconu,2004-12-02,4330505214736,"Aleea Antonia Preda Nr. 88 Bl. 87  Sc. 78 Ap. 615, Sebis, 980189",0251 355 070,Vicepresedinte Organizatie Politica,RO30XNGD4529765159243220,HKD,92312597094
Pleșu,Stancu,1966-03-16,2930831521230,"Drumul Stoica, Dragu-Brad, 531075",0264 840 434,Sortator Produse,RO90DEHF7623475397924757,TJS,26893978467
Lorin,Tomescu,2020-12-09,8700802170579,"Aleea Ababei, Agnita, 191672",0267 361 204,Lucrator Gestionar,RO28YPAQ5821658967610115,CDF,21421057822
Didina,Voinea,1940-11-23,6260727392191,"Drumul Laurenția Nemeș Nr. 586, Dragasani, 375424",0267 260 587,Tamplar Manual La Imbinarea Furnirelor,RO14ZOSR1940740302938345,MUR,397178409
Loredana,Ene,1939-08-08,2260323112204,"Bulevardul Dariana Tomescu Nr. 63, Reghin, 106248",0240 270 931,Fototecar,RO93LROS9925415639256712,RUB,75007353841
Oana,Florea,1929-03-23,4460902120317,"Soseaua Horea Ababei, Dragasani, 993703",0233 526 812,Secretar De Redactie (Studii Superioare),RO66JXHD6189706650261827,CHF,49736409101
Valter,Dobre,1959-06-11,4440803214920,"Drumul Stan Nr. 85, Husi, 540620",0754 020 532,Clasificator Carcase,RO82IXRP9799812739830023,CNY,96155473792
Lucrețiu,Albu,1959-06-02,6671124088890,"Bulevardul Ada Albu, Odobesti, 282867",0784 826 785,Lucrator Gestionar,RO93IGXL3142861386440988,MMK,7014293050
Zamfira,Popa,1979-06-23,7021112357278,"Drumul Oprea, Moldova Veche, 939485",0780 313 131,Consilier Geolog,RO90FSYU0342228114426197,LTL,81308956731
Floriana,Nistor,1908-12-20,5820530185986,"Bulevardul Nistor Nr. 331, Rodna, 588755",0731 855 626,Electrician In Constructii Civile Si Industriale,RO45QPCI5246235382954628,JEP,74121960649
Nadia,Ababei,1947-01-31,3860605430730,"Aleea Bucur Diaconescu, Hunedoara, 464508",0253 631 699,Operator Mineralurg,RO23AEBT8479171571891743,PAB,9016154844
Suzana,Dobre,1998-08-14,7840329184927,"Aleea Aanei Nr. 22, Vulcan, 551120",0760 136 888,Muncitor Manipulare Si Pregatire Furaje,RO79NPCU2924753901273850,JMD,80404130229
Steliana,Florea,1993-07-10,3411007205155,"Strada Dima Nr. 53, Tudora, 552835",0232 353 099,Consilier/Expert/Inspector/Referent/Economist In Economie Generala,RO61XXBR9988913153418522,OMR,51237171891
Stela,Diaconescu,1972-09-22,3070202184411,"Strada Caterina Stan, Turnu Magurele, 611144",0260 099 498,Reconditioner Scule Si Utilaje Petroliere,RO69WBVT7163422891262601,AZN,48264223374
Georgel,Cristea,2005-09-21,5480809277488,"Bulevardul Stoica Nr. 62, Medias, 595940",0756 696 604,Operator Apretor Textile,RO96MWNO2821709954650243,PLN,26198916029
Visarion,Suciu,2016-05-20,5940125413439,"Drumul Albu Nr. 955, Strehaia, 384512",0758 090 049,Expeditor International,RO71EAUJ7031343591616027,MNT,77191489823
Marinela,Albu,2003-08-10,1471227287775,"Strada Ioana Nemeș Nr. 956 Bl. 66  Sc. 16 Ap. 365, Avrig, 607943",0722 118 342,Agent De Nava,RO06LYSW0056253882331393,CZK,25957881201
Demetra,Eftimie,1973-10-30,7850502090813,"Aleea Claudia Oprea Nr. 87 Bl. 16  Sc. 21 Ap. 685, Slobozia, 572302",0744 898 788,"Conducator De Pensiune Turistica (Rurala, Agroturistica, Montana)",RO57ZHXG6339408708906002,KRW,19508728641
Veniamin,Mocanu,1998-12-02,5720916247452,"Soseaua Ioniță Nr. 13 Bl. 91  Sc. 71 Ap. 728, Baicoi, 871925",0742 869 552,Sef Laborator Analize Pedologice,RO43AIQV3986627989617430,JOD,17671122193
Bianca,Nistor,1936-08-16,8840501148438,"Drumul Nistor, Segarcea, 600753",0743 581 661,Judecator Inspector,RO44DRYP9487219613064711,PHP,40097814723
Daciana,Tudor,1936-12-30,5731223101862,"Soseaua Stănescu, Curcani, 628632",0754 306 417,Oficiant Posta Telegrame,RO69FKUJ7698329325118972,SVC,52593607825
Octavia,Voinea,1996-11-04,3880301451387,"Bulevardul Georgescu Nr. 843 Bl. 73  Sc. 64 Ap. 493, Targu Jiu, 241429",0759 263 077,Agent Statie Metrou,RO65LYHW6882787812519369,BZD,20792537577
Artemisa,Mocanu,2022-02-04,4181020016122,"Soseaua Dima Nr. 967 Bl. 65  Sc. 29 Ap. 771, Deva, 300126",0258 662 691,Decupator Lamele Din Lemn Pentru Lazi,RO79PTMV7573612401271994,YER,10165487120
Iustin,Tomescu,2012-02-13,7410114265252,"Drumul Ardelean Nr. 29 Bl. 74  Sc. 11 Ap. 290, Beius, 689644",0762 863 406,"Subinginer Mecanic, Mecanica Fina",RO42LAUH0908951444748417,MWK,81251335909
Dalia,Manole,1954-08-08,4471018180167,"Drumul Manole Stoica, Arbore, 846216",0771 875 014,Sef Corp Executori Bancari,RO02DRQD9135439606036201,CHF,87740291106
Oliviu,Gheorghiu,1992-07-03,1461016258309,"Bulevardul Aida Gheorghiu Nr. 542 Bl. 75  Sc. 25 Ap. 366, Drobeta-Turnu Severin, 868544",0732 103 962,Referent Literar,RO56HFCD5583806642869537,TRY,99446854279
Edmond,Stoica,2003-07-15,7881202112500,"Bulevardul Mazilescu Nr. 89 Bl. 69  Sc. 21 Ap. 368, Cobadin, 104850",0785 998 792,Cuptorar Produse Din Carbune,RO97KHTA7839935453338068,XDR,80836842419
Antim,Nistor,1959-01-24,2430514523677,"Bulevardul Georgescu Nr. 477, Cristuru Secuiesc, 491713",0244 564 006,Ergoterapeut,RO95LDSU5390481993546856,ALL,8074772248
Gabriela,Ionescu,1967-10-16,1350906129576,"Soseaua Tomescu Nr. 904, Anina, 400014",0762 265 383,Dulgher (Exclusiv Restaurator),RO89IYCD4222450520490035,KWD,23364035425
Camelia,Dinu,2004-02-14,1180914463748,"Intrarea Voinea Nr. 84 Bl. 52  Sc. 83 Ap. 486, Baia Sprie, 939922",0266 258 292,Facilitator De Dezvoltare Comunitara,RO23NKBZ9548458496949899,SGD,2343370838
Anica,Eftimie,1924-10-06,6590830427120,"Drumul Fabiana Mazilescu Nr. 569 Bl. 65  Sc. 13 Ap. 816, Cobadin, 987178",0256 079 982,"Conducator De Pensiune Turistica (Rurala, Agroturistica, Montana)",RO10WMRT4706594834443158,GNF,21154541940
Iustina,Eftimie,1988-06-04,7641003246715,"Soseaua Paraschiva Ababei Nr. 646 Bl. 33  Sc. 32 Ap. 900, Rasinari, 587314",0740 198 473,Pregatitor De Sarje,RO78OYBO4049337715365282,IRR,32943747893
Ofelia,Tomescu,1985-07-04,1201020293154,"Drumul Brândușa Florea Nr. 10, Remetea, 598064",0246 321 851,Operator La Masini De Fragmentare (Produse Chimice),RO38XUYW7626208702847461,ARS,81135313791
Antim,Nistor,1955-08-31,5230908152671,"Bulevardul Dumitrescu, Targu Mures, 732900",0744 275 650,Agent Compensare (Interbancara),RO69RLLV6316271356634412,NGN,90847988648
Viorica,Toma,1966-12-01,4001031112935,"Intrarea Ababei Nr. 11 Bl. 72  Sc. 59 Ap. 498, Mizil, 410213",0772 654 014,"Croitor-Confectioner Imbracaminte, Dupa Comanda",RO80QQUC7576113160490153,CZK,94137882606
Vlădelina,Stănescu,1929-08-15,4630916010248,"Drumul Popa Nr. 45, Tandarei, 820987",0269 158 937,Instructor Educatie Fizica,RO18WATX5500744020387662,LTL,24952407486
Nae,Diaconescu,1977-03-03,6150323430754,"Soseaua Dobre Nr. 52 Bl. 23  Sc. 63 Ap. 747, Moisei, 117708",0264 073 956,Strungar La Strung Carusel,RO59PEGN4076187365195479,BOB,78449778642
Jasmina,Toma,2008-03-03,8481126262831,"Drumul Stănescu, Corabia, 463033",0259 289 589,Operator La Confectionarea Industriala A Articolelor Din Cauciuc Si Textile Cauciucate,RO41PSPW5527118055655873,BYR,26885232386
Lelia,Toma,1991-07-11,6610627123506,"Drumul Albu, Vatra Dornei, 394264",0737 076 847,Proiectant Arhitect,RO27VXTG5776352227088190,MUR,96542089403
Adelaida,Marin,1923-06-19,3370320265401,"Soseaua Florian Tabacu Nr. 929 Bl. 96  Sc. 15 Ap. 171, Oradea, 489154",0786 104 300,Inspector Salarii,RO96PRKE7813723566699716,ALL,37120122454
Silviana,Stănescu,1995-11-02,2291130068528,"Bulevardul Georgescu Nr. 98 Bl. 13  Sc. 63 Ap. 675, Breaza de Sus, 192177",0760 507 999,Arzator Produse Ceramice,RO22CUGR4449899791588252,KZT,9815246286
Patricia,Nistor,2011-05-10,1400310225322,"Soseaua Zenobia Dima, Sighisoara, 424595",0753 082 573,Restaurator Piatra,RO06RZEA7784947463847382,ANG,46698008545
Filip,Marin,1919-08-08,8630223423918,"Bulevardul Agnos Georgescu Nr. 15, Schela Cladovei, 669313",0253 057 286,Culegator La Masina De Cules Si Turnat Randuri (Linotipist),RO95RFWM8180685922381423,ZWD,2085439499
Robert,Niță,1955-09-24,6830602194124,"Soseaua Dobre Nr. 13 Bl. 16  Sc. 50 Ap. 652, Marghita, 668328",0747 817 240,Tehnician In Industria Confectiilor Din Piele Si Inlocuitori,RO83VVXF7981688594134222,TOP,22371310396
Georgel,Diaconu,2013-08-09,4890420332981,"Strada Diaconu Nr. 343 Bl. 23  Sc. 16 Ap. 548, Eforie Nord, 349595",0761 199 615,Devulcanizator Regenerare Cauciuc,RO44OEOJ5664899140945072,SHP,23508786505
Norbert,Stoica,1929-07-14,3870830528271,"Drumul Ionescu, Odorheiu Secuiesc, 371519",0267 667 570,Diacon,RO23GOAS9565280756639639,NAD,90092552216
Mona,Pușcașu,2010-12-30,5730816311821,"Intrarea Tudor, Pantelimon, 250684",0269 841 032,Finisor Manusi Piele,RO71OLLN0771452328484170,AUD,35667464592
Varvara,Georgescu,1991-09-30,5070226160077,"Drumul Ioniță, Seini, 661444",0251 156 574,Agent Imobiliar (Broker Imobiliar),RO37IJXI3762515299250670,RSD,57631369489
Pompiliu,Dochioiu,1988-11-21,6801220048785,"Intrarea Grațiana Oprea Nr. 429, Pecica, 862558",0721 008 012,Ingrijitor Pomi,RO90FUVO2513095393308921,AWG,3266776010
Mirabela,Dinu,1998-11-02,6371210110791,"Drumul Popescu Nr. 568, Pascani, 956091",0772 922 338,Curbator-Montator Butoaie Din Lemn,RO64EPGC3038137061537099,KHR,69225318505
Laurian,Mazilescu,1945-01-07,1200602336607,"Soseaua Stoica Nr. 32, Deta, 373947",0267 429 725,Prim-Procuror,RO88KNMG7305386557668594,MNT,54289502780
Bogdana,Popa,1989-02-27,5830811157014,"Intrarea Ghiță Ardelean, Horodnic de Sus, 361524",0770 879 256,"Lenjer, Confectioner Lenjerie Dupa Comanda",RO35VWBQ6268379462822956,HNL,78496883812
Marcu,Nemeș,2009-12-19,4940802335971,"Intrarea Zoe Ardelean Nr. 866 Bl. 80  Sc. 13 Ap. 599, Lunca Cetatuii, 699435",0727 254 810,Dozator La Producerea Aglomeratului,RO70MQLV2654025447782906,KYD,3204444066
Eusebiu,Oprea,2001-07-22,5010617517859,"Intrarea Răducu Suciu Nr. 92, Vatra Dornei, 798146",0235 306 676,Sef Serviciu Industrie Extractiva,RO17CRRJ0382706334035396,SHP,25065794196
Nechifor,Albu,1908-09-15,7400529118244,"Bulevardul Arian Oprea, Navodari, 529455",0735 006 078,Director De Camping,RO46KAQX3520383735195193,EGP,16621920208
Severina,Popescu,1938-01-30,3531118186972,"Strada Ionescu, Tuzla, 980416",0243 353 454,Actor Manuitor De Papusi,RO23CRGB9134098958475599,SPL,9960612874
Catrinel,Dinu,1945-12-27,6390207318313,"Drumul Ioniță Nr. 152, Otopeni, 953405",0729 524 236,Inginer De Cercetare In Tehnologia Prelucrarii Produselor Agricole,RO69HBVV7904108661766973,JEP,55281176233
Atena,Ionescu,1975-06-14,7810818408407,"Drumul Agnos Stoica, Tunari, 198191",0260 128 101,Cioplitor In Piatra Si Marmura,RO34TYTZ7423793526399516,PYG,68730278640
Tiberiu,Mazilescu,2010-07-17,6161213174685,"Aleea Virginia Florea Nr. 66 Bl. 12  Sc. 99 Ap. 667, Buhusi, 967205",0746 512 109,Metrolog Verificator,RO67QKNZ9405818219469815,VUV,11272521899
Casiana,Mocanu,1999-12-20,3360603518738,"Aleea Adelaida Marin Nr. 12 Bl. 81  Sc. 91 Ap. 113, Pancota, 538801",0767 579 672,"Controlor Vamal, Controlor Pentru Datoria Vamala (Studii Medii)",RO81DTBZ9596089264565703,GMD,89712432832
Miron,Pușcașu,1958-03-02,3860522528053,"Aleea Albu, Oravita, 976131",0755 190 700,Bijutier Metale Comune,RO16UYDY9582325153815004,BYR,50475667160
Augustin,Stoica,1932-11-06,8121019342793,"Aleea Ionescu Nr. 261, Calafat, 514481",0265 206 157,Dusisator-Polizator,RO69MCBD1197108216767933,INR,4157367580
Titus,Barbu,1979-12-16,4440910298425,"Aleea Diaconu Nr. 48 Bl. 64  Sc. 40 Ap. 725, Sebis, 330331",0748 089 576,Conducator Intreprindere Mica ,RO18FUEP7935696253748213,RON,44462607643
Antoniu,Mazilescu,1918-06-07,8541219312491,"Aleea Popa Nr. 601 Bl. 97  Sc. 12 Ap. 754, Santana, 512581",0769 873 161,Sef Sector Exploatare Imbunatatiri Funciare,RO13DXZQ8889247745882360,MYR,77416489860
Narcis,Popescu,1962-12-14,4740810521308,"Drumul Diaconu Nr. 224, Mogosoaia, 924380",0745 812 547,Sapator Manual,RO09QICE5663939778268602,TRY,53339755029
Gențiana,Nemeș,1947-09-15,7341226276124,"Aleea Hortensia Stănescu Nr. 403, Videle, 114958",0239 224 015,Tehnician Agronom ,RO89ZMLJ3497022595273377,JMD,4659465008
