first_name,last_name,personal_number,birthdate,county,address,phone_number,job,iban,currency,balance,latitude,longitude
Dorel,Florea,7011207287420,1949-10-25,Sălaj,"Bulevardul Ene Nr. 133, Slatina, 985293",0764 993 193,Agricultor Pentru Culturi De Camp Ecologice,RO48EQVM6329196801420991,SBD,32595043871,26.729871,3.826394
Corvin,Stoica,4070308312168,1958-07-13,Vrancea,"Bulevardul Dumitrescu Nr. 552 Bl. 50  Sc. 82 Ap. 282, Sannicolau Mare, 943385",0262 668 630,Inginer Proiectant Comunicatii,RO36CRWJ9239916575362551,HUF,95395525326,9.718611,52.009251
Dora,Manole,6960910205629,1969-09-30,Sibiu,"Drumul Florea Nr. 713 Bl. 52  Sc. 16 Ap. 973, Adjud, 341911",0249 455 212,Tehnician-Operator La Roboti Industriali,RO13QNOO1665034498971374,VUV,55231843627,34.351640,-18.395022
Amanda,Dobre,5400930413971,1984-10-26,Constanța,"Intrarea Voinea, Gura Humorului, 353408",0267 327 904,Expert In Securitate Si Sanatate In Munca,RO54HZQZ0628545293841714,TZS,22120650931,84.877007,-110.254856
Rafael,Ionescu,7260302327125,1947-10-07,Olt,"Drumul Ababei Nr. 74 Bl. 77  Sc. 55 Ap. 978, Rasnov, 412220",0786 401 569,Tehnician Machetist,RO96AWAU0621268720143992,MOP,65858096045,-61.969326,-39.415389
Damian,Tabacu,1171208193124,2022-10-04,Galați,"Strada Barbu, Babadag, 501273",0759 451 115,"Vicepresedinte (La Inalta Curte De Casatie Si Justitie, Curtea De Apel, Tribunale Si Judecatorii",RO19LHUV3331780161053392,GEL,93436475295,-76.7288025,-87.311705
Dalia,Dinu,5570328296569,1970-09-30,Tulcea,"Intrarea Rada Manole Nr. 259, Covasna, 958149",0233 323 379,Turnator Ornamentalist,RO95HIQT9719402667392988,MNT,4985005386,-66.800125,-68.213102
Iuliana,Niță,7120431149376,2005-04-03,Bacău,"Aleea Speranța Stănescu, Fundeni, 510935",0751 179 374,Consultant Fiscal,RO54DJFQ5897616872069583,SLL,9381664895,18.7946365,-86.004189
Laurențiu,Manole,3881110270512,1938-05-09,Botoșani,"Strada Alberta Ionescu, Tarnaveni, 410687",0763 166 710,Asistent De Cercetare In Prelucrari Plastice Si Tratamente Termice,RO94CCCS9269194231245034,QAR,44377891533,89.255491,82.325247
Dorli,Tomescu,4640216020854,1996-09-25,Galați,"Aleea Dima Nr. 644 Bl. 27  Sc. 46 Ap. 306, Campulung Moldovenesc, 439827",0237 308 734,Administrator Public,RO51JQNG3838765635850324,HKD,2375950140,-10.4964685,156.592353
Sandu,Georgescu,6800204402547,1998-11-13,Hunedoara,"Soseaua Ardelean, Marginea, 659405",0766 595 188,Psiholog In Specialitatea Psihologie Clinica,RO90VGKA9440541500900885,MVR,24214738595,7.619353,-43.100816
Pamela,Nemeș,1160322449316,1965-08-19,Botoșani,"Drumul Ene Nr. 46, Odorheiu Secuiesc, 452764",0269 515 659,"Inginer-Sef Intreprinderi De Reparatii Obiecte De Uz Casnic, Curatatorii Si Alte Servicii Pentru Populatie",RO55PKNS6736079951256416,VUV,92282245185,-88.4368705,168.172326
Gina,Mazilescu,8820909105468,1994-01-09,Sălaj,"Drumul Ardelean Nr. 893, Gura Humorului, 281806",0771 942 248,Picher,RO76YBHI2813085682405931,CAD,62615382135,-70.4780725,36.526805
Catinca,Cristea,6730614304886,1962-12-18,Caraș Severin,"Bulevardul Rica Tabacu Nr. 274, Balan, 302350",0256 855 408,Sef Catedra,RO37RWLO7660810844169548,AZN,45320888485,-1.840758,-63.039001
Daniela,Dima,5570213055320,1910-01-22,Vâlcea,"Drumul Gheorghiu Nr. 599 Bl. 56  Sc. 24 Ap. 794, Uricani, 361356",0242 747 832,Compresorist,RO79PRCL5529095432370087,NOK,53237048252,28.6437945,-133.990412
Vladimir,Oprea,1760224170633,2005-08-07,Buzău,"Strada Carmina Tomescu Nr. 36 Bl. 88  Sc. 43 Ap. 321, Pucioasa, 488002",0721 583 505,Instalator Pentru Sisteme Fotovoltaice Solare,RO22KIXG2601667663444297,CUC,48007928375,-8.374276,112.666965
Giorgian,Cristea,4861212375473,1912-05-07,Ialomița,"Intrarea Nemeș, Motatei, 779924",0734 970 217,Consilier Inginer Prelucrarea Sticlei Si Ceramicii,RO22FFDX6925784615344728,PAB,22212608561,-36.744457,68.047946
Grigore,Suciu,3721004116060,1952-01-12,Alba,"Strada Doina Suciu Nr. 690, Darmanesti, 334761",0262 993 894,Sef Birou/Serviciu Relatii Internationale,RO44JBHX9788751739587859,TND,39313901898,-16.821129,-23.811324
Ligia,Aanei,8680919155204,1943-05-16,Tulcea,"Soseaua Adina Nemeș, Iasi, 512222",0762 417 372,Artist Liric,RO53DSPT7515406605728817,YER,41620887920,-21.874479,-86.781406
Nidia,Voinea,2270412339773,1925-08-17,Mehedinți,"Intrarea Tudor, Arbore, 104085",0764 352 241,Tehnician Agronom ,RO49OYEV9677067608878368,XDR,65321867714,7.292176,-48.704269
Mărioara,Nistor,1370416394378,1980-03-13,Neamț,"Aleea Dobre Nr. 947 Bl. 70  Sc. 32 Ap. 359, Zimnicea, 367434",0752 923 713,Biochimist,RO58GVUW0207433696603178,KYD,6642033127,87.5534465,96.412718
Eusebiu,Ionescu,4141225087609,1977-05-30,Giurgiu,"Intrarea Ioniță Nr. 10, Magurele, 345387",0740 706 615,Cercetator In Tehnologia Compusilor Macromoleculari,RO76DKSZ1047634597263071,AZN,66475896534,54.4088065,-4.981755
Costin,Oprea,6901005300592,1910-07-18,Arad,"Soseaua Georgescu Nr. 20 Bl. 47  Sc. 17 Ap. 610, Huedin, 284166",0762 658 208,Subinginer Iluminat Tehnologic,RO36FCYD5887599728571283,QAR,28885952388,46.7511615,149.274680
Zenovia,Marin,7340110222601,1951-11-01,Bihor,"Drumul Ene, Greci, 491750",0235 405 524,Muncitor Necalificat La Ambalarea Produselor Solide Si Semisolide,RO41ROWO1241871104059700,MGA,27483612488,16.513120,148.452545
Dora,Barbu,4210421172823,1971-02-26,Covasna,"Drumul Pop Nr. 290 Bl. 73  Sc. 67 Ap. 890, Satu Mare, 450807",0748 128 951,Camionagiu,RO64QSMN3143748251897448,MDL,67811495144,-11.0394175,-133.945243
Emilia,Diaconu,4460602050559,1984-08-06,Alba,"Aleea Achim Tudor Nr. 54 Bl. 97  Sc. 93 Ap. 465, Gura Humorului, 766213",0239 192 747,Tehnician Zootehnist ,RO32XBJG3973472523010126,AFN,1070768606,-73.631644,112.029750
Dorinel,Eftimie,3390618418294,1948-01-22,Iași,"Drumul Mazilescu Nr. 243 Bl. 83  Sc. 82 Ap. 277, Marasesti, 496035",0255 409 778,Chimist,RO55YQGS5687539380070371,TRY,632914,43.5301315,-68.846000
Alina,Stancu,3480731104881,1908-07-03,Suceava,"Bulevardul Pop, Ramnicu Valcea, 791401",0780 674 712,Medic Veterinar,RO16CZOZ2971877379603883,EGP,53722018220,53.6890275,166.540830
Lucreția,Mazilescu,8860120342639,1975-11-26,Olt,"Bulevardul Voinea Nr. 73, Fetesti-Gara, 944668",0729 203 651,Sef Oficiu Zonal Posta,RO62BIUI0265654807164546,QAR,60379032022,-24.3231865,93.003216
Veta,Gheorghiu,4220703169742,1930-10-30,Mureș,"Bulevardul Nemeș, Ludus, 133958",0235 168 529,Masinist La Lame De Masini Pentru Automate Aschietoare,RO85ADSQ2932241301407952,BIF,76657004521,20.2328735,-167.534132
Vera,Nistor,4960825179122,1967-03-22,Arad,"Intrarea Popescu Nr. 72 Bl. 39  Sc. 75 Ap. 470, Codlea, 382881",0258 080 149,Conductor De Instalatii,RO71EEDV4040098231565466,THB,84333807961,-6.6255355,-143.796429
Claudia,Pușcașu,6440814218487,1937-10-04,Harghita,"Soseaua Preda, Bocsa, 222225",0243 679 332,Electrician Constructor Montator Aparataj Si Cabluri De Joasa Tensiune,RO14VBBT3022097824244454,WST,67747154522,-58.671585,-1.759135
Beatrice,Stoica,7020925167614,2007-10-21,Maramureș,"Aleea Gheorghiu Nr. 94, Lupeni, 374558",0249 856 449,Maistru Presator Metale,RO59JLUB6342696856933065,ARS,96169323126,41.2318415,14.893577
Tamara,Marin,1570311392775,2019-11-08,Ialomița,"Bulevardul Niță Nr. 54, Ploiesti, 653926",0731 737 109,Oficiant Medical,RO06ALHC5181908530240032,ISK,72847821215,-26.9507765,10.594685
Narcis,Aanei,1090609178821,1947-05-31,Bihor,"Intrarea Tabacu Nr. 269, Savinesti (Poiana Teiului), 450483",0727 423 917,Inspector De Specialitate Inginer Petrochimist,RO52EHDO0207465375310918,VEF,68092146425,39.560067,25.329488
Catinca,Diaconescu,2311119057726,1993-10-28,Prahova,"Soseaua Ludovica Stan Nr. 85, Sighetu Marmatiei, 694005",0739 604 127,Confectioner Placi Izolatoare,RO95MPWY8364697473792899,PYG,34739600754,36.1639025,-110.545727
Ozana,Barbu,4091213082945,1977-12-08,Constanța,"Strada Preda Nr. 11, Strejnicu, 377043",0247 857 727,Subinginer Reglaje Subansamble,RO15EKZU6017764087899136,MYR,73103930688,-64.802106,170.441923
Adelin,Ababei,4900318064151,2017-05-28,Constanța,"Soseaua Barbu, Sadova, 141976",0259 854 568,Director De Departament Catering,RO30DMDS8499962859500928,CAD,55729861172,-78.725771,-76.870440
Cristofor,Ene,4980107328102,1971-12-02,Covasna,"Aleea Albu Nr. 101, Suceava, 826283",0724 709 803,Operator La Fabricarea Nutreturilor Combinate,RO82QOQF7940394332581128,KYD,78371900783,55.413443,-169.383452
Rada,Aanei,6660107035205,1939-05-31,Caraș Severin,"Soseaua Raluca Stoica, Baile Borsa, 434546",0739 791 629,Tehnician In Securitate Si Sanatate In Munca,RO27TMKM8232250934985944,CUP,15013152061,-8.250871,-28.996669
Grațiana,Tomescu,3950608208191,1927-05-13,Iași,"Drumul Diaconu Nr. 13 Bl. 16  Sc. 81 Ap. 835, Branesti, 592590",0722 131 186,Lector Presa/Editura,RO10ZEOJ4280256528214687,PEN,93992799213,-11.7514795,-61.844455
Ștefania,Popa,2581102059741,1996-12-05,Bistrița-Năsăud,"Drumul Aglaia Niță Nr. 744, Sacueni, 389813",0247 486 817,Comentator Publicist,RO20AVLZ8017681177359679,JMD,41309305130,35.2302245,-66.453933
Silvia,Nistor,2421208060878,1933-03-12,Tulcea,"Aleea Aanei Nr. 401, Peris, 135507",0262 097 479,"Pilot De Mare Larga, Pilot De Port Maritim",RO55IXYC9793902057160653,LKR,13800535635,-89.7055525,-7.782714
Vasilica,Stan,8971113256223,1941-03-21,Suceava,"Strada Ene, Oltenita, 462506",0232 226 263,Desenator,RO70KVPF2249822360907059,CHF,56726968328,8.177054,67.512159
Aristide,Popa,8060513036965,2011-10-10,București,"Strada Panait Dochioiu Nr. 923, Dej, 641171",0724 029 804,"Probator Hidraulic Cazane, Tevi, Recipiente",RO33TOTY5808899822302737,ETB,86834952608,17.976192,54.637515
Horea,Gheorghiu,5340323358508,1910-09-12,Bistrița-Năsăud,"Soseaua Gențiana Voinea Nr. 235 Bl. 44  Sc. 43 Ap. 287, Tudora, 716805",0765 287 668,Expert Inginer Industria Alimentara,RO86NXEH3694339541338604,TWD,62500569753,-87.7881485,-174.470208
Nicolae,Marin,1310205461733,1912-08-18,Bistrița-Năsăud,"Drumul Valeriu Suciu Nr. 94, Campina, 713831",0731 427 600,Mangalizator,RO51CLRH5292498529935671,AED,22181370018,-61.404782,98.646043
Catinca,Ionescu,3490911067483,1913-10-07,Alba,"Bulevardul Tomescu Nr. 73, Sangeorz-Bai, 544265",0772 531 238,Operator Confectii Imbracaminte Din Piele Si Inlocuitori,RO31WOVQ8691411509894725,MOP,22149093362,-36.7717435,81.713862
Lascăr,Ababei,1810906144802,1990-10-20,Satu Mare,"Bulevardul Nistor, Vicovu de Jos, 779697",0269 682 656,Instalator Instalatii Tehnico-Sanitare Si De Gaze,RO69SHCI0963182273787177,GEL,24072142661,-53.9036315,-144.976390
Sebastian,Dochioiu,2311104080558,1968-07-30,Hunedoara,"Aleea Sorana Preda, Balan, 512781",0269 704 691,"Confectioner Stampile De Cauciuc, Metal, Facsimile",RO47HKJU1708117360993216,NIO,67318789650,17.9952975,-101.918725
Mihai,Suciu,2141102170922,1944-06-14,Ialomița,"Strada Horia Barbu Nr. 64, Braila, 866112",0232 155 639,Agent Maritim,RO56VYPK9249832265134745,BZD,73141752058,66.616589,-21.070859
Lili,Popa,8780105283259,1963-03-06,Botoșani,"Drumul Steluța Aanei Nr. 21, Carei, 111949",0721 846 106,Lucrator Sortator Deseuri Reciclabile,RO80DURF3520602172385893,GTQ,93826333708,9.057944,175.723957
Achim,Oprea,6780813384636,1994-07-14,Vaslui,"Aleea Timea Stan Nr. 299, Petrila, 948221",0238 076 388,"Inspector Specialitate Inginer Textile, Pielarie",RO84ZMDF0908184073129902,GBP,84310060293,-38.0089165,110.644808
Angel,Ababei,6060230468991,1991-04-08,Botoșani,"Bulevardul Ludovica Dinu Nr. 41, Boldesti-Scaeni, 987312",0724 068 550,Actuar,RO87HXUL4656572691204921,LBP,7503797856,31.144822,-47.970987
Floare,Ioniță,5060701060221,2005-04-16,Arad,"Bulevardul Manole Nr. 216 Bl. 76  Sc. 19 Ap. 384, Valenii de Munte, 363262",0751 353 553,Specialist In Relatii Publice,RO40BBBH0252737882631616,SGD,57280564046,-69.467871,158.865579
Betina,Mazilescu,6821026259801,1968-10-13,Brăila,"Bulevardul Felix Toma, Sacele, 936839",0254 021 972,Referent De Specialitate Forta De Munca Si Somaj,RO75LZSF6990736958390818,TVD,51654770950,13.8055965,-61.594627
Sidonia,Tabacu,5190217271265,2013-04-06,Sălaj,"Drumul Nistor Nr. 96 Bl. 56  Sc. 68 Ap. 212, Ovidiu, 818411",0730 748 012,Specialist Incercari Componente Vehicule/Grup Motopropulsor/Optimizare Energetica/Sisteme De Masurare,RO15VXNX7001010772990833,KYD,18813923000,-71.5796715,-3.172026
Zaharia,Nistor,1000701292631,2005-09-08,Mureș,"Aleea Albu Nr. 11, Carei, 727947",0731 772 065,Asistent De Cercetare In Geologie Petroliera,RO81TFIU5467221225733913,LBP,59755984484,-80.7471145,-75.533845
Lucențiu,Georgescu,4770730329735,2012-04-29,Iași,"Aleea Antoniu Eftimie Nr. 67, Sighisoara, 556655",0232 880 360,"Electromecanic Telegrafie, Telefonie",RO61RXSB9051211461428852,CUP,92058167640,-39.350691,-142.428746
Roxana,Gheorghiu,4281204395185,2009-05-11,Dolj,"Drumul Stancu Nr. 70, Motatei, 539386",0727 421 642,Paznic,RO74BPVY6061166740620585,BND,4334056539,-63.709289,30.579780
Marcela,Preda,5530523438278,1994-08-23,Caraș Severin,"Drumul Voinea Nr. 736, Nasaud, 803878",0241 347 952,Maestru Corepetitor,RO94YDJB9629560054725905,CUP,36207186426,-86.566681,36.273511
Amelia,Pop,3890314437141,2010-02-23,Dâmbovița,"Drumul Ababei Nr. 231 Bl. 72  Sc. 81 Ap. 885, Alexandria, 775637",0737 399 883,Tehnician In Industria Celulozei Si Hartiei,RO66ELOT6016486151130863,WST,66481980475,-70.0296275,-128.909538
Nelu,Albu,5270814457821,1985-01-05,Bihor,"Strada Gheorghiu Nr. 90 Bl. 89  Sc. 48 Ap. 691, Techirghiol, 379172",0737 236 159,Expert Prevenire Si Combatere A Coruptiei,RO19ILWZ5502917800793542,PGK,47249520365,-0.3958585,159.481986
Vlad,Barbu,5500902234497,1962-05-21,Sălaj,"Intrarea Pop Nr. 66 Bl. 43  Sc. 39 Ap. 506, Beclean, 824155",0269 963 318,Agent Ocupare,RO37IXQY2490724595403705,KRW,27307378969,-23.598609,-98.716890
Anamaria,Ionescu,7781122525852,1996-07-25,Cluj,"Drumul Ardelean, Onesti, 983584",0267 425 252,Referent De Specialitate Biolog,RO10GJSR5116024209177491,NPR,35294708715,-57.848334,-115.069257
Codruța,Manole,8800402202033,1990-06-11,Bacău,"Soseaua Stănescu Nr. 38, Baia Mare, 429589",0772 886 482,Administrator Cont,RO87NVDB6573037589913673,UZS,78085380126,86.275304,47.448134
Julia,Diaconescu,7941121053740,1981-11-02,București,"Intrarea Gheorghiu Nr. 93, Targu Ocna, 301292",0729 158 454,Designer Grafica (Studii Superioare),RO88LXHC2248956050389660,HKD,7434782243,-35.740922,-12.973438
Dana,Nemeș,8480201316489,2022-01-13,Sibiu,"Strada Tudor, Fundeni, 866891",021 479 7688,Agent Veterinar,RO69OZYN0651211615030632,LBP,60004014340,51.6694585,-148.121196
Dafina,Mazilescu,7170907115886,1977-06-09,Călărași,"Soseaua Stancu, Buftea, 393040",0764 346 088,Topitor Aliaje Tipografie,RO26EQYE8438456729988173,TWD,70572863815,61.516770,161.818409
Lascăr,Dinu,5770805425137,2006-06-14,Ilfov,"Aleea Speranța Stancu Nr. 162 Bl. 69  Sc. 29 Ap. 720, Saveni, 706904",0733 804 175,Telefonist-Sef,RO27OCDE5991565498913141,JEP,60239688420,-54.068419,-12.764231
Florentina,Pop,8830423252291,1974-09-14,București,"Soseaua Aanei Nr. 35, Fagetel (Remetea), 272097",0760 062 485,Rihtuitor Confectii,RO92CHWP7968344946632180,JPY,59233466913,-32.3520575,54.743038
Anatolie,Pușcașu,5710917116661,1923-07-19,Cluj,"Aleea Suciu Nr. 57 Bl. 86  Sc. 68 Ap. 709, Negresti, 655092",0771 041 699,Distilator Rachiuri Naturale,RO22RRBB2839639062286791,DOP,72337547636,2.9146315,59.345365
Codrina,Dochioiu,3990912104571,1968-01-11,Ialomița,"Aleea Diaconescu Nr. 604 Bl. 36  Sc. 13 Ap. 195, Covasna, 511132",0733 232 599,"Confectioner Stampile De Cauciuc, Metal, Facsimile",RO56SPMR4838388759425227,KRW,30384723075,65.062801,-71.555372
Codin,Niță,6170126102119,1957-08-06,Vrancea,"Intrarea Costin Nistor Nr. 50, Plosca, 175984",0234 935 799,Agent Transport Valori,RO66EFKK3301351385588083,DOP,83253704196,59.7210355,41.999578
Axinte,Diaconu,8170429453308,1960-11-19,Suceava,"Drumul Stancu, Campulung Moldovenesc, 109986",0264 737 340,Crescator De Melci,RO60YRQS4696553379655896,RUB,59035750339,52.653449,170.869517
Paraschiva,Cristea,2011127424779,1955-03-19,Bacău,"Strada Manole Nr. 883 Bl. 85  Sc. 92 Ap. 818, Cluj-Napoca, 310982",0785 691 675,Galvanotipist,RO05ABNF0166523629122636,MMK,34252583056,65.9100825,55.916677
Anaida,Stan,2730409031110,1953-06-04,Gorj,"Drumul Diaconu Nr. 51, Sacele, 348712",021 817 1205,Manager Relatii Cu Clientii Bancii/Societate De Leasing,RO61YZUT1374571739698318,FKP,76166350397,-66.900659,-143.685007
Dacian,Pop,6970506204234,1913-07-25,Alba,"Drumul Preda Nr. 450, Cisnadie, 767074",0267 972 326,Specialist Prestatii Vehicule,RO94FUPX1184791838916067,MAD,77637512532,-55.7059265,-86.691980
Cătălina,Ioniță,8410229255014,1915-12-04,Galați,"Strada Dinu, Jibou, 753712",0729 613 212,Expert Evaluator De Active Financiare,RO91XVVD7210095225413592,NOK,44527185205,35.875087,-7.475735
Tiberia,Mazilescu,8151211407878,1910-10-16,Giurgiu,"Intrarea Lucrețiu Georgescu Nr. 72, Covasna, 428411",0747 997 341,Dresor,RO41GLKQ8489395056118962,CRC,63320045127,-62.6842745,-125.889201
Valter,Stoica,5910705378150,1962-07-03,Vaslui,"Aleea Narcis Ioniță Nr. 95 Bl. 46  Sc. 74 Ap. 500, Marasesti, 838109",0763 564 805,Capelan,RO74NVEG4562844978973498,LSL,8673632457,-5.0603025,63.459174
Coralia,Georgescu,1741011014599,1981-10-14,Călărași,"Strada Ardelean Nr. 959 Bl. 28  Sc. 84 Ap. 486, Insuratei, 123250",0238 189 014,Smantanitor,RO43KWDC6095639965818736,KGS,36931027175,-42.612340,52.380677
Brăduț,Marin,7610716311077,1935-02-22,Suceava,"Strada Preda, Radauti, 155350",0260 972 914,Sondor La Foraj Manual,RO53TNEX7858342834328504,VUV,33132366540,-37.4210755,-177.064711
Nelu,Dinu,2231214028179,1987-04-09,Hunedoara,"Soseaua Georgescu Nr. 888 Bl. 16  Sc. 42 Ap. 107, Targoviste, 371785",021 798 1712,Agent Politie Comunitara,RO31ZZMY7156817128965445,ILS,13516310234,-80.666807,-85.680109
Veniamin,Suciu,8590331390915,1932-05-28,Dolj,"Drumul Nistor, Plosca, 184794",0239 560 564,Consultant Cameral,RO68ZUIL2371939112048607,CZK,58309230966,69.8547595,174.362474
Vladimir,Stoica,2020221221509,1912-12-17,Argeș,"Bulevardul Despina Pușcașu Nr. 305 Bl. 72  Sc. 12 Ap. 781, Reghin, 719172",0761 591 397,Operator Sculuitor,RO04LKZQ5857696204516038,BZD,85175301910,48.777761,-125.805731
Dochia,Tabacu,6411007059120,1985-09-24,București,"Strada Nistor Nr. 17 Bl. 29  Sc. 80 Ap. 172, Viseu de Sus, 336842",0259 195 544,Fasonator Produse Din Azbociment,RO51VYUK3975663752840476,AED,27931665479,72.276219,127.157774
Eustațiu,Dima,4750406196160,1964-10-02,Botoșani,"Intrarea Codrina Marin, Saveni, 353551",0758 249 059,Inspector General Scolar,RO70DGQP2625429524923847,XDR,7892672306,-83.9385535,-0.623742
Lelia,Dumitrescu,8281222036887,1943-08-18,Mehedinți,"Drumul Dorel Eftimie Nr. 615, Petrila, 376875",0721 829 375,Inspector De Securitate,RO19LMIL7455214257151608,ZWD,63171515821,84.8842395,-172.044202
Horea,Gheorghiu,4030622135700,1946-04-23,Dâmbovița,"Bulevardul Ardelean, Sangeorz-Bai, 790782",0761 462 051,Operator Imagine,RO35BACP2802117202486389,MMK,81574120492,8.883127,67.470236
Adi,Popescu,8981028529769,1969-12-05,Botoșani,"Bulevardul Dumitrana Tomescu, Glina, 921956",0722 972 301,Asistent De Cercetare In Silvicultura,RO17CXDT6459517329367534,HRK,51398975270,-67.902304,166.726589
Gheorghiță,Toma,4550219085283,2007-02-13,Călărași,"Bulevardul Eftimie Nr. 70 Bl. 82  Sc. 71 Ap. 329, Falticeni, 603683",0732 516 747,Hidrometeorolog-Sef,RO42KALI5344487103826583,PYG,5932476580,79.7959285,156.218592
Alina,Ardelean,6290429526989,1988-06-25,Bistrița-Năsăud,"Drumul Ababei, Marghita, 468948",0251 393 121,Preparator Vermut,RO77SFRG5466958679781007,PHP,88238407565,-62.0581775,-1.846173
Elodia,Stan,6260803074498,1916-10-29,Cluj,"Drumul Stan, Tudora, 450484",0752 730 036,Tehnician In Industria Sticlei Si Ceramicii,RO95UJQI0666490939119144,KHR,74909394998,-49.8238925,-30.141797
Bartolomeu,Toma,7990510130098,2003-11-24,Mehedinți,"Soseaua Cosmina Voinea Nr. 91, Targu Secuiesc, 172440",0769 480 530,Electromecanic Electroalimentare,RO64ENZO8687284762439216,SOS,80715020315,-35.9250065,-123.730270
Catrinel,Suciu,8240521033181,2023-11-22,Ilfov,"Bulevardul Ardelean Nr. 874, Lupeni, 651261",0770 764 269,Tehnician In Serologie,RO19ZLZN3731886644784299,MGA,81132378899,23.2405035,92.192489
Laura,Suciu,8760818306608,1939-04-03,Teleorman,"Soseaua Popa, Resita, 946616",0241 968 024,Presator Piese Din Pulberi Metalice,RO75DRNI8481135922747960,HUF,54146724295,-33.870767,-15.779991
Flavia,Popescu,8280521117122,2019-04-24,Suceava,"Bulevardul Albu Nr. 357 Bl. 83  Sc. 94 Ap. 973, Sadova, 386667",0765 054 645,"Operator In Verificarea, Intretinerea Si Repararea Instalatiilor Speciale De Prevenire A Incendiilor",RO56DUEA6274124411627327,TMT,55136958094,33.615256,37.103734
Lăcrămioara,Niță,7180614412926,1980-03-14,Bacău,"Drumul Popa Nr. 54, Savinesti (Poiana Teiului), 583548",0788 552 052,Agent De Securitate Aeroportuara,RO14EZYL1953073174853003,CHF,7116964646,7.9035425,174.837325
Maximilian,Mazilescu,3720212114960,1946-03-07,Bistrița-Năsăud,"Strada Dobre Nr. 82, Resita, 297134",0258 315 636,Inginer Masini Hidraulice Si Pneumatice,RO77KPGK5227170175450408,CZK,55134566196,3.8393905,156.493311
Gina,Dobre,3451009159478,1911-06-13,Maramureș,"Soseaua Aanei Nr. 770, Negresti-Oas, 649734",0754 512 972,Dietetician,RO23ODDO9614150574564948,HKD,9044568154,-17.0830795,-53.658192
Ivona,Dobre,4760405529611,1940-05-24,Mureș,"Aleea Mazilescu Nr. 653 Bl. 63  Sc. 90 Ap. 104, Targu Lapus, 515793",0749 903 019,Crosetor,RO39EQBF9935405229565103,XCD,346964925,-69.935532,-113.514602
Aura,Marin,1430823445461,2021-07-12,Maramureș,"Intrarea Nistor Nr. 434, Timisoara, 848668",0780 154 389,Pregatitor Piese Incaltaminte,RO03XQXB8067360694549523,LSL,28235846678,-88.723959,36.019550
Emil,Tudor,6431111069880,1979-05-07,Caraș Severin,"Bulevardul Maia Toma, Valu lui Traian, 872331",0744 144 254,Inspector Protectie Civila,RO20SRPL2269602249715881,XPF,42678082446,-11.280486,12.994131
Nae,Albu,3270312077431,1976-12-05,Giurgiu,"Drumul Popa Nr. 183 Bl. 51  Sc. 42 Ap. 215, Rodna, 198050",0762 891 346,Muzeograf,RO45KEBM3371551172830989,PAB,29900440891,-24.9642695,-3.260779
Loredana,Toma,1490923337482,1981-03-04,Caraș Severin,"Aleea Todor Tomescu Nr. 93 Bl. 18  Sc. 18 Ap. 143, Pecica, 486492",0254 360 316,Sef Birou Radiotelecomunicatii,RO29RHEP2499367862083037,TRY,43921686699,-12.238145,-97.540442
Florentina,Dima,5170126469563,1933-01-26,Gorj,"Aleea Nistor Nr. 496 Bl. 52  Sc. 12 Ap. 361, Remetea, 997938",0711 998 266,Supervizor Geolog Si Foraj,RO14LOUS8425210378751617,MMK,35791721690,82.1916275,76.847853
Adelaida,Preda,8620826399159,1992-11-12,Sibiu,"Strada Ababei Nr. 85 Bl. 91  Sc. 92 Ap. 138, Mioveni, 367544",0784 767 023,Preparator Electrolit Si Amestec Depolarizator,RO96ANKZ4396622584368964,UYU,53004136285,47.6060515,-114.794965
Augustin,Preda,8060529010451,2012-12-20,Gorj,"Strada Toma Georgescu Nr. 18 Bl. 95  Sc. 84 Ap. 760, Lugoj, 104987",0258 484 577,Vicar,RO72HLPJ2926444042749765,KPW,88169324550,68.061457,49.945180
Floare,Ionescu,8640619195429,2023-03-27,Bihor,"Drumul Octavia Nistor Nr. 331 Bl. 98  Sc. 34 Ap. 878, Buhusi, 569873",0727 606 614,Manager Securitate Instalatii Industria Prelucratoare,RO56QDQZ8224210625233855,TND,79358521033,-31.371055,-110.050933
Clara,Stănescu,4970118185461,2015-07-12,Bacău,"Aleea Suciu, Ineu, 780557",0266 541 113,"Montator, Reglor Si Depanator De Aparate Si Echipamente Electronice",RO14GDSG1994207306453547,JPY,60512540104,14.412626,82.968505
Amalia,Dima,3510509105205,1979-12-31,Olt,"Aleea Tomescu Nr. 440 Bl. 43  Sc. 95 Ap. 229, Fieni, 434421",0759 403 084,Stewardesa,RO60KGZV8754551223496727,LRD,31143242257,-18.668719,168.676541
Valter,Dinu,7791221313368,2001-09-17,Iași,"Intrarea Dumitrescu, Moisei, 163328",0731 876 029,Operator Pregatire Incercari Vehicule,RO17FLEM4944938619827843,AFN,55923099089,-68.717142,28.011867
Bănel,Pușcașu,6000605514127,1917-01-18,Timiș,"Strada Nistor Nr. 24 Bl. 35  Sc. 70 Ap. 960, Campina, 752930",0745 593 826,"Sef Tura Protectia Navigatiei Aeriene (Comunicatii, Navigatie, Supraveghere)",RO26LBWV0480986363802381,HRK,26943304751,44.0213845,138.381781
Cătălin,Ababei,5531227134294,1997-05-09,Satu Mare,"Bulevardul Stancu, Curcani, 717354",0255 427 333,Etaloner,RO48ZQUM2105101518008343,UGX,3832937964,55.869310,177.155333
