first_name,last_name,personal_number,birthdate,address,phone_number,mac_address,ip_address,iban,currency,balance
Todor,Diaconescu,2800807102589,2010-12-06,"Aleea Stancu Nr. 586 Bl. 65  Sc. 86 Ap. 155, Rucar, 455090",0246 106 426,b5:44:c7:d9:35:72,102.114.118.22,RO09HGVY3857197385897357,MRO,40899363436
Iasmina,Dobre,3720628247133,1965-10-21,"Soseaua Stoica, Plosca, 696888",0769 959 225,d5:32:97:3a:71:17,16.227.210.166,RO97FYJQ0258634067567097,YER,78995031083
Eusebiu,Popescu,1701021143158,1996-10-31,"Aleea Dinu, Pancota, 122503",0740 984 918,2b:40:c8:1d:f6:5f,181.198.191.144,RO44CSZY5282789592489805,HKD,42196268717
Zenobia,Nistor,6480821142071,2004-07-31,"Aleea Dumitrescu Nr. 424, Ruscova, 469946",0784 832 403,1e:f0:8b:8c:2f:db,11.158.205.170,RO64JOQQ0142811747020858,BAM,11939235626
Olimpian,Albu,2491204434018,1974-04-28,"Drumul Cristea, Fagetel (Remetea), 769167",0711 912 190,61:c1:57:5d:1a:5b,1.225.81.131,RO05SXYW3414136638981548,ALL,47674627339
Larisa,Albu,4801203295877,1915-10-03,"Intrarea Gheorghiu Nr. 41, Negresti-Oas, 400200",0244 328 063,46:07:f0:82:64:49,90.82.54.69,RO42JSHD3193676976225968,RON,49639644551
Ladislau,Aanei,4800603462194,2012-08-15,"Bulevardul Gheorghiu Nr. 431, Chitila, 954311",0726 600 909,7d:b0:4f:cc:f8:e5,191.100.107.200,RO06KNGG8613328566474722,PYG,80487679270
Alexandru,Nistor,4610516064461,1999-05-03,"Bulevardul Manole Nr. 960 Bl. 86  Sc. 34 Ap. 138, Stei, 584026",0258 443 269,e1:33:8f:9c:03:6f,194.104.199.150,RO91SDBH5120838495352323,DZD,81610002354
Eva,Barbu,1530409219887,1989-06-04,"Drumul Florea, Husi, 711301",0765 263 679,fe:e5:dc:31:45:7d,133.174.26.182,RO48CUVX3219630421708617,UZS,25615913273
Iustin,Niță,4130608319712,1996-02-01,"Intrarea Dochioiu Nr. 35, Breaza de Sus, 740114",0769 496 860,18:99:29:0f:e8:45,178.84.151.227,RO64KSCV8319081218133626,JOD,99948133296
Izabela,Tudor,1761101408841,1987-07-14,"Bulevardul Voinea Nr. 56, Turda, 499151",0737 929 647,e0:6a:61:11:ae:df,85.49.234.199,RO56XRTA6441932381640169,HNL,636491065
Maricica,Barbu,4830601046884,1932-09-01,"Intrarea Tudor Nr. 847, Draganesti-Olt, 971962",0740 592 774,60:1a:a9:92:91:42,69.149.10.127,RO65RQDK0841612466505632,DZD,50018461314
Dorel,Albu,1070809248858,1954-08-25,"Soseaua Tomescu Nr. 91 Bl. 84  Sc. 81 Ap. 894, Strehaia, 850782",0258 330 703,26:87:08:c2:36:cf,205.235.47.143,RO74ZRHO3572601375843943,TMT,26484942274
Fabian,Dinu,8370628117609,2000-07-10,"Bulevardul Simi Florea Nr. 53, Rovinari, 222425",0250 040 108,31:88:19:fb:4b:ad,211.153.132.145,RO35CPQQ2080149038499927,CAD,93482362064
Speranța,Gheorghiu,5670506154921,2019-12-13,"Soseaua Nemeș Nr. 551 Bl. 52  Sc. 57 Ap. 753, Targu Frumos, 116596",0784 241 278,49:7f:c5:af:51:56,38.46.252.212,RO08LECZ8702756128015494,PAB,66614271317
Ivona,Stancu,5851106210973,1977-11-17,"Strada Ardelean Nr. 635, Jimbolia, 928048",0788 880 327,dc:57:56:61:f2:a5,82.120.34.27,RO78HXGN5133349466059436,UYU,39618489653
Mugurel,Dumitrescu,7240121221511,1945-03-30,"Aleea Mazilescu Nr. 899 Bl. 52  Sc. 16 Ap. 669, Tuzla, 334052",0755 846 454,33:e8:06:26:0d:75,173.112.224.1,RO36ZLDR4075918694235572,LBP,75402940801
Viorela,Popa,3540512433523,2016-02-14,"Strada Niță Nr. 674 Bl. 90  Sc. 67 Ap. 632, Pecica, 881422",0262 470 269,67:12:87:9e:7d:cd,90.137.11.6,RO04YXEM0056890396974989,BAM,18557264715
Anamaria,Mocanu,6351103116891,1930-09-19,"Bulevardul Cristea Nr. 41 Bl. 39  Sc. 64 Ap. 823, Miercurea-Ciuc, 720046",0256 622 797,7b:eb:bd:9b:da:27,119.91.7.162,RO76UFJK6693183567857909,INR,60805162552
Draga,Suciu,7401124415501,1955-12-10,"Intrarea Ene Nr. 553 Bl. 75  Sc. 87 Ap. 981, Videle, 279254",0771 153 381,9f:cc:4d:a1:b7:8d,39.189.141.116,RO84PYQT4229756336705608,THB,41220963983
Blanduzia,Cristea,1211115458348,1969-11-25,"Intrarea Suciu, Petrila, 455758",0753 463 698,f4:5a:2e:50:7a:34,1.110.218.50,RO72THAG1139439724402374,MUR,77283869717
Aurelian,Marin,5990105246592,1948-01-21,"Soseaua Eftimie Nr. 212, Corabia, 508890",0751 178 424,ca:41:1a:46:ca:81,74.139.128.84,RO60GSKD4414363025653032,DZD,13252531504
Lili,Nistor,3601212427447,1950-04-20,"Drumul Oprea Nr. 88, Deta, 629823",0746 738 877,e4:8f:a1:53:e1:0f,196.56.222.2,RO27ZSXN9065873148552587,GEL,92432375592
Dinu,Ene,4250920084043,1936-04-01,"Aleea Gheorghiu Nr. 40, Ludus, 375345",0254 831 741,83:75:7f:da:4b:35,220.208.139.246,RO11HGQU4505940829461122,BSD,82974383414
Ladislau,Dobre,2570418017541,1966-05-11,"Drumul Iosif Pușcașu, Bistrita, 804970",0749 569 801,5c:76:f8:90:bd:51,190.217.9.250,RO29UQVW1338554125493292,LAK,61336779186
Pompilia,Toma,7081110280444,1925-10-20,"Bulevardul Ofelia Toma Nr. 728 Bl. 99  Sc. 25 Ap. 116, Rovinari, 250665",0266 924 132,e6:b4:1b:c8:e4:75,206.54.6.222,RO46BUFL3241506569808906,BGN,86908708000
Cristina,Suciu,3390826123704,1956-02-24,"Aleea Toma Dinu Nr. 68 Bl. 61  Sc. 55 Ap. 385, Gheorgheni, 829222",0751 374 413,f4:6f:50:14:b8:9f,169.190.190.85,RO68ZILD2848995014426729,SOS,4702933232
Ruxandra,Stoica,6460824272668,2017-01-26,"Intrarea Ababei Nr. 865 Bl. 93  Sc. 50 Ap. 367, Techirghiol, 742392",0253 842 050,f9:d6:35:b1:ee:c3,186.174.7.219,RO30YNXV2791257355784482,KES,14872313938
Clarisa,Ioniță,4590301435014,1914-07-01,"Aleea Mazilescu Nr. 80 Bl. 77  Sc. 89 Ap. 731, Zalau, 785323",0739 291 710,a0:bc:db:55:28:c3,128.6.244.43,RO38MSKJ4178080356726404,INR,63875973744
Silvian,Pop,8620611390051,1960-07-16,"Intrarea Eftimie Nr. 570 Bl. 70  Sc. 85 Ap. 714, Curtea de Arges, 205001",0755 354 215,12:53:d2:b2:25:7d,209.66.243.252,RO62SXHN1577862044061944,SEK,83404890858
Andreea,Nistor,7930308150199,2015-06-09,"Aleea Ariana Aanei Nr. 16, Fagaras, 143551",0723 121 499,71:2c:82:66:8a:24,49.115.2.90,RO25ROSX0640201185487371,MXN,71531170547
Alexe,Pușcașu,6470504289365,1981-02-22,"Strada Olga Tudor Nr. 568 Bl. 46  Sc. 30 Ap. 931, Beclean, 643140",0747 574 299,1c:f2:e0:76:1e:90,105.3.237.127,RO20WINZ0164147845269416,XAF,12622492360
Eva,Dobre,1380927093342,1953-10-15,"Intrarea Gheorghiu, Barlad, 306778",0724 795 762,64:16:62:05:a8:e0,75.23.165.89,RO24QPHS6472061182424486,BND,78722342095
Ina,Gheorghiu,1460202190157,1977-11-12,"Bulevardul Cristobal Tomescu, Ludus, 693457",0244 845 721,2b:c6:9c:59:52:51,194.215.139.192,RO54KNCT1475551137540884,SGD,17370619836
Miron,Gheorghiu,5201128432142,1919-01-25,"Bulevardul Oprea Nr. 23 Bl. 30  Sc. 11 Ap. 812, Rasinari, 927099",0728 885 290,ac:f6:ae:a3:a9:74,208.246.76.122,RO35JLIW0296563489873634,IQD,66220201422
Geta,Gheorghiu,7321022266288,2008-01-19,"Aleea Manole Nr. 180, Roman, 277895",0236 519 327,22:de:21:77:43:4f,142.105.110.22,RO37MWVC6456005771793247,SDG,38852614496
Ludmila,Diaconescu,3180701060122,1999-07-08,"Drumul Ioniță, Pogoanele, 838180",0741 554 388,72:5e:d9:4a:aa:b0,137.98.48.45,RO29HBIJ8784688195632126,ZMW,71107988546
Frederic,Gheorghiu,2650315154810,2003-08-13,"Intrarea Dorinel Stoica, Valea lui Mihai, 817933",0758 894 056,62:66:33:51:e0:d5,196.208.130.213,RO45TIMW7076914775743816,BGN,36042746014
Doina,Dinu,1450114127801,1908-05-31,"Strada Albert Nistor, Pitesti, 588993",0762 072 519,c9:36:c0:08:29:bc,99.207.165.35,RO29XJYY8924085549593059,ERN,12437847626
Marcheta,Eftimie,8490418097610,1957-12-11,"Drumul Dumitrescu Nr. 912 Bl. 51  Sc. 91 Ap. 308, Darabani, 147568",0763 054 062,3c:a8:6d:e0:46:2f,211.21.176.59,RO21PJAU2807486518588819,SDG,63194015843
Robertina,Nistor,3060623392922,1997-12-26,"Strada Georgescu, Santana, 869624",0244 501 818,72:41:98:7d:57:e5,133.49.181.232,RO45KJZC8084377965278330,BIF,90495179138
Roxana,Dinu,3021205301413,1941-10-24,"Intrarea Albu Nr. 835 Bl. 51  Sc. 50 Ap. 941, Intorsura Buzaului, 910934",0746 790 181,f1:40:fa:ea:cb:7a,14.245.9.220,RO27TGFK3855124394100435,MUR,25256867858
Lascăr,Mocanu,8270625280578,2014-02-04,"Bulevardul Stan, Fundulea, 180615",0771 610 901,77:51:11:f9:07:be,207.118.90.217,RO28XIDA6506967272249765,KYD,66858550872
Iustin,Diaconu,7780730137004,1930-05-28,"Strada Oprea Nr. 31, Peretu, 736135",0234 236 793,1c:3e:0b:6b:87:d2,69.203.28.192,RO86UNTD7021949875456438,HTG,67261710182
Mădălin,Eftimie,4990831430111,2023-01-31,"Soseaua Oprea, Fetesti-Gara, 337844",0267 934 151,56:f5:77:fb:77:0b,96.170.151.128,RO46QCUN7260575559810321,LAK,50455683928
Lorin,Aanei,6670906336141,2022-05-16,"Strada Florina Dochioiu Nr. 119, Ploiesti, 862720",0772 324 128,84:01:07:3c:53:bd,93.106.93.95,RO46NTUV1537357364113818,HTG,59712505120
Oliviu,Albu,3250523101046,1937-01-02,"Strada Oprea Nr. 81, Fagetel (Remetea), 427919",0723 537 273,a0:81:77:2c:03:5b,70.223.153.1,RO95LJVD3712242698533803,BRL,75461600638
Tudor,Eftimie,4590230408001,1998-07-21,"Drumul Tabacu, Dragalina, 661710",0731 852 104,23:0b:e7:24:dc:46,181.82.208.139,RO89FBJM2393948389253510,GGP,72341305883
Iulian,Diaconescu,7680307051021,1986-12-29,"Intrarea Pop Nr. 60 Bl. 70  Sc. 63 Ap. 452, Toplita, 841803",0711 237 533,09:49:78:46:87:9e,132.235.202.227,RO96TSJC6816429444176434,RWF,36944366732
Nicodim,Dumitrescu,8250611124320,1918-08-06,"Drumul Nistor, Sacele, 906397",0754 428 287,c3:48:81:47:b2:4f,197.15.152.93,RO95OPIF8954140373552477,ETB,1242222558
Emanuela,Stancu,5090516467569,1949-02-11,"Intrarea Eftimie, Bacau, 207419",0724 392 649,4b:70:db:a8:98:72,26.55.3.60,RO36ACJL6440986790455366,SGD,63079890696
Carol,Eftimie,7501227369517,1928-02-23,"Intrarea Leopoldina Florea Nr. 437, Lugoj, 988218",0762 669 183,a2:0d:a9:84:b8:d3,122.231.154.1,RO32SLVI1539107849100851,ALL,49253344529
Zamfir,Toma,3410919032403,1920-05-27,"Strada Dobre Nr. 609, Glina, 151908",0244 724 296,94:12:3e:38:5c:5d,96.23.126.77,RO95ZRTJ3112011594900130,CLP,29640900815
Cecilia,Cristea,6270119033395,1995-08-21,"Intrarea Ene, Timisoara, 315868",0751 337 396,bc:23:4a:65:d2:f5,111.86.40.149,RO74UMGO5983892385593819,BGN,10915069476
Marian,Ionescu,7371012322249,1932-12-01,"Drumul Ecaterina Pop Nr. 62, Insuratei, 216107",0723 879 481,9a:85:6a:1a:51:46,196.141.154.72,RO18QFRP7430261335197300,XAF,7632024589
Floriana,Pop,1810103037796,1981-03-22,"Drumul Suciu, Campia Turzii, 164988",0241 607 181,f2:93:c1:9a:53:18,133.254.72.164,RO46OHJE3291958259025274,KWD,49232960605
Agata,Voinea,5100723371234,1939-08-12,"Soseaua Eftimia Diaconu Nr. 30 Bl. 13  Sc. 13 Ap. 624, Marghita, 101955",0755 601 556,ca:32:5a:dd:fc:13,65.227.101.247,RO82QYVY4516554544562077,CZK,35241876162
Ana,Diaconescu,6100726354630,1957-04-15,"Soseaua Georgescu, Zalau, 245814",0784 465 500,d4:2e:c9:2b:7b:3a,77.154.13.19,RO95ZFYZ3519527347876492,AFN,16379240273
Mihnea,Diaconescu,2501017063035,1954-02-25,"Aleea Ionescu Nr. 53, Pogoanele, 487025",021 130 0392,91:b4:2d:42:a3:30,42.101.32.231,RO51SOGJ6427003853357522,BHD,4838892250
Norbert,Preda,3570323454551,1952-12-27,"Bulevardul Diaconu Nr. 16, Tasnad, 934046",0742 001 976,de:22:17:6c:ab:da,210.144.108.17,RO92KHPT9687391175326519,CUC,54758764547
Giorgian,Tomescu,2480109199878,1920-04-11,"Drumul Niță Nr. 33, Giurgiu, 133216",0767 559 574,fe:1e:72:76:64:be,174.89.156.46,RO97CTUL2009124583029542,ERN,41400221527
Aristide,Ardelean,2111005426963,1964-09-09,"Soseaua Georgescu Nr. 268 Bl. 95  Sc. 67 Ap. 351, Calarasi, 539527",0233 947 145,2f:97:59:8d:d5:ab,199.252.199.243,RO39WIIZ4210968066290228,ISK,50332283501
Iasmina,Marin,8060909515571,1912-05-15,"Soseaua Daniela Manole, Giroc, 541895",0244 902 425,80:d8:33:47:84:d1,174.221.121.152,RO56OCJF3257022737181427,USD,7497891979
Dorin,Barbu,7600418301738,1958-04-22,"Strada Teodosia Nistor Nr. 375 Bl. 21  Sc. 73 Ap. 435, Lunca Cetatuii, 250167",0756 343 617,00:11:1f:56:31:38,62.87.187.172,RO56EKYF7299203135261298,DZD,14337140545
Mugurel,Florea,7620526121426,2003-01-15,"Soseaua Gheorghiu Nr. 573 Bl. 22  Sc. 81 Ap. 865, Motru, 953023",0738 917 171,03:94:6f:88:c3:1f,154.101.216.92,RO64PLEA8028909685889969,GEL,96289417241
Marin,Mazilescu,2650803352821,2011-05-01,"Drumul Gheorghiu Nr. 224 Bl. 36  Sc. 16 Ap. 174, Valea Mare (Negresti), 678417",0752 076 285,61:da:ec:ed:a4:f8,97.157.111.55,RO25DHHQ9935526707011391,BDT,27967857592
Sorin,Toma,3040405435954,1912-10-21,"Soseaua Lucian Ionescu Nr. 74 Bl. 76  Sc. 83 Ap. 876, Poiana Mare, 640133",0742 786 704,30:c5:8a:49:c1:9c,40.129.223.166,RO30SEYE7660204923715510,BIF,41316917165
Semenica,Pop,1431001460825,1931-11-05,"Aleea Nemeș Nr. 227 Bl. 17  Sc. 28 Ap. 510, Busteni, 773242",0740 647 815,6f:be:f3:48:3c:e2,199.35.115.98,RO73BEXP7529089346538750,GYD,48124847991
Amanda,Dobre,1251008172278,1925-07-16,"Soseaua Dima Nr. 34, Alba Iulia, 762310",0780 377 936,e8:c9:72:b5:09:c3,120.118.242.192,RO19ZAKE8232354916644566,KYD,91559247092
Bebe,Niță,6860302285768,1993-12-16,"Bulevardul Gheorghiu, Braila, 923228",0246 427 118,69:65:27:ed:5f:52,188.117.225.183,RO47VBMJ9234502659655936,HRK,66541450097
Gică,Stănescu,8730524311701,1977-12-16,"Intrarea Tomescu, Homocea, 461177",0263 070 513,1d:5a:af:d1:8d:f8,186.114.173.55,RO23NSSS9168844793170578,BZD,67445353777
Cristea,Dobre,1950208395737,1936-05-26,"Bulevardul Andrada Cristea Nr. 58 Bl. 58  Sc. 69 Ap. 355, Sebes, 292782",0267 638 170,16:ce:fd:59:c0:cc,11.98.197.96,RO19KQFZ5188597475348390,XCD,19432631633
Andreea,Nemeș,2240506012971,1929-12-26,"Drumul Dochioiu, Arad, 901683",0728 116 005,a8:6c:ee:d5:05:e9,5.83.25.235,RO12IBHG0277563826838732,NZD,12011025369
Lucrețiu,Voinea,1371011350358,1967-09-04,"Drumul Ariana Barbu, Peris, 831717",0267 245 035,48:aa:55:28:4a:c9,117.51.204.27,RO27PYDP0337075389862379,LTL,93821169665
Antonie,Toma,1460604517694,2003-08-04,"Strada Teea Dochioiu Nr. 243 Bl. 85  Sc. 51 Ap. 142, Bolintin-Vale, 139432",0711 282 652,7d:0b:bb:6f:c9:6b,200.221.249.22,RO11OVBL1233151941347089,BDT,28382094091
Dorinel,Tabacu,1481104168482,2011-04-02,"Bulevardul Popescu Nr. 442 Bl. 97  Sc. 19 Ap. 742, Brad, 915614",0265 683 532,8a:51:21:a6:bd:f2,51.150.107.220,RO63EEDK0562012827578226,SHP,32027338373
Mioara,Stoica,5770216298165,1927-11-07,"Drumul Romulus Mocanu, Dragalina, 850476",0249 397 585,fb:27:54:5e:6b:78,16.64.12.229,RO08ETCK6825801155750302,SEK,55703082217
Teona,Mocanu,1630609330365,1974-06-20,"Bulevardul Ardelean, Calarasi, 214207",0233 679 903,18:a6:5c:f3:f2:19,63.62.40.193,RO95TPHJ7723302691808684,SGD,71489447448
Romeo,Georgescu,2980811469985,1948-12-04,"Soseaua Severina Ene Nr. 857 Bl. 82  Sc. 89 Ap. 643, Navodari, 225101",0237 415 255,16:59:ac:78:26:d1,77.239.87.27,RO63BAKJ9310941668283380,GGP,81232848223
Casiana,Toma,3060106176167,1980-09-24,"Bulevardul Dumitrescu, Buftea, 700601",0721 692 044,e4:7f:d3:64:19:22,23.74.111.180,RO46GERE3149161766193803,PGK,43817855084
Theodor,Nistor,4570211405191,1971-12-12,"Intrarea Ardelean Nr. 79, Fagetel (Remetea), 346285",0244 269 496,5b:0f:2b:73:8a:56,159.151.206.193,RO04FRQL5063303713891533,SDG,268023212
Maia,Dumitrescu,3851226139022,1943-11-13,"Bulevardul Dalia Tudor Nr. 86 Bl. 59  Sc. 86 Ap. 288, Bailesti, 155917",0255 783 478,ba:38:2e:2e:04:51,222.170.209.62,RO69SUTI2202831908783755,UGX,7325317513
Estera,Manole,8251112135026,1995-06-06,"Intrarea Eftimie Nr. 60 Bl. 13  Sc. 98 Ap. 991, Baia Sprie, 842477",0730 372 929,94:ad:32:d3:eb:f8,95.100.91.248,RO96KWIV5865277010233409,XOF,48186080626
Gherghina,Pop,3280505343591,1908-11-10,"Soseaua Niță Nr. 698 Bl. 94  Sc. 74 Ap. 830, Baia Sprie, 643496",0760 128 236,e4:d6:fd:fd:32:dc,42.197.121.57,RO21HZSV2354851666109759,KPW,25270438881
Tincuța,Suciu,4881011440166,1947-08-16,"Strada Barbu Nr. 87 Bl. 63  Sc. 72 Ap. 698, Motru, 826081",0763 623 747,7a:6d:d9:3a:94:03,67.195.100.112,RO52GBSV5367541502471063,KHR,13339087536
Ghenadie,Dinu,5700706422563,1939-08-10,"Intrarea Ionescu, Fieni, 811893",0763 064 830,3b:7d:61:ef:a1:fb,156.159.234.150,RO25CEJU8838080073272747,MAD,71372553102
Nelu,Dinu,2891213418406,1941-11-29,"Intrarea Niță Nr. 665 Bl. 18  Sc. 14 Ap. 320, Sabaoani, 901178",0768 323 880,78:72:51:ca:a1:14,217.225.154.252,RO09ZSZK6196606522398626,AZN,34131409609
Cristea,Ionescu,1960604024126,1969-02-18,"Aleea Diaconu, Sacele, 901939",0729 142 716,32:ba:0e:aa:e7:4c,196.36.118.157,RO58XEWU8477721565402338,SOS,88448974094
Gabriela,Ene,6860125271829,1952-11-03,"Strada Petruț Georgescu Nr. 613, Lupeni, 949081",0252 030 307,26:0c:7b:61:30:69,5.6.133.177,RO35KQTP0343512552866987,GTQ,92375886276
Martin,Ardelean,1600320441394,1931-03-11,"Soseaua Eftimie Nr. 920, Husi, 341788",0745 186 565,ba:55:9b:46:af:00,151.120.39.36,RO40AHXZ2669434299553110,EGP,82303839213
Minodora,Nistor,1551006278023,2004-01-25,"Intrarea Stancu, Baia, 396359",0268 069 695,31:e5:28:99:19:33,148.16.154.17,RO26BRMF9410445270071909,MRO,26879649821
Venera,Stoica,5780506458572,2013-04-25,"Drumul Nemeș Nr. 228 Bl. 24  Sc. 87 Ap. 338, Sabaoani, 482775",0236 557 475,4b:84:11:8d:ef:2f,118.81.56.58,RO38AXYU5969019885599954,SLL,64904206910
Clementina,Barbu,6570814322851,2017-11-02,"Soseaua Martin Ababei Nr. 146 Bl. 49  Sc. 37 Ap. 437, Insuratei, 218003",0728 977 566,92:dc:e4:b4:54:fb,93.203.53.174,RO07BQSB8347671743182430,GGP,72005550162
Brăduț,Nemeș,5881201336580,1966-08-07,"Bulevardul Ene, Hateg, 242860",0248 290 185,2f:c9:fa:92:79:96,145.188.179.27,RO30TBCV2677647714115155,LKR,50598955699
Emanuel,Eftimie,5411219222674,2006-09-23,"Aleea Mazilescu Nr. 77 Bl. 37  Sc. 69 Ap. 212, Harsova, 430775",0760 691 051,54:9e:a8:72:af:fb,45.99.168.123,RO67OPYK3148242386183560,SGD,24780979913
Ionela,Ardelean,8050322513674,1910-06-30,"Soseaua Nistor Nr. 16 Bl. 71  Sc. 64 Ap. 434, Valea Mare (Negresti), 939132",0727 121 741,d1:e0:29:d7:ff:a9,147.88.78.218,RO49FJXU2259067080017347,MOP,90598214933
Andrian,Ababei,4470826044417,1942-05-15,"Strada Dinu Nr. 305, Resita, 969035",0786 465 972,7a:24:43:6b:ec:09,59.159.185.176,RO51RKCX7578476243883814,AUD,27448073797
Niculiță,Stan,2491224168962,1933-03-19,"Drumul Pușcașu Nr. 880 Bl. 56  Sc. 16 Ap. 174, Petrila, 414734",0722 534 147,e5:7a:17:ff:9f:5e,36.246.137.192,RO27BUEM4123200221695056,BIF,37011827154
Mircea,Tabacu,2210319358617,1990-12-01,"Drumul Popa, Schela Cladovei, 238274",0784 347 289,8b:f3:c0:b3:80:40,125.187.60.229,RO57TKKR9680181435340354,IRR,82288854792
Ducu,Diaconu,1860814071811,1928-08-12,"Bulevardul Popa Nr. 845 Bl. 28  Sc. 82 Ap. 259, Moldova Veche, 159645",0752 633 342,cc:61:b9:4b:73:2e,104.69.84.199,RO51OVVN0680939144985702,TVD,81377397495
Rareș,Ionescu,8320512273187,2000-02-08,"Intrarea Florea Nr. 368, Tecuci, 150850",0784 686 968,27:9d:32:33:40:15,220.179.76.118,RO04BOGG8406689135284318,CNY,23731482770
Andra,Dima,3620821193527,1947-04-04,"Bulevardul Barbu Nr. 986, Matca, 907519",0721 073 365,08:47:9e:d4:35:eb,183.210.193.3,RO66ASGO3397164499342158,RSD,42675397079
Lazăr,Tabacu,2561218410129,1931-01-22,"Aleea Dima Nr. 80, Oituz, 910912",0257 147 532,fe:5a:2d:88:a3:f1,198.47.203.63,RO13XUFY7168517164053353,SAR,48243121148
Gherghina,Albu,8320313268539,1987-07-23,"Bulevardul Stănescu Nr. 91 Bl. 47  Sc. 44 Ap. 217, Targu Secuiesc, 430032",0251 551 082,66:bf:27:e3:b1:7e,108.72.140.186,RO12XACG3932484814364546,UYU,65583421956
Lorelei,Mazilescu,7490529218568,1925-04-29,"Strada Lidia Stancu, Buhusi, 837315",0761 485 713,6d:6c:80:70:f7:09,91.45.166.240,RO84CRZV0093842280143443,OMR,54441801692
Nelu,Nistor,4980818129301,1959-03-28,"Drumul Pușcașu Nr. 72, Galati, 143059",0236 398 630,c2:4d:ba:de:f5:39,223.29.249.120,RO64SKMM5109638745874245,KHR,9668908229
Varvara,Mazilescu,1671119076401,1952-11-01,"Drumul Lucia Tomescu Nr. 61, Piatra-Neamt, 631963",0729 019 172,f6:51:64:96:85:59,126.23.177.218,RO29HAVS2989627864759618,TZS,70372565495
Amedeu,Diaconescu,7680805402044,1948-04-30,"Drumul Ababei Nr. 53, Toplita, 264178",0265 798 121,d3:86:6f:da:8c:69,173.62.171.91,RO30XRJK2869760024043571,PGK,47986949493
Natalia,Dumitrescu,8410229424992,1953-11-03,"Intrarea Eftimie, Comanesti, 322178",0753 019 242,7c:91:9c:9c:bf:d7,191.26.250.35,RO56WIXS7817085792345974,YER,59553762305
Brăduț,Tabacu,2290901107871,2018-08-01,"Bulevardul Nistor Nr. 80, Gura Humorului, 568372",0772 298 562,dc:c7:2c:da:d6:66,201.45.218.86,RO41IHVZ9879872555269512,GIP,60243233752
Casiana,Toma,3050721106394,1989-04-19,"Aleea Ionescu Nr. 341 Bl. 21  Sc. 67 Ap. 735, Domnesti, 532472",0786 604 548,8f:b9:4c:53:72:e7,155.177.118.27,RO84OXVM2694954261336388,CLP,37867643556
Aglaia,Barbu,6470103441996,1924-09-01,"Strada Florea, Nadlac, 150062",0771 684 004,83:2b:f1:27:de:19,156.9.10.169,RO22ROKG9476564267380289,GEL,66148447255
Denis,Manole,1880712246311,1998-04-11,"Drumul Dida Niță, Deva, 519992",0253 134 526,1a:ff:0a:88:3c:3f,152.150.137.201,RO96TJCD9210213866995578,ZWD,55671989053
Ionelia,Mazilescu,1641230174141,1959-05-14,"Soseaua Niță Nr. 93 Bl. 55  Sc. 98 Ap. 505, Mihail Kogalniceanu, 393307",0743 177 607,0f:14:5b:6e:d9:44,40.195.105.11,RO66AWED0364621653695064,SPL,96551678773
Crin,Diaconescu,4990123428009,1909-03-10,"Bulevardul Diaconescu Nr. 73, Rasnov, 486713",0758 886 482,38:12:ce:29:4b:c3,217.129.237.240,RO53BSPT9845609627324153,CUC,317233260
Tiberiu,Popa,8250318438706,1946-08-17,"Bulevardul Nemeș, Dorohoi, 144280",0743 589 169,c7:e2:7d:f5:20:a6,98.221.239.136,RO09JPYO5615854925167293,KHR,23901011227
Paulina,Stan,2880716181934,1927-12-17,"Bulevardul Ioniță, Urziceni, 125862",0761 712 556,ca:2a:cd:1d:79:73,191.215.251.128,RO37AAJB0614867341168876,CZK,15675765941
Vanesa,Diaconescu,8580616185294,1966-06-17,"Intrarea Dumitrescu Nr. 353 Bl. 19  Sc. 13 Ap. 712, Pantelimon, 763146",0243 885 726,5e:f6:0c:27:8e:cf,27.223.54.41,RO83AWAW6904454945096913,KMF,54519005279
Octav,Pop,2930206362270,1949-01-31,"Intrarea Iridenta Cristea Nr. 614, Diosig, 756871",0249 021 096,83:cd:30:6e:b1:75,8.106.98.6,RO26HVNG8536537871254450,ISK,471570716
Geta,Manole,7710218399743,1991-04-12,"Bulevardul Nemeș Nr. 872 Bl. 65  Sc. 51 Ap. 960, Campulung Moldovenesc, 342356",0749 373 856,8b:f7:db:9b:1c:68,183.226.76.42,RO76UFJB2643181206783856,LYD,49207343081
Anda,Albu,5550805270865,1917-12-26,"Soseaua Dochioiu Nr. 44 Bl. 63  Sc. 26 Ap. 102, Dorohoi, 895922",0753 980 043,5b:95:50:ec:98:8e,19.224.9.94,RO30KXTA0054764607848516,DZD,72730494896
Julieta,Dochioiu,3590901444220,2018-11-28,"Bulevardul Diaconu, Medgidia, 834227",0238 922 111,28:48:f0:aa:09:9b,143.211.124.158,RO96WLCO5614048066036424,CVE,96848983618
Tudor,Cristea,3760212106855,1952-05-13,"Strada Mocanu Nr. 41, Fundeni, 538731",0760 470 899,c8:93:df:a1:74:c3,221.80.204.140,RO14QEGE4252144566210829,SYP,85461357560
Eftimia,Dobre,6341122462085,1914-11-10,"Intrarea Popa Nr. 87 Bl. 76  Sc. 55 Ap. 622, Domnesti, 921878",0761 723 428,04:96:72:4d:c3:0f,100.227.200.211,RO90UXYX4271421102956970,JEP,27938174789
Cosmin,Dumitrescu,1620815395214,1931-04-25,"Drumul Mazilescu, Suceava, 592938",0711 696 016,a4:02:48:2f:f3:61,150.106.152.201,RO93EEEU7074738037788604,ARS,29627229376
