iban,currency,balance
RO91HBSE5903705926795681,AZN,19106615789
RO17KQHG1638681903545882,KMF,12067457922
RO62RMRP3048359873096805,SLL,59267503951
RO05IDYL1681365389027747,KYD,32446414422
RO45GHTE9814868767438673,WST,48911712909
RO88XGRP8010303427946640,KPW,19588448075
RO49KILN0976524791999200,USD,9337657055
RO45BHHW3315743621603500,GNF,89892456037
RO81EIAI4334776883684050,MUR,98913342141
RO69WLHY9191196708758845,DOP,79470627971
RO52QLEJ0354123862205743,ZWD,72454884095
RO73ZCUQ8393498235506314,FJD,37452158593
RO26UCKC3606368006573435,AUD,19647310102
RO48BNUN2999265711069334,ANG,18644396288
RO20IDQH1444644123403673,NOK,16333852697
RO63OCRC2148830860297485,AOA,7032436891
RO83IJIM7418788042051527,BYR,87803600644
RO92QTYB6810096542884163,LYD,8246099171
RO84LPUT9542050121184309,QAR,3361801798
RO21BCGK1202898400740189,KYD,16488580520
RO68STZG3468078721478508,TMT,71567360929
RO12NPKJ3091244059306425,HRK,53771044295
RO59YUGP5180099397008582,AUD,93237944133
RO57YIOF0050848056304060,JEP,70906825212
RO70ZSPE5935175086279477,LRD,98634586853
RO28DHIQ2702923412294324,MGA,37027173871
RO41UILM4536138235486609,SBD,13627565568
RO50NMBI2187302076122515,HTG,14325492786
RO63NGCK6643875068909804,HUF,49931612107
RO03SZND5977797162413009,SZL,42253520186
RO18UIEQ4415199955216630,NPR,68548827648
RO65IZSW7343458903606309,KWD,34070434860
RO13RKNA9611634690845200,SVC,62442156204
RO61IDHI1185878436763094,THB,86154399845
RO88NUPU4020142232331281,ZMW,85666963705
RO30BVCJ1437176637193527,JEP,37077947298
RO76IGMH8390047612135541,CRC,64812621456
RO58CTAQ3787571791938948,EGP,94755178157
RO48PDQP8752746196411802,BZD,78244891621
RO13IJUR2866075078093341,NGN,3904334911
RO81NDWM7323343801816705,MYR,46604097201
RO02SUXC0095554098354941,BAM,45295562619
RO56PKDR9160777242159109,AUD,29469427489
RO75TPXJ6279426400366160,GGP,82522782943
RO05FCVH3859714856391481,DZD,74285318743
RO14NCSC3972628323087141,SRD,19368038391
RO35EDRZ4275331360542799,NAD,66904845155
RO65LQMR7274518011385200,PEN,72805194424
RO66GTDH4553378328817714,JMD,42917599732
RO98APMC7347137163557633,JPY,20993955689
RO71LONO4218397976018196,AED,87617615377
RO18OPRN3186482615518612,PYG,60084283204
RO30CXIE9982305774342901,BYR,3571286821
RO15LDPF1458791621901573,NIS,27444477614
RO49HWYK3092879135585075,PKR,41882506343
RO71RDXS4826652847949020,BAM,6706611790
RO04IRYE4363875101488793,JOD,84349112546
RO75MOHO0868007092652680,DZD,20715119757
RO70WFDB3834593464617012,HTG,7896709050
RO47TATS1088941971011307,KWD,64058393702
RO47HPEV8792648955602393,THB,248041488
RO80JWNK5181261318674868,PAB,94823401537
RO48PCWI0107495404479119,SBD,91371543686
RO47NNDN0977780194000401,NZD,41509577602
RO37SPVT9220601229685196,BOB,58449201146
RO14MCNW3081092794500857,GTQ,48202259752
RO22DEAI3297389183905913,KGS,35566988719
RO33EBGT2307220465943110,DKK,58383182814
RO08BWYR4687957662652440,CVE,53289518255
RO05ZQEP0761220878624061,GGP,94222118798
RO79IRBG4588931807889964,KES,50889589483
RO94JPST2162091394250876,BZD,73369367011
RO20DEMZ0076487756138930,GTQ,58518023275
RO86HFZG4421108148303110,PAB,4289192064
RO16SXBR0215234896203711,MDL,79774838203
RO10VNRA9986206046237648,SDG,52695890425
RO66TJGR6116890414200887,PHP,99217002673
RO81HIYP6028211287373405,PKR,47687361650
RO48ZAMA7893734557209406,MXN,11819658782
RO91ADVC3137470660224643,KZT,63286661138
RO19FZWU6178627271933792,MGA,31560183021
RO61AXND8389485368870568,PLN,6465236022
RO33ICGN6787079820047837,CNY,85396906850
RO81AEFT6018089890310429,MKD,19776001869
RO15GTPP3080335305249303,JEP,31012108613
RO79SQZM9184903803207974,JEP,76371768344
RO65ODVW4552083096254392,KYD,66063732166
RO08XLPX5596091689983744,DJF,11652475622
RO74CNIG3425606997056790,MKD,61123682476
RO17OIDQ1233109337116858,RSD,97827777700
RO80ECJC8876035088237177,ZMW,44995828138
RO17VISL6715157451886097,LBP,51024066719
RO19HUIP2192420322347940,MNT,83218530122
RO84SWRF3400526220276382,STD,76221947521
RO32DFUU0832960712061101,SEK,14819539858
RO49PMJE9782734149388023,ETB,72235363742
RO43RJLZ0968449504656614,PEN,86800017418
RO86JBDP9129884366787862,INR,23252982178
RO89WOXS5322902606647726,KES,51961504442
RO86TRJX5874231754337053,MRO,89152559234
RO93ZIFP3340795177413180,CZK,95164633827
RO17RHQE3034124947132797,SPL,33073155605
RO11UVSP9024441122046936,AED,59897683141
RO32RAXD4585602404499536,MAD,83899617427
RO22EZEA0602534269405373,KWD,74691455116
RO09CCYE6346443599162344,UAH,16709385160
RO15KTUC4298596583708403,TVD,23118958054
RO55DXFX8362274406069658,XDR,60906936358
RO81PXXB7062537773580595,GTQ,94829519544
RO75GWHQ0685730865831062,HNL,84525057517
RO31AQIK1226589661962641,NIS,48743842765
RO90CMDL1429085872889094,PHP,55440163703
RO54XWXT3104579479565804,KES,86773531420
RO83OSUH8460470426661010,KYD,3164993428
RO15YHGL5149150702882039,TTD,17767239376
RO65HAUM9094265706017765,IQD,4421467364
RO60JEOB9114150178319232,MUR,95327494336
RO73QOWP9286333210583776,AZN,97953665308
RO34MUJA6211539865624593,TTD,45318891176
RO69UCVL3261976849439405,FJD,46654856765
RO88LHCV4088017388106040,ILS,76761181847
RO66NOPI9334699642467540,MKD,30236846708
RO08XMGS4738866112525121,PEN,4369442716
RO02CFXZ7365068206868515,SYP,36510222185
RO44UQFH5261333388856904,SOS,31169968988
RO76ULJB2108948829319129,CZK,6985277069
RO78MAEE6916959675431387,SZL,99788392912
RO44UIVH9635676442654411,BBD,49014229596
RO25WVWJ0110104754167517,GIP,31754586545
RO61XMUM8414431156365414,KPW,83590866422
RO36JCWS5634821230402642,FKP,47466259063
RO90RYPD8596937980614601,LBP,416348593
RO13CUFH4595855256046804,ISK,97632084089
RO37PTZX0003624207327909,CUP,12804473935
RO09FLIP1329341814640951,TMT,78486396878
RO71QKDY2597897599816870,LKR,14009161571
RO44NYHX7775651996157160,MWK,61066309614
RO08AMNL0821135956228044,VUV,30285163370
RO10IREJ4318487221713138,RON,66890933300
RO20GRWZ3542991348354035,BOB,26962531917
RO83OKTY4589720903183967,MMK,39556026993
RO17WWGX8721816205497225,CDF,35554370198
RO39IKNC6127925049490424,IDR,27815492112
RO27CNPI4637730216505823,JEP,92913709787
RO93GGZJ7526574261968916,CNY,81947277997
RO90VCSC6473954815131416,XCD,23109146584
RO08LISK7786394500357749,MUR,32664353505
RO37PHGL5252775531942923,MVR,15829376150
RO75IIBJ4145506363592902,ZAR,37644122716
RO03GBAG2921586317574731,BZD,89079849180
RO66IIRB4233650176294949,GHS,83053809494
RO33LBVI7577669299574393,NPR,89033172792
RO78GBFE4406245332179714,KHR,18637650578
RO03JKOL3110098736648394,MUR,70212987052
RO65RPXT4569712777419339,KES,37572813751
RO42DCFC0335466220869592,AUD,73904120908
RO62JJHA8218022204736178,KZT,44698843306
RO94ZBEY4538427840355190,NIO,28454698501
RO92HPKI9459785882555730,TOP,4478211339
RO97UVYM4612025097062209,UZS,59052999832
RO64ZKUQ3371379452401711,KPW,77883688154
RO28YFAA1738597408731983,BND,49312670574
RO34BLWM9659225321578632,LAK,18301171391
RO49LHLO5376474931794760,ETB,68960529513
RO34MPAK3381191476777237,CNY,58016004812
RO81ITDB1422842466417046,EUR,88457272075
RO34NDVB3180427526053833,BTN,97956351298
RO29PWOK0152358420857313,ZMW,88555737064
RO05ROYQ1405806205009134,SLL,64119706896
RO89MTUY1636785946139068,BYR,49984827732
RO67XGLD1383096919618747,LBP,99726320878
RO18HTZG0332743359056003,ZWD,58805771523
RO42FTYS7901688310469289,HUF,3496454834
RO05GODI1295583806714304,MWK,68710196959
RO59QKBN6751894363862906,ANG,52581718613
RO82UOKM1359573349041497,ANG,9648292538
RO50KSGM7600354970064299,KES,91170056315
RO72CJSB9241413792606797,GIP,57302641722
RO15FXDK3018512313235640,VEF,97365773490
RO73OILF2548664578358955,INR,17785226544
RO58SYCN7533482414262218,KHR,34433315979
RO63VZWU9753239453887064,TZS,259960469
RO91ELCL1722883097624958,JMD,34981464459
RO57SZSV8046059301494526,RUB,67152288197
RO44LVEI7017856463063200,MXN,19829248560
RO74KMRD9469883893268516,VUV,21019521740
RO04UPLI0885202246685713,HUF,82323012246
RO46LVBK6060885225508865,SOS,47970864102
RO35ZSMV5568793228273503,GYD,78062010693
RO86YFWY7590609055542762,MXN,25529078875
RO56KVPT1438046486327253,LSL,45443510630
RO90ZBDW0554538123767267,DKK,95543904211
RO83PKKS5173691754007567,TVD,48162909638
RO77JVGQ0419961161165412,YER,87194563498
RO15FZQT2485668901345464,AOA,25311180345
RO16MAJT4929699986071432,GNF,52270946616
RO88GBTQ3637279823064520,GEL,21283159615
RO78XRES3349482649137139,PHP,5109299289
RO63WAFM8477667790278988,AFN,34073968604
RO43AOQC7478327530746784,CLP,4311085219
RO88WEQQ3527880212917876,XDR,37837611306
RO86BEUU9831435334576833,DKK,86121343396
RO59LGGH3373195822215822,MWK,88993706438
RO49VGDL6936434109374763,BZD,90631887184
RO25IWCH3450558624072737,SAR,8359207530
RO63GFTP4513951832276918,NPR,69342323913
RO82TAAG2470296213458410,MGA,77560800252
RO21VAGX5789877463837813,NOK,77405367783
RO50XBTO8166437618892715,BHD,35122177446
RO12OGFP0049916598309406,JPY,91369623251
RO61ELWU6625269113432792,SRD,94815657381
RO94AFLC7810904379221970,VND,25960169508
RO17QBGN1327525910052174,THB,3498082830
RO69KDOV2896697385474999,CNY,67591401261
RO08SGBA5864500017273233,HNL,78726069434
RO11FPSC8794413437061523,BZD,93312345917
RO71FOGI2269181088760860,JOD,26587744617
RO84SPBW0145075301291364,LKR,38551448668
RO44SZQZ5355095913962826,SZL,28033751368
RO24MQET4168762451066889,NIS,24537666446
RO90QDWP1212096219841364,SHP,38048088577
RO40CYEQ6370628424305212,KES,75645343042
RO27NEGC0217865763603483,HRK,8496265965
RO83HAXX4022408340209152,UAH,91529544119
RO11RANU1806491175176946,ISK,98259790487
RO16PRJA8809889079155671,EGP,2375591378
RO89CADI8465774874718788,SRD,99686399247
RO27ZHOD7423725356052484,JPY,16248808556
RO68IVEB8629153513476358,BDT,89084141035
RO09FGVV4676135792686354,TOP,41195327822
RO41HLGZ9006632830570754,LKR,41461314848
RO40YREU0113290868940386,SAR,82264819267
RO45VIPO7491889234539755,ERN,29950091239
RO22YVJL2181050067820649,UGX,77688397393
RO39SMNC2724613157026118,SEK,60817388459
RO05TIFL9014928025804903,CHF,68144989138
RO54HWZW3364626545703884,XAF,14254804727
RO68GSKT5425994435856233,BWP,34582484600
RO71CCZJ4382562251567989,SCR,15564787786
RO75YUKV6535042661016882,AMD,58731433601
RO37TJSZ0486121509868288,TMT,10548996794
RO07EZXP9838398187145552,EUR,60873393271
RO51EZVV3344335680152062,CDF,78671098416
RO07DZFD9624208998751279,AED,50718919968
RO64JQUD8494621570091168,RWF,76717853993
RO76AOEN9000404381442379,BYR,16636589524
RO65WNXG6333799720136935,BAM,62674763926
RO58USJL5320723016241352,KHR,84696046056
RO64LBQJ0891241809481821,SOS,77740909661
RO65ONKI0384157704604251,BWP,70337607615
RO76DHQO0573924575071198,HKD,9046502277
RO90STES7338951785528061,THB,61070978837
RO91DTJU9028837528401881,AFN,53999159194
RO64VGND6597768250816751,AZN,87510714186
RO75LRLE7050535693625109,CVE,33192615230
RO27UFCH2663225718288713,CUP,88216392560
RO33SXVB5064264532822381,ERN,50076614206
RO48LBGY5759863305581590,XAF,18968309300
RO73EDDV8861180361524280,BRL,96917680490
RO92QPPS7570216820757695,ZWD,21864529662
RO10LYAY7320066000143137,AZN,24669532996
RO11YBXA4964301379472120,BIF,203565609
RO85GXIG4317107591377523,IQD,98353620254
RO02AAOX1514573455248828,LYD,95543195204
RO07CWRK9462671581716002,TND,47402861483
RO49TWOO6091256482444952,NIS,49447900815
RO64IERS1634911365093006,PHP,83045505036
RO61SZFT4361326597449709,PEN,20695279760
RO65ZEPA0690074858297533,AWG,55802840395
RO12DNMQ4135722155126234,SHP,60960266806
RO64TMZG5646633063653175,BGN,28289849388
RO79MDHG7472950385899684,XCD,34864868528
RO92UWEO5003971139014429,IRR,49682756879
RO98VDDB8251895558485358,BSD,60643819495
RO83OZCG2381615153418370,HNL,5530173185
RO43ERNI6084212317299690,KHR,56693670562
RO92UQZV7199824171936553,TRY,19357295965
RO41EJSB7984889820116999,UAH,74025647773
RO45CFIJ3326282674579716,KYD,28552602809
RO87FTRA1333163464891462,KMF,9854167714
RO18WXNH5440669527577250,UAH,69592766796
RO35AXBX1915472320077019,JMD,99137763282
RO42ZAOH5708920965595207,SHP,13357459144
RO77XLMB2664842924443716,ARS,64218176575
RO57CQYM3128994600549936,ISK,32035982533
RO81KFEV5375448955451547,MYR,85564356866
RO89SXCJ5932310845800484,XCD,194573239
RO39YXCV8265389870430898,ETB,10636795507
RO19TAJI7978019174851738,SVC,66617942366
RO27KOWT4681396610966714,MKD,6085345345
RO70XGXL0426587373935306,UZS,51813021131
RO05KFRP2494021456564710,CRC,2246101065
RO98QBTI0355299936623043,BRL,30778396343
RO17YBFA6817153264450696,RWF,31578343354
RO45KCFW8971243796841961,XAF,77470516146
RO40ZJEL8727783027734707,CDF,37624435496
RO25AKWD6818125630101383,MOP,45214810371
RO84WKGA6722855326172698,GEL,23119259568
RO59RDXF0330177318235178,CZK,74112206907
RO25YEIJ3878457626895575,MUR,88580416786
RO29VMRT2174126151994122,BMD,94737285520
RO62PVCK5658903714081277,DZD,31305902275
RO69QDUP1476610151743531,KWD,27283750879
RO75OEOZ7179252358694152,MXN,81599907816
RO28CALA4667443452026141,PAB,44680336817
RO87ZYJW3916923379669156,MXN,12621463454
RO68VELO1526819601711594,AED,68269656425
RO22AOHG8473776757836523,LAK,75474203970
RO48QJVZ9841402497085174,CNY,58169036161
RO54VRCJ0131371490438371,IDR,58035032862
RO27PQNY6722169165484395,BIF,25740385236
RO39YCLH3116062625337626,GBP,43319282471
RO26MIKA5823623879719193,MAD,61167299093
RO08RUYU2621576888618592,JEP,58805143624
RO67UAGF1255046562850720,UAH,50615626086
RO65DGWA3524122219696102,JOD,79039430221
RO09QUSR1382532501735215,ALL,88488189147
RO95ZMFK5462430667435446,AMD,61231607828
RO64ODNS4880785042423073,PAB,78495217669
RO87NRVM0869300814670868,DJF,77870672901
RO31NEMB7682858536081729,RON,22106528223
RO72XHDS7540542908695483,CUC,87177100912
RO64FQXM5278302754102503,TND,99639682634
RO40BUWB7671945919185788,KMF,16764768624
RO28UNSJ5242144669969797,CLP,60462667889
RO97PMSA6749669899840413,UYU,52431379213
RO40RHXW6606417097312292,SYP,12011571986
RO24XOAR0088409313058727,GNF,43047229189
RO53JYTR9617007611708760,NZD,98045521934
RO85PZIS7361165721336193,NGN,92153615347
RO20VRXJ6718199523625851,LAK,70520851649
RO43IUSM9558329108227814,SHP,46968736643
RO76AEJK7557774788764292,GIP,46179614211
RO43GBJP8013244466487841,SGD,97358818873
RO93IKEJ8653201971906053,EUR,92425523175
RO06VRVQ8368866712431176,MXN,48900246843
RO83LVCP0276719956343982,QAR,7155317476
RO60CQGQ8832269804241528,IDR,61647278856
RO62ZYSR0080123530719332,ANG,32567284135
RO77PUEL9710903347622245,SRD,19372010732
RO32URMN3454258650805593,SZL,17171611573
RO23ZIOJ3661927016384725,GTQ,58577814174
RO03IZSM6542983170918435,FJD,32400723431
RO31SGIT9829221216090364,IRR,67586243670
RO32PDND6798087734499087,DKK,93440245766
RO92ERXU8019382000406903,PAB,32250894852
RO20VNSP8045179226176491,SVC,79930204962
RO15MUGC0166731630451069,SPL,50293866405
RO35OIJA0432311275707658,SLL,24174978549
RO79KKLX3492513770604248,TWD,12736493821
RO62ITOZ6663277371134100,SYP,20667793328
RO16HFQO8913721885272134,GMD,38980092260
RO33FLYU2935781840788233,NOK,25299750868
RO27XANK6277491858663607,KYD,27814772294
RO09KDTP2658860003897944,SOS,80510426746
RO49SIRH2701520229148503,HRK,91209488083
RO31FYGT4333582772490327,TWD,13221152221
RO83MYCG7872469156088977,BHD,8950603352
RO90TQRX6267679221956536,MNT,93858220272
RO41RKQZ9643097501412038,TOP,7640580081
RO21XQKE0171091093372629,MKD,43395711550
RO35SCYS7114740546322867,LKR,49946442089
RO98RQFW8216518548371573,MRO,39129541693
RO08GXDZ2104236635102333,TRY,94258961730
RO20NDCG8697919032460270,BMD,52761664180
RO95CZVC6631541568897908,SCR,80277907458
RO93KLEI9505387731113059,LYD,5095411065
RO79DUCC1749180635812382,TJS,98472415560
RO32BJGX6511401828455965,SOS,58368238453
RO09WMNF8551351826170321,MAD,63935967510
RO95WYMB7990799685779178,TOP,72280312920
RO74ECQK1263024843201142,DJF,38278326926
RO66ZBEY1689498802733533,GHS,1071257485
RO96PSDE8922302589950285,WST,12832927261
RO08CPAP5664877079317889,GHS,18842297655
RO35FMCN6243609541655139,MMK,86518489256
RO65HCBW2219730994822593,GTQ,9893924291
RO22MQQT3235545389644389,SOS,25832298153
RO93TVFB3865534102235617,KGS,68864256301
RO95WMSB5680948743062045,BBD,69434250674
RO09QZLH8360168244743195,TND,26219431453
RO90HUWQ5212380673376939,IMP,83873363057
RO55GEQF8311667074608094,PYG,88657210183
RO91JLOR5762999095117482,MDL,54979024676
RO66ZLYK3056297303749226,BZD,32649444580
RO08FNYV6293982616173686,MXN,12499580128
RO94WUEB4828604232821749,UGX,19071485402
RO36MJMF1793900501750893,SCR,78192489922
RO71UECL9264591149463463,ZAR,22980037306
RO39KBMV3337767307243631,BSD,56714245244
RO07YCTD9727477659345822,MUR,39502096361
RO73ZEPZ1691335148899292,AMD,95969491907
RO91EOFB9496201540315325,TZS,44530472625
RO76LBOV7892417772879888,NIO,62349865977
RO34CFYS2365291929697555,INR,40376804842
RO43ARXO3113268234991682,WST,38242090867
RO02CCCF9647427282845626,ISK,17205462265
RO60UWOK2097853573994499,LYD,91369393718
RO81WKSY3231294731662994,UGX,58038556612
RO12TZKC1869010988327254,UAH,46126533085
RO49GNSB6202425878402377,NAD,69342504124
RO43TPHE1958526828179042,DKK,56701135124
RO70OEGZ6781544846123233,AMD,75206115577
RO19SPBA8638629846424584,TZS,76048262296
RO56QEVL4729425109754301,JMD,6644520589
RO48QFMO6082577039151141,CDF,51416584099
RO88SEQA3813136913813552,THB,29048946490
RO76ZFTV1463822459109793,GIP,79992285272
RO87HGPE4900238905669899,EGP,89492099303
RO98ZGTD1636879277882318,UYU,22714379228
RO66FQOZ5347374679167750,GMD,34389818061
RO41UVUC1397152167646020,ERN,6182893145
RO46GUYB0424968572953335,TND,73517191039
RO85HDFQ9460959640195827,LTL,11835359348
RO20ISRX4473643239069633,MVR,87406596668
RO66PCKZ9775779888646932,TVD,43588350435
RO64UZKX9228935542396346,DKK,40598902879
RO25XNRW3254722364880308,GTQ,81958204536
RO69YHPW5247551216820919,ANG,10103286700
RO54CFZT3830300834729164,EUR,60090875080
RO53RKQC8873298601652898,QAR,21200817030
RO11SUOE7550736399874468,IRR,40432604929
RO89PLOO4101167190826078,BHD,87377471732
RO38YZYW9626622264306187,AZN,69177449007
RO17OYYU2142975252991574,ISK,82273312253
RO74YJAC0622280882405346,MUR,87521664983
RO40SMWI9352936348523325,PEN,64784404547
RO44HPNJ1599823941000048,KHR,94158523246
RO19EESO8632682167959816,LYD,36220261821
RO63NXIX8327005453881008,HKD,2868626856
RO54XQVU4963536769750571,LRD,86353385233
RO68EIOO1290893374325875,BIF,93101391642
RO42MSHJ1834533239638041,SEK,24795864240
RO74ZSPT6854620454377306,GTQ,12551504126
RO20BIQL2401772430338282,AUD,47708027607
RO26CLXI1825828144771266,PEN,2970831568
RO83GMIA5865852556835087,TVD,54534753644
RO91PGCW8118744508314200,SRD,64243433793
RO57SJPK8982989846541733,SHP,98506606986
RO50FWIS7670969214336616,NZD,39936192822
RO21XOCV1354754295864086,JOD,17715110906
RO58BRXY3659057006239112,RUB,96526908217
RO11VVGX4090773534037904,IDR,78705407583
RO61TPOI8700407999625779,ZAR,80834773744
RO48DEAR1212646058183154,MKD,78062666856
RO64YOXQ6849781522205996,RSD,17717970781
RO37LMXU1622127804466672,IDR,58956890083
RO13EQRZ5442145633734079,MNT,1026468472
RO71EBSI6694336973706970,EUR,36407805228
RO38OEBR2300250700117910,CLP,49118166756
RO16HRSY6207980567843301,NIS,93869936365
RO39VHXY3196430462520886,BND,61885005455
RO58XCTY6491093792879709,NOK,18189521106
RO75HKYW4939465587498529,BAM,96076474904
RO96HMRZ1569000941197118,INR,52062519717
RO19LPYZ2664528252545431,NPR,97599586465
RO08YYUU1896938516154663,VND,82973865744
RO05PJEY4284884143705634,GNF,96150534935
RO13RWQW0342966283091113,MAD,60225853096
RO37PKME6933753303736448,FJD,77519191668
RO82QRIE5647460534019626,VEF,23988643213
RO83SEFE1086619203504458,PHP,87462716496
RO37TZHL5485041021246913,QAR,77211080629
RO15UYNZ1140406592759358,JPY,84639478012
RO55OKIP6941959721406054,KPW,15502066826
RO56HJHH2787220494021629,TVD,71290349094
RO46CINS0394060220155316,XDR,73814087974
RO51TFTS8856790777249762,MGA,76862102930
RO94KXLV8730514974106403,XAF,25024872126
RO23KTFN8908428726191785,KGS,9717398208
RO68TZZP5795657842820759,TTD,16464511302
RO54FENM9164577029637689,WST,74895984477
RO85OQCH8991353011179547,AOA,78489551497
RO70NFPL9194310475212053,BRL,43210514143
RO48DBGG8590034699684526,PYG,78675425914
RO70YXWN5326172763908022,YER,78781560416
RO22GIAR2265801597344940,XDR,86013978483
RO38CRSM9801480357354616,CUP,92029768433
RO20ITDU2963382778932818,KYD,18151780091
RO41AESF8918071851253467,CHF,21315204186
RO61JRRA3714193456453380,AOA,34277519586
RO33GPHX1285692269763698,XPF,2611697943
RO24XHWA9901808416355273,XCD,17361293761
RO70LJSZ5040119381791449,XOF,55542549680
RO79JORV8382858234208844,MMK,35841058430
RO65ZHYV1778274464564846,XCD,84374401669
RO24VQYU0235195904757011,ANG,84650317475
RO37SCMW9342833825448906,BRL,24273085562
RO45AMAX4156836518761595,ERN,6130951447
RO51ECKV7382497732882152,LSL,30155618216
RO97CZOC5599077245724138,KRW,83741729346
RO42NXWP0985117743052698,LYD,88764414984
RO21VPOH9599552652114677,NIO,17471542514
RO95PRTJ8357798986243343,SOS,81788430203
RO21SJUB2605041125463157,GMD,37478007063
RO52OXJM7905372397339493,KZT,68802286186
RO97WIFS5854742675832433,ZWD,51959494136
RO24JDIA2807335318198835,LYD,48862314972
RO79HHDP4135082209438889,ANG,34995854910
RO05SVYS4730646309214135,UZS,69689401166
RO07VMCV4680497123557677,GNF,24147278708
RO93AAWW5266042480828263,ZMW,23240906496
RO89CSMM5585174588337393,RWF,3605688489
RO86JMDL8394783741072600,SRD,51029743457
RO61QABV7075523129180628,SPL,81439628094
RO44DAFP9188008118119913,MMK,33521429732
RO38HYJI9439191741226505,XOF,66471648406
RO23EXSD1239194958645797,AMD,68995114410
RO91QCPL1247150706451814,XAF,11187141878
RO55OEVX7409525476529686,TND,95306952064
RO81WPGD5767517830703805,HRK,13447285866
RO50KSBS7111507118571060,MUR,3830728809
RO65FHOA2538386345344643,NAD,61788886143
RO88BWWJ1784163233808146,CZK,39341506157
RO65OMMX7624213000140950,KGS,33065786973
RO12QVVO7813652982359724,RWF,3508862040
RO55GGEH4094145036307247,LSL,50874353732
RO68AVAG9600368106503513,CHF,84878890419
RO85QJVX5724646739095135,HKD,67937138064
RO89FOTA7493214483356229,KRW,64471040455
RO68VSEV6077298963551776,PGK,70000626482
RO60WGSL0249175479606364,LTL,80581707638
RO26SNAW5627386118857780,CZK,61610041007
RO24SVTR7763185398738043,BIF,74587807413
RO23KFEV1721997519945199,GGP,76667502324
RO71NTKN6121530488343379,AUD,42031783495
RO43FJOY2583383257087165,DKK,5376928
RO35WPDB4974747721337247,BRL,17359204392
RO65URCV5918641846208464,IQD,14363996368
RO40XFKK7580350487846512,UYU,34434855941
RO50CTNP7901984647481486,SHP,70323552351
RO96THDX5459290859800634,AED,72183045490
RO11EUAZ7364819434190528,RUB,14078720757
RO03RYQU6551237237739989,YER,37096649663
RO88NPLX8602291538134396,LSL,21084394979
RO85RFBH3157665232196208,ALL,68453338472
RO65DUTP0641540953105070,TRY,63512456484
RO73GBDX8165850387787382,CDF,10744753726
RO24EJPU6378636036905464,LSL,7755007673
RO27BXNZ1834177776353485,PKR,14785554912
RO30SDJM4016920434653808,MUR,2239226500
RO70GUHH8427050459069983,CUP,86233305062
RO55FRUD5717942274141149,TZS,24720896145
RO88BHIS5179827506457942,PHP,16886588817
RO03TUWX8759207978745633,BWP,55855055066
RO71MYXS2018626269439470,BOB,85239269391
RO67OCTY7482786226083675,VEF,91634444061
RO63GRXG3818333442720351,TND,91159043862
RO37HSLK0075208623746258,CDF,27815712975
RO38QTVH7250561626594692,SBD,96951239071
RO12SERI9046243407736921,BND,90197048354
RO65YLTP3612267110925424,TVD,51377089334
RO23VWZN5067214120308102,GIP,55813158791
RO48AIKP4678917626473880,KRW,11896056854
RO84PYQU7731317562466035,RWF,85337131131
RO02VAZI0252020905933374,NZD,41104055843
RO13UROI4166564460986159,MGA,85405516958
RO29OUYR6669211795730047,AED,93896634706
RO40CWRD3986975069915336,SBD,17719985170
RO23PEGT6778329065675512,BYR,20717874698
RO83NHEM8552251254433568,MGA,20410533586
RO15GVDF5130095484282428,CLP,28163102182
RO21HYNZ0329713013295682,MGA,76114924758
RO93FZTK8557484785250153,TJS,86839338837
RO41CXSW8349246355200732,GGP,33772541392
RO27LRJF7764714307278214,HRK,20296941801
RO35NPBU1355373216205631,XDR,31027280446
RO56PBYP3121475977084704,BAM,28435955389
RO26PMMS9471339610806482,CZK,53942720189
RO64UFGK0306336461890513,USD,18437084763
RO72UCYY8175881015051001,GHS,86872482411
RO60MOYH5595768888443233,HRK,87651863766
RO89ATSJ8906433521755675,ZMW,5664298255
RO57KXGQ2285188955834327,PAB,94174306818
RO39HFCU5281955073367961,KES,9110915033
RO19AYRU2964684746214065,XDR,58980183253
RO19SHEQ3617338772086421,MNT,40288969583
RO86GVMI7110982848127015,AWG,32557548884
RO53HXQG6782144188290604,LTL,78466536705
RO35ISBI3223590262724673,TOP,75444330521
RO25BZHE0896594179577294,PAB,71194293898
RO24VDOS5055800408309715,PAB,56233878912
RO11ZNEQ0401619294705713,BHD,41589387354
RO66WRPD5950892224420073,PLN,6777499094
RO41YSMI5938669117698178,GBP,68200582624
RO04VEFO4961375350554576,SEK,71815647147
RO06AMQT0035927219516347,CLP,6952987437
RO20DGIZ9681644686931671,THB,22086692244
RO86HUHT7989907612456518,TTD,15483375292
RO60GZJV0431365569549156,IMP,27298670895
RO14PHLN7015482046261046,BDT,6404308954
RO93JMAG7964496163253678,TWD,79135247322
RO42CEGE8007924373952895,COP,3132656760
RO79YXWT8150026100941152,TND,78866825108
RO78SQDR5011246473708722,KES,96023366767
RO64NXXZ3771519765924388,HNL,10248540689
RO06QLGX1965761268249204,IMP,42981659369
RO37PXQW1367972230315145,AED,70763405744
RO89SSOJ5969330009742902,SYP,62390832665
RO83HOKP1043062863097580,NPR,3440641658
RO47HOTH8202762343875977,SPL,35029008424
RO23YQXO8268990512554853,MAD,694158256
RO42HIOG9786737506534883,MWK,83452474752
RO27UJGQ0341848124622533,LRD,96014906033
RO62XQEB4388787555053455,STD,56338072142
RO88PDGA5962578972430171,LRD,57138182559
RO64CWFJ3540650895739147,TMT,7993586814
