personal_number,birthdate,phone_number,job
4881109429192,1916-02-07,0764 389 521,Confectioner Plase Si Panze Rabit Din Stuf
1510109312777,2010-09-19,0744 140 258,Cercetator In Silvicultura
1190521213604,1972-04-01,0767 021 819,Ghid De Turism
7811011218942,1975-02-08,0268 476 605,Valet
2040706414087,1981-05-19,0738 779 953,Inspector De Trafic A.R.R. (Studii Medii)
3730917158729,1986-03-27,0758 358 893,Patiser
7651005306351,1948-07-14,0756 664 010,Presedintele Romaniei
5690818387934,1962-08-01,0231 085 649,Sef Cabinet
1021231455974,1914-01-06,0261 067 211,Consilier Inginer Constructii
2840702011892,1915-06-19,0243 960 526,Librar
4841126469722,1982-08-25,0243 043 519,Referent De Specialitate Inginer Tehnologia Celulozei Si Hartiei
6991214313687,1979-05-26,0248 125 159,Calugarita
7880403314731,1993-06-04,0746 002 076,Tratamentist Produse Din Azbociment
6121217381481,1991-05-13,0254 250 884,Ghid De Turism Sportiv 
4131020138482,2021-05-25,0253 774 699,Inginer-Sef Transporturi
6250820431189,1963-08-05,0236 399 108,Cercetator In Geofizica
1160104406845,1910-01-24,0239 432 494,Operator Injectorist
7760611266705,1995-04-29,0241 428 385,Pilot De Dunare Maritima
7171221102904,2014-09-12,0788 153 485,Expert In Conducerea Si Organizarea Activitatilor De Mentenanta
6351222083800,2015-12-11,0256 755 253,Director De Creatie
1780724083046,1972-11-01,0232 752 169,Analist In Turism
1860306038583,1957-03-14,0238 795 551,Inspector De Specialitate Medic
2020231014538,1916-12-25,0741 348 631,Sef Vagon Postal
6701022172248,1981-03-05,0758 800 024,Laborant Determinari Fizico-Mecanice Pentru Lucrari De Drumuri Si Poduri
8640121071022,1958-06-27,0735 893 706,Inginer Preparator Minier
2791108252868,1915-03-30,0762 074 112,Inspector Iscir
7110613370868,1967-08-23,0728 824 039,Operator Apretor Textile
1990609086121,1961-07-22,0239 627 146,"Confectioner Cutite, Brice, Bratari, Andrele, Agrafe, Inele"
4770803170870,2012-10-23,0235 738 294,Inspector Coordonator Daune
8980623108649,1919-03-22,0741 119 980,Cusator Piese Din Piele Si Inlocuitori
5640826365021,1971-12-15,0732 042 841,"Pregatitor Lemn, Stuf, Paie"
4171213339013,1967-09-16,0760 725 184,Comisar General Adjunct
7811027301201,2022-05-07,0744 465 430,Tehnician In Serviciile De Trafic Aerian
6710411290159,1998-07-24,0772 203 103,Operator La Masini De Fragmentare (Produse Chimice)
4090902312004,1962-12-31,0767 887 665,Conducator Intreprindere Mica 
1620529395287,2011-02-02,0237 674 459,Specialist Reglementari/Carti De Identitate Vehicule/Verificari Tehnice Inmatriculare/Inspectii Tehnice
1100605253558,1997-06-01,0723 099 641,Tehnician Frigotehnist
2700109166786,2005-02-04,0753 902 155,Proiectant Sisteme De Securitate
4221111033226,1978-08-03,0251 755 109,Consilier Inginer Mecanic
7311205131246,2000-10-13,0257 601 424,Expert Inginer Industria Alimentara
4740711101451,1929-02-12,0738 351 023,Maistru Energetician/Electrician
8080312039123,1985-11-02,0759 000 470,Tehnician Machetist
6600927525113,1986-04-04,0720 214 507,Contabil Financiar Bancar
7340725131011,1999-08-04,0267 648 695,"Muncitor Necalificat La Asamblarea, Montarea Pieselor"
4541027225171,1999-03-04,0750 311 376,Psiholog In Specialitatea Psihologia Aplicata In Servicii
4230502391501,1931-05-19,0766 817 400,Sef Sectie Inventar
2561225252840,1928-12-09,0747 241 147,Stopeur
5740824015434,1949-10-24,0726 176 893,Sef Agentie Concursuri Hipice
6440615187209,1969-11-09,0242 755 573,Calculator Pret Cost
8150131353385,1954-04-08,0251 002 970,Mecanic Utilaj
2011105397037,1991-07-29,0235 389 778,Lucrator Social
8820226385681,2002-01-09,0742 439 310,Broder Manual
8311102515677,1983-04-12,0760 158 475,Operator Sculuitor
8150719019239,1939-03-08,0732 521 025,Sef Serviciu Control Zonal Comunicatii
6341208374160,2012-09-23,0258 873 657,Inspector Cu Supravegherea Si Verificarea Tehnica A Instalatiilor
4900422360118,1937-10-11,0740 289 614,Cercetator In Geografie
1721127149278,1932-04-04,0752 639 008,Cercetator In Fiziokinetoterapie
2840407122813,1932-03-13,0722 052 381,Ergoterapeut
3650718194814,1913-06-20,0738 544 959,Subinginer Mecanic Mecanica Agricola
1760201527997,1922-03-27,0743 600 304,Sef Atelier Transporturi
6580925095924,2006-11-21,0754 887 203,Consultant Reconversie-Mobilitate Personal
8800809334168,1976-10-19,0250 229 794,Topitor Sticla
4511124069389,2002-05-15,0754 804 466,Innobilator Scandurele Pentru Creioane
1460605302712,1913-04-08,0735 954 881,Cercetator In Tehnologia Constructiilor De Masini
1580730334671,1991-02-03,0786 055 742,Ofiter Securitatea Informatiei (Security Officer 
3581230271093,1915-06-12,0263 770 792,Secretar Diplomatic
3510410018024,2004-01-23,021 454 0053,Ghid Turism Ornitologic
4920621389910,1963-06-30,0760 018 953,Asistent De Cercetare In Geografie
2290903029942,1934-10-15,0768 659 253,Sef Agentie/Oficiu Turism
7450828369021,1968-06-04,0788 192 598,Stivuitor Si Receptioner Silvic
4440405380794,1988-04-03,0767 760 157,Lacatus La Prelucrarea Si Indreptarea Tevilor Ghintuite
6070111153875,1966-01-07,0255 299 540,Masinist La Instalatiile Hidrotehnice Din Centraleelectrice
1130126064611,1947-10-18,0785 158 547,Inspector Documente Secrete
3281231219661,1968-07-09,0733 153 251,Sef Sectie Productie Film
7861008339446,1992-03-19,0720 031 478,Arzator Produse Din Sticla
3570511430871,1929-09-23,0243 927 309,Operator Surse Regenerabile De Energie
4891009354208,1991-11-22,0742 302 649,Conducator Intreprindere Mica 
7070806025640,1912-05-25,0755 907 045,Auditor Intern In Sectorul Public
4600116121715,2009-03-04,0753 843 086,Delegat Sindical
4740607399722,1917-04-28,0784 399 273,"Maistru Protectia Navigatiei Aeriene (Comunicatii, Navigatie, Supraveghere)"
7330219183942,1973-11-29,0745 322 719,Manager Farmacii
3380315307891,1992-11-12,0744 139 261,Operator La Prepararea Bauturilor Alcoolice Si Racoritoare
5020904095928,2018-03-18,0737 937 432,Sef De Scufundare
7670915284056,1979-07-29,0728 781 682,Laborant In Invatamant
8410331373236,1920-12-26,0252 485 479,Sef Birou Reclama Publicitara
2581004089788,2006-04-18,0752 862 431,Vanzator De Bilete
1000409376402,2016-11-20,0246 943 497,Director Cafenea
5670314425127,2008-09-19,0784 736 710,Expert Ecolog
2730129423078,1974-10-01,0255 910 666,Matar
2531023228682,1940-06-15,0246 698 186,Revizor Cale Sau Puncte Periculoase
8091228142381,2017-12-29,0239 234 153,Administrator Imobile
6360923310969,1982-11-30,0258 077 655,Liftier
2711118307793,2019-06-10,0723 509 138,Inginer-Sef Radioprotectie
1901201075991,2016-03-26,0251 706 047,Tehnician Merceolog
6600216305589,2008-12-14,0784 971 869,"Confectioner Piese, Linguri, Spite, Albii, Donite, Cozi De Unelte, Sindrila, Ciubere"
4220516424453,1943-03-16,0236 880 520,Machetist
3971003236474,2012-07-09,0745 981 756,Asistent De Cercetare In Biochimie Tehnologica
3391021114176,1985-11-24,0248 117 448,"Termist Tratamentist De Piese Semifabricate, Finite"
5960108305241,1934-01-30,0256 134 724,Asistent De Cercetare In Tehnologia Prelucrarii Produselor Agricole
1520406330605,2016-12-19,0237 661 725,Telefaxist
4630515425827,1908-05-12,0769 193 975,Corepetitor
1080623372832,1957-10-31,0254 360 141,Specialist Resurse Umane
7050505046794,2001-12-06,0253 393 393,Agent De Asigurare
2741124449490,1986-11-25,0765 237 456,Confectioner Flori Artificiale
7530115341365,2007-03-21,0744 226 184,Conducator Intreprindere Mica 
3320110316311,1919-11-28,0780 079 116,"Maistru Constructii Civile, Industriale Si Agricole"
5971110203009,1990-01-22,0237 583 786,Fermier In Productia Animala
8180105198172,2012-08-18,0770 741 812,Oficiant Presa
3421030520328,1968-05-27,0756 732 157,Agent Imobiliar (Broker Imobiliar)
6140622209039,1999-08-05,0736 558 365,Inspector De Specialitate Subscriere
3220720140531,1986-07-24,0260 375 696,Inginer Prelucrarea Sticlei Si Ceramicii
3620609264656,1948-11-27,0236 846 884,"Lacatus-Montator Masini Electrice Rotative, Transformatoare Si Aparataj"
4771119162508,1987-04-09,0263 360 142,Stilizator Film De Desene Animate (Studii Superioare)
4540124275381,1955-01-17,0734 036 359,Ghid Turism Ornitologic
6420319196451,1988-11-17,0741 627 768,Drenor Canalist
3211225278012,1937-11-11,0726 470 858,Constructor Restaurator De Orgi
4860727191216,2009-11-24,0739 492 121,"Monitor De Schi, Snow-Board Si Sporturi De Alunecare Pe Zapada"
5070928387631,1981-01-05,0738 908 624,Inginer De Cercetare In Automatica
1580424136230,1914-11-15,0747 984 123,Ambasador
7830401119530,1910-06-23,0261 530 522,Turnator Geam
2251015424341,1920-08-13,0743 539 654,Operator Portuar Dispecer/Planificator
1150405436658,1925-10-05,0743 553 991,Spalator Geamuri Si Parbrize
1400508098964,1915-03-11,0771 827 526,Operator Control Nedistructiv Cu Radiatii Penetrante
7380216044927,1911-05-06,0720 290 511,Director General Institut National De Cercetaredezvoltare
2000328054642,1966-09-07,0236 027 483,Cercetator In Electronica Aplicata
7790301200899,1957-10-27,0765 035 231,Asistent Medical Consiliere Hiv/Sida
3900809313118,1933-09-05,0237 193 692,Revizor Lingvist
5760130349379,2008-11-03,0735 126 464,Secretar Organizatie Politica
8231121244831,1963-06-02,0750 219 764,Corespondent Special (Tara Si Strainatate)
2180424520050,2002-03-09,0244 461 777,Gravor Produse De Sticla
1131105318744,2021-03-20,0732 911 428,Manipulant Cutter-Plotter
7700208130142,2013-02-03,0749 651 270,Operator La Fabricarea Produselor Abrazive
3030624522701,2019-05-03,0239 908 008,Cameraman
6611112114555,1949-08-27,021 750 2846,Inginer De Cercetare In Tehnologia Substantelor Organice
8140416443062,2021-10-28,021 046 5823,Sef Echipa Lucrari Arta Metrou
1720603521387,1912-08-29,0261 108 829,Cantaret
8490728433702,1993-07-12,0744 032 492,Cercetator In Horticultura
5611006424855,1943-03-09,0268 677 773,Tocatorist-Defibratorist
8530921277748,1987-05-29,0263 342 441,Manager De Securitate
8010422251791,1935-05-04,0247 663 150,Ofiter Electrician Fluvial/Portuar
5980725401715,1921-01-05,0740 501 299,"Sef Serviciu Organizatie Politica, Obsteasca, Umanitara"
6661122134310,2000-05-17,0768 387 372,Controlor Acces Metrou
1320631197810,1962-11-22,0763 401 658,Tehnician Asigurarea Calitatii
3560102302451,1941-01-10,0786 207 079,Electromecanic Electroalimentare
3171030091602,1921-08-09,0747 703 429,Consilier Inginer Industrializarea Lemnului
1880119336236,1974-01-21,0747 607 140,Consilier/Expert/Inspector/Referent/Economist In Gestiunea Economica
7770723227401,1973-06-29,0727 527 111,Talpuitor (Confectioner-Reparatii Incaltaminte)
5380410145496,1953-07-06,0742 922 441,Muncitor Radioelectronist
3340321376294,1996-09-14,0751 231 034,Maistru Instalatii Navale
7360528295567,1927-03-16,0252 705 676,Director Adjunct Institutie Publica
5151123187671,1970-08-26,0240 080 085,Inginer Metalurgie Neferoasa
5750318191849,2015-08-14,0748 930 630,Cioban (Oier)
3200826334438,2012-06-18,0761 727 229,Chestor Parlament
1810427183231,1951-07-24,0251 307 790,Vopsitor Imbracaminte Din Blana
8690615085646,1919-09-08,0262 781 581,Bucatar-Sef
5601210264095,1963-10-10,0786 863 083,Designer Pagini Web (Studii Medii)
5460302425571,1939-12-27,0734 013 238,Sef Formatie
1050305224279,1969-12-20,0738 509 153,Sef Serviciu Marketing
5080405228951,2018-12-25,0234 983 865,Curier
3050309339266,1965-08-13,0740 287 315,Registrator Carte Funciara
5740413235128,1966-06-06,0260 047 677,Mediaplanner
8950819342738,1932-03-13,0251 517 909,Asistent De Cercetare In Instalatii
5240226363141,1914-01-20,0250 809 396,Parasutist Incercator
6690819418096,2000-08-03,0243 178 435,Editor Imagine
8240909063162,1925-05-11,0754 357 887,Designer Floral
8230905405671,2023-06-21,0242 310 462,Operator Ghiseu Birouri De Schimb
7171015248608,1986-06-28,0248 844 905,Instrumentist Muzicant
5960306103580,2018-06-21,0757 213 638,Ofiter Control Doping
6700908155916,1942-12-06,0724 432 095,Specialist In Dezvoltare Organizationala
7670507446696,1983-02-05,021 844 9338,Revizor Vamal
3430406254042,2013-10-29,0269 476 255,Pilot De Port Maritim Aspirant/Pilot De Dunare Aspirant
4120209392304,1920-07-03,0747 109 385,Consilier De Justitie
2120401214809,1967-08-27,0769 884 651,Cercetator In Medicina Stomatologica
3591110273007,1973-08-02,0256 454 236,Asistent De Cercetare In Tehnologie Si Echipamente Neconventionale
3750127205847,1929-09-08,0241 539 807,Bijutier Metale Comune
2511231458422,1964-12-05,0259 623 949,Saltelar
1110703032102,1931-07-21,0770 839 695,Operator Extractie Titei In Subteran
8750303381291,1991-10-04,0767 230 810,Imprimator Serigraf
7370613353457,2014-04-20,0757 213 760,Tehnician Petrolist Chimie Industriala
8691222419206,2019-02-17,0733 466 698,Sufleur Teatru
5060627352831,1919-07-16,0756 826 920,Tipograf Flexograf
7141116343269,1949-03-04,0727 958 315,Sef Agentie Bancara
2111201067751,1915-10-04,0750 252 498,Culegator Manual (Zetar)
3480507349791,1986-07-21,0269 945 896,Cercetator In Medicina Generala
6390830381601,2014-11-25,0734 188 041,Psiholog In Specialitatea Psihologia Muncii Si Organizationala
8700327187719,2020-01-12,0729 912 680,"Finisor Hartie, Carton, Mucava"
4530919214713,1920-02-01,0243 490 960,Cercetator In Centrale Nuclearoelectrice
3121019400016,2010-09-13,0759 455 564,Director De Popas Turistic
4051120156761,1955-09-03,0723 165 335,Inginer Pilot De Incercare
3030628014958,1917-04-11,0268 826 549,Operator Instalatii Imbuteliere Gaz Petrol Lichefiat
1670707307455,1968-04-10,0742 208 611,"Sef Birou Exploatare, Coordonare Presa"
6280804301005,1945-06-04,0235 252 246,Cercetator In Constructii De Masini Agricole
5240224023637,1924-06-16,0734 519 083,Operator Prestatii Sociale
4560809227113,1932-02-10,0723 036 401,Lucrator Operativ Pentru Autocompactoare
5090127014871,1989-12-21,0260 371 626,Sef Statie Epurare Ape Reziduale
7130227420266,1943-09-06,0264 363 045,Consilier Farmacolog
8690217362026,1923-09-06,021 615 1563,Sanfrenator
8361201404819,1934-12-03,0269 416 592,Operator La Fabricarea Sticlei
2580502428395,1942-01-22,0745 290 071,Redactor Prezentator De Televiziune
6880726282546,2004-05-10,0759 323 241,Manager De Zona
6200925323785,1940-01-11,021 740 9203,Curier Diplomatic
3380827319509,1936-03-19,0727 059 627,Sef Laborator Control Tehnic De Calitate A Combustibilului Nuclear
7281007150889,1990-01-15,0727 813 139,Consilier Microbiolog
3210115388331,1962-09-09,0741 391 038,Proiectant Inginer Celuloza Si Hartie
4960330056586,1962-11-03,0768 247 001,Prelucrator Mecanic Metale Pretioase
5120719076720,2021-01-26,0252 746 839,Tocatorist-Defibratorist
2240404420446,1942-03-02,0785 823 461,Controlor Calitate Dupa Efectuarea Probelor La Armament Si Munitie
1910215042429,1990-07-28,0269 854 519,Operator La Prepararea Talpii De Incaltaminte Din Fibre
5880605214646,1995-02-06,0741 378 500,Forjor Manual
7940218085400,1936-10-09,0266 979 561,Ofiter Control Doping
6050314518813,1920-07-19,021 992 6336,Dresor
1080427144417,1945-04-02,0258 845 782,Asistent De Cercetare In Stiinta Materialelor
1080917228361,1944-09-13,0244 794 929,Expert Conformitate
6131116158645,1909-02-16,0743 029 290,Pilot Parasutism Incercator
3880121103931,1997-05-07,0241 926 179,Galvanizator
7550607440178,1940-04-03,0722 963 607,"Consilier Inginer Textile, Pielarie"
5450204218881,1946-08-30,0756 620 097,Operator La Fabricarea Biscuitilor
8330630423785,1959-01-26,0745 333 615,Vacar
2140604357594,2013-09-10,0231 729 969,Sef Statie Uscare-Conditionare Cereale
2540120097423,2009-03-07,0248 750 033,Evaluator Si Auditor De Mediu
5610417149945,1993-02-03,0234 502 101,Istoriograf
7650202046891,1953-03-04,0739 941 014,Analist Armonizare Legislativa
4670422036234,2022-06-09,0726 354 950,Finisor Laminate Si Trefilate
7040931238329,1966-09-30,0265 903 207,Cercetator In Calculatoare
8070120092921,1982-11-07,0755 195 154,Comisioner
7520710388666,1928-05-08,0785 458 174,Cuptorar Produse Abrazive
7520609218498,1938-02-09,0242 581 819,"Dispecer Centrala, Hidrocentru, Cascada, Dispecerate Teritoriale"
8080111454629,2004-06-14,0740 014 397,Sef De Sala Restaurant
5460313175101,1958-04-08,0732 841 902,"Laminator, Presator Tevi Plumb"
1110517418384,2007-10-23,0749 666 112,Preot
5770221330112,1936-04-30,0771 788 789,Operator La Fermentarea Tutunului Si Fabricarea Produselor Din Tutun
2780318142237,1909-11-05,0269 407 751,Lucrator In Procesarea De Fructe De Padure Si Ciuperci De Padure
2880130055938,1936-07-06,0766 508 643,Masinist La Confectionarea Tuburilor De Aluminiu
7180311323569,1998-08-16,0250 044 716,Supraveghetor Muzeu
1351114068773,1984-04-20,0754 334 960,Realizator Emisiuni Rtv
3920222026404,1941-07-01,0767 031 877,"Tehnician/Tehnician Responsabil Afacere, Metode Pregatire De Industrializare"
5141102376354,2008-03-12,0240 090 818,Masinist La Confectionarea Spetelor Si Spiralelor
5210515191915,1908-07-10,0242 698 749,Dealer
4230320302591,1939-11-18,0742 030 286,Oier Montan
1800231218641,1990-06-20,0739 985 787,Constructor-Montator De Structuri Metalice
2690602058671,1943-04-21,0257 060 564,Agent Transporturi
7461004319365,2021-07-13,0739 117 323,Operator Procesare Text Si Imagine
4710209149168,2003-01-22,0761 020 163,Operator La Masina De Tampografiat
2080831300521,1927-04-25,0748 792 470,Electrician Constructor Pentru Probe Si Incercari Functionale
6570913285863,2010-06-22,0757 250 382,Psiholog In Specialitatea Psihologie Judiciara 
7910420277752,2010-09-07,0232 861 138,Sef Compartiment Pentru Prevenire
2860815097676,1964-09-14,0753 680 505,Presedinte Academie
7180512110532,1955-02-22,0252 718 524,Sef Oficiu Cadastru
6690806147371,1921-11-24,0235 726 808,Bibliotecar (Studii Superioare)
1201105014851,2012-12-07,0239 417 716,Operator Mase Plastice
8821031279009,1917-09-20,0236 338 076,Sef Grupa Interventie
5770811273784,2005-11-09,0752 967 209,Tehnician Pedolog
1900822196460,1909-08-25,0730 078 184,Sef Atelier Presa
6180106056983,2003-04-11,0744 235 764,Electrician Exploatare Retele Electrice
1780216154640,1997-04-02,0739 491 065,Psihopedagog
3250311417138,1979-12-17,0260 540 847,Maistru Instalator In Constructii
7960528186338,1929-03-23,0252 046 022,Intendent
3120914438774,1950-10-30,0722 947 273,Inginer De Cercetare In Petrol (Extractie-Prospectiune)
6320627057219,2023-12-09,0257 089 103,Ajutor Bucatar
7270317348401,1967-07-23,0239 507 510,Subinginer Proiectant Mecanic
7600503341424,1960-02-26,0786 266 296,Maistru Montaj
5350630108082,2016-09-12,0260 698 702,Tehnician Devizier
5130720317342,1938-11-12,0732 554 191,Concert Maestru
3610912080215,1972-03-10,0231 841 543,Sofer Autosanitara
3431226201151,2012-03-07,0242 125 493,Instructor-Educator Pentru Activitati De Resocializare
5261207344586,1959-03-14,0735 763 260,Snuruitor Jaqard
7011207287420,1949-10-25,0764 993 193,Agricultor Pentru Culturi De Camp Ecologice
4070308312168,1958-07-13,0262 668 630,Inginer Proiectant Comunicatii
6960910205629,1969-09-30,0249 455 212,Tehnician-Operator La Roboti Industriali
5400930413971,1984-10-26,0267 327 904,Expert In Securitate Si Sanatate In Munca
7260302327125,1947-10-07,0786 401 569,Tehnician Machetist
1171208193124,2022-10-04,0759 451 115,"Vicepresedinte (La Inalta Curte De Casatie Si Justitie, Curtea De Apel, Tribunale Si Judecatorii"
5570328296569,1970-09-30,0233 323 379,Turnator Ornamentalist
7120431149376,2005-04-03,0751 179 374,Consultant Fiscal
3881110270512,1938-05-09,0763 166 710,Asistent De Cercetare In Prelucrari Plastice Si Tratamente Termice
4640216020854,1996-09-25,0237 308 734,Administrator Public
6800204402547,1998-11-13,0766 595 188,Psiholog In Specialitatea Psihologie Clinica
1160322449316,1965-08-19,0269 515 659,"Inginer-Sef Intreprinderi De Reparatii Obiecte De Uz Casnic, Curatatorii Si Alte Servicii Pentru Populatie"
8820909105468,1994-01-09,0771 942 248,Picher
6730614304886,1962-12-18,0256 855 408,Sef Catedra
5570213055320,1910-01-22,0242 747 832,Compresorist
1760224170633,2005-08-07,0721 583 505,Instalator Pentru Sisteme Fotovoltaice Solare
4861212375473,1912-05-07,0734 970 217,Consilier Inginer Prelucrarea Sticlei Si Ceramicii
3721004116060,1952-01-12,0262 993 894,Sef Birou/Serviciu Relatii Internationale
8680919155204,1943-05-16,0762 417 372,Artist Liric
2270412339773,1925-08-17,0764 352 241,Tehnician Agronom 
1370416394378,1980-03-13,0752 923 713,Biochimist
4141225087609,1977-05-30,0740 706 615,Cercetator In Tehnologia Compusilor Macromoleculari
6901005300592,1910-07-18,0762 658 208,Subinginer Iluminat Tehnologic
7340110222601,1951-11-01,0235 405 524,Muncitor Necalificat La Ambalarea Produselor Solide Si Semisolide
4210421172823,1971-02-26,0748 128 951,Camionagiu
4460602050559,1984-08-06,0239 192 747,Tehnician Zootehnist 
3390618418294,1948-01-22,0255 409 778,Chimist
3480731104881,1908-07-03,0780 674 712,Medic Veterinar
8860120342639,1975-11-26,0729 203 651,Sef Oficiu Zonal Posta
4220703169742,1930-10-30,0235 168 529,Masinist La Lame De Masini Pentru Automate Aschietoare
4960825179122,1967-03-22,0258 080 149,Conductor De Instalatii
6440814218487,1937-10-04,0243 679 332,Electrician Constructor Montator Aparataj Si Cabluri De Joasa Tensiune
7020925167614,2007-10-21,0249 856 449,Maistru Presator Metale
1570311392775,2019-11-08,0731 737 109,Oficiant Medical
1090609178821,1947-05-31,0727 423 917,Inspector De Specialitate Inginer Petrochimist
2311119057726,1993-10-28,0739 604 127,Confectioner Placi Izolatoare
4091213082945,1977-12-08,0247 857 727,Subinginer Reglaje Subansamble
4900318064151,2017-05-28,0259 854 568,Director De Departament Catering
4980107328102,1971-12-02,0724 709 803,Operator La Fabricarea Nutreturilor Combinate
6660107035205,1939-05-31,0739 791 629,Tehnician In Securitate Si Sanatate In Munca
3950608208191,1927-05-13,0722 131 186,Lector Presa/Editura
2581102059741,1996-12-05,0247 486 817,Comentator Publicist
2421208060878,1933-03-12,0262 097 479,"Pilot De Mare Larga, Pilot De Port Maritim"
8971113256223,1941-03-21,0232 226 263,Desenator
8060513036965,2011-10-10,0724 029 804,"Probator Hidraulic Cazane, Tevi, Recipiente"
5340323358508,1910-09-12,0765 287 668,Expert Inginer Industria Alimentara
1310205461733,1912-08-18,0731 427 600,Mangalizator
3490911067483,1913-10-07,0772 531 238,Operator Confectii Imbracaminte Din Piele Si Inlocuitori
1810906144802,1990-10-20,0269 682 656,Instalator Instalatii Tehnico-Sanitare Si De Gaze
2311104080558,1968-07-30,0269 704 691,"Confectioner Stampile De Cauciuc, Metal, Facsimile"
2141102170922,1944-06-14,0232 155 639,Agent Maritim
8780105283259,1963-03-06,0721 846 106,Lucrator Sortator Deseuri Reciclabile
6780813384636,1994-07-14,0238 076 388,"Inspector Specialitate Inginer Textile, Pielarie"
6060230468991,1991-04-08,0724 068 550,Actuar
5060701060221,2005-04-16,0751 353 553,Specialist In Relatii Publice
6821026259801,1968-10-13,0254 021 972,Referent De Specialitate Forta De Munca Si Somaj
5190217271265,2013-04-06,0730 748 012,Specialist Incercari Componente Vehicule/Grup Motopropulsor/Optimizare Energetica/Sisteme De Masurare
1000701292631,2005-09-08,0731 772 065,Asistent De Cercetare In Geologie Petroliera
4770730329735,2012-04-29,0232 880 360,"Electromecanic Telegrafie, Telefonie"
4281204395185,2009-05-11,0727 421 642,Paznic
5530523438278,1994-08-23,0241 347 952,Maestru Corepetitor
3890314437141,2010-02-23,0737 399 883,Tehnician In Industria Celulozei Si Hartiei
5270814457821,1985-01-05,0737 236 159,Expert Prevenire Si Combatere A Coruptiei
5500902234497,1962-05-21,0269 963 318,Agent Ocupare
7781122525852,1996-07-25,0267 425 252,Referent De Specialitate Biolog
8800402202033,1990-06-11,0772 886 482,Administrator Cont
7941121053740,1981-11-02,0729 158 454,Designer Grafica (Studii Superioare)
8480201316489,2022-01-13,021 479 7688,Agent Veterinar
7170907115886,1977-06-09,0764 346 088,Topitor Aliaje Tipografie
5770805425137,2006-06-14,0733 804 175,Telefonist-Sef
8830423252291,1974-09-14,0760 062 485,Rihtuitor Confectii
5710917116661,1923-07-19,0771 041 699,Distilator Rachiuri Naturale
3990912104571,1968-01-11,0733 232 599,"Confectioner Stampile De Cauciuc, Metal, Facsimile"
6170126102119,1957-08-06,0234 935 799,Agent Transport Valori
8170429453308,1960-11-19,0264 737 340,Crescator De Melci
2011127424779,1955-03-19,0785 691 675,Galvanotipist
2730409031110,1953-06-04,021 817 1205,Manager Relatii Cu Clientii Bancii/Societate De Leasing
6970506204234,1913-07-25,0267 972 326,Specialist Prestatii Vehicule
8410229255014,1915-12-04,0729 613 212,Expert Evaluator De Active Financiare
8151211407878,1910-10-16,0747 997 341,Dresor
5910705378150,1962-07-03,0763 564 805,Capelan
1741011014599,1981-10-14,0238 189 014,Smantanitor
7610716311077,1935-02-22,0260 972 914,Sondor La Foraj Manual
2231214028179,1987-04-09,021 798 1712,Agent Politie Comunitara
8590331390915,1932-05-28,0239 560 564,Consultant Cameral
2020221221509,1912-12-17,0761 591 397,Operator Sculuitor
6411007059120,1985-09-24,0259 195 544,Fasonator Produse Din Azbociment
4750406196160,1964-10-02,0758 249 059,Inspector General Scolar
8281222036887,1943-08-18,0721 829 375,Inspector De Securitate
4030622135700,1946-04-23,0761 462 051,Operator Imagine
8981028529769,1969-12-05,0722 972 301,Asistent De Cercetare In Silvicultura
4550219085283,2007-02-13,0732 516 747,Hidrometeorolog-Sef
6290429526989,1988-06-25,0251 393 121,Preparator Vermut
6260803074498,1916-10-29,0752 730 036,Tehnician In Industria Sticlei Si Ceramicii
7990510130098,2003-11-24,0769 480 530,Electromecanic Electroalimentare
8240521033181,2023-11-22,0770 764 269,Tehnician In Serologie
8760818306608,1939-04-03,0241 968 024,Presator Piese Din Pulberi Metalice
8280521117122,2019-04-24,0765 054 645,"Operator In Verificarea, Intretinerea Si Repararea Instalatiilor Speciale De Prevenire A Incendiilor"
7180614412926,1980-03-14,0788 552 052,Agent De Securitate Aeroportuara
3720212114960,1946-03-07,0258 315 636,Inginer Masini Hidraulice Si Pneumatice
3451009159478,1911-06-13,0754 512 972,Dietetician
4760405529611,1940-05-24,0749 903 019,Crosetor
1430823445461,2021-07-12,0780 154 389,Pregatitor Piese Incaltaminte
6431111069880,1979-05-07,0744 144 254,Inspector Protectie Civila
3270312077431,1976-12-05,0762 891 346,Muzeograf
1490923337482,1981-03-04,0254 360 316,Sef Birou Radiotelecomunicatii
5170126469563,1933-01-26,0711 998 266,Supervizor Geolog Si Foraj
8620826399159,1992-11-12,0784 767 023,Preparator Electrolit Si Amestec Depolarizator
8060529010451,2012-12-20,0258 484 577,Vicar
8640619195429,2023-03-27,0727 606 614,Manager Securitate Instalatii Industria Prelucratoare
4970118185461,2015-07-12,0266 541 113,"Montator, Reglor Si Depanator De Aparate Si Echipamente Electronice"
3510509105205,1979-12-31,0759 403 084,Stewardesa
7791221313368,2001-09-17,0731 876 029,Operator Pregatire Incercari Vehicule
6000605514127,1917-01-18,0745 593 826,"Sef Tura Protectia Navigatiei Aeriene (Comunicatii, Navigatie, Supraveghere)"
5531227134294,1997-05-09,0255 427 333,Etaloner
4500131032235,1990-01-14,0255 634 522,Talpuitor Industrial
6470625250356,1964-10-03,0256 260 045,Tehnician Economist
8790303153308,1992-09-27,0732 458 298,Manager Al Sistemelor De Management Al Calitatii
8610821346710,2006-05-16,0785 751 086,Sef Tura Exploatare In Centre Sau Oficii De Calcul
