,Unnamed: 0,personal_number,birthdate,address,phone_number
8122,8122,*****MASKED*****,1993-03-10,"Strada Dima, Tecuci, 494840",0770711128
8123,8123,*****MASKED*****,2022-03-13,"Drumul Stănescu, Deta, 475436",0730295928
8124,8124,*****MASKED*****,1908-08-21,"Strada Cristea, Dragalina, 751332",0235702560
8125,8125,*****MASKED*****,2005-06-19,"Bulevardul Popa Nr. 75 Bl. 40  Sc. 77 Ap. 834, Agnita, 162533",0236048766
8126,8126,*****MASKED*****,1944-01-19,"Intrarea Gheorghiu Nr. 322, Pucioasa, 789826",0722295514
8127,8127,*****MASKED*****,1965-11-26,"Drumul Bucur Albu, Otopeni, 882009",0772167294
8128,8128,*****MASKED*****,1986-02-11,"Drumul Ivona Stancu Nr. 45 Bl. 54  Sc. 15 Ap. 375, Pascani, 755462",0749088298
8129,8129,*****MASKED*****,1951-07-31,"Drumul Ioniță Nr. 17, Dej, 319574",0236129121
8130,8130,*****MASKED*****,1934-04-29,"Aleea Gheorghiu Nr. 728, Homocea, 226764",0761653576
8131,8131,*****MASKED*****,1934-12-02,"Bulevardul Gheorghiu Nr. 32 Bl. 16  Sc. 26 Ap. 317, Ocna Mures, 500756",0246473074
8132,8132,*****MASKED*****,1965-07-10,"Strada Traian Gheorghiu, Segarcea, 146017",0757983579
8133,8133,*****MASKED*****,1977-12-08,"Soseaua Pușcașu Nr. 944 Bl. 82  Sc. 92 Ap. 974, Simleu Silvaniei, 282929",0766440452
8134,8134,*****MASKED*****,1976-04-04,"Bulevardul Marin, Sancraiu de Mures, 928499",0260752697
8135,8135,*****MASKED*****,1923-10-19,"Intrarea Niță Nr. 42, Bistrita, 395827",0768880741
8136,8136,*****MASKED*****,1920-02-16,"Bulevardul Manole, Bocsa, 962592",0758380797
8137,8137,*****MASKED*****,1912-09-22,"Soseaua Diaconescu, Strehaia, 417456",0745718430
8138,8138,*****MASKED*****,1994-03-28,"Intrarea Dobre Nr. 130, Ocna Mures, 903724",0728157336
8139,8139,*****MASKED*****,1960-12-01,"Aleea Stan Nr. 26, Pitesti, 768763",0772958121
8140,8140,*****MASKED*****,2020-09-10,"Intrarea Toma Nr. 257 Bl. 64  Sc. 43 Ap. 259, Drobeta-Turnu Severin, 471575",0239420755
8141,8141,*****MASKED*****,1979-11-24,"Bulevardul Tabacu Nr. 654 Bl. 87  Sc. 18 Ap. 383, Moreni, 502186",0266875990
8142,8142,*****MASKED*****,1957-11-25,"Soseaua Marin Nr. 726, Valu lui Traian, 929356",0730118243
8143,8143,*****MASKED*****,1919-08-02,"Aleea Tabacu Nr. 89 Bl. 10  Sc. 58 Ap. 874, Amara, 344650",0756992087
8144,8144,*****MASKED*****,1961-08-10,"Bulevardul Cantemir Preda, Moldova Veche, 453788",0267862060
8145,8145,*****MASKED*****,1920-07-20,"Soseaua Semenica Voinea, Bumbesti-Jiu, 959097",0728751581
8146,8146,*****MASKED*****,1957-01-14,"Bulevardul Aanei Nr. 480 Bl. 51  Sc. 98 Ap. 792, Deva, 724118",0763021021
8147,8147,*****MASKED*****,1994-05-08,"Strada Aanei, Zimnicea, 128514",0255137626
8148,8148,*****MASKED*****,1908-05-06,"Strada Cecilia Eftimie Nr. 750, Curtea de Arges, 789571",0767498601
8149,8149,*****MASKED*****,2015-03-12,"Intrarea Romanița Ioniță, Borsa, 464525",0749821045
8150,8150,*****MASKED*****,1916-05-26,"Aleea Albu Nr. 346 Bl. 10  Sc. 61 Ap. 505, Breaza de Sus, 378723",0758783596
8151,8151,*****MASKED*****,1971-11-13,"Aleea Corvin Niță, Baicoi, 423417",0259119275
8152,8152,*****MASKED*****,1921-02-17,"Soseaua Fabian Nistor Nr. 64, Poienile de sub Munte, 927683",0746912624
8153,8153,*****MASKED*****,1938-04-20,"Intrarea Oprea, Otopeni, 126780",0236975830
8154,8154,*****MASKED*****,2011-03-27,"Drumul Victor Preda Nr. 62, Arad, 800455",0786991868
8155,8155,*****MASKED*****,1982-12-31,"Soseaua Frederic Voinea Nr. 96 Bl. 19  Sc. 17 Ap. 637, Poienile de sub Munte, 329164",0756901101
8156,8156,*****MASKED*****,1927-09-19,"Intrarea Nicolae Nemeș Nr. 30 Bl. 18  Sc. 18 Ap. 737, Giroc, 786761",0785967092
8157,8157,*****MASKED*****,1998-02-04,"Aleea Oprea Nr. 47, Sebis, 773325",0736058667
8158,8158,*****MASKED*****,1976-07-19,"Aleea Albu Nr. 587, Bocsa, 481317",0257430813
8159,8159,*****MASKED*****,1964-06-27,"Strada Nidia Tudor Nr. 70, Homocea, 168493",0248442262
8160,8160,*****MASKED*****,1978-03-22,"Aleea Popa Nr. 412 Bl. 55  Sc. 65 Ap. 816, Savinesti, 595076",0723454971
8161,8161,*****MASKED*****,1994-12-07,"Soseaua Dora Dobre Nr. 49 Bl. 45  Sc. 50 Ap. 494, Sannicolau Mare, 918922",0752162944
8162,8162,*****MASKED*****,1983-03-23,"Intrarea Mazilescu, Alexandria, 225003",0784502104
8163,8163,*****MASKED*****,1985-09-07,"Bulevardul Popescu Nr. 792, Barlad, 690739",0247718745
8164,8164,*****MASKED*****,1917-11-11,"Bulevardul Dinu Nr. 338 Bl. 10  Sc. 23 Ap. 561, Oltenita, 958896",0727026561
8165,8165,*****MASKED*****,1958-10-06,"Intrarea Ionescu, Giarmata, 469669",0233987235
8166,8166,*****MASKED*****,1999-04-07,"Drumul Ardelean Nr. 74, Savinesti (Poiana Teiului), 538148",0245948012
8167,8167,*****MASKED*****,2023-02-24,"Strada Marin, Deta, 485846",0760319966
8168,8168,*****MASKED*****,2013-04-25,"Drumul Aanei, Feldru, 400446",0244353537
8169,8169,*****MASKED*****,2019-03-06,"Strada Stancu Nr. 88, Agnita, 414277",0742394318
8170,8170,*****MASKED*****,2013-06-26,"Intrarea Stan Nr. 88, Valu lui Traian, 313137",0251046823
8171,8171,*****MASKED*****,1931-12-29,"Drumul Dinu Nr. 405, Rodna, 927779",0238356344
8172,8172,*****MASKED*****,2022-02-25,"Aleea Diaconu Nr. 48, Lipova, 167467",0744089067
8173,8173,*****MASKED*****,1918-03-30,"Bulevardul Mioara Stan Nr. 30, Cudalbi, 466408",0740242541
8174,8174,*****MASKED*****,1970-06-21,"Drumul Ababei Nr. 152, Jibou, 543573",0725766438
8175,8175,*****MASKED*****,1911-08-04,"Drumul Gheorghe Dumitrescu Nr. 20 Bl. 31  Sc. 86 Ap. 171, Dragalina, 661329",0740337735
8176,8176,*****MASKED*****,1918-10-22,"Drumul Popescu Nr. 25, Tarnaveni, 820798",0261889610
8177,8177,*****MASKED*****,2005-11-04,"Soseaua Ștefan Tudor Nr. 35 Bl. 85  Sc. 57 Ap. 284, Tulcea, 993814",0769697761
8178,8178,*****MASKED*****,1979-04-10,"Aleea Preda Nr. 713 Bl. 37  Sc. 37 Ap. 105, Moreni, 245330",0754680271
8179,8179,*****MASKED*****,2009-08-25,"Intrarea Venera Marin Nr. 91 Bl. 81  Sc. 32 Ap. 418, Suceava, 948161",0737872976
8180,8180,*****MASKED*****,1925-12-17,"Bulevardul Tomescu Nr. 972 Bl. 48  Sc. 99 Ap. 474, Modelu, 737982",0785996562
8181,8181,*****MASKED*****,1934-12-15,"Bulevardul Nemeș, Comanesti, 479754",0756434499
8182,8182,*****MASKED*****,1925-04-01,"Strada Niță Nr. 444 Bl. 77  Sc. 33 Ap. 895, Titu, 332875",0255180517
8183,8183,*****MASKED*****,1910-09-20,"Bulevardul Paraschiva Eftimie, Ramnicu Sarat, 179859",0232897367
8184,8184,*****MASKED*****,1948-11-13,"Bulevardul Claudiu Eftimie, Pancota, 720212",0241160041
8185,8185,*****MASKED*****,2010-05-11,"Aleea Florina Pușcașu, Filiasi, 150607",0755369429
8186,8186,*****MASKED*****,1933-08-05,"Bulevardul Dima Nr. 88, Buzau, 192329",0746251775
8187,8187,*****MASKED*****,1986-03-04,"Soseaua Mocanu Nr. 881 Bl. 71  Sc. 87 Ap. 150, Rovinari, 219547",0765940325
8188,8188,*****MASKED*****,2008-12-16,"Strada Veta Aanei Nr. 21 Bl. 83  Sc. 97 Ap. 178, Falticeni, 595169",0785907983
8189,8189,*****MASKED*****,1937-06-18,"Drumul Oprea Nr. 157 Bl. 35  Sc. 95 Ap. 667, Campulung Moldovenesc, 619996",0263204884
8190,8190,*****MASKED*****,1965-09-27,"Strada Tomescu Nr. 79 Bl. 88  Sc. 57 Ap. 962, Tuzla, 418819",0786170325
8191,8191,*****MASKED*****,2008-02-01,"Soseaua Marina Cristea Nr. 376 Bl. 82  Sc. 72 Ap. 859, Sancraiu de Mures, 966380",0736922918
8192,8192,*****MASKED*****,1977-02-12,"Bulevardul Suciu Nr. 83, Calarasi, 626030",0745426687
8193,8193,*****MASKED*****,1934-03-29,"Aleea Silvian Florea, Peretu, 778480",0745557522
8194,8194,*****MASKED*****,1977-12-04,"Intrarea Mazilescu, Amara, 603766",0747476631
8195,8195,*****MASKED*****,1936-05-09,"Intrarea Aurică Tudor Nr. 74 Bl. 26  Sc. 43 Ap. 256, Ploiesti, 170519",0232176114
8196,8196,*****MASKED*****,2006-07-28,"Strada Popescu, Dobroesti, 177628",0256935815
8197,8197,*****MASKED*****,1936-11-16,"Intrarea Suciu Nr. 953, Moisei, 660750",0742852798
8198,8198,*****MASKED*****,1945-08-27,"Intrarea Pop Nr. 749, Dorohoi, 203863",0733175270
8199,8199,*****MASKED*****,2007-06-15,"Aleea Diaconescu Nr. 925, Targu Frumos, 199987",0788425676
8200,8200,*****MASKED*****,1974-03-05,"Drumul Tomescu Nr. 420, Onesti, 333863",0760311741
8201,8201,*****MASKED*****,1920-03-15,"Aleea Toma, Rosiori de Vede, 918997",0268849380
8202,8202,*****MASKED*****,2019-03-15,"Drumul Niță Nr. 440 Bl. 44  Sc. 91 Ap. 175, Stei, 290765",0765190575
8203,8203,*****MASKED*****,1987-01-27,"Intrarea Eftimie Nr. 68, Vlahita, 975591",0733709062
8204,8204,*****MASKED*****,2009-12-11,"Intrarea Ioniță Nr. 628 Bl. 14  Sc. 82 Ap. 222, Marginea, 665367",0261130679
8205,8205,*****MASKED*****,2019-06-22,"Drumul Preda Nr. 27 Bl. 51  Sc. 40 Ap. 669, Targu Frumos, 558254",0249891389
8206,8206,*****MASKED*****,1927-10-19,"Bulevardul Suciu, Tulcea, 524308",0746947204
8207,8207,*****MASKED*****,1918-06-13,"Drumul Iosefina Nistor Nr. 727, Gherla, 582725",0740027003
8208,8208,*****MASKED*****,1976-12-07,"Intrarea Cristina Voinea Nr. 950, Lugoj, 380538",0751017039
8209,8209,*****MASKED*****,1962-02-07,"Soseaua Suciu, Chitila, 148697",0241945532
8210,8210,*****MASKED*****,2022-04-08,"Soseaua Niță Nr. 556, Stei, 869181",0772812196
8211,8211,*****MASKED*****,1964-02-18,"Strada Diaconescu, Alesd, 462733",0756482146
8212,8212,*****MASKED*****,1942-01-01,"Intrarea Diaconescu Nr. 269, Breaza de Sus, 813620",0258078723
8213,8213,*****MASKED*****,1941-02-16,"Intrarea Nistor, Brad, 397017",0765265384
8214,8214,*****MASKED*****,1953-02-12,"Drumul Aanei, Roman, 243946",0237053472
8215,8215,*****MASKED*****,1947-03-24,"Aleea Noemi Stănescu Nr. 759, Siria, 234115",0755036159
8216,8216,*****MASKED*****,2000-06-24,"Soseaua Florea Nr. 157, Campina, 647890",0241613651
8217,8217,*****MASKED*****,2000-11-04,"Drumul Ardelean Nr. 14, Sannicolau Mare, 600649",0251721749
8218,8218,*****MASKED*****,1993-05-17,"Strada Cristea, Simeria, 530833",0734481934
8219,8219,*****MASKED*****,1938-11-02,"Drumul Florea, Focsani, 223681",0721848889
8220,8220,*****MASKED*****,1982-07-29,"Aleea Ene Nr. 34, Giroc, 376838",0720815387
8221,8221,*****MASKED*****,1977-02-14,"Aleea Stănescu Nr. 89, Zimnicea, 937886",0248580182
8222,8222,*****MASKED*****,1933-05-13,"Intrarea Ionescu Nr. 762, Medgidia, 606170",0737607381
8223,8223,*****MASKED*****,1995-03-23,"Strada Diaconescu Nr. 626 Bl. 74  Sc. 27 Ap. 302, Moreni, 524793",0730803949
8224,8224,*****MASKED*****,1989-12-26,"Bulevardul Dorian Ene Nr. 63, Dumbraveni, 840464",0729501898
8225,8225,*****MASKED*****,1915-01-10,"Aleea Ardelean, Comanesti, 210571",0766464488
8226,8226,*****MASKED*****,1992-08-05,"Bulevardul Cristea Nr. 95 Bl. 16  Sc. 96 Ap. 988, Lugoj, 486775",0731487447
8227,8227,*****MASKED*****,1972-01-30,"Strada Marin Nr. 410 Bl. 70  Sc. 90 Ap. 552, Breaza de Sus, 572646",0756451465
8228,8228,*****MASKED*****,1983-12-09,"Drumul Cristea Nr. 158, Valea Mare (Babeni), 111211",0788719931
8229,8229,*****MASKED*****,2008-07-03,"Intrarea Pompilia Ionescu Nr. 722 Bl. 59  Sc. 73 Ap. 732, Greci, 939484",0763787451
8230,8230,*****MASKED*****,1958-07-31,"Drumul Georgescu, Savinesti (Poiana Teiului), 989419",0732313030
8231,8231,*****MASKED*****,1953-03-19,"Aleea Barbu, Beclean, 932955",0756229208
8232,8232,*****MASKED*****,1937-01-30,"Bulevardul Adrian Gheorghiu, Copsa Mica, 914788",0722798271
8233,8233,*****MASKED*****,2021-08-12,"Bulevardul Nemeș, Giroc, 651274",0755832840
8234,8234,*****MASKED*****,1943-03-26,"Strada Oana Florea, Dragasani, 488646",0258120810
8235,8235,*****MASKED*****,1940-11-06,"Strada Gheorghiu, Intorsura Buzaului, 446559",0770918401
8236,8236,*****MASKED*****,1969-06-06,"Drumul Aanei Nr. 35 Bl. 65  Sc. 72 Ap. 910, Avrig, 975271",0752690918
8237,8237,*****MASKED*****,1936-12-29,"Strada Voinea Nr. 63, Diosig, 410496",0731215938
8238,8238,*****MASKED*****,1939-05-11,"Drumul Bianca Barbu Nr. 34 Bl. 32  Sc. 37 Ap. 820, Fagetel (Remetea), 136382",0252031660
8239,8239,*****MASKED*****,1966-09-21,"Aleea Nae Ene Nr. 496 Bl. 29  Sc. 66 Ap. 758, Valea Mare (Negresti), 930720",0767536313
8240,8240,*****MASKED*****,1996-02-11,"Soseaua Georgescu Nr. 212 Bl. 13  Sc. 29 Ap. 287, Prejmer, 357696",0254296204
8241,8241,*****MASKED*****,1917-07-02,"Soseaua Diaconescu Nr. 61, Vladimirescu, 763098",0744638621
8242,8242,*****MASKED*****,1974-04-29,"Soseaua Diaconescu Nr. 37, Negresti, 694123",0756330937
8243,8243,*****MASKED*****,2002-08-30,"Strada Cristea Nr. 897, Arbore, 693864",0749299917
8244,8244,*****MASKED*****,1985-11-09,"Intrarea Oprea, Tomesti, 249730",0241731976
8245,8245,*****MASKED*****,1974-10-06,"Bulevardul Dinu Nr. 204, Afumati, 497542",0732496175
8246,8246,*****MASKED*****,1976-06-19,"Aleea Amalia Florea Nr. 63, Campia Turzii, 286671",0253657231
8247,8247,*****MASKED*****,1951-07-08,"Soseaua Alberta Barbu Nr. 561 Bl. 58  Sc. 11 Ap. 960, Schela Cladovei, 860956",0758552700
8248,8248,*****MASKED*****,1916-07-09,"Drumul Tudor, Giurgiu, 408007",0759078735
8249,8249,*****MASKED*****,1968-08-03,"Strada Măriuca Dinu Nr. 475, Medgidia, 823007",0766510743
8250,8250,*****MASKED*****,1942-08-08,"Strada Lorena Nistor Nr. 98 Bl. 83  Sc. 35 Ap. 983, Orsova, 210669",0727754035
8251,8251,*****MASKED*****,1968-03-19,"Soseaua Dumitrescu Nr. 527, Mihail Kogalniceanu, 244783",0769022562
8252,8252,*****MASKED*****,1957-05-12,"Bulevardul Popescu Nr. 65, Ludus, 875125",0235668639
8253,8253,*****MASKED*****,1910-11-05,"Soseaua Oprea Nr. 82 Bl. 66  Sc. 32 Ap. 994, Dobroesti, 275111",0751871698
8254,8254,*****MASKED*****,1966-01-22,"Intrarea Mazilescu Nr. 642 Bl. 86  Sc. 58 Ap. 876, Radauti, 878977",0252919774
8255,8255,*****MASKED*****,1931-08-20,"Bulevardul Robertina Ababei Nr. 281, Comanesti, 540531",0772924903
8256,8256,*****MASKED*****,1941-03-10,"Strada Stănescu Nr. 15, Pogoanele, 102490",0757130515
8257,8257,*****MASKED*****,1937-07-24,"Intrarea Stancu Nr. 58, Baciu, 307532",0739896476
8258,8258,*****MASKED*****,2018-04-05,"Soseaua Stan Nr. 88 Bl. 86  Sc. 98 Ap. 454, Petrila, 564188",0732786173
8259,8259,*****MASKED*****,1979-06-19,"Drumul Ionescu Nr. 597 Bl. 29  Sc. 70 Ap. 531, Carei, 489402",0749047034
8260,8260,*****MASKED*****,1928-10-15,"Aleea Manuela Diaconescu Nr. 45, Marghita, 488056",0247760605
8261,8261,*****MASKED*****,1916-02-21,"Intrarea Ene, Santana, 100804",0711972591
8262,8262,*****MASKED*****,2022-04-12,"Soseaua Pop Nr. 742 Bl. 26  Sc. 12 Ap. 354, Alexandria, 108290",0725133603
8263,8263,*****MASKED*****,1993-05-11,"Intrarea Valentin Voinea Nr. 847 Bl. 16  Sc. 17 Ap. 601, Targoviste, 520562",0745101037
8264,8264,*****MASKED*****,1932-07-29,"Drumul Ionescu, Bailesti, 840246",0748493712
8265,8265,*****MASKED*****,1984-12-05,"Intrarea Luciana Ene Nr. 89 Bl. 80  Sc. 72 Ap. 719, Resita, 725132",0250564956
8266,8266,*****MASKED*****,1924-11-02,"Intrarea Toma, Calarasi, 677154",0750926828
8267,8267,*****MASKED*****,1954-07-07,"Drumul Ioniță, Tandarei, 246745",0748658502
8268,8268,*****MASKED*****,1910-03-20,"Intrarea Niță Nr. 37, Campia Turzii, 863742",0265186858
8269,8269,*****MASKED*****,2015-11-17,"Bulevardul Nistor Nr. 500 Bl. 95  Sc. 81 Ap. 794, Calafat, 832544",0726468972
8270,8270,*****MASKED*****,1916-05-30,"Drumul Suciu, Gherla, 690860",0238178144
8271,8271,*****MASKED*****,1942-12-29,"Aleea Diaconescu, Bolintin-Vale, 928033",0263754348
8272,8272,*****MASKED*****,1991-03-28,"Bulevardul Ernest Gheorghiu, Deva, 354997",0265882246
8273,8273,*****MASKED*****,1969-12-01,"Bulevardul Niță Nr. 93 Bl. 10  Sc. 95 Ap. 491, Lunca Cetatuii, 303316",0247579699
8274,8274,*****MASKED*****,1949-11-02,"Soseaua Antoaneta Ababei Nr. 129 Bl. 29  Sc. 23 Ap. 304, Valea Mare (Negresti), 806934",0770059808
8275,8275,*****MASKED*****,1913-05-11,"Soseaua Aristide Stan, Blaj, 246503",0765144105
8276,8276,*****MASKED*****,1957-03-26,"Drumul Suciu, Constanta, 890597",0248028165
8277,8277,*****MASKED*****,1985-04-16,"Bulevardul Atena Manole, Targu Frumos, 918134",0760146143
8278,8278,*****MASKED*****,1971-12-27,"Soseaua Aurică Gheorghiu Nr. 391, Radauti, 818164",0735224143
8279,8279,*****MASKED*****,2000-04-24,"Bulevardul Stănescu, Codlea, 352129",0741109520
8280,8280,*****MASKED*****,2000-11-08,"Aleea Fiona Dochioiu Nr. 98 Bl. 18  Sc. 75 Ap. 558, Peretu, 294392",0746608752
8281,8281,*****MASKED*****,2016-11-26,"Bulevardul Celia Stănescu, Voluntari, 728318",0239996945
8282,8282,*****MASKED*****,2023-05-08,"Aleea Ladislau Toma, Nasaud, 283649",0720699870
8283,8283,*****MASKED*****,1928-04-05,"Drumul Carmina Georgescu Nr. 51 Bl. 85  Sc. 29 Ap. 450, Constanta, 679409",0258352290
8284,8284,*****MASKED*****,2018-03-05,"Bulevardul Ababei Nr. 32, Tasnad, 104162",0263470698
8285,8285,*****MASKED*****,1976-03-05,"Intrarea Popa, Fagaras, 338512",0711714481
8286,8286,*****MASKED*****,2023-12-21,"Bulevardul Niță, Baraolt, 444785",0729384534
8287,8287,*****MASKED*****,1923-09-23,"Aleea Nemeș Nr. 490 Bl. 16  Sc. 67 Ap. 297, Stei, 426071",0239095346
8288,8288,*****MASKED*****,1972-03-12,"Bulevardul Crin Ioniță Nr. 913, Orsova, 648048",0245716613
8289,8289,*****MASKED*****,1916-05-12,"Strada Diaconescu Nr. 809, Homocea, 378234",0266709184
8290,8290,*****MASKED*****,2020-08-31,"Bulevardul Dorinel Nistor Nr. 66, Galati, 223831",0735019939
8291,8291,*****MASKED*****,1979-01-24,"Drumul Eftimie Nr. 876, Ianca, 878386",0240884792
8292,8292,*****MASKED*****,1983-10-15,"Strada Ardelean Nr. 35 Bl. 50  Sc. 10 Ap. 671, Uricani, 112480",0760828055
8293,8293,*****MASKED*****,1958-09-26,"Bulevardul Silviu Albu Nr. 32 Bl. 57  Sc. 33 Ap. 350, Segarcea, 566871",0749653173
8294,8294,*****MASKED*****,1998-04-17,"Soseaua Cristea Nr. 16 Bl. 21  Sc. 69 Ap. 522, Borsa, 564894",0747627227
8295,8295,*****MASKED*****,1985-01-19,"Intrarea Mazilescu Nr. 982, Sancraiu de Mures, 928041",0264815627
8296,8296,*****MASKED*****,1988-01-28,"Bulevardul Todor Popa Nr. 158, Bumbesti-Jiu, 202780",0743715838
8297,8297,*****MASKED*****,1981-09-28,"Aleea Tomescu Nr. 89 Bl. 41  Sc. 25 Ap. 237, Baraolt, 423008",0245578455
8298,8298,*****MASKED*****,1913-12-14,"Drumul Amza Manole Nr. 28 Bl. 14  Sc. 55 Ap. 872, Campia Turzii, 470467",0260358350
8299,8299,*****MASKED*****,1917-07-27,"Aleea Gheorghiu, Valea Mare (Babeni), 328294",0758658946
8300,8300,*****MASKED*****,1994-01-07,"Drumul Dorina Georgescu Nr. 272, Alba Iulia, 696363",0785636341
8301,8301,*****MASKED*****,1916-04-11,"Soseaua Dumitrescu Nr. 60 Bl. 12  Sc. 97 Ap. 301, Satu Mare, 466446",0268387849
8302,8302,*****MASKED*****,1942-03-23,"Drumul Nistor, Vlahita, 856808",0731450402
8303,8303,*****MASKED*****,2001-06-30,"Intrarea Achim Marin, Constanta, 657177",0237863413
8304,8304,*****MASKED*****,1930-08-10,"Soseaua Georgescu, Beius, 164739",0740308119
8305,8305,*****MASKED*****,2018-10-30,"Soseaua Diaconescu Nr. 940 Bl. 71  Sc. 18 Ap. 770, Cumpana, 891329",0263079471
8306,8306,*****MASKED*****,2012-06-27,"Aleea Crenguța Ababei, Turda, 336000",0768689102
8307,8307,*****MASKED*****,2018-07-12,"Intrarea Tabacu Nr. 908, Fundeni, 610878",0767900566
8308,8308,*****MASKED*****,1990-02-22,"Intrarea Alex Nistor Nr. 684 Bl. 62  Sc. 68 Ap. 221, Iasi, 212588",0723666144
8309,8309,*****MASKED*****,1939-02-24,"Soseaua Dochioiu Nr. 14, Cugir, 932462",0233232768
8310,8310,*****MASKED*****,1989-10-08,"Aleea Barbu Nr. 25, Nasaud, 797783",0251225799
8311,8311,*****MASKED*****,1911-01-28,"Bulevardul Eftimie Nr. 867 Bl. 67  Sc. 65 Ap. 462, Vicovu de Sus, 548389",0788582850
8312,8312,*****MASKED*****,1951-02-27,"Intrarea Ababei, Motatei, 603849",0786082524
8313,8313,*****MASKED*****,1978-09-17,"Bulevardul Barbu Nr. 756 Bl. 82  Sc. 94 Ap. 261, Campia Turzii, 264223",0728978700
8314,8314,*****MASKED*****,1979-01-18,"Soseaua Barbu Nr. 915 Bl. 56  Sc. 29 Ap. 396, Harsova, 745600",0758431778
8315,8315,*****MASKED*****,2009-06-09,"Soseaua Dochioiu, Valea Caselor (Dragasani), 934739",0788690259
8316,8316,*****MASKED*****,1914-02-14,"Drumul Tabacu, Negresti-Oas, 530312",0254351373
8317,8317,*****MASKED*****,2010-12-18,"Bulevardul Albu Nr. 22, Chitila, 579317",0740247055
8318,8318,*****MASKED*****,2023-07-11,"Aleea Nistor, Sacueni, 492457",0263577076
8319,8319,*****MASKED*****,1963-02-12,"Intrarea Popescu, Campia Turzii, 575833",0724104439
8320,8320,*****MASKED*****,2022-09-30,"Soseaua Tabacu, Orsova, 659649",0262680016
8321,8321,*****MASKED*****,1984-05-22,"Strada Dochioiu, Vicovu de Sus, 234573",0728644026
8322,8322,*****MASKED*****,1994-11-18,"Strada Antim Popescu Nr. 498 Bl. 27  Sc. 64 Ap. 393, Sfantu Gheorghe, 432695",0248293476
8323,8323,*****MASKED*****,1979-11-09,"Intrarea Ardelean Nr. 758, Dragalina, 538717",0742904938
8324,8324,*****MASKED*****,1943-12-30,"Drumul Zina Diaconescu Nr. 494 Bl. 47  Sc. 35 Ap. 295, Sandominic, 702841",0728302078
8325,8325,*****MASKED*****,1924-02-07,"Strada Dumitrescu Nr. 355 Bl. 89  Sc. 88 Ap. 743, Curtici, 649956",0234758312
8326,8326,*****MASKED*****,2001-12-06,"Soseaua Dinu Nr. 52, Strejnicu, 397115",0723372057
8327,8327,*****MASKED*****,1957-03-28,"Bulevardul Stoica Nr. 390 Bl. 94  Sc. 81 Ap. 796, Rasnov Romacril, 952989",0742362171
8328,8328,*****MASKED*****,1963-05-03,"Soseaua Oprea Nr. 20 Bl. 96  Sc. 58 Ap. 352, Dancu, 134877",0727908065
8329,8329,*****MASKED*****,2006-04-02,"Strada Emil Diaconescu Nr. 112, Bocsa, 248463",0754236850
8330,8330,*****MASKED*****,1985-06-03,"Aleea Nistor Nr. 948, Vaslui, 804737",0261642328
8331,8331,*****MASKED*****,1960-07-16,"Drumul Georgescu Nr. 138, Rovinari, 800365",0739982839
8332,8332,*****MASKED*****,1951-04-07,"Bulevardul Albu Nr. 743 Bl. 23  Sc. 36 Ap. 244, Buftea, 464787",0786399575
8333,8333,*****MASKED*****,1948-09-06,"Aleea Ene, Straja, 865608",0738242932
8334,8334,*****MASKED*****,1974-09-13,"Strada Mariana Dumitrescu, Amara, 238289",0240927958
8335,8335,*****MASKED*****,2010-11-07,"Aleea Floriana Oprea, Orsova, 502442",0754010675
8336,8336,*****MASKED*****,1995-08-13,"Drumul Nistor Nr. 75 Bl. 18  Sc. 87 Ap. 261, Sighisoara, 898922",0268609519
8337,8337,*****MASKED*****,1989-09-25,"Aleea Georgescu, Corund, 489470",0763956834
8338,8338,*****MASKED*****,2022-08-23,"Strada Haralambie Manole, Fetesti-Gara, 768805",0252224823
8339,8339,*****MASKED*****,1962-04-12,"Intrarea Pușcașu Nr. 348, Valea Mare (Negresti), 237076",0765844201
8340,8340,*****MASKED*****,1961-01-05,"Bulevardul Diaconescu, Prejmer, 989868",0254938245
8341,8341,*****MASKED*****,1915-05-15,"Drumul Oprea, Balotesti, 488785",0722667576
8342,8342,*****MASKED*****,1918-12-07,"Soseaua Mocanu, Cornetu, 802041",0740547467
8343,8343,*****MASKED*****,1915-08-22,"Drumul Toma, Santana, 831531",0724491781
8344,8344,*****MASKED*****,1935-06-25,"Intrarea Popescu, Jimbolia, 219348",0765647989
8345,8345,*****MASKED*****,1914-11-10,"Intrarea Toma Nr. 53 Bl. 55  Sc. 34 Ap. 232, Draganesti-Olt, 336711",0268800234
8346,8346,*****MASKED*****,1959-03-22,"Soseaua Teona Tomescu Nr. 27, Gilau, 416798",0767687920
8347,8347,*****MASKED*****,1947-06-28,"Drumul Ionescu, Buhusi, 253133",0723444980
8348,8348,*****MASKED*****,1916-07-25,"Soseaua Laurian Ionescu, Feldru, 145978",0743320147
8349,8349,*****MASKED*****,2002-03-31,"Bulevardul Gheorghiu Nr. 73, Rucar, 912503",0232776015
8350,8350,*****MASKED*****,1950-12-09,"Aleea Marin, Gherla, 982657",0760287598
8351,8351,*****MASKED*****,1933-04-30,"Strada Toma, Beius, 685630",0761578616
8352,8352,*****MASKED*****,1976-10-27,"Aleea Niță Nr. 12 Bl. 10  Sc. 36 Ap. 775, Pascani, 237853",0784331974
8353,8353,*****MASKED*****,1969-02-04,"Aleea Aanei, Apahida, 361292",0749913996
8354,8354,*****MASKED*****,1969-10-30,"Soseaua Petrișor Diaconu, Baia, 249783",0258547089
