first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,iban
Sonia,Pușcașu,1980310456285,1963-07-11,"Drumul Narcis Dima Nr. 964 Bl. 70  Sc. 17 Ap. 240, Sangeorgiu de Mures, 707831",Dâmbovița,0740 951 433,18:47:44:04:dd:ba,172.102.161.89,RO62HHZK6838695256990326
Radu,Suciu,6091223460944,1984-06-14,"Intrarea Anaida Ioniță Nr. 716, Ramnicu Sarat, 379125",București,0765 268 204,92:1b:19:4d:b3:35,106.235.120.242,RO79QTLT1037343368995079
Ionela,Florea,6290712340218,1949-05-08,"Strada Cristea Nr. 56, Sfantu Gheorghe, 970724",Constanța,0729 656 739,a1:6a:8d:3e:37:b7,11.171.34.154,RO82IAZW8643638756021977
Dalia,Aanei,3810410188950,2011-09-12,"Drumul Ardelean, Radauti, 425832",Hunedoara,0743 124 927,84:90:36:50:0f:8f,36.179.95.120,RO40IFPR8452726953577804
Diana,Eftimie,5910227439631,1996-08-25,"Soseaua Crina Tabacu, Tulcea, 172382",Olt,0244 352 430,b1:0b:b0:5f:73:aa,16.108.47.110,RO94GXQR4279130339612518
Nora,Ababei,5190212073100,1986-08-11,"Soseaua Visarion Georgescu Nr. 47, Bragadiru, 401616",Caraș Severin,0724 016 265,26:e2:61:0b:c5:d7,24.192.56.61,RO53JXMR3128327016832675
Eftimie,Stoica,6331206119235,1969-02-05,"Soseaua Tomescu, Poiana Mare, 852775",Brașov,0756 311 604,eb:36:90:f0:92:28,202.238.42.153,RO23RNNS9274777105891644
Nichifor,Oprea,1220821513376,1921-07-03,"Aleea Stan, Otopeni, 323267",Dâmbovița,0726 461 144,33:9b:8b:33:71:f1,79.123.61.144,RO59OLNO2682246065365259
Ilarion,Nistor,5941121158775,1984-05-17,"Intrarea Jenel Niță Nr. 60 Bl. 43  Sc. 65 Ap. 664, Jimbolia, 457374",Mehedinți,0252 921 212,e7:cc:c7:fd:44:83,180.99.46.177,RO08MHFU5241061290754097
Petrică,Dumitrescu,3301211273621,1954-07-09,"Drumul Ioniță, Borcea, 346579",Galați,0251 617 153,13:d0:ca:f9:7d:5a,185.190.138.131,RO71ERAY8994002147940223
Ghiță,Pop,4831006286754,2008-07-01,"Drumul Popa, Cumpana, 547288",Caraș Severin,0750 588 240,18:3a:38:69:98:53,72.178.173.121,RO95CNWB0114976386478016
Adrian,Ardelean,7740408524829,1976-11-20,"Strada Nistor Nr. 285, Darmanesti, 609759",Galați,0758 692 414,fe:a9:95:09:d7:78,136.61.89.244,RO79ZUDT1976359544641189
Teodora,Diaconu,8461210079318,1925-12-12,"Intrarea Florea Nr. 52, Peretu, 896602",Maramureș,0788 411 787,1f:f3:22:df:d4:0e,72.30.233.192,RO53EJBI7485037254383778
Vlad,Nemeș,5890708406326,1917-01-31,"Drumul Adam Dochioiu Nr. 60 Bl. 83  Sc. 80 Ap. 906, Zarnesti, 104393",Ialomița,0250 526 849,7d:79:5f:79:bb:9c,205.188.3.30,RO05HFSH4003643155189892
Aneta,Eftimie,2491210360522,2002-07-30,"Soseaua Anghel Pușcașu, Valenii de Munte, 386709",Sibiu,0771 638 139,28:b6:da:84:69:6e,194.43.191.176,RO54VTQB6965572386496142
Lia,Nistor,7340505346529,1964-01-11,"Drumul Sonia Gheorghiu, Orsova, 707933",Galați,0266 092 195,be:f2:31:17:12:ec,165.224.138.133,RO43JTRN8307451381573218
Estera,Mazilescu,2530912130828,2004-07-01,"Bulevardul Pușcașu Nr. 762 Bl. 20  Sc. 37 Ap. 288, Cornetu, 952797",Vâlcea,0734 130 137,f6:17:3a:d0:61:d2,156.204.233.126,RO18HKHL5795131565915742
Julia,Ababei,3691213203370,2021-01-30,"Drumul Zaraza Diaconu Nr. 145 Bl. 89  Sc. 15 Ap. 902, Moreni, 623681",Caraș Severin,0784 790 353,a5:d1:66:c5:c6:e1,153.172.53.145,RO67TGJF7667365444124662
Gabriel,Stoica,1660325445951,1944-07-05,"Strada Dima Nr. 86, Dorohoi, 500584",Brașov,0761 659 429,14:40:33:34:68:6e,64.127.207.28,RO48ODYC1126756627929654
Iridenta,Niță,1630431128117,1937-03-13,"Aleea Tincuța Popescu Nr. 40 Bl. 72  Sc. 19 Ap. 844, Resita, 400001",Teleorman,0235 842 487,08:aa:69:60:62:0d,10.176.178.222,RO23BFZO0128371822590736
Panagachie,Diaconu,1401013324358,1912-05-02,"Bulevardul Georgescu Nr. 343, Peretu, 739855",Tulcea,0256 135 048,ae:8d:73:e3:c9:54,74.72.190.191,RO46QHKE4761261051954732
Benone,Stancu,1771120259618,2006-05-13,"Strada Mocanu Nr. 135, Bumbesti-Jiu, 359764",Dolj,0721 103 915,52:4a:14:87:e2:86,70.158.127.185,RO95PHPV0029331386676934
Eusebia,Eftimie,4780608303959,2007-03-25,"Soseaua Eftimie Nr. 99 Bl. 37  Sc. 54 Ap. 558, Popesti-Leordeni, 832818",Teleorman,0745 374 416,4c:c6:c8:be:68:b1,153.185.83.14,RO98DNHK2148123560013221
Lidia,Pop,3111230192973,1923-08-12,"Strada Matei Popescu, Urlati, 435362",Arad,0746 984 777,c6:de:24:5b:f3:4d,77.123.49.206,RO27CGPZ8532515580360295
Camelia,Diaconu,4240929313294,1932-05-05,"Bulevardul Mocanu, Slatina, 215365",Gorj,0243 655 347,a2:a6:c1:24:9b:1c,18.96.134.155,RO13FNWC1425662251525126
Giorgiana,Dima,1330818193771,1925-06-19,"Strada Dobre, Zimnicea, 203699",Dolj,0757 284 130,67:39:ad:48:87:fe,137.46.24.42,RO05NROW5519898838105945
Mirela,Nistor,8840923020021,1909-05-27,"Intrarea Pușcașu Nr. 851 Bl. 37  Sc. 47 Ap. 908, Videle, 663421",Timiș,0260 121 749,23:f7:2a:45:b7:a6,218.171.182.207,RO85UUPC1647162960800548
Draga,Ene,6290212428021,1998-07-16,"Bulevardul Nistor Nr. 495, Balan, 752626",Timiș,0785 864 569,5a:ef:ba:79:b2:16,223.80.227.56,RO02ZKVG1344961380903964
Mariana,Oprea,5710913187565,1983-12-16,"Drumul Tudor, Toflea, 594456",Argeș,0266 580 100,06:8a:2f:54:a2:54,200.211.113.215,RO69VHTK7139157146897268
Timotei,Nistor,2490224431741,1956-04-08,"Aleea Stoica, Jibou, 939139",Buzău,0757 352 007,15:45:ee:f0:8d:a1,201.6.135.179,RO73RDLZ0797192226310766
Irina,Tomescu,1770217282576,1966-07-16,"Strada Gheorghiță Dinu Nr. 906 Bl. 67  Sc. 51 Ap. 421, Baile Borsa, 153732",Cluj,0761 737 456,27:97:e3:1f:ce:c9,47.70.73.254,RO41HXYM3402514451976047
Mihai,Diaconescu,2650907092143,1943-08-29,"Intrarea Lazăr Voinea, Targu Secuiesc, 435973",Satu Mare,0729 160 928,e9:cb:8a:36:3e:26,56.130.144.238,RO94JIQO4721691820093575
Adela,Stoica,4100626461912,1912-11-19,"Soseaua Pop, Prejmer, 954425",Arad,0728 527 921,60:e6:76:94:de:1e,126.149.196.130,RO07DRGO4742134687692795
Bogdan,Georgescu,4480222079069,1915-01-13,"Bulevardul Cristea Nr. 45, Paunesti, 365289",Iași,0241 647 500,ea:c3:c3:5f:06:a5,196.102.62.5,RO08UQRX4961528426427306
Varvara,Preda,1530918084901,1986-05-17,"Strada Georgescu Nr. 95, Lumina, 232084",Buzău,0727 743 929,91:5c:e6:d5:26:db,39.68.37.194,RO75TRVC7783847598852311
Sandu,Stoica,1650211289211,1985-03-27,"Aleea Dumitrescu Nr. 43 Bl. 28  Sc. 48 Ap. 277, Reghin, 848537",Brașov,0769 418 635,22:4c:84:71:d3:1a,115.201.147.127,RO44VBYM7086025420938455
Savina,Mocanu,8760723220453,2005-08-31,"Drumul Damian Eftimie, Floresti, 110216",Dâmbovița,0736 014 360,01:1c:7e:af:c0:7a,166.157.98.241,RO81MGTX8396674862956543
Demetra,Niță,5590914321856,1929-05-30,"Intrarea Toma, Mangalia, 287628",Vrancea,0256 983 119,fc:80:48:cc:a8:e3,136.166.100.100,RO64DYRT5503917990333294
Anamaria,Dobre,4151017453262,2005-10-16,"Drumul Suciu, Floresti, 800369",Botoșani,0756 889 619,0b:fd:6a:20:1e:fa,46.184.187.20,RO79EUOT2652140526331918
Adrian,Eftimie,8710905234029,1976-06-16,"Strada Tudor, Branesti, 494495",Bistrița-Năsăud,0242 948 257,a8:52:c1:d4:6a:a2,220.126.76.187,RO20UNEA5381398087909211
Axenia,Niță,1571228299257,2011-06-16,"Strada Ionescu, Apahida, 413070",Galați,0234 874 992,1e:69:71:d3:65:45,62.134.255.174,RO92VBDL8810401835508360
Ariana,Tabacu,1780621170257,1993-03-17,"Soseaua Victoria Tudor, Campulung, 557352",Gorj,0720 249 844,10:2f:0b:2c:be:7c,81.168.125.143,RO18YVFD1776187866260946
Elena,Aanei,3370824069345,1999-11-29,"Bulevardul Stancu Nr. 72, Sibiu, 700473",Mehedinți,0738 634 609,6d:ec:47:61:10:cc,185.194.0.245,RO12SPHQ5739089177256036
Cristian,Stan,6790918514904,1941-04-04,"Strada Ivan Voinea Nr. 522, Bragadiru, 373959",Ialomița,0239 970 732,bf:cf:32:3f:bb:0c,106.156.168.151,RO70CHQL3939541292569415
Ion,Oprea,6860408080911,1933-04-29,"Soseaua Ababei Nr. 566 Bl. 98  Sc. 28 Ap. 471, Lunca Cetatuii, 317764",Botoșani,0784 857 705,85:ed:bf:d0:c0:54,135.205.69.27,RO21FBBO7842132672387774
Severina,Mazilescu,6301215357270,1991-05-26,"Strada Nistor Nr. 889, Busteni, 623853",Mureș,0252 885 278,b0:7c:09:81:cb:24,108.47.63.1,RO06NMSB5569463210140170
Cleopatra,Dumitrescu,3570416237013,1996-05-16,"Bulevardul Amalia Gheorghiu Nr. 99, Husi, 495752",Prahova,0720 496 034,f5:e7:27:23:26:b0,123.48.7.135,RO96NNIC2716963728112938
Ion,Stoica,3310401437724,1936-04-29,"Drumul Rafael Dinu, Straja, 329040",Galați,0233 258 271,dd:be:3f:19:4a:db,3.250.67.90,RO25FLUM3964491763500331
Sever,Tabacu,1070526362866,1971-03-12,"Strada Nemeș Nr. 758 Bl. 82  Sc. 95 Ap. 776, Alba Iulia, 355345",Ilfov,0232 746 015,58:b9:19:fe:58:5b,70.50.16.10,RO76PZTC8865821898067148
Leonard,Popa,8261210019645,1961-07-03,"Intrarea Ioniță Nr. 11, Cornetu, 749895",Timiș,0764 166 121,48:a6:19:d7:17:41,211.249.202.41,RO65NVKW0698943168879258
Noemi,Ardelean,3600430090596,1996-09-17,"Drumul Ardelean Nr. 72, Cernavoda, 609738",Maramureș,0754 766 464,4a:24:e9:3e:41:c5,128.53.132.69,RO70LHIG8593185667750577
Adriana,Tabacu,3710428302118,1974-07-26,"Soseaua Dinu, Nasaud, 757789",Argeș,0239 386 777,b5:cb:b4:e6:2f:fa,134.229.65.225,RO69TWKQ6663070753709917
Dacian,Voinea,7440209155468,1972-07-05,"Aleea Estera Diaconu Nr. 66, Schela Cladovei, 650177",Covasna,0232 843 261,49:3a:75:23:8a:61,27.108.106.204,RO59MYWH1002622093365583
Caterina,Pop,4910615238106,2017-09-27,"Strada Oprea, Miercurea-Ciuc, 758359",Prahova,0754 143 535,f7:95:e5:ff:b6:30,36.58.43.234,RO78VUMO8150625487001504
Iancu,Pușcașu,6030419460184,2020-07-09,"Drumul Ene, Poiana Mare, 113722",Maramureș,0726 029 089,fa:98:bf:6b:07:f9,102.66.171.182,RO64CSZY9003758497214185
Octavia,Stănescu,8270320313257,1955-02-11,"Bulevardul Voinea Nr. 544, Horodnic de Sus, 692703",Botoșani,0257 439 496,86:6b:2f:77:0b:4f,152.233.182.4,RO18XLXG5411699407458626
Ionela,Nistor,7700623126834,1910-08-27,"Aleea Oprea, Balotesti, 136510",Botoșani,0760 434 484,27:d9:9b:f9:44:3a,199.245.76.196,RO48YBQL4436575944914768
Emanuela,Ene,8971012054144,1981-12-01,"Strada Șerban Diaconu, Tuzla, 835283",Neamț,0236 674 683,da:ef:a2:8b:8a:5a,214.250.249.72,RO18QOTG3282746307610819
Evanghelina,Dochioiu,6010721288844,1950-08-31,"Strada Voinea Nr. 278 Bl. 78  Sc. 28 Ap. 361, Alexandria, 505515",Mehedinți,0255 612 506,20:ab:7f:de:37:a5,179.124.74.131,RO29IAPH3820742912586983
Codruț,Cristea,4940802373248,1941-01-10,"Drumul Ioniță Nr. 249 Bl. 87  Sc. 63 Ap. 169, Raducaneni, 846194",Harghita,0260 264 207,90:e2:fd:d5:e8:7a,82.184.94.19,RO38BDGQ4867274127583320
Decebal,Georgescu,1780826207086,2017-03-18,"Aleea Voinea, Bistrita, 687377",Arad,0248 643 248,22:64:5e:fc:26:ce,19.247.53.105,RO77EOYD8597342691533365
Iris,Ionescu,8040402383195,2021-03-17,"Drumul Toma, Miercurea-Ciuc, 276250",Arad,0235 765 173,6c:10:ab:4d:ee:bd,50.47.88.238,RO81CKXX1207856548397355
Dorina,Mocanu,1310225151591,1969-06-05,"Strada Petruț Stoica, Turda, 269115",Galați,021 572 5488,d3:6b:91:30:0c:07,149.191.55.30,RO72BXEO5903883796393205
Iustinian,Georgescu,1030623369837,1980-12-05,"Soseaua Pamela Stoica Nr. 72, Dumbravita, 220056",Constanța,0264 547 246,41:2f:df:7f:31:88,131.91.21.170,RO52SPGY1003385545114361
Giorgian,Barbu,5540605245471,2020-08-19,"Soseaua Manole, Sighetu Marmatiei, 855324",Teleorman,0726 455 244,19:fd:f3:d5:90:fa,75.37.48.0,RO11XIUI4471434054958439
Dimitrina,Barbu,2220313190235,1959-01-13,"Soseaua Marin, Titu, 995061",Alba,0733 821 753,63:5a:37:c1:20:58,200.193.146.103,RO06NYSH6017910884517492
Rozalia,Cristea,2190530339123,2012-02-29,"Soseaua Olimpiu Manole, Vladimirescu, 800430",Vaslui,0251 844 503,51:72:c3:38:08:6a,116.102.179.35,RO36IUZK2043695369421613
Florea,Ioniță,6250315052494,2007-06-02,"Intrarea Suciu Nr. 42, Dej, 511537",Timiș,0754 804 422,d9:2f:20:7b:5e:c6,85.196.235.193,RO86ZQES2643389654485842
Dominic,Aanei,2280129050438,1992-01-09,"Drumul Oprea, Arad, 884668",Ilfov,0249 127 651,86:49:e9:61:0f:d7,195.180.10.140,RO08ASLG1715863655717632
Andreea,Tudor,5080329135293,1960-10-10,"Aleea Ene Nr. 46, Vatra Dornei, 441645",Alba,0239 982 392,cb:9e:6d:09:a0:0a,179.220.152.114,RO80PSLA6319146075347788
Dorli,Voinea,2770304252285,2021-09-20,"Drumul Eftimie, Pecica, 720358",Caraș Severin,0261 394 551,8d:6d:aa:e8:47:20,152.233.47.112,RO13TOAP3015363831126775
Adam,Ardelean,6280819354841,1936-08-23,"Bulevardul Albu, Targoviste, 842319",Mureș,0268 016 232,0b:83:39:39:8e:2a,125.198.212.116,RO81PIOF0704187859642001
Simion,Dochioiu,6850608329951,1988-11-25,"Aleea Stănescu, Sinaia, 967140",Prahova,0746 549 668,2f:05:97:15:02:c2,40.132.132.212,RO68SDUV5186573412785026
Paraschiva,Stănescu,3451226065457,1980-05-03,"Soseaua Niță Nr. 690, Remetea, 810679",Mehedinți,0242 152 509,30:78:64:55:0d:42,23.91.213.116,RO10BTTV8138965140367895
Julia,Albu,5430126090436,1920-03-03,"Drumul Eftimie Nr. 954 Bl. 22  Sc. 42 Ap. 637, Otelu Rosu, 285035",Dâmbovița,0253 549 682,2c:a1:5c:87:3e:11,133.158.148.223,RO43IWVB2199467047146400
Zina,Mocanu,4520304130020,1908-09-08,"Aleea Pop, Jibou, 337493",Gorj,0740 744 257,48:b1:2b:64:2b:be,43.121.83.28,RO17GQRC2989165318455160
Tania,Marin,7710231234571,1985-11-05,"Drumul Mazilescu, Pantelimon, 761696",Olt,0244 483 418,18:17:5b:54:fb:d0,71.181.207.64,RO26JWEL4875509160117838
Dominic,Tabacu,3350629013487,1957-03-23,"Aleea Stancu Nr. 316 Bl. 41  Sc. 20 Ap. 679, Otelu Rosu, 427180",Prahova,0732 913 653,37:b3:a0:38:c0:ca,26.242.89.60,RO02XJAB9421421591588217
Barbu,Oprea,6481218363221,2014-12-20,"Strada Dinu Nr. 63, Intorsura Buzaului, 488194",Vaslui,0749 832 114,eb:ac:dd:6a:bd:b5,202.166.55.72,RO14MYHJ3835087391407206
Florența,Ardelean,3540415075813,2020-10-08,"Soseaua Marta Albu Nr. 767, Rasnov Romacril, 892734",Tulcea,0258 767 786,90:a8:13:2e:76:83,134.211.144.2,RO96EKCN3279382259222358
Mariana,Cristea,3460722237452,1934-12-15,"Aleea Mina Barbu, Tandarei, 366836",Constanța,0249 842 564,b6:77:12:ee:49:f9,120.172.246.64,RO96AWXL4456150998467470
Iulia,Popa,3591110060750,1945-06-10,"Bulevardul Nemeș Nr. 96 Bl. 41  Sc. 70 Ap. 109, Vladimirescu, 753798",București,0237 256 471,c2:1a:dc:2e:15:40,182.117.11.175,RO73MLGL9189796691728340
Noemi,Popescu,7150823441788,2001-04-01,"Drumul Pop Nr. 575 Bl. 88  Sc. 80 Ap. 658, Sacueni, 630941",Caraș Severin,0236 476 371,cd:a3:08:7a:42:2e,138.173.147.148,RO52JTFP1454262887487852
Lăcrămioara,Eftimie,4830731060722,1974-05-08,"Soseaua Dobre Nr. 918, Valea Mare (Negresti), 880538",Brașov,0724 088 185,64:bd:0f:80:f3:e6,60.19.119.7,RO45VFVB5570977242200662
Elena,Barbu,2400921180260,1918-03-04,"Soseaua Dochioiu, Giroc, 602382",Arad,0750 924 112,d0:63:0e:da:8c:ad,26.11.84.71,RO45ACHI0525514274490201
Silvian,Cristea,6641102081766,1996-02-20,"Intrarea Ioniță Nr. 445, Baia Mare, 538616",Sibiu,0762 062 156,82:a0:25:9f:19:e6,87.28.233.152,RO39NBUC5556123354019160
Călin,Dumitrescu,4901103184771,2020-10-04,"Aleea Tabacu Nr. 859, Homocea, 335649",Dâmbovița,0239 021 107,74:8d:cb:70:9f:3a,38.227.18.211,RO53QXSS0263623480899794
Iuliana,Dobre,1151002258284,1936-01-23,"Bulevardul Dochioiu Nr. 976 Bl. 85  Sc. 80 Ap. 336, Sinaia, 733918",Alba,0264 144 506,90:9c:dd:11:a5:22,223.243.92.151,RO26NBUI2274641408110993
Alistar,Gheorghiu,6801108211103,1948-01-05,"Drumul Toma, Lupeni, 473059",Botoșani,0236 257 349,44:8e:a3:53:a8:3b,80.202.254.226,RO42EUVP6897245431950923
Lili,Pușcașu,3500612223181,1938-09-03,"Strada Aurel Oprea, Branesti, 399971",Dâmbovița,0251 431 656,74:44:43:48:cc:c2,132.0.79.169,RO24IHRQ6123749749009627
Anton,Voinea,3220911274038,2009-07-16,"Aleea Nistor Nr. 172 Bl. 47  Sc. 17 Ap. 304, Techirghiol, 894401",Arad,0755 619 005,4b:73:2e:ef:cc:4a,87.154.135.123,RO95UTBK7866247698010492
Emanuel,Cristea,1160706238590,1908-09-30,"Aleea Diaconu, Jimbolia, 643350",Sălaj,0749 747 844,f5:6c:38:4a:fb:64,181.251.211.107,RO32FTMU1073604824353524
Jana,Manole,5160223086369,2015-03-28,"Aleea Fiona Mocanu Nr. 944, Tasnad, 544073",Tulcea,0780 327 376,b2:63:cf:51:cd:39,4.20.197.19,RO21BVBW8848164205672089
Teona,Nistor,1710311141763,2004-10-19,"Soseaua Veta Georgescu Nr. 87 Bl. 17  Sc. 72 Ap. 941, Urziceni, 873072",Mehedinți,0236 970 072,03:6b:6f:8c:cb:ef,34.156.82.41,RO55VXMR0551125292977192
Beatrice,Cristea,3860117323630,1917-01-26,"Drumul Ardelean Nr. 41, Arbore, 677578",Iași,0739 285 947,55:4c:7c:8d:fb:02,151.176.198.207,RO44CLXO4314271305876342
Veronica,Tomescu,3701131205846,1936-01-22,"Drumul Consuela Popa Nr. 74, Babeni, 166123",Sălaj,0786 610 345,fa:af:67:02:2d:b2,66.101.157.155,RO65BKBY4482960648252082
Pavel,Dochioiu,3551129404401,1971-02-04,"Soseaua Eftimie Nr. 130, Aiud, 667068",Suceava,0749 592 962,68:b6:24:d9:0c:c5,170.252.174.100,RO53KMZF6667535242861263
Sabina,Florea,8791030331171,2001-01-21,"Aleea Niță, Dragu-Brad, 664471",Galați,0232 599 875,af:8b:4c:e6:9c:b0,212.4.142.39,RO48VDHG1166659224061387
Carol,Ene,5680816411829,2001-03-16,"Aleea Florea Nr. 46 Bl. 39  Sc. 68 Ap. 694, Gugesti, 215031",Giurgiu,0723 657 502,cd:8e:d4:d4:1a:9c,51.201.38.81,RO24FTJS8375520292485262
Oana,Tudor,4060403417163,1997-11-20,"Soseaua Robert Dinu, Tarnaveni, 136619",Suceava,0251 773 927,66:18:63:7f:d9:9e,143.152.187.38,RO32EYJU1610112993001982
Alexandrina,Eftimie,5560919025816,2012-08-02,"Bulevardul Dumitrescu Nr. 18, Petrila, 733574",Galați,0738 884 299,68:7d:98:73:6e:02,16.226.122.181,RO21BZTV8835310419723603
Ghiță,Gheorghiu,4861227434003,2001-06-06,"Strada Nistor Nr. 445 Bl. 58  Sc. 71 Ap. 490, Targu Ocna, 759218",Călărași,0748 932 098,ad:5f:88:d6:6f:70,200.153.100.219,RO03UDVK6954450741481790
Dina,Dobre,1480612179948,2007-11-23,"Strada Ardelean, Resita, 435213",Arad,0765 966 429,11:0e:ec:6d:33:e3,7.120.226.189,RO49GOBQ0072330287700929
Cedrin,Popa,7460315183786,1993-02-16,"Aleea Mazilescu Nr. 253 Bl. 39  Sc. 96 Ap. 297, Darmanesti, 210107",Argeș,0785 790 959,e9:cd:e7:f8:62:b2,78.127.152.9,RO13ISSM1201723983411352
Romina,Georgescu,6111020366997,1970-01-08,"Bulevardul Stoica, Targu Jiu, 792161",Prahova,0726 856 090,81:73:d5:d0:08:fa,94.56.240.104,RO53TCSF2938471016844786
Zamfir,Aanei,5340505087215,2014-10-08,"Bulevardul Iulia Barbu Nr. 25, Ramnicu Valcea, 692718",Brăila,0735 251 489,fe:c0:65:5e:89:c9,213.215.217.67,RO22VOCC7144496171935273
Mădălin,Pușcașu,4750714511963,1956-11-05,"Soseaua Barbu Nr. 13, Techirghiol, 858074",Gorj,0249 489 164,ca:15:00:c2:e8:8b,93.19.84.229,RO95BVFT3422560643073279
Bernard,Dumitrescu,5820731161765,1964-03-29,"Intrarea Eliza Niță Nr. 536 Bl. 37  Sc. 89 Ap. 199, Odorheiu Secuiesc, 237611",Cluj,0232 387 208,cd:77:ca:bc:47:c3,185.182.95.107,RO78SSOH8127208210408908
David,Stancu,4260230210923,2018-05-29,"Bulevardul Jan Eftimie Nr. 50 Bl. 78  Sc. 87 Ap. 438, Ianca, 891034",Constanța,0739 005 225,cb:2c:91:7f:60:35,2.135.45.18,RO30CCQH4453706649164497
Bebe,Dinu,3080525208219,1940-04-08,"Soseaua Denisa Nemeș Nr. 39, Pogoanele, 348535",Sălaj,0757 436 292,3b:98:a3:99:2a:60,2.40.123.25,RO50HMAR0589577060480880
Rica,Suciu,2111224418308,1965-04-25,"Soseaua Crin Preda Nr. 57 Bl. 30  Sc. 74 Ap. 493, Harlau, 194814",Călărași,0248 455 544,ca:d8:55:64:05:78,189.255.213.197,RO50LYXR7878407295143494
Nichifor,Toma,6681206386846,2009-06-28,"Soseaua Preda, Plosca, 788183",Timiș,0235 901 354,59:43:b1:25:a7:f7,162.2.135.5,RO75ESTJ9260025813210308
Otilia,Popescu,8151027233691,1985-12-20,"Drumul Janeta Eftimie Nr. 96 Bl. 44  Sc. 82 Ap. 770, Calafat, 296327",Satu Mare,0786 590 110,c2:28:9c:57:ad:cf,170.164.159.248,RO46EHPQ5479045848508396
Cristian,Diaconu,1741028016871,1999-09-13,"Intrarea Diaconescu, Darmanesti, 632551",Tulcea,0261 431 813,82:51:80:38:f6:ff,149.235.195.186,RO78MAXK7774484332172827
Floare,Manole,7731213028531,1976-09-21,"Aleea Manole Nr. 59, Mioveni, 288956",Argeș,0250 247 982,2d:f0:18:e1:a3:25,152.172.95.59,RO41EPOP5375232647001132
Mircea,Tomescu,8290615433366,1990-04-23,"Drumul Tudor, Medias, 758638",Galați,0250 329 535,06:fd:94:d9:72:06,128.3.138.81,RO15JDNJ5029581230101276
Adela,Gheorghiu,3240511170943,1994-05-10,"Bulevardul Preda Nr. 663 Bl. 55  Sc. 63 Ap. 299, Intorsura Buzaului, 480979",Giurgiu,0729 852 026,68:0e:e5:8c:40:d1,61.37.209.245,RO76FAFV7980134400483152
Liliana,Stan,7620112328312,1968-07-21,"Strada Eftimie, Pucioasa, 584147",Dâmbovița,0245 144 804,a1:ed:42:54:cf:4a,220.204.169.11,RO83SGXI1798427386289387
Aura,Toma,1961014520492,2004-01-26,"Soseaua Rodica Florea Nr. 753, Petrosani, 380395",Bistrița-Năsăud,0749 089 062,3f:5f:da:31:b3:7c,114.56.250.87,RO52VBQQ9817784413062106
Alistar,Preda,7891026026781,1939-06-16,"Drumul Oprea Nr. 678, Alexandria, 134293",Olt,0759 342 823,01:72:5e:e2:21:ec,164.32.68.241,RO05OWDY0708325827123851
Geanina,Preda,3420913512809,1935-01-31,"Strada Florea Nr. 748, Targu Ocna, 282395",Sălaj,0235 086 348,2c:cb:17:06:29:ad,130.162.71.72,RO21RKCE9344971579133070
Augustina,Cristea,2420122527372,2004-12-16,"Soseaua Anghelina Voinea Nr. 476 Bl. 93  Sc. 50 Ap. 345, Harsova, 642325",Bistrița-Năsăud,0744 259 919,02:47:ff:b2:a0:85,10.175.168.80,RO19MPXS2108524160689451
Maria,Suciu,2570503406252,1961-07-08,"Bulevardul Gheorghiu Nr. 476, Seini, 163618",Tulcea,0759 033 734,06:83:4c:eb:53:d5,36.210.163.223,RO51PPLV6252365045867256
Marcu,Nemeș,6330401308182,1967-12-10,"Drumul Niță Nr. 79 Bl. 50  Sc. 65 Ap. 801, Darmanesti, 845284",Ialomița,0767 935 467,4d:89:d2:b0:62:d4,86.224.194.20,RO32CVBB8572686396507602
Emilia,Nistor,6510330462039,1923-03-24,"Bulevardul Matilda Marin Nr. 95 Bl. 46  Sc. 94 Ap. 973, Mogosoaia, 735882",Arad,0246 935 959,dc:57:59:91:d3:df,115.180.229.26,RO18GZVK7069455795974861
Dida,Ababei,5641219079217,1966-11-27,"Bulevardul Dochioiu Nr. 23 Bl. 64  Sc. 89 Ap. 138, Poienile de sub Munte, 110633",Iași,0729 815 957,6d:6c:80:74:bb:6f,88.211.104.205,RO62PFBB5588617593461878
Mihnea,Stancu,1951222174040,1987-02-19,"Intrarea Ardelean, Campulung Moldovenesc, 236148",Botoșani,0763 002 322,77:92:fd:59:a0:fd,216.204.154.213,RO78RYQX4637176811501211
Gregorian,Voinea,2460811363076,1976-07-29,"Aleea Mădălina Dochioiu, Baicoi, 420882",Ilfov,0756 310 191,e3:95:36:46:b1:41,159.206.20.226,RO97IOVW0445669944323640
Andrei,Popescu,4151123355542,1941-01-06,"Aleea Florea Nr. 516, Carei, 522452",Vâlcea,0235 103 894,83:ff:c1:98:ae:95,86.100.22.22,RO20SBMY4197902150402384
Eugen,Dima,6911015141985,1998-06-30,"Intrarea Nicolae Voinea Nr. 490 Bl. 81  Sc. 50 Ap. 876, Cluj-Napoca, 910379",Arad,0726 296 461,15:89:ae:48:1e:01,67.208.39.18,RO53RRUB0625568950785445
Gheorghiță,Stoica,1240123038576,1949-11-22,"Strada Marin Nr. 295 Bl. 77  Sc. 25 Ap. 108, Magurele, 843383",Iași,0724 274 885,6d:d4:62:55:81:74,61.152.59.158,RO43KJGK7067015692478518
Sabrina,Stoica,6700131277618,1954-05-02,"Soseaua Stan Nr. 369 Bl. 92  Sc. 14 Ap. 133, Barbulesti, 252535",Galați,0733 272 541,65:31:09:f1:8f:24,62.245.250.72,RO09PUNK7159875476320173
