last_name,first_name
Suciu,Anaida
Pușcașu,Damian
Nistor,Alexandra
Oprea,Larisa
Dinu,Simina
Manole,Elvira
Mocanu,Mihail
Toma,Virginia
Tudor,Luminița
Marin,Adonis
Diaconescu,Irinel
Dumitrescu,Theodor
Stoica,Emilia
Florea,Elena
Stancu,Flora
Ardelean,Teona
Ionescu,Viorica
Marin,Paulica
Popescu,Margareta
Dumitrescu,Giorgiana
Diaconu,Gelu
Nistor,Eustațiu
Nistor,Estera
Stancu,Simion
Voinea,Petru
Dochioiu,Gică
Dochioiu,Maxim
Dobre,Alex
Oprea,Iasmina
Manole,Leana
Preda,Călin
Mazilescu,Cezara
Cristea,Dochia
Toma,Norman
Ionescu,Costache
Dima,Lucian
Florea,Matei
Tudor,Ladislau
Oprea,Zoe
Cristea,Valeriu
Dochioiu,Barbu
Ene,Vasilică
Popa,Dumitru
Dima,Lazăr
Voinea,Coralia
Barbu,Corvin
Stan,Martin
Stoica,Flora
Florea,Albert
Niță,Casandra
Pușcașu,David
Toma,Nechifor
Niță,Narcis
Niță,Nelu
Marin,Dida
Nistor,Dida
Tabacu,Lorin
Mazilescu,Roza
Tudor,Gică
Nemeș,Octaviana
Marin,Andrada
Niță,Jenel
Diaconu,Mălina
Nistor,Rafael
Oprea,Cristina
Dumitrescu,Zina
Eftimie,Adriana
Stănescu,Frederic
Cristea,Ozana
Stan,Gregorian
Marin,Tudosia
Ababei,Sanda
Dochioiu,Beatrice
Pop,Mioara
Dochioiu,Horațiu
Manole,Corvin
Dobre,Carina
Dinu,Catrinel
Preda,Iancu
Pușcașu,Nora
Nistor,Sandu
Dinu,Beatrice
Barbu,George
Oprea,Gregorian
Stan,Andra
Stoica,Agripina
Marin,Iancu
Ionescu,Miruna
Tomescu,Silvia
Diaconescu,Eftimia
Tabacu,Luiza
Cristea,Avram
Cristea,Celia
Stănescu,Suzana
Aanei,Petrișor
Dima,Eliza
Mazilescu,Speranța
Ene,Violeta
Dumitrescu,Smaranda
Barbu,Damian
Stoica,Ionuț
Gheorghiu,Georgian
Cristea,Tania
Ioniță,Carla
Pop,Veronica
Dima,Călin
Manole,Alexe
Suciu,Fabian
Oprea,Dorian
Dima,Gabriel
Suciu,Oliviu
Dobre,Pleșu
Nistor,Theodor
Stănescu,Andra
Diaconescu,Iridenta
Albu,Melania
Stoica,Marin
Stan,Gabriela
Stan,Costin
Dinu,Olimpiu
Nistor,Luana
Niță,Fiodor
Florea,Frusina
Eftimie,Sonia
Preda,Iosif
Voinea,Ortansa
Mazilescu,Valentina
Dima,Marin
Dochioiu,Jan
Nistor,Anica
Stan,Sandu
Georgescu,Bogdana
Pop,Tinca
Diaconu,Olga
Barbu,Nicușor
Albu,Speranța
Ioniță,Ioan
Dobre,Pompilia
Dumitrescu,Lică
Pușcașu,Frederic
Florea,Blanduzia
Dima,Roza
Nistor,Ada
Georgescu,Irinel
Oprea,Jean
Dima,Panait
Mazilescu,Emilia
Eftimie,Irina
Barbu,Olimpiu
Manole,Jean
Dima,Cornelia
Eftimie,Teea
Dumitrescu,Crina
Mazilescu,Marinela
Preda,Tudora
Nistor,Zenovia
Oprea,Matilda
Mazilescu,Fiona
Diaconescu,Lucia
Stoica,Dana
Voinea,Nicodim
Florea,Tudosia
Stoica,Lorin
Popa,Theodor
Suciu,Lorena
Nistor,Aneta
Preda,Zaraza
Nistor,Rafila
Manole,Tiberiu
Dima,Crina
Tabacu,Dorin
Dumitrescu,Dorin
Popescu,Mircea
Gheorghiu,Iustin
Dinu,Vasile
Tomescu,Adriana
Aanei,Evelina
Ababei,Eugenia
Nistor,Dimitrina
Stănescu,Irina
Ioniță,Ioana
Dobre,Adrian
Suciu,Inocențiu
Ababei,Adam
Nemeș,Alberta
Dinu,Atena
Barbu,Ieremia
Dinu,Ileana
Stancu,Ioana
Voinea,Andrada
Nistor,Pamela
Florea,Ghenadie
Nistor,Daniela
Ionescu,Romina
Dinu,Pleșu
Gheorghiu,Monica
Eftimie,Marilena
Aanei,Eleonora
Tudor,Zeno
Dobre,Brăduț
Gheorghiu,Erica
Eftimie,Florian
Oprea,Gherghina
Mazilescu,Mihai
Stan,Venera
Ardelean,Barbu
Ioniță,Horia
Preda,Alistar
Suciu,Simona
Stancu,Dorli
Tudor,Jean
Gheorghiu,Alexandrina
Ababei,Marin
Nistor,Fiodor
Georgescu,Rozalia
Tomescu,Theodor
Marin,Alin
Oprea,Costache
Niță,Lucențiu
Tudor,Ecaterina
Dobre,Silvian
Manole,Vladimir
Pop,Camelia
Ababei,Sergiu
Popa,Carmen
Dima,Aurelia
Pop,Frusina
Pușcașu,Iasmina
Ionescu,Aneta
Tabacu,Traian
Ionescu,Gicu
Ioniță,Teodor
Ardelean,Ionelia
Ionescu,Alexandrina
Georgescu,Eremia
Ionescu,Floriana
Stan,Nae
Stoica,Răducu
Nemeș,Paulica
Toma,Draga
Manole,Aida
Stoica,Noemi
Stoica,Voichița
Aanei,Luana
Dobre,Zamfir
Tudor,Ilinca
Dochioiu,Lucențiu
Pop,Petru
Diaconu,Mihnea
Dinu,Crin
Diaconescu,Petrișor
Cristea,Rada
Oprea,Codrin
Florea,Saveta
Pop,Doru
Voinea,Veniamin
Nemeș,Adina
Ababei,Vicențiu
Diaconescu,Tudor
Stancu,Eva
Pușcașu,Violeta
Dinu,Lorin
Dinu,Tudosia
Barbu,Tincuța
Ioniță,Niculiță
Nistor,Sabrina
Dima,Sava
Pușcașu,Irina
Ababei,Emil
Pop,Carol
Voinea,Costin
Nemeș,Antonie
Aanei,Anaida
Florea,Octaviana
Stănescu,Mihail
Ioniță,Lucrețiu
Dobre,Martin
Georgescu,Bogdana
Manole,Iolanda
Stan,Artemisa
Niță,Dariana
Tomescu,Ortansa
Diaconescu,Romina
Nistor,Cantemir
Florea,Dochia
Tudor,Viorica
Ioniță,Voichița
Ene,Florian
Diaconescu,Georgel
Diaconu,Aurel
Georgescu,Tincuța
Niță,Norica
Albu,Dorinel
Eftimie,Irinel
Eftimie,Stan
Eftimie,Dariana
Nemeș,Codruța
Pop,Adelaida
Pop,Vasile
Tomescu,Marcheta
Tudor,Erica
Dochioiu,Jeana
Tabacu,Adelina
Popescu,Sonia
Cristea,Aglaia
Eftimie,Giorgian
Ionescu,Alexandra
Ene,Pompiliu
Stancu,Benone
Ababei,Adela
Stancu,Cazimir
Barbu,Bucur
Diaconu,Stan
Popescu,Estera
Dima,Lucia
Nistor,Carla
Barbu,Dochia
Diaconescu,Doru
Albu,Noemi
Dumitrescu,Silvian
Cristea,Viviana
Stoica,Natașa
Stănescu,Nae
Eftimie,Clarisa
Diaconu,Miron
Tudor,Pompilia
Georgescu,Adina
Aanei,Mirona
Voinea,Marinela
Gheorghiu,Beniamin
Dima,Valentin
Gheorghiu,Axenia
Diaconescu,Theodor
Stancu,Ernest
Nistor,Stancu
Ionescu,Antoniu
Cristea,Rada
Nemeș,Iustina
Oprea,Catrina
Albu,Gabi
Ionescu,Ilona
Mocanu,Ștefana
Stănescu,Sorin
Tabacu,Emanuil
Stan,Ligia
Dobre,Simion
Tomescu,Veta
Mazilescu,Antonie
Voinea,Ludovica
Ababei,Profira
Ionescu,Ernest
Preda,Vasilică
Pop,Lili
Stancu,Alexe
Georgescu,Ion
Mocanu,Codruț
Albu,Petronela
Gheorghiu,Veronica
Tabacu,Ina
Popescu,Sanda
Stan,Daciana
Manole,Cazimir
Diaconu,Tudor
Gheorghiu,Aura
Mazilescu,Ruxandra
Nistor,Flavia
Dochioiu,Crin
Toma,Ștefana
Nistor,Constantina
Marin,Daciana
Stoica,Marcel
Nistor,Ileana
Dobre,Cătălina
Popa,Marcu
Dumitrescu,Carla
Ionescu,Cornel
Ababei,Ozana
Ababei,Mariana
Ionescu,Timea
Diaconescu,Casandra
Niță,Mariana
Stancu,Mona
Ene,Rareș
Tudor,Vladimir
Pușcașu,Gheorghiță
Albu,Zamfir
Eftimie,Aristița
Popescu,Varvara
Nistor,Zoe
Stancu,Zaharia
Suciu,Lidia
Diaconu,Viorela
Niță,Basarab
Dobre,Felicia
Aanei,Felicia
Mazilescu,Tinca
Albu,Eliza
Tomescu,Timea
Nistor,Ducu
Ardelean,Remus
Aanei,Lorin
Oprea,Veta
Ababei,George
Stoica,Janeta
Ene,Dorin
Niță,Tudorița
Tabacu,Alma
Pop,Dorel
Preda,Diana
Stancu,Dorina
Eftimie,Gențiana
Pușcașu,Roxana
Nistor,Dalia
Pușcașu,Silvian
Diaconescu,Claudiu
Ionescu,Nicuță
Stoica,Stan
Stancu,Toma
Gheorghiu,Teodora
Stănescu,Coralia
Cristea,Mugurel
Nemeș,Șerban
Nistor,Timea
Dochioiu,Daniela
Diaconu,Laura
Tudor,Narcisa
Tomescu,Lucian
Florea,Irinel
Dima,Raluca
Voinea,Andrei
Ababei,Ghiță
Stancu,Nidia
Eftimie,Horațiu
Eftimie,Cezar
Oprea,Caterina
Ene,Iustina
Tabacu,Iustin
Voinea,Ortansa
Stancu,Gheorghiță
Dima,Melania
Nistor,Norbert
Dumitrescu,Petru
Ardelean,Crenguța
Popescu,Clarisa
Pop,Anabela
Gheorghiu,Marcheta
Tomescu,Robertina
Niță,Sandu
Ardelean,Theodor
Tomescu,Severina
Mazilescu,Laurențiu
Pop,Tamara
Dumitrescu,Ionuț
Nistor,Cazimir
Dobre,Manuela
Manole,Adelaida
Stoica,Damian
Ionescu,Stana
Pop,Anaida
Ene,Claudia
Diaconu,Mircea
Ioniță,Viviana
Stancu,Marius
Popescu,Marilena
Dima,Claudia
Oprea,Octav
Nemeș,Ciprian
Suciu,Dominic
Ioniță,Xenia
Barbu,Nicoleta
Marin,Francisc
Ababei,Cristian
Eftimie,Ariadna
Albu,Ionuț
Nemeș,Dorinel
Ioniță,Mariana
Tabacu,Nicușor
Tudor,Savina
Dinu,Betina
Voinea,Ileana
Oprea,Iustinian
Toma,Zaharia
Dinu,Clarisa
Pușcașu,Nicușor
Marin,Sava
Gheorghiu,Florea
Gheorghiu,Maricica
Cristea,Narcisa
Stan,Albertina
Cristea,Heracleea
Tudor,Petruț
Cristea,Petrică
Suciu,Eufrosina
Dinu,Caius
Preda,Ramona
Nistor,Alexe
Barbu,Melania
Tomescu,Sânziana
Ene,Paul
Suciu,Simi
Pușcașu,Viviana
Nemeș,Voicu
Stan,Ilie
Voinea,Dacian
Ionescu,Nelu
Popa,Milena
Ardelean,Grațiana
Pușcașu,Viorica
Manole,Ilinca
Ionescu,Stanca
Toma,Diana
Mazilescu,Codruț
Marin,Răzvan
Mazilescu,Pamfil
Ababei,Erica
Popa,Vicenția
Popescu,Inocențiu
Oprea,Izabela
Toma,Nicolae
Tudor,Frusina
Diaconescu,Dalia
Tomescu,Ilona
Dima,Stan
Pop,Safta
Dinu,Saveta
Barbu,Ilona
Tudor,Livia
Voinea,Florența
Dinu,Gregorian
Toma,Clementina
Stănescu,Iustina
Manole,Sergiu
Pop,Lorin
Stan,Cantemir
Oprea,Roberta
Dochioiu,Luciana
Suciu,Blanduzia
Dima,Emanuil
Dinu,Laurențiu
Voinea,Iancu
Diaconescu,Ștefania
Stoica,Filofteia
Dochioiu,Avram
Tudor,Gheorghe
Dobre,Anișoara
Dumitrescu,Octaviu
Oprea,Dragoș
Florea,Teodor
Toma,Timotei
Diaconescu,Cornelia
Popescu,Romeo
Stoica,Cornelia
Dochioiu,Nicuță
Dima,Ionuț
Preda,Anaida
Toma,Benone
Stoica,Carolina
Stoica,Francesca
Mocanu,Laurențiu
Dumitrescu,Ligia
Stan,Profira
Popa,Ducu
Pușcașu,Sever
Niță,Pavel
Suciu,Dorina
Marin,Nora
Mocanu,Eftimia
Mocanu,Janeta
Dinu,Nicolae
Mocanu,Frusina
Preda,Irinel
Tomescu,Virginia
Georgescu,Mărioara
Popescu,Norica
Cristea,David
Stoica,Sabina
Popescu,Dan
Toma,Elisaveta
Ene,Ofelia
Popa,Nora
Nistor,Iustinian
Nemeș,Florin
Eftimie,Silvana
Georgescu,Norica
Aanei,Valeriu
Florea,Andrei
Eftimie,Milena
Tabacu,Antim
Voinea,Vlaicu
Nistor,Melania
Nistor,Albertina
Dinu,Luciana
Pușcașu,Codrin
Aanei,Codrin
Preda,Brăduț
Voinea,Iosif
Gheorghiu,Lioara
Nistor,Octav
Voinea,Anica
Tomescu,Inocențiu
Popa,Mihnea
Tabacu,Iridenta
Suciu,Iosif
Stoica,Andreea
Oprea,Marcela
Ardelean,Francisc
Pop,Anamaria
Marin,Atena
Diaconu,Șerban
Niță,Semenica
Popescu,Viorel
Tabacu,Catinca
Nistor,Aurelia
Georgescu,Pompiliu
Eftimie,Vlad
Voinea,Agata
Ardelean,Agnos
Pușcașu,Nora
Ionescu,Rozalia
Albu,Sinică
Florea,Teea
Stan,Patricia
Barbu,Nicoleta
Georgescu,Maria
Diaconescu,Ecaterina
Toma,Olga
Tabacu,Anghel
Ioniță,Carol
Dobre,Arina
Oprea,Eftimia
Preda,Veta
Ene,Augustina
Marin,Stanca
Preda,Natalia
Nemeș,Mitruț
Marin,Maria
Dinu,Raluca
Diaconescu,Marcel
Dinu,Alida
Dima,Frusina
Tomescu,Severin
Stancu,Bernard
Dobre,Pătru
Ionescu,Tincuța
Niță,Mioara
Toma,Răzvan
Nistor,Maria
Cristea,Gabriel
Tabacu,Cezara
Ionescu,Celia
Albu,Codruța
Toma,Eusebiu
Stoica,Rareș
Ene,Timea
Stan,Stana
Preda,Mădălin
Pușcașu,Liviu
Dima,Vanesa
Preda,Adelina
Tabacu,Dida
Tabacu,Pompiliu
Stancu,Lelia
Tudor,Mărioara
Stănescu,Amza
Suciu,Cosmin
Popa,Ligia
Preda,Tiberiu
Voinea,Sinică
Marin,Amanda
Gheorghiu,Aurel
Mocanu,Grațian
Georgescu,Melania
Mocanu,Stan
Dumitrescu,Emilian
Ene,Eugenia
Gheorghiu,Voicu
Voinea,Horațiu
Cristea,Paulica
Nistor,Margareta
Popa,Bartolomeu
Ene,Fabia
Stănescu,Codin
Tomescu,Lili
Marin,Narcis
Eftimie,Emanoil
Stoica,Ilarion
Stan,Eugenia
Popescu,Lorelei
Dima,Astrid
Albu,Leontin
Popescu,Codrin
Preda,Vasilică
Nemeș,Anton
Voinea,Larisa
Nistor,Nicoară
Nemeș,Anamaria
Diaconescu,Mirabela
Ababei,Severina
Diaconu,Barbu
Dumitrescu,Bănel
Dinu,Filofteia
Stan,Horia
Cristea,Octav
Tabacu,Teodor
Toma,Aurică
Nistor,Felix
Dinu,Dariana
Suciu,Augustina
Florea,Cristina
Ionescu,Vasilica
Pușcașu,Artemisa
Barbu,Iridenta
Popa,Irinel
Ardelean,Zenobia
Nistor,Caius
Preda,Mariana
Ioniță,Tudorița
Albu,Barbu
Dinu,Janeta
Georgescu,Pavel
Gheorghiu,Tinca
Diaconu,Manole
Stancu,Anda
Mocanu,Pamfil
Nistor,Haralamb
Preda,Margareta
Toma,Cătălin
Stănescu,Francisc
Dumitrescu,Dina
Stoica,Stana
Diaconescu,Amalia
Nemeș,Daciana
Stan,Julia
Eftimie,Norman
Dinu,Remus
Dobre,Carolina
Popa,Lucian
Marin,Nicușor
Nemeș,Frusina
Mocanu,Dumitra
Diaconu,Mărioara
Tudor,Izabela
Barbu,Rozalia
Mocanu,Gelu
Ene,Dumitru
Ene,Lili
Stoica,Dorinel
Marin,Vanesa
Dobre,Florica
Popa,Vera
Georgescu,Mugurel
Barbu,Casiana
Diaconu,Alida
Manole,Sergiu
Voinea,Radu
Nemeș,Profira
Stan,Anda
Ene,Mugurel
Mazilescu,Blanduzia
Marin,Ion
Ene,Edmond
Georgescu,Simona
Nistor,Saveta
Dochioiu,Sânziana
Dinu,Tania
Manole,Elena
Tudor,Emanuel
Diaconescu,Cătălin
Dima,Sorina
Stan,Gențiana
Dinu,Lascăr
Ardelean,Nicu
Tabacu,Georgiana
Pop,Larisa
Dumitrescu,Rica
Stănescu,Saveta
Gheorghiu,Georgiana
Ene,Suzana
Diaconu,Severina
Stoica,Luminița
Tomescu,Gențiana
Diaconescu,Frusina
Tomescu,Eftimie
Florea,Draga
Suciu,Aristița
Gheorghiu,Ghenadie
Popa,Mugurel
Pop,Luca
Nistor,Marcela
Aanei,Alin
Niță,Octavia
Marin,Carmen
Diaconescu,Paulica
Georgescu,Antonela
Mazilescu,Domnica
Georgescu,Crin
Barbu,Celia
Albu,Costin
Dumitrescu,Timea
Nemeș,Cosmin
Cristea,Pompiliu
Ionescu,Betina
Ene,Stelian
Albu,Adelina
Stan,Marcel
Pușcașu,Noemi
Marin,Beniamin
Nistor,Codrina
Oprea,Savina
Dochioiu,Teohari
Cristea,Pătru
Cristea,Venera
Marin,Dorin
Dumitrescu,Severina
Ene,Suzana
Dumitrescu,Alis
Preda,Teona
Tomescu,Niculiță
Oprea,Dragoș
Eftimie,Doina
Ababei,Steluța
Stancu,Alice
Mocanu,Lică
Suciu,Elisaveta
Preda,Doru
Cristea,Albert
Popescu,Rozalia
Mocanu,Dimitrina
Mocanu,Roxana
Dobre,Anamaria
Mocanu,Gelu
Diaconu,Iolanda
Nemeș,Suzana
Dumitrescu,Nicoară
Popa,Petru
Manole,Alma
Barbu,Alice
Manole,George
Diaconu,Gina
Stancu,Claudiu
Ionescu,Adina
Ababei,Flora
Toma,Olimpiu
Aanei,Panagachie
Stancu,Alexandrina
Manole,Nidia
Albu,Mariana
Dochioiu,Julia
Georgescu,Anghelina
Dumitrescu,Giorgiana
Georgescu,Valeriu
Albu,Inocențiu
Ababei,Raluca
Ababei,Octavia
Popa,Romeo
Pop,Laurențiu
Ardelean,Tudorița
Dima,Betina
Nistor,Romulus
Suciu,Nora
Mazilescu,Augustina
Albu,Ica
Nistor,Amalia
Tabacu,Gianina
Preda,Viviana
Albu,Cleopatra
Nistor,Henrieta
Dinu,Nicolaie
Ardelean,Dumitrana
Toma,Georgian
Diaconu,Silvana
Cristea,Horia
Albu,Florentin
Ababei,Costin
Stancu,Codrin
Eftimie,Bucur
Aanei,Bogdana
Diaconescu,Lucreția
Barbu,Augustin
Diaconu,Catrinel
Ababei,Steliana
Toma,Raluca
Dima,Pompilia
Dima,Teodor
Ababei,Erica
Marin,Atena
Toma,Niculina
Dima,Rada
Mocanu,Crina
Tomescu,Viviana
Stancu,Margareta
Oprea,Ionelia
Dochioiu,Miron
Georgescu,Nidia
Nemeș,Silviana
Nemeș,Horea
Eftimie,Melina
Ioniță,Otilia
Ioniță,Mihai
Dumitrescu,Cezara
Georgescu,Francesca
Barbu,Gențiana
Marin,Aleodor
Manole,Sorin
Toma,Raul
Tudor,Safta
Ionescu,Ioanina
Diaconu,Angela
Dima,Ileana
Ardelean,Florentina
Niță,Consuela
Dobre,Svetlana
Aanei,Anamaria
Dumitrescu,Basarab
Nistor,Aurel
Pop,Manuela
Tudor,Teodora
Mazilescu,Petrișor
Stancu,Nicoară
Pușcașu,Clementina
Albu,Nicolaie
Nistor,Luminița
Diaconescu,Ducu
Cristea,Ozana
Manole,Henrieta
Mocanu,Vicenția
Nistor,Nora
Tudor,Codruța
Dumitrescu,Ionică
Barbu,Aristide
Manole,Codin
Suciu,Tudora
Mazilescu,Jan
Popa,Svetlana
Nistor,Antonie
Voinea,Lorena
Georgescu,Iosif
Georgescu,Tudosia
Mocanu,Ladislau
Ardelean,Carina
Preda,Elena
Diaconu,Lili
Ioniță,Emanuil
Ardelean,Alexandru
Tudor,Mugur
Florea,Carmen
Nistor,Eftimia
Dochioiu,Ladislau
Manole,Petrișor
Cristea,Ieremia
Stancu,Ilona
Stan,Margareta
Marin,Rica
Preda,Luminița
Suciu,Venera
Nemeș,Carolina
Mocanu,Atena
Nemeș,Mihaela
Ioniță,Floare
Stoica,Aureliana
Dima,Marcela
Dumitrescu,Nadia
Georgescu,Iosif
Pușcașu,Eremia
Preda,Dorina
Mocanu,Heracleea
Georgescu,Panagachie
Nistor,Crenguța
Nemeș,Matei
Tomescu,Tudora
Dobre,Elvira
Stancu,Pompiliu
Popa,Antonie
Stancu,Rareș
Niță,Ica
Stan,Tamara
Oprea,Mirela
Gheorghiu,Aureliana
Albu,Simi
Gheorghiu,Mihnea
Popescu,Marioara
Eftimie,Luca
Diaconu,Simion
Niță,Consuela
Stan,Iridenta
Niță,Catrinel
Pușcașu,Rafila
Ene,Vera
Tudor,Pleșu
Tudor,Elisabeta
Florea,Svetlana
Nistor,Codrin
Nistor,Leontin
Stoica,Marcela
Voinea,Alexe
Preda,Roxelana
Dima,Ada
Ardelean,Gențiana
Florea,Pavel
Toma,Voicu
Pop,Dida
Nistor,Ivona
Niță,Ioana
Ioniță,Ivan
Preda,Renata
Oprea,Nicolae
Cristea,Anuța
Eftimie,Ariadna
Ardelean,Raluca
Mocanu,Estera
Stancu,Emil
Dochioiu,Betina
Nistor,Marilena
Ionescu,Monalisa
Ioniță,Panait
Stănescu,Izabela
Popa,Magdalena
Nistor,Petruț
Stan,Pamfil
Voinea,Silvana
Diaconu,Liana
Nistor,Petru
Toma,Amalia
Nemeș,Cristian
Mocanu,Cerasela
Stoica,Isabela
Georgescu,Henrieta
Gheorghiu,Alexandrina
Ardelean,Emilia
Diaconu,Floriana
Tudor,Cezara
Albu,Xenia
Niță,Antoniu
Ardelean,Tania
Dima,Cristobal
Nistor,Amedeu
Popa,Natașa
Ene,Daciana
Dobre,Constanța
Stănescu,Carina
Diaconu,Nicoleta
Ababei,Iosif
Barbu,Victor
Ardelean,Anton
Niță,Hortensia
Mazilescu,Estera
Popescu,Mirona
Suciu,Zaraza
Tomescu,Simina
Barbu,Amanda
Stancu,Simi
Albu,Ghiță
Tabacu,Aristița
Diaconescu,Larisa
Gheorghiu,Emanoil
Diaconescu,Amza
Toma,Eduard
Stoica,Valter
Ene,Teea
Preda,Grațiela
Mocanu,Alis
Popescu,Marin
Preda,Mirona
Manole,Vlaicu
Tudor,Xenia
Ioniță,Janina
Tabacu,Beatrice
Dumitrescu,Tudor
Popa,Petruț
Albu,Claudiu
Ioniță,Bianca
Stan,Ica
Nemeș,Veta
Dumitrescu,Mirabela
Preda,Ana
Marin,Lucrețiu
Mazilescu,Dana
Dima,Eugen
Florea,Carmen
Popescu,Anton
Toma,Victoria
Dochioiu,Nelu
Ionescu,Bănel
Popescu,Alice
Nistor,Mitruț
Ionescu,Anemona
Georgescu,Niculiță
Popescu,Crin
Dochioiu,Ducu
Toma,Denisa
Oprea,Vladimir
Ardelean,Liana
Dobre,Costin
Nistor,Petru
Nistor,Constantin
Albu,Aurora
Nemeș,Oliviu
Dochioiu,Catrina
Georgescu,Stan
Dobre,Lucrețiu
Stancu,Vicenția
Voinea,Constantina
Popescu,Silvia
Ioniță,Steliana
Ionescu,Domnica
Stancu,Sorin
Dima,Agnos
Dumitrescu,Vanesa
Dochioiu,Dragoș
Mazilescu,Petre
Nistor,Todor
Marin,Liviu
Dinu,Steluța
Eftimie,Rozalia
Albu,Silviana
Oprea,Raluca
Nemeș,Codin
Tomescu,Rodica
Toma,Mădălina
Georgescu,Elisaveta
Stănescu,Roxana
Tudor,Cecilia
Nistor,Elena
Florea,Romeo
Ionescu,Tiberiu
Dima,Elena
Aanei,Paulina
Manole,Margareta
Ioniță,Mara
Georgescu,Amalia
Nistor,Petrișor
Toma,Petrișor
Tudor,Petre
Ababei,Lazăr
Nistor,Laura
Niță,Radu
Gheorghiu,Iustinian
Manole,Olimpia
Eftimie,Mircea
Aanei,Horațiu
Toma,Iulia
Mocanu,Adrian
Ababei,Eftimia
Nemeș,Ecaterina
Barbu,Angel
Nistor,Bebe
Ardelean,Marcela
Eftimie,Narcis
Tabacu,Gabriela
Georgescu,Carla
Pop,Dan
Mazilescu,Vanesa
Eftimie,Silvia
Dumitrescu,Sergiu
Nistor,Grațiela
Mazilescu,Simion
Stănescu,Ludovic
Eftimie,Ducu
Pușcașu,Sava
Eftimie,Eleonora
Oprea,Florentin
Stancu,Suzana
Ionescu,Semenica
Popa,Adrian
Voinea,Timea
Manole,Natașa
Dima,Filofteia
Barbu,Margareta
Pop,Alistar
Manole,Tudorița
Georgescu,Emilian
Dochioiu,Stelian
Ioniță,Anișoara
Georgescu,Marina
Diaconescu,Iustin
Nistor,Olga
Barbu,Aurora
Mocanu,Zina
Barbu,Aureliana
Stoica,Sidonia
Preda,Delia
Diaconescu,Viorica
Diaconescu,Leordean
Suciu,Viviana
Dinu,Todor
Marin,Bianca
Tudor,Visarion
Albu,Agripina
Dumitrescu,Daria
Marin,Ernest
Oprea,Bernard
Tabacu,Martin
Stancu,Rica
Georgescu,Geta
Popa,Robertina
Suciu,Lorin
Mazilescu,Eugen
Florea,Rebeca
Stan,Ilinca
Ionescu,Toma
Stoica,Benone
Popa,Luminița
Ioniță,Aleodor
Tabacu,Teofil
Popescu,Alex
Cristea,Ivan
Preda,Fabia
Cristea,Clementina
Tudor,Cantemir
Ardelean,Emanoil
Nistor,Gabriela
Popa,Georgel
Mocanu,Gina
Dumitrescu,Mihai
Stănescu,Bartolomeu
Suciu,Edmond
Oprea,Barbu
Ene,Emil
Suciu,Norica
Toma,Camil
Suciu,Fabiana
Ionescu,Romanița
Stan,Mălina
Pușcașu,Ilona
Ionescu,Dumitru
Ionescu,Zenovia
Marin,Constantin
Preda,Lavinia
Florea,Marian
Aanei,Gregorian
Nemeș,Victor
Diaconu,Cătălina
Diaconu,Crina
Stancu,Jeana
Marin,Filofteia
Dochioiu,Francesca
Ababei,Adam
Dima,Petru
Tudor,Eremia
Ene,Valentin
Tabacu,Felicia
Voinea,Pătru
Voinea,Titus
Dumitrescu,Anișoara
Dobre,Stan
Barbu,Bogdan
Popa,Iancu
Suciu,Florentina
Stănescu,Elisaveta
Stănescu,Florentin
Georgescu,Florentina
Toma,Dorli
Stancu,Marcu
Preda,Bernard
Stancu,Constantina
Pușcașu,Suzana
Stan,Simina
Ardelean,Andrada
Dumitrescu,Răzvan
Marin,Ernest
Popa,Nicușor
Tudor,Carla
Tomescu,Leordean
Dochioiu,Andra
Diaconu,Miruna
Suciu,Casian
Albu,Vasilica
Oprea,Savina
Dinu,Mona
Voinea,Octaviu
Dima,Tudosia
Stancu,Marcu
Nistor,Cecilia
Suciu,Jeana
Ababei,Ariana
Eftimie,Severin
Dumitrescu,Romeo
Tudor,Brăduț
Preda,Gabriela
Eftimie,Alis
Dochioiu,Ancuța
Nistor,Codrina
Dima,Jan
Gheorghiu,Leonard
Dinu,Lică
Mocanu,Bogdana
Diaconescu,Anuța
Popescu,Lăcrămioara
Oprea,Haralambie
Georgescu,Florentin
Aanei,Daria
Mazilescu,Radu
Eftimie,Steliana
Niță,Sandu
Oprea,Mona
Marin,Maxim
Tudor,Norbert
Tomescu,Otilia
Ene,Olimpiu
Manole,Carmen
Suciu,Paula
Eftimie,Aurel
Suciu,Petru
Ardelean,Maxim
Ene,Norica
Niță,Cătălina
Popescu,Manole
Georgescu,Anca
Manole,Luminița
Cristea,Florentina
Ioniță,Mina
Nemeș,Tudosia
Ionescu,Vladimir
Dumitrescu,Matei
Dobre,Ecaterina
Tudor,Emanuela
Nemeș,Liviu
Gheorghiu,Beatrice
Stoica,Ariadna
Suciu,Antonela
Cristea,Sergiu
Stancu,Floarea
Nistor,Iacob
Eftimie,Erica
Preda,Sever
Aanei,Iurie
Stoica,Călin
Diaconu,Anghel
Cristea,Octaviana
Nemeș,Casiana
Ababei,Sânziana
Dima,Matei
Mazilescu,Pamfil
Dochioiu,Viorela
Voinea,Suzana
Georgescu,Miron
Nemeș,Narcisa
Barbu,Severina
Pop,Delia
Ene,Severina
Diaconu,Costin
Nistor,Evelina
Voinea,Daria
Albu,Despina
Tudor,Teodosia
Barbu,Demetra
Stancu,Aristide
Popescu,Floare
Voinea,Casian
Nistor,Iolanda
Tabacu,Mirabela
Gheorghiu,Clarisa
