"personal_id","phone_number","birthdate","address","job","user_id"
"7575","0733 924 929","1997-05-19","Soseaua Mazilescu Nr. 526 Bl. 69  Sc. 74 Ap. 162, Pancota, 805541","Confectioner Termosuri","17554"
"7576","0252 193 897","1934-11-16","Soseaua Marin, Titu, 317488","Pregatitor, Montator, Reparator Ite, Cocleti, Lamele, Spete","17555"
"7577","0762 482 063","1929-06-08","Bulevardul Barbu, Hateg, 166894","Educator In Unitati De Handicapati","17556"
"7578","0765 423 609","1968-10-31","Strada Ludovica Tabacu Nr. 65 Bl. 49  Sc. 96 Ap. 869, Adjud, 806003","Expert Forta De Munca Si Somaj","17557"
"7579","0236 228 401","1909-07-03","Bulevardul Niță Nr. 131, Curtici, 350144","Operator Mase Plastice","17558"
"7580","0744 191 927","1911-12-01","Soseaua Cezara Voinea Nr. 577 Bl. 86  Sc. 73 Ap. 236, Baia Mare, 575080","Turnator Geam","17559"
"7581","0764 429 941","1955-02-09","Drumul Dumitrescu Nr. 94 Bl. 81  Sc. 46 Ap. 255, Corund, 178998","Sef Atelier Industria Extractiva","17560"
"7582","0725 657 257","1922-05-05","Strada Emanuel Diaconescu Nr. 87, Iernut, 312229","Confectioner Sabloane La Imprimerie","17561"
"7583","0784 779 681","1925-05-20","Drumul Tabacu, Campulung Moldovenesc, 880942","Melamed","17562"
"7584","0731 686 812","2006-11-11","Bulevardul Anghel Stănescu Nr. 98 Bl. 18  Sc. 73 Ap. 270, Rucar, 384888","Tehnician Asigurarea Calitatii","17563"
"7585","0237 092 542","2013-04-11","Aleea Dochioiu Nr. 31 Bl. 32  Sc. 88 Ap. 463, Techirghiol, 157190","Sef Vagon Postal","17564"
"7586","0748 960 180","1921-12-02","Aleea Pop Nr. 14, Urziceni, 178101","Tehnician In Biochimie","17565"
"7587","0770 041 621","1940-05-31","Bulevardul Cristea Nr. 92, Dragalina, 340306","Confectioner Capace De Carde","17566"
"7588","0244 960 730","1927-06-20","Drumul Georgescu Nr. 35, Bumbesti-Jiu, 744622","Sef Agentie Colectare Si Expeditie Marfuri","17567"
"7589","0735 272 701","2002-12-19","Aleea Inocențiu Nemeș, Cumpana, 461654","Referent Comert Exterior","17568"
"7590","0246 850 874","1908-08-24","Strada Tabacu Nr. 83 Bl. 17  Sc. 25 Ap. 826, Beclean, 419388","Statistician Medical","17569"
"7591","0741 550 936","2005-04-01","Bulevardul Tomescu Nr. 45 Bl. 65  Sc. 94 Ap. 483, Targu Frumos, 891550","Institutor","17570"
"7592","0244 684 046","1958-12-29","Soseaua Toma, Valea lui Mihai, 457889","Inginer Imbunatatiri Funciare","17571"
"7593","0237 124 094","1912-08-17","Intrarea Mazilescu Nr. 699, Lugoj, 892978","Inginer Industrializarea Lemnului","17572"
"7594","0239 323 786","1953-06-01","Soseaua Anica Georgescu Nr. 92, Reghin, 716812","Educator Puericultor","17573"
"7595","0761 029 442","2014-05-19","Strada Dinu Nr. 36 Bl. 11  Sc. 53 Ap. 299, Jimbolia, 877470","Lacatus Montator Pentru Utilaje Industriale, De Constructii Si Agricole","17574"
"7596","0251 091 490","1937-01-24","Intrarea Pușcașu, Gura Humorului, 477198","Regulator Tevi","17575"
"7597","0732 616 892","1912-04-05","Drumul Barbu, Ludus, 273126","Masinist Pod Rulant","17576"
"7598","0262 257 293","2012-01-05","Strada Suciu, Beius, 150645","Inginer Constructii Civile, Industriale Si Agricole","17577"
"7599","0772 329 302","1983-08-30","Bulevardul Gheorghiu Nr. 81 Bl. 36  Sc. 15 Ap. 500, Carei, 928521","Instrumentist","17578"
"7600","021 954 9554","1919-07-11","Drumul Horea Niță Nr. 870 Bl. 78  Sc. 14 Ap. 458, Constanta, 331833","Sef Tura Telecomunicatii Aeronautice Aviatie Civila","17579"
"7601","0260 227 936","1997-12-30","Bulevardul Preda Nr. 831, Darabani, 260800","Operator Specialist Curatare Chimica La Schimbatoarele De Caldura Cu Placi","17580"
"7602","0772 619 520","1998-12-14","Bulevardul Gică Pop Nr. 66, Navodari, 294390","Inginer Chimist","17581"
"7603","0263 395 791","1963-05-02","Drumul Aurelian Ioniță Nr. 47 Bl. 82  Sc. 50 Ap. 153, Borcea, 303039","Inspector Scolar Pentru Dezvoltarea Resursei Umane","17582"
"7604","0742 508 014","1935-08-06","Bulevardul Stancu, Blaj, 458199","Instructor Parasutism","17583"
"7605","0728 086 611","1953-05-22","Aleea Diaconu Nr. 454, Pancota, 395756","Tehnician Metrolog","17584"
"7606","0725 598 984","1913-06-16","Soseaua Suciu Nr. 92 Bl. 52  Sc. 27 Ap. 325, Onesti, 902027","Afumator Carne","17585"
"7607","0233 842 884","1987-09-22","Drumul Despina Tabacu Nr. 205, Feldru, 566733","Specialist Control Risc","17586"
"7608","0266 191 090","1940-11-08","Aleea Domnica Nistor Nr. 21 Bl. 75  Sc. 17 Ap. 909, Medias, 386799","Machetist","17587"
"7609","0744 498 932","1947-01-25","Soseaua Diaconu Nr. 44 Bl. 99  Sc. 77 Ap. 820, Fetesti, 287812","Asistent De Cercetare In Agromontanologie","17588"
"7610","0729 722 440","2013-03-26","Soseaua Ababei, Curcani, 144840","Recuziter","17589"
"7611","0764 987 297","2001-01-14","Bulevardul Manole Nr. 72, Campulung, 475798","Ghemuitor","17590"
"7612","0711 907 988","1991-11-22","Aleea Paul Oprea, Lumina, 901202","Director Control Risc","17591"
"7613","0756 886 124","1964-08-11","Bulevardul Oprea, Caransebes, 543767","Asistent De Cercetare In Stiintele Politice","17592"
"7614","0760 774 434","1951-10-22","Drumul Nistor, Anina, 806649","Agent De Turism Tour-Operator","17593"
"7615","0737 517 630","1909-02-25","Soseaua Stan, Feldru, 456637","Sculer-Matriter","17594"
"7616","0734 465 670","2011-08-26","Drumul Diaconu Nr. 532 Bl. 14  Sc. 95 Ap. 431, Baia Mare, 134199","Ambalator Manual","17595"
"7617","0268 901 523","1963-08-28","Aleea Popescu Nr. 988, Babeni, 842675","Vanzator De Ziare","17596"
"7618","0259 538 133","1967-06-21","Soseaua Eusebiu Niță, Calarasi, 599515","Inspector De Specialitate Hidrogeolog","17597"
"7619","0766 491 213","1937-06-04","Intrarea Maxim Tudor Nr. 392 Bl. 36  Sc. 50 Ap. 662, Moinesti, 866845","Inginer Electromecanic Scb","17598"
"7620","0239 336 214","1986-09-18","Drumul Aureliana Ababei Nr. 25 Bl. 62  Sc. 11 Ap. 317, Moinesti, 313489","Sculptor Papusi","17599"
"7621","0740 508 402","1978-04-24","Bulevardul Nemeș Nr. 67 Bl. 57  Sc. 29 Ap. 125, Horodnic de Sus, 902771","Psiholog Sef Sectie, Laborator","17600"
"7622","0731 140 151","1982-06-09","Intrarea Arina Eftimie Nr. 507, Insuratei, 656998","Fochist Pentru Cazane Conduse De Calculator","17601"
"7623","0730 126 407","2005-10-03","Drumul Nemeș Nr. 85 Bl. 28  Sc. 65 Ap. 562, Timisoara, 554122","Inspector Scolar Pentru Invatamantul Special","17602"
"7624","0780 731 871","1959-06-04","Soseaua Horea Ionescu Nr. 84, Saveni, 989109","Tehnician Proiectant In Reconstructie Ecologica","17603"
"7625","0267 489 306","1921-05-22","Drumul Aurică Dima, Vladimirescu, 879879","Tapiter","17604"
"7626","0770 997 490","2014-03-05","Soseaua Dobre Nr. 951 Bl. 61  Sc. 43 Ap. 674, Strehaia, 925766","Ipsosar (Exclusiv Restaurator)","17605"
"7627","0250 612 649","1980-07-03","Bulevardul Nistor Nr. 514 Bl. 24  Sc. 99 Ap. 251, Pantelimon, 985291","Ingrijitor Caini In Adaposturi","17606"
"7628","0753 748 628","1928-02-16","Soseaua Toma Nr. 66, Sibiu, 646028","Consilier/Expert/Inspector/Referent/Economist In Management","17607"
"7629","0741 004 024","1915-02-18","Intrarea Ene, Dumbravita, 888684","Confectioner-Montator Produse Din Lemn","17608"
"7630","0743 432 095","1983-11-20","Drumul Eftimie, Gheorgheni, 255127","Inginer Cai Ferate, Drumuri Si Poduri","17609"
"7631","0257 504 541","2005-10-02","Soseaua Preda, Ineu, 720530","Inginer Industrializarea Lemnului","17610"
"7632","0268 851 401","1922-11-21","Bulevardul Cristea, Tecuci, 162376","Sortator, Spalator Par","17611"
"7633","0711 343 608","1924-05-26","Intrarea Ivan Georgescu Nr. 867, Sebes, 757926","Secretar Economic (Studii Superioare)","17612"
"7634","0729 027 914","1916-04-16","Drumul Mazilescu Nr. 742, Filiasi, 452948","Sef Birou Reclama Publicitara","17613"
"7635","0258 815 560","1916-07-28","Strada Dinu, Rasinari, 412123","Manager De Produs","17614"
"7636","0243 013 414","2004-07-31","Drumul Nemeș, Campina, 219821","Fazanier","17615"
"7637","0255 532 382","2000-10-18","Drumul Isabela Voinea Nr. 47 Bl. 14  Sc. 53 Ap. 222, Galati, 672916","Expert Bacteriolog","17616"
"7638","0753 658 784","2006-04-19","Aleea Laura Gheorghiu Nr. 833 Bl. 21  Sc. 53 Ap. 956, Vicovu de Jos, 286338","Maistru Minier","17617"
"7639","0743 483 797","1975-12-28","Drumul Nistor, Topoloveni, 796736","Centrator, Debordator Piese Optice","17618"
"7640","0241 908 253","1958-08-06","Soseaua Lavinia Stancu, Saveni, 537215","Inspector Coordonator Daune","17619"
"7641","0785 670 182","1939-10-27","Drumul Nistor Nr. 77 Bl. 38  Sc. 81 Ap. 406, Filiasi, 748178","Maistru Protectia Navigatiei Aeriene (Comunicatii, Navigatie, Supraveghere)","17620"
"7642","0758 584 766","1954-01-14","Strada Ionescu, Dej, 446839","Analist","17621"
"7643","0732 813 521","2008-04-02","Drumul Georgiana Stănescu, Radauti, 192767","Operator Comercial","17622"
"7644","0754 141 176","1980-03-27","Soseaua Florea Nr. 51, Simleu Silvaniei, 777934","Designer Pagini Web (Studii Superioare)","17623"
"7645","0738 756 051","1953-01-25","Bulevardul Beatrice Dochioiu Nr. 55 Bl. 46  Sc. 22 Ap. 530, Dragalina, 168212","Conductor Tren","17624"
"7646","0251 891 108","1919-08-15","Drumul Timotei Stoica, Nadlac, 542275","Tinichigiu Carosier","17625"
"7647","0746 377 408","1945-03-23","Drumul Preda Nr. 984, Beius, 189045","Sef Dispecer Energetic Teritorial (Det)","17626"
"7648","0763 312 412","1999-09-25","Aleea Nistor Nr. 968 Bl. 24  Sc. 48 Ap. 136, Dorohoi, 104754","Exarh","17627"
"7649","0254 821 551","1942-08-31","Bulevardul Georgescu Nr. 97 Bl. 81  Sc. 56 Ap. 962, Cristuru Secuiesc, 994588","Mecanic Masini Agricole","17628"
"7650","0264 155 584","1939-06-16","Bulevardul Dragoș Florea, Popesti-Leordeni, 267545","Magistrat-Asistent","17629"
"7651","0244 751 023","1921-03-19","Aleea Dobre Nr. 42, Satu Mare, 226715","Tehnician Electroenergetician, Termoenergetician","17630"
"7652","0244 657 200","1921-12-24","Intrarea Aanei, Botosani, 661046","Maistru Metalurgie","17631"
"7653","0244 806 682","2012-04-13","Intrarea Cristea Nr. 658 Bl. 95  Sc. 41 Ap. 262, Corund, 426550","Analist Bancar/Societate De Leasing","17632"
"7654","0751 122 235","1923-06-23","Strada Ioniță Nr. 51 Bl. 89  Sc. 47 Ap. 669, Rasnov, 930450","Presedinte Banca/Vicepresedinte/Prim-Vicepresedinte","17633"
"7655","0745 521 827","1972-02-03","Soseaua Stancu Nr. 24 Bl. 24  Sc. 47 Ap. 271, Ruscova, 624454","Inginer Petrochimist","17634"
"7656","0251 687 198","1912-01-24","Aleea Gheorghiu Nr. 85 Bl. 21  Sc. 89 Ap. 385, Campulung Moldovenesc, 190707","Lacar","17635"
"7657","0239 633 743","1942-10-13","Strada Stănescu Nr. 88 Bl. 75  Sc. 40 Ap. 599, Vulcan, 917017","Referent Pensii, Asigurari Sociale Si Asistenta Sociala","17636"
"7658","0751 409 822","1927-06-19","Strada Preda Nr. 589, Poienile de sub Munte, 250872","Secretar De Stat","17637"
"7659","0724 433 201","1938-03-14","Soseaua Ababei Nr. 412 Bl. 92  Sc. 29 Ap. 920, 1 Decembrie, 985118","Operator La Masinile De Fotoculegere (Monofoto)","17638"
"7660","0753 609 002","1921-01-27","Bulevardul Martin Gheorghiu Nr. 935 Bl. 99  Sc. 75 Ap. 532, Savinesti (Poiana Teiului), 853167","Camionagiu","17639"
"7661","0238 691 426","1986-02-15","Aleea Popescu Nr. 45 Bl. 11  Sc. 34 Ap. 339, Segarcea, 262587","Conductor Arhitect","17640"
"7662","0245 197 925","2011-02-22","Strada Stănescu Nr. 60 Bl. 62  Sc. 93 Ap. 800, Harsova, 636781","Maestru Corepetitor","17641"
"7663","0239 963 546","1938-09-16","Bulevardul Varvara Georgescu Nr. 330, Marasesti, 990409","Ciontolitor Transator Carne","17642"
"7664","0231 267 331","1968-06-13","Aleea Ababei Nr. 444, Targu Ocna, 122395","Manager De Produs","17643"
"7665","0727 743 202","1979-09-20","Soseaua Stan Nr. 447 Bl. 29  Sc. 40 Ap. 235, Pipera (Voluntari), 994093","Cabanier","17644"
"7666","0734 257 169","1975-02-20","Bulevardul Lavinia Dumitrescu Nr. 119 Bl. 22  Sc. 29 Ap. 786, Seini, 977253","Operator Surse Regenerabile De Energie","17645"
"7667","0732 524 809","1913-03-21","Strada Stan Nr. 58, Ludus, 825905","Expert Informatii Pentru Afaceri","17646"
"7668","0264 760 149","1992-04-28","Strada Eftimie, Campia Turzii, 383754","Imprimator Serigraf","17647"
"7669","0237 367 556","2014-09-08","Bulevardul Gianina Stănescu Nr. 42 Bl. 96  Sc. 72 Ap. 351, Topoloveni, 817205","Director Magazin","17648"
"7670","0254 513 901","1936-07-05","Drumul Ababei Nr. 693, Branesti, 725736","Maistru In Industria Celulozei Si Hartiei","17649"
"7671","0233 406 312","2004-06-30","Strada Nemeș Nr. 635 Bl. 29  Sc. 96 Ap. 970, Sinaia, 485032","Secretar Economic (Studii Superioare)","17650"
"7672","0771 631 899","1954-12-23","Strada Laurențiu Popescu Nr. 479 Bl. 23  Sc. 62 Ap. 455, Sinaia, 431834","Operator La Instalatii De Tras Si Laminat Geam","17651"
"7673","0235 444 448","1925-03-03","Bulevardul Ene Nr. 48 Bl. 43  Sc. 33 Ap. 272, Babeni, 449794","Forjor-Matriter","17652"
"7674","0737 098 245","1993-01-16","Strada Ghenadie Stan, Podu Iloaiei, 723009","Referent De Specialitate Forta De Munca Si Somaj","17653"
"7675","0729 351 151","1929-05-24","Bulevardul Niță, Bumbesti-Jiu, 771174","Manager Resurse Umane","17654"
"7676","0236 114 949","1955-10-19","Strada Toma Nr. 567 Bl. 94  Sc. 34 Ap. 595, Bistrita, 378957","Montator-Ajustor De Acordeoane","17655"
"7677","0262 648 421","1941-06-24","Intrarea Tudor Nr. 483 Bl. 95  Sc. 61 Ap. 766, Resita, 255295","Solist Vocal","17656"
"7678","0257 332 548","2007-01-12","Intrarea Pușcașu Nr. 29 Bl. 23  Sc. 35 Ap. 433, Medias, 101188","Manager In Domeniul Sigurantei Alimentare","17657"
"7679","0755 377 197","2007-01-03","Intrarea Matei Pop Nr. 565, Tuzla, 444594","Inspector De Specialitate Inginer Industria Alimentara","17658"
"7680","0724 319 245","2000-09-15","Strada Ene Nr. 107, Motru, 889818","Bijutier Metale Pretioase","17659"
"7681","0269 636 736","1996-01-13","Strada Barbu, Ludus, 478714","Presedinte Culte","17660"
"7682","0735 286 886","1974-04-10","Soseaua Tudor, Fagaras, 489578","Prelucrator De Tuburi Si Baghete","17661"
"7683","0253 556 173","1960-11-30","Bulevardul Pamfil Mazilescu Nr. 520, Pitesti, 631487","Operator Uscator Textile","17662"
"7684","0724 885 123","1911-01-10","Bulevardul Manole Nr. 425 Bl. 31  Sc. 20 Ap. 783, Remetea, 933001","Subinginer Mecanic, Mecanica Fina","17663"
"7685","0767 502 290","1992-01-15","Bulevardul Alexandru Florea Nr. 87 Bl. 78  Sc. 49 Ap. 874, Negresti-Oas, 997031","Cardinal","17664"
"7686","0251 117 108","1942-12-23","Bulevardul Stoica Nr. 685, Saveni, 908957","Asistent De Cercetare In Ecologie Si Protectia Mediului","17665"
"7687","0733 546 151","1971-05-04","Soseaua Marilena Ioniță Nr. 936, Arad, 154099","Gardian Feroviar","17666"
"7688","0756 710 615","1908-09-28","Strada Niță Nr. 47 Bl. 93  Sc. 37 Ap. 526, Cobadin, 975719","Astrolog","17667"
"7689","0723 147 665","2003-04-06","Soseaua Consuela Dinu Nr. 633 Bl. 55  Sc. 91 Ap. 309, Petrila, 339377","Operator Uscator Textile","17668"
"7690","0786 854 944","1954-11-15","Soseaua Dobre, Deva, 190796","Metalurgist Pulberi Din Oxid De Fier","17669"
"7691","0731 058 956","2020-09-30","Aleea Popescu, Orsova, 669550","Operator Siloz (Silozar)","17670"
"7692","0747 694 594","1937-02-10","Aleea Popa Nr. 724 Bl. 70  Sc. 22 Ap. 725, Aiud, 817025","Sociolog","17671"
"7693","0747 272 149","1980-05-19","Aleea Voinea Nr. 903 Bl. 95  Sc. 27 Ap. 197, Barlad, 701120","Sef Centru Dirijare Zbor","17672"
"7694","0252 805 392","2021-02-21","Soseaua Dochioiu, Bosanci, 227244","Director Unitate Bancara Operationala/Director Adjunct Unitate Bancara Operationala","17673"
"7695","0726 981 295","1940-06-17","Bulevardul Marin Nr. 13, Rucar, 205908","Asistent De Cercetare In Tehnologia Prelucrarii Produselor Agricole","17674"
"7696","0749 685 571","2004-04-02","Drumul Arsenie Mocanu, Sandominic, 138094","Fochist Pentru Cazane Mici De Abur","17675"
"7697","0738 352 243","2010-03-19","Aleea Popescu, Pancota, 129522","Inginer-Sef Radioprotectie","17676"
"7698","0772 747 299","1959-07-08","Bulevardul Barbu Nr. 97 Bl. 99  Sc. 80 Ap. 477, Calarasi, 171431","Consilier Farmacolog","17677"
"7699","0232 291 456","1919-08-02","Bulevardul Popescu Nr. 71, Branesti, 251910","Agent De Dezvoltare","17678"
"7700","0742 083 794","1999-10-27","Intrarea Evelina Dochioiu Nr. 55, Rasnov Romacril, 783154","Executor Judecatoresc (Tribunal, Judecatorie)","17679"
"7701","0784 454 883","1955-01-10","Intrarea Albu Nr. 740 Bl. 79  Sc. 54 Ap. 704, Horodnic de Sus, 392276","Operator De Insamantari Artificiale La Animale","17680"
"7702","0760 463 773","1923-06-16","Aleea Tabacu, Gugesti, 500206","Strungar La Masini De Strunjit Roti Cai Ferate","17681"
"7703","0231 198 941","1931-02-21","Aleea Florian Dima Nr. 17, Dragasani, 489405","Programator De Sistem Informatic","17682"
"7704","0248 078 337","1918-03-23","Drumul Manole, Mogosoaia, 210792","Operator Control Nedistructiv Cu Particule Magnetice","17683"
"7705","0254 889 898","2016-01-22","Soseaua Iridenta Nemeș Nr. 286 Bl. 30  Sc. 43 Ap. 621, Sangeorz-Bai, 101290","Operator Impregnator Textile","17684"
"7706","0784 364 751","1981-06-15","Bulevardul Tudor Nr. 32 Bl. 80  Sc. 21 Ap. 832, Gaesti, 432449","Inspector Justitie","17685"
"7707","0233 394 016","1920-07-28","Aleea Ardelean Nr. 687, Zarnesti, 941694","Lucrator Calificat In Culturi De Camp Si Legumicultura","17686"
"7708","0746 664 139","1918-04-23","Soseaua Manole Niță Nr. 94, Ianca, 239185","Cioplitor In Piatra Si Marmura","17687"
"7709","0741 030 386","1912-01-16","Bulevardul Vasile Suciu, Turnu Magurele, 493042","Dezvoltator De E-Learning","17688"
"7710","0747 571 373","1997-01-03","Drumul Voinea Nr. 888, Bolintin-Vale, 165115","Subinginer Mecanic Utilaje Pentru Industria Lemnului","17689"
"7711","0751 035 020","1941-09-14","Aleea Cristea Nr. 36, Nadlac, 936162","Instructor Instalatii","17690"
"7712","0267 121 076","1909-05-27","Aleea Francisc Dobre Nr. 20, Cobadin, 734875","Expert Prevenire Si Combatere A Coruptiei","17691"
"7713","0772 703 716","1950-08-07","Aleea Iacob Florea, Diosig, 141371","Librar-Sef","17692"
"7714","0740 912 856","1999-03-10","Intrarea Amedeu Popescu Nr. 330 Bl. 81  Sc. 53 Ap. 964, Amara, 930546","Instalator Instalatii Tehnico-Sanitare Si De Gaze","17693"
"7715","0732 236 057","1953-02-08","Soseaua Stoica Nr. 482, Tudora, 711925","Director Adjunct Institutie Publica","17694"
"7716","0755 737 036","2019-02-26","Soseaua Pop Nr. 71 Bl. 25  Sc. 11 Ap. 292, Hateg, 462981","Inginer De Cercetare De Aeronave","17695"
"7717","0256 941 878","1943-10-05","Soseaua Manole Nr. 57 Bl. 53  Sc. 48 Ap. 643, Berceni, 492985","Sef Vagon Postal","17696"
"7718","0761 040 580","2012-05-23","Soseaua Dumitrescu, Techirghiol, 398428","Secretar Organizatie Profesionala, Filiala Judeteana/Municipiu","17697"
"7719","0758 326 136","2011-10-18","Drumul Eftimie Nr. 774, Adjud, 844489","Asistent Standardizare","17698"
"7720","0248 529 382","1915-01-08","Aleea Barbu Nr. 38 Bl. 45  Sc. 13 Ap. 973, Carei, 741194","Inginer Nave","17699"
"7721","0756 861 598","1997-01-15","Aleea Stoica, Berceni, 958098","Masinist La Confectionarea Ambalajelor Metalice","17700"
"7722","0736 533 467","1955-06-02","Soseaua Antim Popa Nr. 10 Bl. 46  Sc. 95 Ap. 438, Murfatlar, 416385","Lacatus La Prelucrarea Si Indreptarea Tevilor Ghintuite","17701"
"7723","0267 524 211","2004-09-29","Aleea Oprea, Ovidiu, 108687","Arhivist","17702"
"7724","0764 882 105","1977-03-28","Bulevardul Beatrice Ardelean Nr. 62 Bl. 28  Sc. 39 Ap. 357, Tarnaveni, 652176","Expert Conformitate","17703"
"7725","0771 952 981","1976-11-04","Soseaua Eftimie Nr. 15, Baia Sprie, 672132","Presator Pfl","17704"
"7726","0769 027 306","1924-04-03","Intrarea Mocanu, Sancraiu de Mures, 852633","Director De Cazare","17705"
"7727","0724 282 691","1924-07-22","Intrarea Dima, Targu Neamt, 704483","Cercetator In Geografie","17706"
"7728","0711 315 047","1936-08-30","Aleea Ivona Mocanu Nr. 202, Breaza de Sus, 725558","Manager Al Sistemului De Management Al Riscului","17707"
"7729","0724 054 984","1985-05-25","Strada Marin, Urlati, 397491","Sef Statie Vinificatie","17708"
"7730","0268 125 011","1948-06-02","Bulevardul Pop Nr. 88 Bl. 45  Sc. 34 Ap. 729, Calan, 618079","Analist Tehnic Piete Financiare","17709"
"7731","0720 374 709","1970-06-29","Soseaua Tomescu Nr. 708, Iernut, 345698","Presator La Innobilare Pfl","17710"
"7732","0759 845 245","1909-03-01","Drumul Georgescu, Deta, 230159","Sef Centrala Telefonica","17711"
"7733","0244 917 583","1910-10-27","Aleea Dochioiu, Motatei, 567225","Cartator Postal","17712"
"7734","0234 043 949","1925-11-18","Bulevardul Stănescu Nr. 36, Prejmer, 923747","Referent De Specialitate Hidrolog","17713"
"7735","0262 639 814","1978-11-01","Strada Teohari Nistor Nr. 30, Petrosani, 793083","Tehnician Mobilitate Personal","17714"
"7736","0753 208 904","1916-09-03","Strada Popescu Nr. 485 Bl. 12  Sc. 18 Ap. 761, Hunedoara, 956753","Lucrator Controlor Final","17715"
"7737","0241 099 412","1920-04-21","Aleea Stoica Nr. 60 Bl. 51  Sc. 18 Ap. 865, Cluj-Napoca, 798530","Expert Forta De Munca Si Somaj","17716"
"7738","0742 443 788","1989-07-05","Drumul Manole, Roseti, 531289","Inspector De Trafic A.R.R. (Studii Medii)","17717"
"7739","0253 659 404","2004-05-06","Drumul Popescu, Pitesti, 650407","Sef Birou Senatorial","17718"
"7740","0265 309 112","1915-01-14","Bulevardul Tudor Nr. 949 Bl. 42  Sc. 42 Ap. 140, Horodnic de Sus, 482411","Secretara","17719"
"7741","0766 973 761","1981-12-04","Drumul Aanei Nr. 92 Bl. 58  Sc. 82 Ap. 424, Navodari, 376121","Operator La Confectionarea Industriala A Articolelor De Sport Si Protectie, Din Piele Si Inlocuitori","17720"
"7742","0249 643 358","1932-12-04","Aleea Marin Florea Nr. 170, Nadlac, 502445","Operator Chimist La Chimizarea Gazelor De Rafinarie","17721"
"7743","0263 211 964","2005-11-23","Bulevardul Emanuel Oprea Nr. 673, Roseti, 255914","Picher Sef District","17722"
"7744","0255 784 709","1999-05-21","Bulevardul Ștefana Ionescu, Salonta, 633401","Metodist","17723"
"7745","0253 350 007","1967-05-10","Soseaua Mazilescu, Dragasani, 478409","Art Director","17724"
"7746","0767 102 339","1935-09-14","Bulevardul Vladimir Barbu Nr. 510, Drobeta-Turnu Severin, 124502","Senzitometrist","17725"
"7747","0785 431 800","2003-01-30","Strada Ionescu Nr. 75, Barbulesti, 635248","Confectioner Tambur Filigranare","17726"
"7748","0727 434 999","1918-07-01","Strada Georgescu, Slatina, 839437","Cercetator In Matematica Aplicata","17727"
"7749","0786 024 234","1981-09-05","Strada Georgescu Nr. 204 Bl. 82  Sc. 23 Ap. 328, Roseti, 742546","Mozaicar (Exclusiv Restaurator)","17728"
"7750","0252 723 756","1991-07-14","Drumul Ene Nr. 177, Alba Iulia, 305962","Revizor Tehnic Vagoane","17729"
"7751","0735 298 730","1950-04-19","Intrarea Voinea Nr. 956 Bl. 92  Sc. 81 Ap. 959, Iasi, 972716","Confectioner Plase Din Sarma","17730"
"7752","0764 471 515","1926-08-24","Strada Gheorghiu, Chitila, 774735","Cercetator In Meteorologie","17731"
"7753","0756 774 273","2006-07-17","Bulevardul Dochioiu Nr. 33 Bl. 27  Sc. 10 Ap. 399, Santana, 140342","Izolator Fonic","17732"
"7754","0757 654 795","1974-02-10","Strada Pop Nr. 957 Bl. 24  Sc. 82 Ap. 659, Drobeta-Turnu Severin, 402485","Taietor Manual Lemn De Foc","17733"
"7755","0247 159 965","1910-04-08","Soseaua Profira Manole Nr. 96, Hateg, 816787","Operator La Utilaje De Reabilitari Conducte Subterane","17734"
"7756","0788 243 291","1979-06-14","Strada Nistor Nr. 18 Bl. 28  Sc. 25 Ap. 137, Maieru, 354708","Confectioner Izolatii La Conductori Electrici","17735"
"7757","0755 748 192","1973-05-26","Intrarea Lucențiu Ioniță Nr. 93 Bl. 16  Sc. 49 Ap. 237, Amara, 923852","Sef Birou Aeroport","17736"
"7758","0243 939 841","1916-04-12","Intrarea Cazimir Dima Nr. 41, Fagaras, 368029","Aglomeratorist","17737"
"7759","0739 616 812","1953-03-06","Intrarea Tabacu Nr. 28 Bl. 42  Sc. 79 Ap. 800, Suceava, 445873","Administrator Societate Comerciala","17738"
"7760","0788 058 935","1915-12-02","Soseaua Edgar Pop Nr. 45 Bl. 29  Sc. 38 Ap. 144, Campina, 500595","Comisar Garda Financiara","17739"
"7761","0244 573 851","1958-10-04","Intrarea Ardelean Nr. 139 Bl. 89  Sc. 17 Ap. 607, Arbore, 165655","Specialist In Evaluarea Vocationala A Persoanelor Cu Dizabilitati","17740"
"7762","0260 585 752","1973-01-17","Intrarea Albu Nr. 520 Bl. 60  Sc. 52 Ap. 522, Chitila, 977298","Reglor Si Reglor-Conductor La Masini-Unelte","17741"
"7763","0722 488 812","1974-03-17","Drumul Popa, Pucioasa, 373734","Mecanic Camera Filmare","17742"
"7764","0744 884 299","1953-05-12","Drumul Ababei, Ianca, 585942","Referent","17743"
"7765","0788 167 287","1945-10-04","Strada Popescu, Beius, 457211","Inginer Masini-Unelte","17744"
"7766","0758 658 756","1993-12-28","Strada Popescu, Satu Mare, 124966","Operator In Domeniul Proiectarii Asistate Pe Calculator","17745"
"7767","0261 423 264","1960-09-01","Bulevardul Eftimie, Topoloveni, 977105","Confectioner Fitile","17746"
"7768","0749 929 246","1982-12-15","Aleea Matilda Mazilescu Nr. 71 Bl. 64  Sc. 63 Ap. 920, Moreni, 211121","Sef Autobaza","17747"
"7769","0730 045 691","1913-08-13","Intrarea Marin, Valea lui Mihai, 561424","Geolog-Sef","17748"
"7770","0784 152 229","1908-04-22","Soseaua Brândușa Ardelean, Valea Mare (Babeni), 163257","Cercetator In Arte Plastice ","17749"
