first_name,last_name,phone_number,birthdate,address,mac_address,ip_address,job,iban,currency
Decebal,Ioniță,0254 600 943,1997-10-27,"Strada Albu Nr. 251, Otopeni, 455980",6e:83:1b:d9:a2:2b,40.49.130.142,Operator Taietor Textile,RO95XRFK5085438982175835,GMD
Rada,Ene,0758 852 042,2005-06-11,"Soseaua Anuța Ababei Nr. 244, Ludus, 147916",cc:d2:39:24:9d:5c,121.73.205.79,Muncitor Necalificat La Ambalarea Produselor Sub Forma De Praf Si,RO24MRQO0802858281423573,PAB
Valentin,Stan,0241 589 129,1955-01-03,"Drumul Manole Nr. 99 Bl. 65  Sc. 72 Ap. 888, Curtici, 158994",ae:30:41:c1:8a:b2,178.239.52.38,Cercetator In Pedagogie,RO53XEIG1906713078007179,IQD
Ioan,Diaconu,0761 186 245,1945-07-16,"Aleea Stancu Nr. 584, Savinesti, 446667",69:a8:5a:61:5a:65,126.139.51.150,Inginer-Sef Exploatare Nucleara,RO36FIYC3595941865612077,QAR
Ionică,Florea,0732 154 732,1919-11-23,"Soseaua Felicia Tabacu Nr. 882 Bl. 85  Sc. 78 Ap. 361, Ruscova, 567103",43:5a:b3:47:de:ff,26.68.159.154,"Manuitor, Montator Decor",RO82BQMF8095236781224705,ETB
Cezara,Dumitrescu,0262 820 549,2007-07-18,"Strada Marin, Sebis, 822128",02:9d:fb:2e:30:c8,91.67.123.240,Rezinator,RO47IGTL6098763481595160,BSD
Frederic,Georgescu,0739 694 736,2023-10-08,"Intrarea Stănescu Nr. 30 Bl. 32  Sc. 86 Ap. 877, Pucioasa, 460329",28:80:81:38:6a:18,203.40.106.59,Sef Serviciu,RO49WRBV3310925266671503,TMT
Daria,Ionescu,0724 381 786,1944-07-05,"Bulevardul Nemeș Nr. 78, Bailesti, 274736",3d:3f:86:f5:ea:6e,146.124.36.252,Maistru Sudura,RO97KPJW0921022208800980,BND
Marioara,Diaconescu,0767 165 230,2009-08-25,"Drumul Stoica Nr. 78, Poiana Mare, 850611",bb:47:c2:bd:46:60,189.143.209.142,Inginer De Cercetare In Metalurgia Neferoasa,RO09XZZX4850394342907698,MYR
Adrian,Cristea,0240 703 591,1940-01-11,"Intrarea Teodosia Niță Nr. 178 Bl. 13  Sc. 97 Ap. 698, Iernut, 923244",c5:00:3d:18:9b:56,168.5.145.96,Confectioner Manual De Produse Din Sfori Sau Franghii,RO31RMMV5565087435577376,TRY
Ofelia,Cristea,0742 080 173,1973-09-18,"Drumul Diaconescu Nr. 22, Dorohoi, 654244",af:57:2f:e1:d1:02,35.221.102.199,Inginer De Cercetare In Calculatoare,RO41EPYW4905700358058752,UAH
Severina,Popescu,0251 127 518,1934-06-14,"Soseaua Mazilescu Nr. 397 Bl. 58  Sc. 14 Ap. 988, Iasi, 163203",c6:88:d2:97:70:4c,107.76.3.242,Cercetator In Arte Plastice ,RO29XJTT3090806973227491,TVD
Ioanina,Mazilescu,0723 350 782,2001-11-11,"Bulevardul Ieremia Voinea, Reghin, 353480",6d:8a:34:70:e7:f4,12.151.85.34,Turnator Fonta Pe Banda,RO17PYHJ9080648607622090,KHR
Claudiu,Stănescu,0746 554 776,1998-01-14,"Aleea Tudorița Popa, Pechea, 919468",bf:8e:7c:c5:0f:4b,144.64.249.184,Tehnician Incercari Componente Vehicule/Grup Motopropulsor/Optimizare Energetica/Sisteme De Masurare,RO87CZBH4891950335721954,GBP
Stan,Ene,0252 639 736,2016-09-23,"Intrarea Barbu Dima, Timisoara, 857015",29:94:1e:59:32:cb,89.193.38.91,Izolator Fonic,RO73XKLD7102562626232314,BSD
Florian,Dumitrescu,0744 339 098,1995-10-30,"Bulevardul Adelaida Georgescu, Buftea, 814699",18:f4:38:3c:7e:5a,207.231.72.3,Receptionist,RO89VZVV4754362753527256,STD
Benone,Ioniță,0744 675 331,1966-11-10,"Strada Eftimie Nr. 276 Bl. 80  Sc. 13 Ap. 524, Matca, 106243",9b:c6:48:23:04:a2,37.239.161.242,Frezor La Masini Roti Dintate,RO48FCAH9047232873498014,NIS
Teohari,Popa,0250 429 483,1972-08-24,"Intrarea Stănescu, Giroc, 748294",3e:c3:1e:cf:ba:f4,48.161.140.51,Sef Sectie Productie Film,RO84JVZW6894165570330503,BGN
Constantin,Niță,0243 403 379,1966-11-19,"Drumul Flavia Georgescu Nr. 778, Santana, 308259",39:1b:4e:27:05:81,160.202.18.250,Provicar,RO90VSUQ9285592534638706,VND
Flavia,Albu,0729 852 178,2020-07-13,"Intrarea Pușcașu Nr. 69 Bl. 60  Sc. 55 Ap. 993, Baile Borsa, 814682",bc:be:d7:74:35:f6,51.117.129.131,Inspector General Judecatoresc Sef,RO95TSQL5815286620371998,AZN
Iosif,Florea,0739 306 494,2023-07-19,"Soseaua Popa Nr. 813, Botosani, 285730",2a:48:80:95:76:96,207.172.198.47,Referent De Specialitate Chimist,RO32FFXH8634014361910305,KZT
Viorel,Florea,0231 584 647,1984-02-16,"Intrarea Tabacu Nr. 16, Feldru, 864687",5b:e3:90:9f:81:ff,137.32.182.252,Sef Centru Prelucrare,RO55CHIK5295848732974653,JOD
Mirela,Georgescu,0260 670 858,2023-02-04,"Soseaua Mihail Mazilescu Nr. 191, Satu Mare, 590118",af:ac:cc:31:79:42,7.163.218.22,Animator De Hotel,RO96YXZD7683579338858601,IMP
Sebastian,Ene,0767 557 382,1954-02-21,"Intrarea Avram Florea, Blaj, 987566",50:57:31:04:0f:c3,82.233.134.247,"Confectioner De Bete, Lansete, Manere Si Dopuri Pentru Unelte De Pescuit",RO98DRFE6047987372935434,BSD
Ghenadie,Mocanu,0729 277 061,2023-05-20,"Bulevardul Voinea Nr. 676, Cobadin, 484643",43:b0:44:8e:82:c0,110.127.119.181,Confectioner Proteze Ortopedice,RO46YQWE5063999078538436,SDG
Doriana,Dima,0763 117 706,1958-07-09,"Strada Popescu Nr. 609 Bl. 62  Sc. 27 Ap. 299, Berceni, 575809",05:49:79:01:ee:ca,93.141.1.10,Navigator Instructor Informare,RO72CHTV1653328144832061,MWK
Olimpiu,Oprea,0257 552 029,1975-06-30,"Soseaua Tomescu, Deta, 606138",33:85:40:52:79:a6,141.223.144.71,Masinist La Masini Pentru Terasamente (Ifronist,RO30ESRZ9602259367148693,CRC
Jasmina,Dochioiu,0248 286 515,1946-09-20,"Soseaua Ioniță Nr. 61, Beclean, 408197",89:da:7d:bc:38:7f,159.238.14.89,Analist Servicii Client,RO61LHLR1764025159540327,LAK
Silvian,Dima,0247 590 248,1982-09-04,"Strada Popa Nr. 66 Bl. 59  Sc. 53 Ap. 635, Nadlac, 677274",f6:26:20:c5:b1:09,219.206.74.216,"Monitor De Schi, Snow-Board Si Sporturi De Alunecare Pe Zapada",RO19VILH0458922072552632,GYD
Manole,Tomescu,0234 145 727,1915-06-11,"Soseaua Evanghelina Nemeș Nr. 576, Targu Lapus, 481570",4d:2a:1d:9d:57:ca,4.90.22.13,Conducator Antrepriza Constructii-Montaj,RO37JXKG9256736424605418,HNL
Alice,Ababei,0763 483 403,1987-04-01,"Soseaua Dinu Nr. 364 Bl. 12  Sc. 13 Ap. 750, Marginea, 928056",7f:8e:4a:fc:51:d4,188.125.120.52,Pieptanator De Par La Masina,RO43NSOY1994403607362096,JPY
Maricica,Eftimie,0260 563 607,1917-05-19,"Soseaua Tinca Florea, Curcani, 697320",50:84:b2:4f:0c:3d,117.115.168.13,Asistent Veterinar,RO97XNXZ0233797514417171,DOP
Corina,Oprea,0245 083 614,1926-07-30,"Intrarea Mazilescu, Matca, 773751",2d:62:99:3f:e5:9c,67.218.251.53,Operator La Confectionarea Industriala A Manusilor Din Piele,RO26OKFJ4918347958696598,AOA
Savina,Tudor,0244 268 689,1918-06-29,"Soseaua Iulia Ioniță Nr. 946 Bl. 92  Sc. 81 Ap. 522, Jimbolia, 959549",1f:fb:02:f4:5e:11,208.181.183.91,Sudor Manual Cu Flacara De Gaze,RO33XSNR6005019285346127,IRR
Alexandrina,Diaconescu,0751 870 077,1993-10-18,"Drumul Diaconu, Brad, 189865",39:b7:a0:80:2e:97,83.216.0.146,Restaurator Sarpante Si Structuri Din Lemn,RO44JQHF7350626792642856,BBD
Dorli,Dumitrescu,0758 066 726,1988-04-14,"Aleea Nistor Nr. 184, Dragalina, 338745",47:28:b9:30:12:f2,204.27.147.104,Masinist La Deshidratare Pasta Hartie,RO44EYTP4671217587380977,KRW
Barbu,Popa,0721 927 801,2002-12-20,"Bulevardul Tomescu Nr. 83 Bl. 51  Sc. 49 Ap. 715, Brad, 212956",f3:5e:85:98:d8:ac,4.245.19.104,Controlor De Calitate La Forjare,RO30YHST5423120146963241,RON
Nadia,Dochioiu,0256 735 172,1924-10-04,"Soseaua Dochioiu Nr. 77, Raducaneni, 854506",bb:6d:67:b4:0e:74,178.90.131.22,Zidar Cosuri Fabrica,RO41BDUM9562075828507629,UYU
Nicoleta,Ene,0237 873 548,2005-04-10,"Drumul Cristea, Fieni, 420170",56:da:e7:89:a1:19,47.248.247.140,Secretar Diplomatic,RO32FOKA0176598548941313,BAM
Eleonora,Ene,0724 561 357,1927-01-06,"Bulevardul Tomescu, Corund, 870818",dc:c1:7a:92:fb:14,106.63.47.133,Securizator Geam,RO20EQAR7627071532394693,INR
Laura,Preda,0744 969 603,2012-04-04,"Drumul Cristina Ene Nr. 14, Ineu, 705319",4d:13:d4:2c:69:42,117.184.232.232,Secretar De Redactie (Studii Medii),RO17PYVK6930660924192896,CRC
Ernest,Nistor,0262 363 385,1938-05-09,"Soseaua Ortansa Mocanu Nr. 35, Moldova Veche, 551214",c1:35:c1:64:56:10,155.121.31.100,Radiotelegrafist,RO55YVGC4120019625082037,LBP
Livia,Dima,0235 326 919,2000-06-05,"Intrarea Dobre Nr. 373 Bl. 29  Sc. 42 Ap. 945, Glina, 555888",b2:61:53:7c:2a:d7,106.8.71.187,Administrator Cont,RO91CUGX4376699835327598,GYD
Codruț,Ene,0750 069 208,1954-02-03,"Soseaua Nistor, Sfantu Gheorghe, 356862",d7:63:16:75:fe:28,219.163.36.95,Consultant Bugetar,RO13HJHW4590607856992463,SYP
Ozana,Nemeș,0246 716 687,1962-12-09,"Bulevardul Mocanu, Busteni, 188919",be:a6:08:51:29:76,45.225.139.120,Operator/Specialist/Instructor Telecomunicatii Aeronauticeaviatie Civila,RO32ZAVW2850107718321935,AOA
Nicuță,Mocanu,0256 317 893,2012-01-15,"Drumul Dochioiu Nr. 824 Bl. 84  Sc. 70 Ap. 513, Matca, 293335",85:41:88:a5:b7:f3,54.101.31.155,Director De Club (Hotelier),RO87EWGX4704019576649162,HRK
Maricica,Toma,0234 289 251,1972-12-17,"Drumul Oprea Nr. 54, Barbulesti, 717778",40:75:de:06:ce:e6,152.154.219.113,Meteorolog Aeronautic Prognozist,RO34SNMP9127546991525339,VEF
Cerasela,Stancu,0744 291 859,1933-06-10,"Intrarea Dinu Eftimie Nr. 85 Bl. 79  Sc. 96 Ap. 808, Roseti, 877842",b0:19:bc:44:31:51,167.83.53.64,Supraveghetor Statie Senal Navigabil,RO23EQOQ9429856176006917,CRC
Augustin,Aanei,0737 673 514,1993-01-06,"Intrarea Dochioiu, Sacele, 208756",a8:e9:85:29:16:fb,161.34.14.28,Analist Teritorial,RO73AOAB9617593574497270,SLL
Aurel,Nemeș,0746 804 659,1971-12-28,"Strada Rafila Dobre Nr. 450 Bl. 89  Sc. 52 Ap. 474, Baia Sprie, 504806",55:00:59:22:a3:f0,139.248.253.242,Crescator De Melci,RO90WTGK1868745755545365,STD
Mădălina,Dumitrescu,0249 059 290,2012-03-16,"Drumul Manole, Fetesti, 762420",5b:5c:d9:64:ec:2c,197.205.9.200,Exarh,RO40GZEK2205636410974032,BRL
Ozana,Pușcașu,0246 173 504,1941-03-07,"Drumul Nemeș Nr. 842 Bl. 64  Sc. 93 Ap. 218, Hunedoara, 736260",db:35:a2:fa:b0:5d,14.191.120.233,Psiholog Scolar,RO16PYHW1585793539682558,CHF
Ioan,Nemeș,0741 700 360,1935-05-30,"Aleea Voinea Nr. 33 Bl. 35  Sc. 42 Ap. 762, Calafat, 630621",a7:17:6e:17:a9:11,113.249.158.113,Clovn,RO86WNIM8546049180646331,KHR
Iasmina,Dinu,0258 986 289,1999-05-17,"Drumul Nemeș Nr. 92, Tecuci, 946921",b7:b3:fb:d7:1d:76,130.25.80.168,Dresor,RO51GEJD8270196525053558,MWK
Melina,Georgescu,0742 725 742,1976-12-08,"Bulevardul Pușcașu, Sandominic, 506415",9c:7c:21:5a:2d:a5,185.52.230.46,Asistent Productie Film,RO23WYXI5861625216110824,LKR
Marinela,Tomescu,0234 739 574,1981-01-03,"Bulevardul Natașa Gheorghiu, Modelu, 310741",c7:ae:22:4b:4f:d5,205.240.173.177,Inginer De Cercetare In Microelectronica,RO14NPQQ5007612379409047,COP
Rozalia,Ioniță,0756 597 092,2020-11-29,"Strada Dochioiu Nr. 482, Sandominic, 587789",4b:e3:b6:7d:66:64,99.30.153.101,Sef Serviciu,RO90JGAJ5570284162444357,INR
Pompilia,Stan,0749 053 770,1960-09-05,"Bulevardul Mazilescu Nr. 236 Bl. 17  Sc. 95 Ap. 114, Floresti, 772772",e5:aa:36:4d:14:9c,154.211.199.195,Operator Umplere Recipiente Gpl,RO25QQKV9419997884261898,GMD
Daniela,Stănescu,0753 690 623,1942-06-26,"Strada Renata Tomescu Nr. 47, Hunedoara, 789214",8f:c7:c0:f9:ef:0f,125.222.79.213,Expert Inginer Tehnologia Celulozei Si Hartiei,RO14ASEY5063277857428107,BBD
Anastasia,Aanei,0256 462 508,2010-03-02,"Aleea Semenica Tomescu Nr. 59, Petrosani, 217790",28:41:84:c1:5f:16,215.19.128.241,Operator La Masini De Amestecare (Produse Chimice),RO16ICQY1544309704410054,HRK
Silviu,Suciu,0747 526 111,1942-01-31,"Strada Sofia Manole, Mihail Kogalniceanu, 568119",99:0b:84:61:2c:78,166.252.233.43,Referent Vamal (Studii Medii),RO77VAVP2599821065048592,MVR
Laurian,Pușcașu,0734 703 204,1911-05-28,"Drumul Stan Nr. 525 Bl. 47  Sc. 32 Ap. 985, Giroc, 116250",e8:8f:bc:8e:50:9a,58.57.166.18,Dietetician,RO42PJDB8690145627433930,UAH
Otilia,Eftimie,0245 667 557,1957-04-23,"Drumul Diaconescu, Dumbraveni, 376599",14:64:3a:74:44:2e,93.43.71.22,Operator In Domeniul Proiectarii Asistate Pe Calculator,RO77HYPS0616170901042072,PGK
Nicodim,Mocanu,0733 004 961,1914-09-14,"Bulevardul Diaconescu Nr. 893, Pitesti, 228781",12:3a:25:c3:41:4e,103.130.40.41,Agent Transporturi Externe,RO26SLKG1018918308587244,KMF
Claudiu,Nemeș,0254 644 716,1992-02-27,"Strada Suciu Nr. 78 Bl. 86  Sc. 89 Ap. 517, Cobadin, 625550",55:bf:ca:84:ec:45,198.209.96.47,Editorialist,RO64CLVG4632884741365646,MYR
Fabia,Tomescu,0741 023 218,2015-04-20,"Strada Rebeca Stoica Nr. 452, Arad, 711274",6c:98:f3:67:c7:5c,40.177.42.231,Agent Agricol,RO30MHTV6224716114162798,IMP
Ionuț,Dobre,0737 021 917,1976-09-05,"Drumul Stan Nr. 697, Balan, 688829",fd:8b:c1:08:55:0a,88.227.154.92,Consilier In Domeniul Adictiilor,RO16JDYB8075685075794188,CZK
Marta,Albu,0728 066 818,1949-10-08,"Strada Francisc Georgescu Nr. 175, Rosiori de Vede, 663165",7d:9b:1d:dc:60:03,122.104.252.35,Operator La Fabricarea Fermoarelor,RO35BHDA3600672058416414,THB
Mihaela,Stoica,0756 734 487,1927-10-24,"Soseaua Dumitrescu Nr. 29, Baia Sprie, 386674",4d:e9:73:18:82:21,55.167.22.96,Sef Trafic Curierat Intern,RO67ZPCC3635191190031257,MZN
Bernard,Dumitrescu,0751 360 103,2001-07-02,"Soseaua Dumitrescu Nr. 309 Bl. 11  Sc. 97 Ap. 112, Targu Secuiesc, 203850",f7:ca:f6:69:37:c4,191.38.4.69,Electromecanic Reparator Obiecte De Uz Casnic,RO75XABE3066626811481427,PYG
Alistar,Tomescu,0763 835 779,2017-10-12,"Intrarea Aanei Nr. 949 Bl. 47  Sc. 94 Ap. 387, Corabia, 642680",a7:42:40:23:e6:8f,54.98.107.92,Organizator Spectacole,RO24WMDC0327401082926344,BYR
Cosmin,Niță,0237 572 095,1999-06-13,"Strada Barbu Nr. 646 Bl. 65  Sc. 79 Ap. 738, Roseti, 718911",20:62:03:54:f7:71,188.170.123.163,Reglor Masini-Unelte,RO62IYAI5265485896957584,GTQ
Dumitra,Barbu,0269 416 927,2019-04-02,"Aleea Ababei, Bosanci, 518276",a8:10:88:0c:f0:c1,217.19.136.58,Confectioner Maturi,RO60OJHV7021085685225056,KHR
Leontina,Stancu,0264 149 170,1999-01-13,"Bulevardul Stancu, Bals, 851110",5e:ed:10:e1:0a:95,176.201.78.170,"Ascutitor Scule, Instrumente Medicale Si Obiecte De Uz Casnic",RO47YIVN7093434044643304,CVE
Mihnea,Popescu,0253 981 094,1956-07-31,"Bulevardul Norbert Popescu Nr. 58, Lipova, 108060",e1:7a:86:21:f3:5a,173.127.49.254,Turnator Valuri,RO68DTGM0626602862376512,CUP
Ladislau,Oprea,0734 878 759,1982-07-11,"Strada Manole Nr. 63, Voluntari, 511129",51:ce:92:ec:d3:5c,4.99.132.201,Sudor Geomembrana,RO77FVNY1055962725848517,MMK
Ilinca,Tudor,0756 778 867,1995-08-31,"Aleea Pop Nr. 42, Sadova, 729828",67:e4:36:fc:95:ba,5.252.147.159,"Tehnician Programare, Lansare, Urmarirea Productiei",RO25ERSY5941130274858405,GMD
Ada,Stănescu,0259 362 607,1974-10-06,"Intrarea Antim Pușcașu, Hateg, 622121",88:b6:b3:2d:3d:f6,71.201.159.75,Prezentator Moda,RO77JEGQ6826565818965191,CDF
Ariana,Barbu,0769 125 121,1997-12-25,"Bulevardul Vlaicu Nistor Nr. 13 Bl. 68  Sc. 63 Ap. 274, Ramnicu Sarat, 165836",19:c5:8a:5b:cd:6c,60.168.129.34,Manager Energetic,RO06GPET1503315379519207,GGP
Narcisa,Oprea,0780 160 570,1921-09-01,"Intrarea Mazilescu, Videle, 801000",b3:cd:e0:e2:3a:82,185.103.149.16,Operator Tiparituri Braille,RO83UGYF6522422062420567,LBP
Carina,Diaconu,0744 754 577,1990-01-19,"Aleea Ardelean Nr. 879 Bl. 62  Sc. 95 Ap. 598, Targu Lapus, 700517",b7:9e:71:ab:64:69,164.172.253.104,Masinist La Masini Speciale Fara Aschiere,RO78XYPD5064352738452777,LTL
Roza,Diaconescu,0734 841 698,1996-09-03,"Drumul Barbu, Deva, 579346",7c:ba:ed:96:5a:d7,111.36.56.56,Exarh,RO27UKDE7705934375749776,SRD
Henrieta,Cristea,0762 929 181,2012-12-26,"Aleea Silviana Manole, Dumbravita, 720319",30:29:ae:cf:0a:50,61.254.48.56,Instructor Ergoterapie,RO40HTZW3304711754599785,GBP
Ruxanda,Ioniță,0262 644 652,1930-08-29,"Aleea Tudor, Buhusi, 140728",55:7e:db:79:97:e3,37.34.103.195,Protejator Conductori Cabluri Si Condensatori Statici De Forta,RO04BLTV9255072363368506,VND
Valentin,Diaconu,0763 455 194,1996-11-03,"Strada Iuliana Ionescu Nr. 363, Botosani, 914741",b6:90:0a:2c:e1:e9,213.211.19.156,"Incasator Si Cititor Contoare De Energie Electrica, Gaze, Apa",RO14LXKH5239223416411105,CHF
Virginia,Gheorghiu,0751 013 779,1947-03-06,"Aleea Virginia Popescu Nr. 954 Bl. 30  Sc. 85 Ap. 491, Rosiori de Vede, 815787",05:cf:3e:77:58:d5,191.247.225.102,Asistent De Cercetare In Domeniul Stiintelor Juridice,RO98ZOYD9379109570254388,DKK
Emanuel,Popescu,0241 054 428,1920-05-09,"Drumul Pop, Alba Iulia, 189314",31:03:34:37:73:79,142.78.48.243,Subinginer Centrale Termoelectrice,RO24FSNB5926328174328846,TTD
Evanghelina,Dobre,0726 451 934,1967-08-23,"Intrarea Grațiana Pop Nr. 99 Bl. 51  Sc. 52 Ap. 541, Avrig, 822334",fb:19:38:87:4e:30,36.44.141.149,Expert Prevenire Si Combatere A Coruptiei,RO55VWFB3944868308389037,MWK
Ladislau,Nistor,0742 521 658,1915-01-15,"Bulevardul Ababei, Bacau, 140051",45:f6:63:61:72:ff,194.149.54.155,Producator De Fire Si Fibre Sintetice,RO66SESA9183603352749015,NOK
Emanuela,Ardelean,0754 288 750,2007-10-31,"Bulevardul Popa Nr. 760 Bl. 46  Sc. 27 Ap. 367, Oravita, 250080",6a:36:8c:2c:1c:e3,60.177.174.60,Inginer De Cercetare In Prelucrari Plastice Si Tratamente Termice,RO35CYRD4784209817003863,NOK
Mariana,Dochioiu,0248 543 856,1942-06-15,"Aleea Aleodor Ababei Nr. 315, Harlau, 299963",83:e3:22:47:d6:49,131.35.69.174,Operator Curatitor Chimic,RO53GWFH9669427661828805,MZN
Arian,Ardelean,0269 860 400,2022-03-06,"Intrarea Nistor Nr. 27, Focsani, 863687",6b:72:cd:24:04:60,165.84.28.116,Inspector Sanitar Sef,RO77KFFF5474973748985495,TMT
Ozana,Tabacu,0252 544 867,1927-06-07,"Strada Stănescu, Dancu, 827667",bb:54:29:ce:89:8b,80.85.8.160,Consilier Inginer Prelucrarea Sticlei Si Ceramicii,RO65EMOT0879588086342780,INR
Beniamin,Tudor,0260 248 392,2023-03-26,"Aleea Ene Nr. 25 Bl. 54  Sc. 88 Ap. 229, Fagetel (Remetea), 839730",5e:ea:2d:c0:a3:86,157.236.35.63,Consilier Inginer Tehnologia Celulozei Si Hartiei,RO63STHK4375596837513477,UZS
Constantin,Georgescu,0241 831 381,2016-06-24,"Drumul Ababei Nr. 32 Bl. 10  Sc. 89 Ap. 267, Paunesti, 382100",39:50:6f:a6:2b:f0,86.26.73.12,Inginer De Cercetare In Constructii Miniere,RO83EBTA3419275839529343,ARS
Adonis,Dinu,0750 090 806,1989-07-27,"Intrarea Nistor Nr. 300, Titu, 946893",ef:75:80:a3:51:f3,29.184.148.177,Maistru Mecanica Fina,RO05WGQC8774432818175589,UZS
Ioan,Mazilescu,0254 049 811,2000-08-12,"Strada Nistor Nr. 222, Valea Mare (Negresti), 232183",ed:b5:73:64:de:f5,10.9.137.117,Operator Hidraulic In Alimentarile Cu Apa,RO41EFGR7694229630054483,JEP
Lorelei,Nistor,0745 651 153,1928-11-19,"Soseaua Nemeș, Corabia, 637405",b4:16:99:ae:ad:e8,141.249.188.13,Vanzator,RO75KIOV6669705762164457,NIO
Grațiana,Stănescu,0240 901 900,1931-10-15,"Strada Oprea Nr. 777 Bl. 78  Sc. 59 Ap. 562, Botosani, 652838",a2:94:f2:de:59:6d,86.132.205.195,Ceaprazar-Sepcar,RO92YLLD6215975575688710,BZD
Daniel,Nistor,0772 747 654,1950-01-25,"Intrarea Nistor, Rucar, 679620",d7:38:78:03:71:cf,56.1.249.43,Verificator Valori,RO63ULIQ4581448651376922,IQD
Venera,Ardelean,0742 369 730,1958-06-09,"Intrarea Manole Nr. 10, Amara, 529740",8d:61:7d:68:bd:4a,93.221.18.44,Prospector ,RO78EWEI2431708872542156,NAD
Luiza,Barbu,0255 504 168,2017-06-29,"Strada Stan Nr. 26, Toflea, 590720",41:68:7d:8b:6a:58,42.22.79.194,Cercetator In Agricultura,RO50IXFY2578444454012864,AUD
Ramona,Eftimie,0261 604 893,1950-08-03,"Aleea Eftimie Nr. 955, Rucar, 373125",0a:e1:a3:fa:10:bd,132.120.80.156,Maistru Lacatus Mecanic,RO47FXFO8385062644089924,YER
Mitruț,Stănescu,0265 188 765,1930-02-18,"Aleea Gabriela Stănescu, Talmaciu, 638712",f4:00:dc:23:42:06,16.140.71.172,Regizor Muzical,RO95JNLY4656083918913379,ANG
Eleonora,Gheorghiu,0748 539 365,1941-12-25,"Bulevardul Liviu Albu, Sannicolau Mare, 839860",6e:cf:3a:b6:96:b9,94.100.222.39,Manager Securitatea Informatiei (Chief Information Security Officer ,RO69LLUK7163394144820712,ANG
Smaranda,Niță,0246 550 481,2008-10-17,"Intrarea Eftimie Nr. 417 Bl. 78  Sc. 12 Ap. 667, Titu, 359301",e7:fb:aa:73:93:f5,99.97.171.234,Operator Masini Puitoare,RO37XHAN4261288861038964,SAR
Carolina,Nemeș,0245 225 121,1961-01-07,"Drumul Dima Nr. 845, Paunesti, 931192",cf:c1:6b:b5:c8:ea,161.140.97.235,"Operator In Verificarea, Intretinerea Si Repararea Instalatiilor Speciale De Prevenire A Incendiilor",RO61BRYG5682610312590081,AED
Gherghina,Stoica,0772 576 171,1931-11-11,"Bulevardul Stoica, Dragalina, 964565",97:d6:5b:6a:ca:49,181.199.7.108,Telebanker,RO03JFMG9886312169316055,HKD
Eduard,Oprea,0263 232 322,1939-10-24,"Soseaua Dima Nr. 13 Bl. 61  Sc. 33 Ap. 662, Pascani, 419093",c7:83:29:bb:5f:11,133.236.114.111,Referent De Specialitate Hidrolog,RO25TEJQ1181123944111782,AFN
Sandu,Dumitrescu,0239 134 185,1991-10-27,"Soseaua Anatolie Ene Nr. 224 Bl. 89  Sc. 55 Ap. 928, Valea Mare (Negresti), 213656",26:5e:2b:b9:20:42,77.212.104.158,Fasonator-Uscator Furnire,RO76QYUH1852884849440684,CHF
Amanda,Aanei,0258 699 923,2000-02-25,"Aleea Barbu, Macin, 170437",90:18:79:29:27:6c,63.84.90.56,Executor Judecatoresc,RO61UFOH0130792223382550,GEL
Damian,Diaconu,0730 658 622,1940-10-06,"Aleea Barbu Nr. 190 Bl. 25  Sc. 54 Ap. 393, Lugoj, 240556",54:93:df:7b:40:ff,201.205.121.124,Auditor In Domeniul Calitatii,RO10UQCO8433374036033291,SEK
Marcel,Nistor,0724 239 789,1997-12-03,"Intrarea Dobre Nr. 26 Bl. 91  Sc. 88 Ap. 451, Vicovu de Sus, 350842",ca:99:ec:6c:bb:cf,57.154.162.62,Reglor Masini-Unelte,RO83JPCK3569043141130156,ANG
Cristofor,Albu,0260 618 845,1956-03-23,"Bulevardul Gheorghiță Stoica Nr. 170, Simleu Silvaniei, 484161",08:bc:9a:d0:c1:c0,160.110.131.253,Legator De Par,RO74ETDD8547165112858319,LYD
Melina,Toma,0247 427 380,1933-08-26,"Bulevardul Jenel Dobre Nr. 252 Bl. 45  Sc. 13 Ap. 777, Iasi, 302809",dd:53:fb:d3:ce:76,183.181.234.112,Tocator La Masini De Maruntit Roci,RO25MQGX9961229730687059,RUB
Norica,Oprea,0241 437 560,1944-12-25,"Soseaua Georgescu Nr. 37, Corabia, 556761",35:7b:62:9b:c9:28,51.108.223.7,Insotitor Grup Turistic,RO51ATXM2693611489205068,XPF
Norica,Ardelean,0233 668 277,1916-08-23,"Aleea Popescu Nr. 40, Beius, 906242",42:1d:d0:ba:f4:81,50.234.155.98,Calculator Devize,RO26AKUU3496592089610929,VND
Anca,Pop,0260 125 553,1971-09-16,"Strada Tabacu Nr. 675 Bl. 90  Sc. 68 Ap. 490, Covasna, 537758",31:d6:57:5e:3e:b2,163.94.195.2,Cercetator In Istorie,RO94AEUN8487074810677914,BHD
Vladimir,Aanei,0754 192 749,1969-04-20,"Intrarea Mocanu Nr. 524, Fetesti, 235174",8c:38:5e:93:21:af,167.93.145.245,Expert Evaluare-Actualizare Devize Generale Investitii,RO36INSI6015916649245960,AWG
Miruna,Nistor,0259 463 292,2023-12-17,"Drumul Cristea Nr. 209 Bl. 56  Sc. 56 Ap. 312, Tecuci, 982805",82:f7:a3:4a:92:c5,90.135.52.118,Asistent De Cercetare In Tehnologia Prelucrarii Produselor Agricole,RO11QHTT2338708226054303,SOS
