first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,job
Astrid,Niță,1040616320875,1935-08-05,"Intrarea Ene, Buftea, 821875",Gorj,0757 250 602,f5:8d:a0:b1:32:61,155.119.124.233,Servator Far Maritim Si Statie Semnal De Ceata
Patricia,Diaconu,8161127408771,2013-04-28,"Aleea Gheorghiu Nr. 51, Gilau, 690825",Vrancea,0726 952 495,eb:e1:93:f3:47:13,139.184.110.7,Provicar
Sabrina,Ababei,8530120364078,2022-05-20,"Intrarea Stan, Slatina, 337458",Sibiu,021 435 4945,7c:73:13:71:ee:5d,189.15.245.69,Proiectant Inginer Celuloza Si Hartie
Blanduzia,Barbu,4641031117556,1908-06-01,"Strada Dacian Toma, Strejnicu, 194404",Giurgiu,0253 622 633,55:99:6e:3a:60:d7,103.78.146.246,Consilier Pentru Tineret
Eric,Oprea,5741017443541,1970-05-27,"Drumul Mocanu Nr. 46, Voluntari, 996560",Bistrița-Năsăud,0768 582 107,f3:6e:1a:6a:86:52,192.25.0.160,Modelier Naval
Amanda,Manole,5440617403181,2016-08-27,"Aleea Stancu, Sinaia, 554965",Neamț,0269 084 724,c4:31:1d:00:84:cc,60.6.108.57,"Functionar In Activitati Comerciale, Administrative Si Preturi"
George,Stancu,3720813197168,2015-03-29,"Aleea Cristian Preda Nr. 659, Galati, 243228",Brăila,0263 649 245,cf:69:13:63:d3:fc,165.80.187.199,Controlor De Calitate La Turnare
Adonis,Nistor,1610514056174,1947-12-09,"Drumul Emanuela Diaconu, Sancraiu de Mures, 307739",Vâlcea,0756 310 804,03:70:55:10:1e:ee,138.104.235.104,Prelucrator Fire De Matase Din Gogosi (Filator)
Codrin,Dumitrescu,2871129197830,2008-08-18,"Strada Oprea Nr. 50, Alba Iulia, 713523",Suceava,0727 267 203,88:a2:9f:55:b8:2b,67.222.70.218,Asistent Veterinar
Jean,Popescu,4010131399549,1934-03-07,"Intrarea Codruț Voinea, Chitila, 185732",Ialomița,0727 654 479,87:9d:f9:3e:70:fa,30.216.226.75,Antreprenor Servicii Funerare
Gianina,Dinu,5760716212684,1961-04-17,"Intrarea Nistor Nr. 91 Bl. 76  Sc. 67 Ap. 424, Arad, 980835",Tulcea,0756 152 265,39:36:72:76:75:0f,32.145.95.36,Conducator Intreprindere Mica 
Timea,Pușcașu,5220509239295,1958-12-06,"Soseaua Mocanu Nr. 100 Bl. 78  Sc. 11 Ap. 650, Sancraiu de Mures, 547560",Dolj,0740 417 812,e6:43:b0:00:2d:3d,50.162.211.238,Montator Materiale Geosintetice
Lelia,Popescu,3931214027026,1957-09-09,"Soseaua Niță Nr. 39 Bl. 67  Sc. 58 Ap. 839, Teius, 251874",Satu Mare,0266 432 105,bd:1d:f2:9d:b7:07,207.196.51.229,Scafandru Sef Utilaj
Tudosia,Tomescu,1131222229032,1935-07-26,"Intrarea Cristea Nr. 576, Carei, 741527",București,0763 158 169,a0:f5:dd:37:ae:57,141.161.141.190,Responsabil Tura Expeditie
Ghenadie,Suciu,4700212527940,1951-12-30,"Bulevardul Varvara Pușcașu Nr. 855, Darmanesti, 889029",Hunedoara,0739 528 708,b9:f3:7f:21:29:6b,91.141.62.152,Specialist Sistem Asigurari
Nelu,Nistor,6570628059905,1921-07-23,"Drumul Dragoș Pop Nr. 172, Feldru, 976865",Iași,0724 761 580,b3:72:0a:41:48:e5,85.135.205.23,Sef Statie Lucrari De Irigatie Si Ameliorare A Solului
Amedeu,Stănescu,4170630085218,1971-06-18,"Drumul Preda Nr. 99, Resita, 315073",Dolj,0742 187 906,9a:9d:d8:ef:d7:e4,29.239.44.89,Consilier Medic
Estera,Eftimie,2010313298057,1929-10-16,"Drumul Stănescu Nr. 85, Sangeorz-Bai, 365178",Caraș Severin,0763 569 576,33:83:62:09:7f:94,205.17.129.210,Prezentator Expozitii
Salomea,Mocanu,6240405162357,2021-07-31,"Intrarea Mazilescu Nr. 361, Corabia, 885689",Maramureș,0768 766 156,6d:3e:94:46:2e:2b,120.134.11.163,Bobinator Masini Electrice Rotative
Bogdana,Stănescu,2150507376653,2011-06-20,"Intrarea Oprea Nr. 891 Bl. 92  Sc. 92 Ap. 997, Dobroesti, 791308",Caraș Severin,0247 104 148,99:5b:b6:ac:09:25,201.77.142.188,Librar-Sef
Damian,Suciu,7300211450379,1973-08-25,"Bulevardul Marin Nr. 235, Tarnaveni, 635042",Brașov,0784 357 605,0b:5c:81:c9:6b:df,91.248.171.139,Cercetator In Biochimie Tehnologica
Dan,Albu,6350602300707,1932-05-14,"Soseaua Ionela Stan Nr. 753 Bl. 39  Sc. 35 Ap. 197, Salonta, 461114",Bihor,0733 340 931,ef:4d:16:52:02:e4,186.233.171.89,Cofetar
Julia,Mazilescu,6860518186238,1975-02-03,"Intrarea Bogdan Ionescu, Podu Iloaiei, 222404",Mehedinți,0752 748 068,ec:ed:62:5d:6e:75,216.142.67.148,Inspector Scolar Pentru Dezvoltarea Resursei Umane
Ieremia,Manole,4830403309284,1940-05-30,"Strada Ionescu Nr. 430, Afumati, 765459",Harghita,0258 518 536,10:f7:05:cf:55:38,21.74.105.234,Sofer Autobuz
Iuliana,Preda,7160730335701,2002-10-21,"Soseaua Dafina Ionescu, Zarnesti, 838148",Harghita,0246 373 180,67:7b:41:50:14:a3,176.195.239.102,Presator Pfl
Carina,Oprea,6670801155105,2007-03-03,"Drumul Dochioiu Nr. 621 Bl. 24  Sc. 65 Ap. 813, Sacele, 821833",Bistrița-Năsăud,0728 131 661,c3:33:5a:63:e6:53,134.207.144.0,Administrator Piete Si Targuri
Florentina,Dima,7810405115482,1919-02-15,"Strada Lazăr Nemeș Nr. 46 Bl. 51  Sc. 34 Ap. 230, Reghin, 657232",Călărași,0232 073 198,30:d6:1d:14:c9:ef,156.223.8.6,Topograf
Alistar,Preda,5641127185111,1961-09-06,"Bulevardul Arsenie Pop, Amara, 278507",Satu Mare,0765 775 186,70:01:d2:82:f2:e8,27.218.25.124,"Subinginer Textile, Pielarie"
Anișoara,Nistor,3770117063355,1937-11-05,"Intrarea Mugurel Nistor, Zalau, 943271",Bistrița-Năsăud,0756 328 500,95:0c:b8:c7:7a:12,123.87.220.31,Preparator-Presator Abrazive
Tudora,Albu,3460918387515,1945-07-11,"Drumul Toma Nr. 96 Bl. 37  Sc. 21 Ap. 277, Vicovu de Sus, 725108",Alba,0262 312 493,67:ad:5b:9b:96:4a,196.222.56.53,Asistent De Cercetare In Tehnologia Substantelor Anorganice
Marinela,Dochioiu,1680619212665,1956-10-01,"Intrarea Stancu Nr. 79 Bl. 42  Sc. 12 Ap. 510, Nasaud, 463210",Buzău,0711 809 427,4c:04:8f:08:6f:5b,203.203.67.96,Controlor De Conformitate In Industria De Masini
Petre,Pușcașu,2650829021813,2018-12-10,"Intrarea Oprea, Valea Mare (Babeni), 740714",Caraș Severin,0752 137 467,1b:9a:b3:51:7a:4e,66.238.39.113,Lucrator Calificat In Cresterea Animalelor
Eftimie,Popescu,3360303028184,2009-09-29,"Drumul Manole, Sacueni, 644916",Prahova,0750 714 155,a5:7a:b4:5f:80:c8,77.146.11.195,Confectioner Flori Artificiale
Stanca,Stoica,3100418512913,1922-08-03,"Strada Diaconu Nr. 38, Navodari, 121610",Iași,0760 743 870,d1:78:00:27:61:f7,212.88.233.98,Presedinte Tribunal
Norman,Tudor,6320811306131,1950-06-22,"Bulevardul Casandra Dumitrescu Nr. 50, Ineu, 115516",Galați,0252 194 991,c1:0d:00:bd:f4:44,166.199.208.101,Prospector 
Safta,Dochioiu,5340122431863,1946-11-01,"Aleea Miruna Dima Nr. 83, Maieru, 675804",Alba,0237 832 475,32:a4:e5:bf:7e:7e,192.10.167.85,Asistent De Cercetare In Topografie Miniera
Carolina,Tudor,8510915358191,1963-08-17,"Bulevardul Gheorghiu Nr. 787, Gura Humorului, 174930",Brașov,0761 441 938,66:5d:71:ca:db:02,201.228.127.156,Navigator Dirijare Radar
Iuliana,Popa,7720803517161,1955-07-08,"Strada Dobre, Barlad, 682620",Arad,0731 553 103,2a:b3:2b:54:f4:8c,38.4.239.78,Tamplar Manual/Artizanal
Svetlana,Pop,3270423255215,2023-12-04,"Drumul Mazilescu Nr. 529, Roseti, 745965",Botoșani,0759 555 842,c5:c4:93:da:17:c3,4.186.250.65,Turnator Ornamentalist
Adrian,Ene,1131005455482,1965-05-03,"Bulevardul Eftimie, Tufesti, 511772",Vâlcea,0711 849 417,4b:2b:11:ca:b7:d8,48.216.185.222,Provicar
Ludovic,Diaconescu,5951223100560,1929-04-16,"Intrarea Vera Preda Nr. 332, Curcani, 179935",Giurgiu,0235 852 057,1f:71:91:62:cf:0c,112.15.49.109,Confectioner Cabluri Si Arbori De Cabluri
Adriana,Suciu,6551216403341,1927-04-30,"Strada Tudor, Copsa Mica, 930623",Ialomița,0780 582 541,88:d4:7d:fe:7f:1c,24.94.86.144,Cocsar
Adelin,Nistor,5830930515249,1980-01-30,"Drumul Dobre Nr. 120, Comanesti, 767949",Alba,0725 162 600,16:0b:4b:fa:5b:ac,5.151.107.190,Tehnician Securitate Aeriana
Victor,Preda,1380803045627,2004-12-25,"Bulevardul Emilian Barbu, Bolintin-Vale, 271678",Gorj,0784 374 231,fa:cf:69:33:9f:48,3.33.5.190,Asistent De Cercetare In Sisteme De Propulsie
Cătălin,Popa,6090319070402,1934-02-03,"Bulevardul Albu Nr. 766, Caransebes, 616582",Brăila,0259 067 244,70:13:19:13:98:4e,122.89.4.206,Pregatitor Confectii Industriale Din Blana
Demetra,Aanei,5400823429547,1993-02-13,"Bulevardul Dumitrescu, Harlau, 826952",Sălaj,0771 151 958,b6:8d:19:40:fa:85,91.120.70.96,Tamplar Binale
Arsenie,Tudor,4381028464208,1951-12-20,"Drumul Nidia Dobre Nr. 79 Bl. 75  Sc. 68 Ap. 833, Fundeni, 473372",Constanța,0263 859 458,15:b5:44:49:26:ed,118.148.112.79,"Operator La Prepararea Conservelor Din Carne, Peste Si In Amestec Legume Si Peste"
Victor,Oprea,2621213389711,1977-10-18,"Aleea Mazilescu, Maieru, 777257",Harghita,0739 961 136,b2:22:ba:a5:16:81,23.70.53.127,Operator Sculuitor
Sanda,Toma,8010701388972,1917-06-17,"Bulevardul Manole Nr. 12, Curcani, 764152",Buzău,0748 138 031,fe:a3:5a:76:c1:80,200.141.182.108,Agent Politie Comunitara
Georgeta,Manole,8491025260416,1939-11-15,"Intrarea Dobre, Techirghiol, 537517",Giurgiu,0232 935 604,ce:04:c0:a5:d5:11,186.122.83.245,Consilier Inginer Chimist
Jan,Dinu,5641013018410,1965-11-13,"Intrarea Niță Nr. 33, Odorheiu Secuiesc, 749092",Sibiu,0243 007 311,52:84:ce:6b:fc:fe,26.165.219.187,Sef Serviciu Navigatie
Horațiu,Niță,4640317152367,1935-04-23,"Drumul Stănescu Nr. 33 Bl. 40  Sc. 86 Ap. 486, Marghita, 616458",Neamț,0250 931 466,da:8e:7f:1e:e6:b8,203.244.23.215,Instructor Instalatii
Alexandru,Niță,5440929082948,1989-04-18,"Aleea Ruxandra Ioniță Nr. 10 Bl. 59  Sc. 84 Ap. 196, Apahida, 436615",Cluj,0732 373 357,da:d8:55:58:7f:33,136.1.184.85,Chestor Parlament
Bebe,Popa,3990810068026,1991-05-26,"Aleea Ababei Nr. 62 Bl. 10  Sc. 76 Ap. 115, Dumbravita, 176331",Sibiu,0259 881 358,1c:73:ee:fc:87:c1,33.240.147.96,Maistru La Fabricarea Munitiei
Coralia,Ababei,1321221139643,1957-07-31,"Intrarea Marin Nr. 677 Bl. 25  Sc. 71 Ap. 291, Bumbesti-Jiu, 873092",Ilfov,0758 411 643,b9:7b:eb:f6:02:58,180.132.26.130,Sofer Autoambulanta
Norbert,Niță,2011226192677,1957-04-03,"Aleea Suciu Nr. 164 Bl. 77  Sc. 73 Ap. 133, Slobozia, 604145",Neamț,0749 857 974,81:85:00:24:31:83,188.173.130.180,Operator Ghiseu Birouri De Schimb
Mihail,Georgescu,3340902520361,1969-06-29,"Strada Smaranda Aanei, Domnesti, 781244",Caraș Severin,0728 485 240,79:41:7c:5a:d3:0c,218.48.15.107,Laminator De Bandaje Si Discuri
Aurel,Cristea,4291023377503,1987-12-01,"Bulevardul Popa Nr. 82, Strejnicu, 625197",Harghita,0248 680 926,aa:d1:0a:66:70:32,51.229.18.200,Masinist La Instalatiile Hidrotehnice Din Centraleelectrice
Sanda,Dinu,4090930454766,1918-08-05,"Aleea Toma Nr. 49, Valea Mare (Babeni), 529151",Iași,0257 282 046,9c:17:3d:67:a2:fb,137.192.92.63,Lacatus Constructii Metalice Si Navale
Sanda,Popa,6550428067403,1977-09-26,"Bulevardul Georgescu Nr. 17, Cudalbi, 297309",Vrancea,0769 749 340,b3:05:70:1b:ec:05,61.4.186.62,Operator Calitate Flux
Maria,Stănescu,5030724333231,2008-08-30,"Bulevardul Marin Nr. 797, Corund, 660597",Gorj,0264 558 607,59:d0:6c:5a:6c:aa,66.117.202.209,Fasonator-Sortator Filme
Dorina,Barbu,1900612294282,1971-12-17,"Drumul Vicenția Tomescu Nr. 98 Bl. 78  Sc. 83 Ap. 662, Giroc, 874239",Gorj,0246 614 686,60:94:50:a6:ee:d3,26.152.49.5,Presedinte Cooperativa De Consum
Luiza,Eftimie,3880302087894,1919-03-30,"Intrarea Petrică Dobre Nr. 97 Bl. 37  Sc. 65 Ap. 725, Arbore, 574608",Olt,0244 350 753,01:ef:b4:f3:4e:d0,105.41.124.247,Carmangier
Dacian,Toma,5451113125002,1964-11-05,"Bulevardul Stancu, Otopeni, 551248",Vaslui,0762 899 619,64:3d:46:ed:b3:1b,151.108.243.77,Cercetator Economist In Economie Agroalimentara
Adrian,Nistor,4311008071529,1983-12-08,"Drumul Bănel Suciu, Urziceni, 410754",Dâmbovița,0265 345 227,34:35:05:66:74:64,75.245.11.80,Tehnician Iluminat Tehnologic
Eliana,Pușcașu,4780322265576,1963-02-04,"Strada Cătălina Toma, Harsova, 909656",Ilfov,021 183 2576,b9:e7:78:8d:0d:73,118.138.2.199,Concasorist
Ionică,Barbu,5411119226010,1948-12-16,"Intrarea Roxana Tudor, Cugir, 944420",Galați,0268 786 611,95:aa:2a:4a:64:5c,88.162.6.7,Preparator Filmare
Sorana,Popescu,6391010010438,1963-05-14,"Soseaua Manole, Bistrita, 542704",Olt,0238 218 193,27:c9:f7:3d:cf:68,169.133.205.171,Maistru In Industrializarea Lemnului
Emilia,Tabacu,1090726350068,2016-09-17,"Strada Oprea Nr. 761 Bl. 32  Sc. 97 Ap. 117, Valea Mare (Negresti), 523919",București,0741 165 267,e2:b1:7b:58:74:db,118.253.125.55,Oficiant Medical
Evanghelina,Florea,6200801364078,2022-03-06,"Intrarea Marioara Manole Nr. 956 Bl. 69  Sc. 81 Ap. 889, Tomesti, 896535",Hunedoara,0244 532 049,00:ba:d6:7e:f3:43,188.128.189.149,Asistent Bancar
Eftimia,Stoica,3940604408204,1935-01-02,"Aleea Elisabeta Diaconu Nr. 961 Bl. 23  Sc. 53 Ap. 925, Alexandria, 958858",Cluj,0231 676 804,77:ce:2f:3d:c5:4f,52.23.250.45,Preparator Produse Lactate
Stela,Aanei,6600223246777,1934-01-20,"Aleea Pușcașu Nr. 23 Bl. 64  Sc. 34 Ap. 290, Pancota, 956726",Ialomița,0736 536 648,47:9f:a0:79:58:4b,136.3.244.162,Psiholog In Specialitatea Psihologia Transporturilor
Adonis,Ababei,6860709211296,2013-09-18,"Intrarea Stan Nr. 78 Bl. 37  Sc. 43 Ap. 797, Gilau, 695871",Iași,0239 786 281,60:bf:ef:8b:1d:35,11.135.4.249,Proiectionist
Despina,Suciu,6831115221057,2008-03-22,"Bulevardul Mircea Georgescu Nr. 53 Bl. 46  Sc. 93 Ap. 311, Suceava, 598589",Arad,0256 536 468,2a:10:c2:e0:65:a9,64.137.202.41,Expert Medic
Narcis,Toma,4931115312120,2019-09-24,"Drumul Dima Nr. 74 Bl. 12  Sc. 50 Ap. 897, Dabuleni, 888250",Brașov,0725 251 317,57:9b:43:7c:8b:fb,145.27.167.183,Agent Ecolog
Severina,Dochioiu,6041208023477,1909-04-05,"Aleea Florea Nr. 63 Bl. 53  Sc. 21 Ap. 857, Maieru, 384128",Covasna,0253 532 466,bb:4c:b0:a2:21:d5,175.149.76.101,Conducator De Lucrari Civile
Aurelian,Niță,8011022152785,1986-06-27,"Strada Dochioiu Nr. 19, Ovidiu, 495822",Bistrița-Năsăud,0234 358 832,21:23:c1:83:fc:97,41.237.56.44,Rabotor-Mortezor Universal
Clementina,Preda,3360916327552,1964-11-20,"Strada Dima Nr. 36, Intorsura Buzaului, 469673",Vrancea,0243 213 540,5b:17:be:fb:a5:51,177.180.0.170,Strungar La Masini De Prelucrat In Coordonate
Ioan,Tabacu,2940905464800,1934-08-27,"Bulevardul Oprea Nr. 153, Bals, 649813",Brăila,0756 834 181,0e:a4:e5:09:41:7b,209.235.43.215,"Electrician Montare Si Reparatii Echipament Electric Din Centrale, Statii Si Posturi De Transformare"
Melania,Ardelean,5051002104287,1997-08-06,"Drumul Nistor Nr. 51 Bl. 18  Sc. 90 Ap. 568, Cugir, 815491",Vaslui,0722 759 321,23:62:19:70:13:16,111.42.244.86,Preparator-Presator Produse Din Carbune
Rafila,Barbu,3740706514387,1936-08-18,"Soseaua Gheorghiu, Jimbolia, 812382",Bacău,0711 077 724,ba:f0:d5:77:56:6a,210.20.48.51,"Cercetator Stiintific In Bacteriologie, Microbiochimie, Farmacologie"
Alis,Eftimie,5700919018770,1964-11-25,"Soseaua Dochioiu Nr. 60, Dumbraveni, 725456",Caraș Severin,0751 093 558,94:29:36:ea:c2:94,122.106.7.240,Responsabil Cte (Control Tehnic-Economic) In Cercetare-Proiectare
Adriana,Mocanu,3530814517035,1984-05-21,"Aleea Stoica Nr. 603 Bl. 53  Sc. 88 Ap. 945, Hateg, 374616",Sălaj,0737 579 600,aa:d5:5f:57:1b:0d,182.137.246.134,"Director/Director Adjunct, Inspector-Sef"
Ivan,Tomescu,5151103023114,1915-07-20,"Bulevardul Nemeș Nr. 633, Turnu Magurele, 159574",Maramureș,0765 950 169,e0:95:5f:2c:9f:88,61.207.68.20,Specialist Prestatii Vehicule
Miruna,Stancu,8240826181714,1932-01-30,"Bulevardul Mazilescu Nr. 82, Vicovu de Jos, 605636",Vaslui,0252 479 637,5f:b6:62:4e:5e:1a,9.167.86.185,Umplutor Sifoane
Valeria,Tabacu,2701226246249,1961-07-16,"Intrarea Tomescu Nr. 207, Copsa Mica, 225666",Ialomița,0767 724 952,14:e2:83:67:54:ef,80.239.138.20,Tinichigiu Industrial
Daiana,Dochioiu,1930519389301,2008-05-18,"Drumul Edmond Niță, Sebis, 710626",Prahova,0768 442 055,bb:4c:cd:9c:0a:a9,87.76.199.150,Consilier Inginer Horticol
Claudia,Dochioiu,7720712525410,1934-05-25,"Drumul Albu Nr. 65, Vlahita, 652026",Alba,0786 292 067,db:e2:46:93:43:87,72.10.72.50,Tamplar Universal
Anabela,Ionescu,3860913203760,2019-01-23,"Soseaua Ene Nr. 456 Bl. 93  Sc. 17 Ap. 141, Lumina, 137842",Ialomița,0240 892 114,b6:4f:c4:b6:be:ff,142.155.175.54,Innobilator In Si Canepa
Geanina,Diaconescu,6740228417904,1995-11-18,"Soseaua Popa Nr. 82, Titu, 694675",Gorj,0265 582 790,38:fd:a7:e2:75:3c,24.159.159.247,Inginer De Cercetare In Petrochimie Si Carbochimie
Viorel,Preda,5220716517113,1949-08-12,"Soseaua Pușcașu Nr. 70, Buzau, 392062",Vrancea,0262 205 663,d3:e2:d9:95:05:29,208.210.73.253,Manager De Inovare
Zoe,Suciu,1630124395623,1988-08-18,"Intrarea Dochioiu, Busteni, 623300",Vaslui,0724 596 194,87:5a:4c:33:12:bf,198.63.225.196,Confectioner Garnituri Pentru Etansare
Janina,Aanei,2230727401883,1991-12-23,"Bulevardul Daiana Dobre, Slobozia, 616797",Bihor,0237 769 934,ab:d1:99:1f:3d:df,65.80.7.91,Cartator Telegrame
Angel,Barbu,2500708174305,1981-03-14,"Aleea Agata Stancu Nr. 521 Bl. 22  Sc. 24 Ap. 656, Darmanesti, 936952",Cluj,0235 981 848,6e:bd:68:a2:8e:5d,37.25.212.145,Formator Tuburi Spectrale
Marius,Oprea,6020112455823,1933-03-19,"Aleea Eftimie Nr. 88, Tufesti, 425794",Tulcea,0246 518 409,f1:1d:bc:73:72:87,182.93.28.120,Masinist La Confectionarea Materialelor Electroizolante Impregnate
Isabela,Stănescu,1361113084266,1991-02-11,"Drumul Rodica Mazilescu, Domnesti, 929223",Brașov,0266 181 440,24:6c:e3:88:1c:75,75.92.12.70,"Ofiter Bancar (Credite, Marketing, Produse Si Servicii Bancare)"
Dorel,Ionescu,8710428432279,1957-12-05,"Intrarea Ionescu Nr. 61, Pogoanele, 651677",Satu Mare,0240 948 959,eb:5d:8c:f4:87:d5,87.245.1.71,Proiectant Inginer De Sisteme Si Calculatoare
Lucențiu,Popa,6221106070731,1964-08-01,"Drumul Iosif Popa, Marasesti, 252982",Dolj,0255 914 638,5e:57:3a:e6:ee:d7,166.182.50.43,Cusator Piese La Incaltaminte Din Cauciuc
Aurică,Stan,1551202353522,1932-10-08,"Soseaua Barbu, Harlau, 257925",Covasna,0747 199 529,42:03:bf:dd:6e:11,11.100.32.68,Educator In Unitati De Handicapati
Natașa,Albu,4770806232536,1955-01-31,"Drumul Raluca Ardelean Nr. 984 Bl. 34  Sc. 18 Ap. 177, Corabia, 461586",Tulcea,0742 906 319,c4:fb:f0:ee:60:48,160.34.206.222,Inginer De Cercetare In Metrologie
Simion,Eftimie,3100602085859,1955-04-18,"Soseaua Dumitrescu Nr. 650, Poienile de sub Munte, 517751",Satu Mare,0261 245 900,60:84:14:7c:ca:da,171.34.193.43,Pilot Parasutism Incercator
Lili,Suciu,2350318012011,1986-12-18,"Aleea Niță Nr. 74 Bl. 30  Sc. 45 Ap. 378, Motru, 931784",Călărași,0725 554 575,e5:b1:cf:02:af:36,195.177.128.49,Electrician Iluminare Filmare
Antoaneta,Diaconu,1340418139551,1987-04-05,"Aleea Diaconescu Nr. 333, Zalau, 354066",Tulcea,0262 206 331,82:7b:d1:dd:e8:8b,75.79.7.210,Maistru Aparate Video Si Sunet
Cecilia,Stan,3081223207289,1928-04-20,"Bulevardul Matei Dobre, Ploiesti, 554427",Cluj,0265 249 311,4d:a3:dd:94:8a:1e,65.121.218.230,Zidar Cosuri Fabrica
Aurică,Niță,3050512177081,1977-07-20,"Intrarea Dima Nr. 97, Copsa Mica, 299075",Iași,0772 317 449,2f:10:03:dc:b7:4b,25.49.168.148,Operator La Fabricarea Produselor Congelate De Patiserie Si Panificatie
Pompiliu,Dumitrescu,1510620084430,1924-11-28,"Intrarea Ababei, Toflea, 168717",Constanța,0245 789 073,6b:bc:40:6b:89:31,187.177.183.72,Prelucrator De Fulgi Si Pene
Dora,Stoica,1710409237921,1956-05-03,"Strada Dobre, Valea lui Mihai, 267510",Vrancea,0243 924 231,0b:18:21:ce:5c:e5,48.215.114.192,Sef Birou Institutie Publica
Valeria,Mocanu,5110803527546,1927-04-01,"Aleea Brândușa Ioniță Nr. 743, Carei, 465854",Gorj,0735 825 575,76:02:30:a4:5b:e4,158.69.124.211,Strungar La Strung Revolver
Teofil,Oprea,6191117087773,1937-11-07,"Soseaua Popa Nr. 63 Bl. 88  Sc. 54 Ap. 759, Sovata, 438034",Buzău,0766 689 209,04:98:a7:6c:03:35,39.72.23.75,Proiectant Subinginer Electrotehnic
Grațiana,Nistor,6220820040595,1951-02-01,"Intrarea Damian Ardelean, Aiud, 523306",Tulcea,0745 976 374,ca:ec:84:78:0a:17,66.128.149.240,Tehnician Statii De Emisie Radio-Tv
Olimpiu,Mazilescu,8210302436679,1993-11-03,"Drumul Tudor Nr. 941 Bl. 49  Sc. 68 Ap. 186, Zimnicea, 407927",Prahova,0743 317 823,a0:0d:ba:23:d6:ad,164.29.243.102,"Referent De Specialitate Inginer Textile, Pielarie"
Iustinian,Nistor,6311113276796,1998-02-17,"Drumul Toma Nr. 11, Alexandria, 350205",Bistrița-Năsăud,0259 454 976,20:4a:10:a1:3f:ea,101.185.2.117,Confectioner Parchete
Jeana,Toma,5420525163833,1953-06-13,"Drumul Lucreția Toma Nr. 67 Bl. 81  Sc. 75 Ap. 671, Darabani, 531526",Prahova,0260 247 463,c4:44:48:26:f1:ea,32.152.13.141,Administrator De Retea De Calculatoare
Stancu,Stănescu,5950104466849,1944-04-30,"Aleea Vlaicu Toma, Fundeni, 804312",Timiș,0724 543 719,5c:05:2d:b7:0f:cf,172.20.228.248,Amc-Ist
Steluța,Georgescu,5770617185843,1937-09-07,"Soseaua Emanuil Oprea Nr. 663 Bl. 26  Sc. 17 Ap. 602, Valea Mare (Babeni), 128124",Bacău,0753 871 941,22:6b:3a:c3:32:b0,215.196.130.180,Lacatus-Depanator Utilaje Calcul
Liviu,Gheorghiu,7740229021253,1971-09-26,"Intrarea Dumitrescu Nr. 524 Bl. 47  Sc. 21 Ap. 825, Videle, 735689",Galați,0725 695 394,ba:b8:24:55:a9:79,193.29.141.10,Tehnician Energetician/Electrician
Lazăr,Voinea,3980509287730,1967-01-04,"Soseaua Dumitrescu, Insuratei, 986050",Satu Mare,0752 232 965,e5:f1:ed:ca:20:9b,64.168.101.143,Maistru Aparate Video Si Sunet
Ortansa,Cristea,7980603262547,2003-09-05,"Soseaua Manole Nr. 411 Bl. 42  Sc. 12 Ap. 124, Arad, 557509",Dâmbovița,0743 991 244,57:a9:71:e0:99:98,217.216.46.238,Sef Restaurant
Iasmina,Barbu,5170521013083,1971-10-13,"Intrarea Preda, Sibiu, 243858",Satu Mare,0720 683 781,3f:07:17:58:22:67,195.119.94.193,Expert Accesare Fonduri Structurale Si De Coeziune Europene
Profira,Stancu,6590202369601,1979-04-05,"Soseaua Preda, Gilau, 960196",Bihor,0257 246 117,ff:8b:4c:79:85:06,121.170.185.9,Croitor-Stantator Articole Marochinarie
Mitruț,Stănescu,1150511249684,1922-07-06,"Intrarea Tabacu Nr. 439, Sangeorz-Bai, 735881",Ialomița,0726 887 117,c4:79:63:e5:0f:d1,32.194.73.48,"Slefuitor, Lustruitor"
Panait,Cristea,5861220142681,1995-09-07,"Strada Dumitrescu, Apahida, 924321",Galați,0752 279 077,66:c5:41:4f:38:49,106.177.107.138,Finisor Manusi Piele
Ionelia,Pușcașu,1331016333333,1941-07-01,"Aleea Timotei Niță Nr. 29 Bl. 46  Sc. 14 Ap. 849, Nadlac, 727105",Olt,0732 359 827,da:f6:f5:36:0a:74,49.33.38.3,Sef Revizie Vagoane
Florea,Barbu,7880117051540,2004-09-07,"Strada Barbu Nr. 232, Zalau, 946429",Ilfov,0784 742 790,23:d0:59:d7:47:83,4.52.119.77,Consilier Forta De Munca Si Somaj
Rica,Florea,3891024361125,1923-09-19,"Strada Gheorghiu Nr. 72 Bl. 18  Sc. 44 Ap. 759, Sancraiu de Mures, 309052",București,0731 663 245,20:e2:94:fd:74:ac,205.55.148.136,Legumicultor
Amanda,Dochioiu,8390928147595,2017-05-23,"Aleea Oprea Nr. 213 Bl. 43  Sc. 40 Ap. 194, Galati, 590141",Harghita,0759 954 018,99:67:d8:2a:39:2f,144.163.202.62,Scriitor Vagoane
Iustina,Tomescu,2460821239412,2018-08-13,"Drumul Diaconescu, Sangeorz-Bai, 879030",Vrancea,0241 925 580,c0:31:35:e3:39:5d,209.74.169.110,Cercetator In Constructii Miniere
Adonis,Nemeș,1540612282086,1971-12-02,"Drumul Barbu Nr. 275 Bl. 32  Sc. 76 Ap. 333, Matca, 171808",Vrancea,0747 888 763,54:9d:1f:d4:34:ec,212.96.183.194,Analist Servicii Client
